step,deepseek1.5b_sync_8gpu_sigfrac_cfixed_lr1.25e-5_alpha_shuffled_seed1-critic/advantages/mean_step,deepseek1.5b_sync_8gpu_sigfrac_cfixed_lr1.25e-5_alpha_shuffled_seed0-critic/advantages/mean_step,deepseek1.5b_sync_8gpu_sigfrac_cfixed_lr1.25e-5_alpha_shuffled_seed42-critic/advantages/mean_step,deepseek1.5b_sync_8gpu_matched_alpha_3.10e-6_seed1-critic/advantages/mean_step,deepseek1.5b_sync_8gpu_matched_alpha_3.10e-6_seed0-critic/advantages/mean_step,deepseek1.5b_sync_8gpu_matched_alpha_3.10e-6_seed42-critic/advantages/mean_step
216,-0.03906773775815964,-0.04862993210554123,-0.05753592774271965,-0.05464450269937515,-0.07264146208763123,-0.05638730153441429
217,-0.036852143704891205,-0.048187535256147385,-0.05925119295716286,-0.06293485313653946,-0.06957977265119553,-0.056785814464092255
218,-0.037602439522743225,-0.044239748269319534,-0.04780253022909165,-0.06180136650800705,-0.038733456283807755,-0.05788647010922432
219,-0.05331932008266449,-0.05273404344916344,-0.043981704860925674,-0.027958109974861145,-0.047963593155145645,-0.06184829771518707
220,-0.04723106697201729,-0.05310207977890968,-0.060822613537311554,-0.06524617224931717,-0.04627155885100365,-0.04155660793185234
221,-0.03796424716711044,-0.04702531546354294,-0.055071569979190826,-0.04239294305443764,-0.060095515102148056,-0.04400103539228439
222,-0.05307954549789429,-0.05884543806314469,-0.041837774217128754,-0.0439302958548069,-0.06048174947500229,-0.038578033447265625
223,-0.027385778725147247,-0.05634032189846039,-0.050654854625463486,-0.04350614547729492,-0.05078722909092903,-0.029593683779239655
224,-0.04691808298230171,-0.055312380194664,-0.04394849017262459,-0.0405995175242424,-0.040666695684194565,-0.0449124276638031
225,-0.06721969693899155,-0.05002851039171219,-0.04744332656264305,-0.04087573662400246,-0.06224610283970833,-0.03572918102145195
226,-0.06183157116174698,-0.045045770704746246,-0.030362829566001892,-0.05369825661182403,-0.04402477294206619,-0.024510839954018593
227,-0.059825848788022995,-0.03693649545311928,-0.05129607394337654,-0.03957023471593857,-0.05124211683869362,-0.04451474174857139
228,-0.055474188178777695,-0.04117675870656967,-0.04672388732433319,-0.031064851209521297,-0.04978523030877113,-0.03784432262182236
229,-0.06260977685451508,-0.038331907242536545,-0.04600348323583603,-0.045351989567279816,-0.04921934753656387,-0.027830185368657112
230,-0.04543627426028251,-0.05437621474266052,-0.05511322245001793,-0.05197971314191818,-0.029538897797465324,-0.04148539528250694
231,-0.0759766548871994,-0.04525922238826752,-0.046481434255838394,-0.045723967254161835,-0.05886879190802574,-0.043178148567676544
232,-0.05513521283864975,-0.03754167631268501,-0.03835994750261307,-0.05010329186916351,-0.03728368133306503,-0.03391766548156738
233,-0.05785645544528961,-0.03773384168744087,-0.06286127120256424,-0.04315441846847534,-0.03344046697020531,-0.035060059279203415
234,-0.05878046900033951,-0.03946814686059952,-0.05184641480445862,-0.05133243277668953,-0.06366074085235596,-0.04628033563494682
235,-0.04268668964505195,-0.044402070343494415,-0.02349944040179253,-0.041238900274038315,-0.04650254175066948,-0.04979989677667618
236,-0.06515097618103027,-0.03440778702497482,-0.03865376859903336,-0.05137162655591965,-0.04379669576883316,-0.030309660360217094
237,-0.060255035758018494,-0.02039206214249134,-0.05027376115322113,-0.060136791318655014,-0.03615182265639305,-0.04115482047200203
238,-0.027222827076911926,-0.04085699841380119,-0.053152017295360565,-0.05094510316848755,-0.06503599137067795,-0.04008645936846733
239,-0.07048578560352325,-0.03616977483034134,-0.0519101545214653,-0.05638151988387108,-0.0372726209461689,-0.06239591911435127
240,-0.04712803289294243,-0.02742578648030758,-0.051483895629644394,-0.0550413616001606,-0.020903456956148148,-0.0504477433860302
241,-0.04920298978686333,-0.0510123148560524,-0.058590978384017944,-0.06721021234989166,-0.05355669558048248,-0.03420085832476616
242,-0.06516153365373611,-0.033171117305755615,-0.06815637648105621,-0.050986189395189285,-0.03173411265015602,-0.03507138043642044
243,-0.04878762736916542,-0.02203029952943325,-0.04434658959507942,-0.06531604379415512,-0.05280062183737755,-0.03788315877318382
244,-0.050972361117601395,-0.02541793137788773,-0.05980978533625603,-0.0687788873910904,-0.03666094318032265,-0.05774671584367752
245,-0.05789412185549736,-0.06044309586286545,-0.045950014144182205,-0.05821937695145607,-0.04351898655295372,-0.051059361547231674
246,-0.04989716038107872,-0.03599662333726883,-0.03870471939444542,-0.06599332392215729,-0.02336994931101799,-0.032337650656700134
247,-0.05396366864442825,-0.0312507227063179,-0.04430980235338211,-0.05420021340250969,-0.03421181067824364,-0.04283040389418602
248,-0.062116365879774094,-0.025608425959944725,-0.04784521088004112,-0.05950373411178589,-0.04379302263259888,-0.042347684502601624
249,-0.05479287728667259,-0.04132060334086418,-0.03676293045282364,-0.06513486802577972,-0.05254233255982399,-0.041129838675260544
250,-0.04661022499203682,-0.035964012145996094,-0.04217005521059036,-0.07155988365411758,-0.029738346114754677,-0.05753898248076439
251,-0.0505414642393589,-0.03940693661570549,-0.057878412306308746,-0.073261559009552,-0.05163291096687317,-0.05099642649292946
252,-0.055497512221336365,-0.036025047302246094,-0.04920223355293274,-0.07375072687864304,-0.03855586424469948,-0.04235104471445083
253,-0.04879206046462059,-0.04785938188433647,-0.04123698174953461,-0.06098465621471405,-0.04863913357257843,-0.03688972070813179
254,-0.04331482574343681,-0.0327313207089901,-0.04005784913897514,-0.05793849006295204,-0.039863470941782,-0.05215173959732056
255,-0.05670878663659096,-0.040136486291885376,-0.04076148197054863,-0.06242378056049347,-0.051528628915548325,-0.03478458151221275
256,-0.05323244258761406,-0.06172287836670875,-0.04577363654971123,-0.07981622219085693,-0.051307447254657745,-0.02290442027151585
257,-0.035851798951625824,-0.047970645129680634,-0.05133598297834397,-0.06710533052682877,-0.03907332569360733,-0.06632186472415924
258,-0.05239319056272507,-0.06340532004833221,-0.0427887961268425,-0.06565415859222412,-0.05153879150748253,-0.04619795083999634
259,-0.05365009978413582,-0.012603108771145344,-0.049067068845033646,-0.0681142583489418,-0.04712497442960739,-0.057764701545238495
260,-0.055974431335926056,-0.033257052302360535,-0.03578335791826248,-0.07153720408678055,-0.04488023370504379,-0.05365166813135147
261,-0.04291706532239914,-0.03211109712719917,-0.04748895391821861,-0.04009523615241051,-0.04935687780380249,-0.06017526239156723
262,-0.04505540803074837,-0.03922773897647858,-0.03970861807465553,-0.06094358488917351,-0.045848358422517776,-0.07442223280668259
263,-0.032345961779356,-0.04019157961010933,-0.06226024776697159,-0.0661751851439476,-0.0406184084713459,-0.05963534116744995
264,-0.04391336068511009,-0.039823077619075775,-0.05006377771496773,-0.042297378182411194,-0.02674964629113674,-0.050447843968868256
265,-0.008144896477460861,-0.04321959614753723,-0.04131154716014862,-0.0529724583029747,-0.03014194406569004,-0.04387395456433296
266,-0.023634186014533043,-0.03159310296177864,-0.030802832916378975,-0.03426308184862137,-0.030460597947239876,-0.059791695326566696
267,-0.025835677981376648,-0.022837895900011063,-0.012046529911458492,-0.05213014408946037,-0.020135605707764626,-0.028619417920708656
268,-0.06526856869459152,-0.028527284041047096,-0.04070376977324486,-0.05751865357160568,-0.04341069608926773,-0.05189478024840355
269,-0.02064570039510727,-0.03887012228369713,-0.03461916744709015,-0.062212035059928894,-0.03825760260224342,-0.05687743425369263
270,-0.030613379552960396,-0.02097981609404087,-0.0519629642367363,-0.04507268965244293,-0.03627718612551689,-0.05640637129545212
271,-0.049427468329668045,-0.04997299984097481,-0.027528267353773117,-0.06607020646333694,-0.03574268892407417,-0.0435572937130928
272,-0.04164635017514229,-0.026065632700920105,-0.038185760378837585,-0.05244006961584091,-0.03991017118096352,-0.03517870977520943
273,-0.03018728084862232,-0.03867560252547264,-0.03644741326570511,-0.05148515850305557,-0.04186832532286644,-0.04354710504412651
274,-0.05258868262171745,-0.039796099066734314,-0.043936837464571,-0.08239991217851639,-0.03875918313860893,-0.031600408256053925
275,-0.036389511078596115,-0.03806253522634506,-0.05007379129528999,-0.06224396079778671,-0.05212573707103729,-0.06521342694759369
276,-0.041189324110746384,-0.04504663497209549,-0.04692458733916283,-0.04402962699532509,-0.047006770968437195,-0.04407023638486862
277,-0.05971198529005051,-0.02305254340171814,-0.03996746614575386,-0.09105956554412842,-0.03809595853090286,-0.03397350385785103
278,-0.030658990144729618,-0.04103264957666397,-0.03740590065717697,-0.05013466998934746,-0.034568291157484055,-0.04113515466451645
279,-0.05292626470327377,-0.02540732733905315,-0.044509682804346085,-0.06222335249185562,-0.03344312310218811,-0.038988884538412094
280,-0.0564492829144001,-0.05252724140882492,-0.042342137545347214,-0.09347714483737946,-0.041990913450717926,-0.05722140520811081
281,-0.06583111733198166,-0.03671468049287796,-0.034005433320999146,-0.061088040471076965,-0.03111833333969116,-0.03276095166802406
282,-0.057313188910484314,-0.021338876336812973,-0.03216979280114174,-0.07291427254676819,-0.03224790468811989,-0.03602359816431999
283,-0.04828614741563797,-0.042437490075826645,-0.03649646416306496,-0.05673344433307648,-0.030473478138446808,-0.04160619154572487
284,-0.064287930727005,-0.033106107264757156,-0.04175690934062004,-0.05852793902158737,-0.040280118584632874,-0.05992298945784569
285,-0.04789910092949867,-0.02618033811450005,-0.04050987958908081,-0.06881511956453323,-0.02677157521247864,-0.04645135998725891
286,-0.05602380260825157,-0.02906096912920475,-0.03241715207695961,-0.07107443362474442,-0.033822156488895416,-0.0497480109333992
287,-0.05371789261698723,-0.03746736049652099,-0.040240559726953506,-0.06405884772539139,-0.03224571421742439,-0.06431488692760468
288,-0.030392777174711227,-0.05420992895960808,-0.05741502344608307,-0.06650260835886002,-0.035535044968128204,-0.049742698669433594
289,-0.045158423483371735,-0.03954978287220001,-0.038300976157188416,-0.08148845285177231,-0.033370085060596466,-0.04131103307008743
290,-0.03152341768145561,-0.029500357806682587,-0.047050539404153824,-0.05048387125134468,-0.02804495207965374,-0.053551893681287766
291,-0.03885559365153313,-0.05601799488067627,-0.05219031870365143,-0.05701707303524017,-0.05390071123838425,-0.05262654647231102
292,-0.03524249047040939,-0.05015537142753601,-0.03821849450469017,-0.06571938842535019,-0.05680835619568825,-0.06680147349834442
293,-0.027097543701529503,-0.05229239538311958,-0.03450772911310196,-0.06952256709337234,-0.04593954235315323,-0.04772485047578811
294,-0.05861092731356621,-0.04523974284529686,-0.04083769768476486,-0.06669273227453232,-0.03537684679031372,-0.03226027637720108
295,-0.03580242767930031,-0.05429980531334877,-0.0391935221850872,-0.05088967829942703,-0.033400218933820724,-0.04651686176657677
296,-0.03789649531245232,-0.05996507406234741,-0.04787014424800873,-0.06654747575521469,-0.04259350895881653,-0.06280220299959183
297,-0.03593124821782112,-0.07120417803525925,-0.04663551598787308,-0.05817820504307747,-0.044098302721977234,-0.03466251492500305
298,-0.033424459397792816,-0.04630263149738312,-0.038212623447179794,-0.05501481890678406,-0.029050996527075768,-0.0525529645383358
299,-0.03885001316666603,-0.053108152002096176,-0.02860640175640583,-0.04736293479800224,-0.027655502781271935,-0.05540231242775917
300,-0.03765035420656204,-0.04811449348926544,-0.05353236943483353,-0.0631401315331459,-0.04225708544254303,-0.05448554828763008
