step,deepseek1.5b_sync_8gpu_sigfrac_cfixed_lr1.25e-5_alpha_shuffled_seed1-critic/score/mean_step,deepseek1.5b_sync_8gpu_sigfrac_cfixed_lr1.25e-5_alpha_shuffled_seed0-critic/score/mean_step,deepseek1.5b_sync_8gpu_sigfrac_cfixed_lr1.25e-5_alpha_shuffled_seed42-critic/score/mean_step,deepseek1.5b_sync_8gpu_matched_alpha_3.10e-6_seed1-critic/score/mean_step,deepseek1.5b_sync_8gpu_matched_alpha_3.10e-6_seed0-critic/score/mean_step,deepseek1.5b_sync_8gpu_matched_alpha_3.10e-6_seed42-critic/score/mean_step
223,0.02431368827819824,0.042432546615600586,-0.009331703186035156,0.06327414512634277,-0.034449100494384766,-0.007111787796020508
224,0.1966125965118408,0.07884097099304199,0.15527582168579102,0.1919236183166504,-0.007775068283081055,0.134490966796875
225,-0.08926653861999512,0.06370425224304199,-0.057515621185302734,-0.11612415313720705,-0.008777856826782227,-0.05865621566772461
226,-0.03788995742797851,0.08098673820495605,0.04983878135681152,-0.02975559234619141,0.00732731819152832,0.03435206413269043
227,0.0012664794921875,0.13775873184204102,0.14461302757263184,0.0056552886962890625,0.022907018661499023,0.1996665000915527
228,0.09587407112121582,0.2176048755645752,-0.009531021118164062,0.0692291259765625,0.10781502723693848,0.008599996566772461
229,0.15277433395385742,0.1699063777923584,-0.00857400894165039,0.1067984104156494,0.09662389755249023,0.017708301544189453
230,0.16811823844909668,0.11450958251953124,-0.04925990104675293,0.11752939224243164,0.0005748271942138672,-0.03936314582824707
231,0.07868599891662598,0.13348817825317383,-0.015355825424194336,0.02323436737060547,0.06850433349609375,-0.008277416229248047
232,0.061254262924194336,0.0976552963256836,-0.08267068862915039,0.05313515663146973,0.04181671142578125,-0.1011195182800293
233,0.1919553279876709,0.062491655349731445,0.10516643524169922,0.11637592315673828,-0.05768489837646485,0.13397955894470215
234,0.12881731986999512,0.08358597755432129,0.02974081039428711,0.10552406311035156,-0.002495288848876953,0.0076029300689697266
235,-0.04027271270751953,0.08834075927734375,0.10724115371704102,-0.053429365158081055,-0.043889760971069336,0.07157206535339355
236,0.05879783630371094,0.060491323471069336,0.045201778411865234,0.04433178901672363,-0.06277132034301758,0.13943982124328613
237,0.013451337814331056,0.07541894912719727,0.06617474555969238,0.016582012176513672,-0.026569128036499023,0.059546709060668945
238,0.10918116569519044,0.16198205947875977,0.10630226135253906,0.0918586254119873,0.05114269256591797,0.15488004684448242
239,0.09000468254089355,0.13671541213989258,-0.05796957015991211,0.0379490852355957,-0.007540702819824219,-0.016353130340576172
240,-0.02535867691040039,0.029885053634643555,0.11095237731933594,0.01777482032775879,-0.08472228050231934,0.06730461120605469
241,0.008670806884765625,0.18923306465148929,0.05151677131652832,0.033357858657836914,0.11336445808410645,0.11836481094360352
242,0.035498619079589844,0.05555462837219238,0.002610445022583008,0.04812359809875488,0.015854597091674805,0.0755162239074707
243,0.1544015407562256,0.15929102897644043,-0.0990164279937744,0.11594009399414062,0.06061983108520508,-0.026075363159179688
244,0.011966228485107422,0.24416732788085935,0.04558396339416504,0.0672764778137207,0.16498637199401855,0.07047009468078613
245,0.09532690048217772,0.07488155364990234,-0.0019588470458984375,0.09658598899841309,0.019539356231689453,0.009210824966430664
246,0.07154655456542969,0.25649380683898926,-0.030826330184936523,0.03643131256103515,0.11901736259460448,-0.004854440689086914
247,-0.06302714347839355,0.03953385353088379,0.09705066680908205,-0.04879617691040039,-0.09360265731811523,0.08873486518859863
248,0.11812806129455566,0.15168285369873047,0.015119314193725586,0.12385153770446776,0.058719635009765625,0.09750151634216309
249,0.1014719009399414,0.18326210975646973,0.02978682518005371,0.14455604553222656,0.05125927925109863,0.051297903060913086
250,0.1562974452972412,0.21650934219360352,0.03312110900878906,0.11694836616516112,0.11328530311584473,0.023996353149414062
251,-0.016039371490478516,0.14247608184814453,0.17165446281433103,0.009713411331176758,0.014136314392089844,0.18633484840393064
252,0.030025959014892575,0.10125517845153809,-0.01916670799255371,0.060897111892700195,-0.02820897102355957,-0.012664556503295898
253,0.08102560043334961,0.2120506763458252,0.07454705238342285,0.12408900260925292,0.107804536819458,0.1084897518157959
254,0.07172226905822754,0.0932748317718506,0.08950662612915039,0.05071544647216797,-0.05562472343444824,0.10351109504699708
255,0.05347180366516113,0.10262775421142578,0.0374598503112793,0.03234982490539551,-0.02586698532104492,0.04356718063354492
256,0.11077642440795898,0.09944915771484376,0.02725529670715332,0.10225057601928712,0.022061586380004883,0.06203722953796387
257,0.161607027053833,0.1848318576812744,0.08042764663696289,0.13954854011535645,0.040976524353027344,0.11913371086120604
258,0.06867027282714844,0.09396982192993164,0.020596027374267575,0.08320188522338867,0.009894847869873049,0.02843785285949707
259,-0.0227663516998291,0.27533650398254395,-0.0256197452545166,0.004349708557128906,0.1302590370178223,0.01805853843688965
260,0.06263494491577148,0.08232450485229492,-0.05292940139770508,0.09060406684875488,-0.006857633590698242,-0.06228780746459961
261,0.12219905853271484,0.24191665649414065,0.0819098949432373,0.09969472885131836,0.10872864723205566,0.07252001762390137
262,0.07478952407836914,0.1734926700592041,0.13178133964538574,0.09407234191894533,0.10674810409545898,0.11347246170043944
263,0.2999398708343506,0.13462138175964355,-0.06885242462158203,0.29386258125305176,0.06926083564758301,-0.06866002082824707
264,0.004609346389770508,-0.009782791137695312,0.05142354965209961,-0.01786184310913086,-0.02642726898193359,0.09462809562683104
265,0.08440566062927246,0.14751243591308594,0.013086318969726562,0.08569216728210449,0.07579588890075684,0.048919677734375
266,0.1700446605682373,0.001858234405517578,0.0494840145111084,0.18506288528442383,-0.02190566062927246,0.06593203544616699
267,0.013224124908447266,0.005792379379272461,0.03978896141052246,0.046485185623168945,-0.03805398941040039,0.05200982093811035
268,0.07637643814086914,-0.017317533493041992,0.1375281810760498,0.11797976493835448,-0.1040513515472412,0.13245153427124023
269,0.17149615287780762,0.12737107276916504,0.07275032997131348,0.1390683650970459,0.07164502143859863,0.0938103199005127
270,0.03467106819152832,0.1907482147216797,-0.05248522758483887,0.04634881019592285,0.093336820602417,0.024224281311035156
271,6.890296936035156e-05,0.16592192649841309,-0.03147244453430176,0.013088703155517578,0.16812443733215332,-0.04989194869995117
272,-0.10176682472229004,-0.053667306900024414,0.010346174240112305,-0.06378698348999023,0.0008640289306640625,0.008461952209472656
273,0.01905226707458496,0.06048583984375,0.08594536781311035,0.018817901611328125,0.023489952087402344,0.07834792137145996
274,0.09838533401489258,0.08798694610595703,0.02170848846435547,0.1613636016845703,0.10300517082214355,0.028798580169677734
275,0.15407991409301758,0.18403291702270508,0.10405635833740234,0.17676234245300293,0.16064810752868652,0.08390951156616211
276,0.12245512008666992,0.018852710723876953,-0.0521242618560791,0.1474623680114746,-0.0152587890625,-0.015177488327026367
277,0.1462392807006836,0.1101205348968506,-0.07646536827087402,0.15847301483154297,0.061324119567871094,-0.08445262908935547
278,0.15755939483642578,0.1674814224243164,0.07285618782043457,0.13505291938781738,0.11114192008972168,0.07368016242980957
279,0.15981388092041016,0.11499857902526855,0.07324814796447754,0.10598492622375488,0.06314897537231445,0.13359880447387695
280,0.21845221519470215,0.07665038108825684,-0.07692146301269531,0.15771698951721191,0.027425527572631836,-0.03152871131896973
281,0.02202463150024414,0.16112613677978516,-0.04771566390991211,0.05845999717712402,0.08157157897949219,-0.04205775260925293
282,0.06569695472717285,0.0032644271850585938,0.18924450874328613,0.05455422401428223,-0.08980774879455566,0.21906805038452148
283,0.17926907539367676,0.07117152214050293,0.05124831199645996,0.15588593482971191,0.01018834114074707,0.07113480567932129
284,0.2225024700164795,0.12230396270751952,0.015761137008666992,0.1881613731384277,0.04307723045349121,0.01916599273681641
285,0.14457345008850098,0.21428680419921875,0.09469294548034668,0.10470890998840332,0.09943604469299316,0.12552690505981445
286,0.1221776008605957,-0.039397478103637695,-0.058898210525512695,0.1216726303100586,-0.09121918678283691,-0.07306504249572754
287,0.1450200080871582,0.29268813133239746,0.0462343692779541,0.14705657958984375,0.206632137298584,-0.00903773307800293
288,0.12029862403869628,0.07148957252502441,0.09915280342102052,0.05125594139099121,-0.0018634796142578125,0.11454200744628906
289,0.1409163475036621,0.08842873573303223,0.06526541709899902,0.11542868614196776,0.02497720718383789,0.0948336124420166
290,0.1295616626739502,0.09643387794494628,0.01465773582458496,0.15424633026123047,0.017818689346313477,-0.011457681655883787
291,0.1722419261932373,0.17889738082885742,0.09756207466125488,0.1590428352355957,0.06942963600158691,0.0796058177947998
292,0.14894461631774902,0.15578031539916992,0.0996239185333252,0.1524059772491455,0.11441445350646973,0.030059337615966797
293,-0.029108762741088867,0.15176057815551758,-0.06951355934143066,-0.018230199813842773,0.12572312355041504,-0.041595458984375
294,0.1265125274658203,0.08753633499145508,0.034598350524902344,0.06091737747192383,0.033887624740600586,0.015045404434204102
295,-0.04454684257507324,0.13125276565551758,0.08973336219787598,0.020161867141723633,0.04585623741149902,0.11997294425964355
296,0.22028017044067383,0.1471107006072998,0.0630183219909668,0.1946403980255127,0.05145263671875,0.055500030517578125
297,0.018978357315063477,0.22191953659057617,-0.011284351348876951,0.04327106475830078,0.13455891609191897,0.0026521682739257812
298,0.1238534450531006,-0.040470123291015625,0.06641435623168945,0.0893094539642334,-0.08975076675415039,0.05222225189208984
299,0.16564655303955078,0.04796099662780762,0.11738038063049316,0.13587450981140137,0.006064176559448242,0.10669827461242676
300,0.21901178359985352,0.24413800239562988,0.06500363349914551,0.21160554885864255,0.12336587905883788,0.034522056579589844
