step,deepseek1.5b_fa_partial_8gpu_cosine_lr1e-5-reward/overlong_reward_mean_step,deepseek1.5b_fa_partial_8gpu_lr5e-6-reward/overlong_reward_mean_step,deepseek1.5b_fa_partial_8gpu_ent0.01_lr1e-5-reward/overlong_reward_mean_step,deepseek1.5b_fa_partial_lr1e-6-reward/overlong_reward_mean_step,deepseek1.5b_fa_partial_lr1e-5-reward/overlong_reward_mean_step
269,-0.002751588821411133,-0.0007195472717285156,-0.0003173351287841797,-0.0072095394134521484,-0.003000497817993164
270,-0.001503705978393555,-0.0007796287536621094,-3.5762786865234375e-05,-0.002019166946411133,-0.0011107921600341797
271,-0.001964569091796875,-2.86102294921875e-06,0,-0.0031588077545166016,-0.0024077892303466797
272,-0.0024847984313964844,-0.003512859344482422,0,-0.011389970779418944,-0.0035698413848876953
273,-0.0026421546936035156,-0.000438690185546875,-7.152557373046875e-07,-0.00195455551147461,-0.002168416976928711
274,-0.0019729137420654297,-0.00286102294921875,-3.600120544433594e-05,-0.0053136348724365234,-0.003718137741088867
275,-0.00417637825012207,-0.002040863037109375,-0.0002343654632568359,-0.005872964859008789,-0.003475666046142578
276,-0.0020503997802734375,-0.001077413558959961,-0.0004012584686279297,-0.005238533020019531,-0.0027048587799072266
277,-0.002100706100463867,-0.0027103424072265625,-0.0003726482391357422,-0.00526118278503418,-0.002554178237915039
278,-0.0014345645904541016,-0.0036530494689941406,0,-0.006330966949462891,-0.0008475780487060547
279,-0.0026750564575195312,-0.0005114078521728516,0,-0.003895282745361328,-0.003746509552001953
280,-0.004191160202026367,-0.00039577484130859375,0,-0.0031554698944091797,-0.0044078826904296875
281,-0.00333404541015625,-0.002391815185546875,-8.106231689453125e-06,-0.0041332244873046875,-0.004161834716796875
282,-0.003033876419067383,-0.0002262592315673828,-4.0531158447265625e-06,-0.004842996597290039,-0.004920244216918945
283,-0.001873016357421875,-0.0007026195526123047,-5.936622619628906e-05,-0.0025632381439208984,-0.002257108688354492
284,-0.003777742385864258,-0.001326799392700195,-0.00028228759765625,-0.005902290344238281,-0.004436492919921875
285,-0.001614093780517578,-0.001807451248168945,-0.0003116130828857422,-0.006355762481689453,-0.0020296573638916016
286,-0.00356292724609375,-0.0012345314025878906,-3.0994415283203125e-05,-0.004388332366943359,-0.00554656982421875
287,-0.002605438232421875,-0.0020148754119873047,0,-0.00612330436706543,-0.003074169158935547
288,-0.0026750564575195312,-0.0016605854034423828,0,-0.004556179046630859,-0.004882097244262695
289,-0.004172086715698242,-0.0014438629150390625,0,-0.006228923797607422,-0.005051374435424805
290,-0.004238128662109375,-0.0015463829040527344,-5.3882598876953125e-05,-0.007108926773071289,-0.005390167236328125
291,-0.003085613250732422,-0.0004832744598388672,-0.00019097328186035156,-0.004023075103759766,-0.008073091506958008
292,-0.0044803619384765625,-0.0014562606811523438,-0.0004439353942871094,-0.010005950927734377,-0.008026599884033203
293,-0.0017406940460205078,-0.00154876708984375,-0.0001773834228515625,-0.0041964054107666016,-0.008136749267578125
294,-0.0044269561767578125,-0.0012996196746826172,0,-0.006099224090576172,-0.002805948257446289
295,-0.0050945281982421875,-0.0015680789947509766,0,-0.005943775177001953,-0.009499073028564451
296,-0.0009593963623046876,-0.001298666000366211,0,-0.007782936096191406,-0.003971099853515625
297,-0.003139495849609375,-0.0006389617919921875,-4.220008850097656e-05,-0.0024619102478027344,-0.0030984878540039062
298,-0.0054857730865478516,-0.0017807483673095703,-0.00045180320739746094,-0.00740814208984375,-0.005327701568603516
299,-0.0023088455200195312,-0.0012950897216796875,-0.0005762577056884766,-0.005271673202514648,-0.009072542190551758
300,-0.002727508544921875,-0.0019083023071289065,-6.389617919921875e-05,-0.0056455135345458984,-0.003489255905151367
