step,deepseek1.5b_sync_8gpu_sigfrac_cfixed_lr1.25e-5_seed1-response_length/mean_step,deepseek1.5b_sync_8gpu_sign_gate_meanmatch_gamma0.5_seed0-response_length/mean_step,deepseek1.5b_sync_8gpu_sigfrac_cfixed_lr1.25e-5_seed0-response_length/mean_step,deepseek1.5b_sync_8gpu_matched_alpha_2.97e-6_seed0-response_length/mean_step,deepseek1.5b_sync_8gpu_sign_gate_meanmatch_gamma0.5_seed1-response_length/mean_step,deepseek1.5b_sync_8gpu_matched_alpha_2.97e-6_seed1-response_length/mean_step,deepseek1.5b_sync_8gpu_matched_alpha_2.97e-6-response_length/mean_step,deepseek1.5b_sync_8gpu_sign_gate_meanmatch_gamma0.5-response_length/mean_step,deepseek1.5b_sync_8gpu_sigfrac_cfixed_lr1.25e-5-response_length/mean_step
186,2728.6689453125,2821.64453125,3032.3369140625,2715.482421875,2543.7841796875,2587.349609375,2626.56640625,2511.822265625,2806.7890625
187,2783.1201171875,2632.890625,2767.7900390625,2597.4052734375,2647.0048828125,2745.5185546875,2779.00390625,2673.0615234375,2822.306640625
188,2646.6259765625,2857.6533203125,2965.564453125,2664.0849609375,2477.9521484375,2573.365234375,3037.1826171875,2924.462890625,3049.1875
189,2702.365234375,2754.140625,2891.0048828125,2697.259765625,2542.759765625,2626.6611328125,2817.1689453125,2844.2001953125,2856.0439453125
190,2745.4990234375,2805.4228515625,2968.8994140625,2750.498046875,2602.1767578125,2637.84765625,2832.87890625,2835.77734375,2884.240234375
191,2748.6015625,2667.3095703125,2835.5673828125,2740.599609375,2617.7646484375,2733.259765625,2846.587890625,2899.2490234375,2937.0234375
192,2777.6162109375,2611.74609375,2688.580078125,2666.1162109375,2629.3447265625,2713.755859375,2900.3359375,2920.173828125,2981.6591796875
193,2790.3642578125,2695.740234375,2830.5546875,2774.380859375,2680.6591796875,2817.181640625,2771.1953125,2844.04296875,2806.3369140625
194,2672.703125,2668.7626953125,2783.19140625,2777.017578125,2535.3427734375,2588.0771484375,2755.830078125,3009.759765625,2942.19140625
195,2511.0830078125,2712.2587890625,2803.029296875,2808.275390625,2395.736328125,2429.0859375,2626.7919921875,2836.91015625,2813.078125
196,2515.837890625,2727.455078125,2753.5185546875,2841.701171875,2420.1484375,2421.7294921875,2582.0087890625,2800.2705078125,2811.6044921875
197,2457.396484375,2646.0029296875,2612.435546875,2660.4521484375,2378.734375,2467.2734375,2470.1748046875,2636.4599609375,2702.876953125
198,2659.26953125,2775.48828125,2722.7900390625,2852.740234375,2548.09765625,2586.7041015625,2603.5498046875,2961.5244140625,2906.2216796875
199,2755.517578125,2800.7421875,2698.3896484375,2893.30859375,2638.5888671875,2702.3154296875,2538.5341796875,2876.208984375,2765.0400390625
200,2750.41796875,2700.890625,2623.4990234375,2691.1279296875,2620.4150390625,2641.7919921875,2500.6220703125,2904.5703125,2743.29296875
201,2861.720703125,2538.94921875,2475.388671875,2646.6923828125,2804.6865234375,2824.6376953125,2500.5810546875,2948.068359375,2842.6708984375
202,2786.771484375,2635.3330078125,2506.115234375,2661.9091796875,2676.9658203125,2673.8896484375,2533.2197265625,2901.0263671875,2799.619140625
203,2636.7294921875,2455.62109375,2353.3837890625,2541.5517578125,2545.6474609375,2586.947265625,2464.4794921875,2788.26171875,2748.7294921875
204,2751.3837890625,2643.09375,2529.2255859375,2812.6240234375,2645.2861328125,2631.95703125,2542.896484375,2836.734375,2884.310546875
205,2700.1328125,2583.37890625,2417.3232421875,2716.1826171875,2674.2119140625,2609.966796875,2418.787109375,2776.123046875,2729.240234375
206,2856.1005859375,2545.0234375,2383.7294921875,2699.099609375,2667.68359375,2651.087890625,2424.826171875,2667.0556640625,2737.1884765625
207,2760.9306640625,2650.970703125,2520.38671875,2827.2548828125,2629.43359375,2630.4599609375,2343.359375,2631.7177734375,2656.015625
208,2813.6748046875,2479.5673828125,2320.654296875,2736.32421875,2612.4326171875,2635.6171875,2538.5234375,2769.552734375,2940.578125
209,2611.6630859375,2578.5517578125,2406.197265625,2793.5986328125,2490.373046875,2494.791015625,2367.3798828125,2654.109375,2705.025390625
210,2503.7060546875,2391.7158203125,2180.50390625,2506.9599609375,2425.861328125,2401.37890625,2559.447265625,2867.2890625,3000.8779296875
211,2595.54296875,2619.5947265625,2413.775390625,2803.0126953125,2516.267578125,2471.8740234375,2416.64453125,2706.048828125,2782.158203125
212,2663.666015625,2582.103515625,2296.3671875,2653.6474609375,2540.5224609375,2484.14453125,2397.5693359375,2692.7060546875,2889.630859375
213,2758.44921875,2566.6953125,2322.529296875,2681.4326171875,2652.00390625,2552.533203125,2472.6201171875,2737.8251953125,2887.2607421875
214,2674.1396484375,2446.6474609375,2277.509765625,2638.3720703125,2595.9765625,2443.2275390625,2353.5576171875,2606.0751953125,2788.654296875
215,2819.3857421875,2610.4775390625,2390.94140625,2795.232421875,2732.208984375,2621.251953125,2318.76171875,2554.6328125,2636.056640625
216,2966.673828125,2444.607421875,2125.5517578125,2622.875,2809.9677734375,2706.5576171875,2304.7734375,2482.5673828125,2628.3740234375
217,2772.8525390625,2498.0185546875,2253.2529296875,2620.298828125,2642.078125,2591.0234375,2364.556640625,2589.2919921875,2718.7060546875
218,2907.8486328125,2606.9755859375,2418.8388671875,2815.501953125,2704.1083984375,2674.6328125,2558.96875,2739.681640625,2857.2958984375
219,2850.775390625,2535.037109375,2295.8935546875,2655.796875,2605.8173828125,2597.4853515625,2448.6708984375,2664.7705078125,2742.3251953125
220,2782.1923828125,2541.3056640625,2298.1650390625,2681.5126953125,2574.9208984375,2552.638671875,2397.962890625,2603.4755859375,2650.689453125
221,2852.1015625,2565.0048828125,2368.9853515625,2691.6923828125,2704.6806640625,2646.3515625,2390.2705078125,2544.2001953125,2652.82421875
222,2636.5654296875,2461.1953125,2270.5986328125,2644.4072265625,2410.810546875,2465.1201171875,2551.6474609375,2601.4658203125,2806.724609375
223,2885.951171875,2411.6171875,2236.10546875,2574.626953125,2650.8076171875,2589.4970703125,2584.63671875,2543.3203125,2632.755859375
224,2722.4189453125,2502.9453125,2291.744140625,2643.814453125,2441.09765625,2517.044921875,2369.564453125,2410.3369140625,2513.3095703125
225,2886.310546875,2549.798828125,2358.9931640625,2690.01953125,2652.6103515625,2670.185546875,2612.9091796875,2631.638671875,2819.1357421875
226,2942.8818359375,2565.0634765625,2372.4296875,2717.876953125,2656.544921875,2619.216796875,2532.6142578125,2525.9892578125,2703.7138671875
227,2974.9873046875,2354.013671875,2223.009765625,2477.28125,2711.1826171875,2672.4296875,2564.2958984375,2508.74609375,2738.845703125
228,2811.1728515625,2446.046875,2289.294921875,2625.9833984375,2528.3330078125,2646.859375,2565.7822265625,2513.2412109375,2743.798828125
229,2819.9814453125,2365.9150390625,2319.796875,2540.2236328125,2514.5546875,2567.20703125,2744.365234375,2615.4169921875,2987.6640625
230,2894.4775390625,2529.4521484375,2464.951171875,2711.3740234375,2537.28125,2702.6484375,2826.9794921875,2756.595703125,3031.6611328125
231,3005.689453125,2469.880859375,2449.25390625,2654.888671875,2704.72265625,2833.5517578125,2583.2666015625,2569.4208984375,2886.560546875
232,2821.0986328125,2370.60546875,2253.4716796875,2468.1025390625,2465.6708984375,2717.5400390625,2674.3759765625,2660.8798828125,2850.5908203125
233,2730.9326171875,2541.951171875,2387.1796875,2706.4013671875,2360.8037109375,2641.5908203125,2691.9111328125,2629.9140625,2890.3369140625
234,2737.9765625,2402.19921875,2354.2578125,2590.0322265625,2346.712890625,2643.2275390625,2630.822265625,2586.4306640625,2785.0771484375
235,2892.380859375,2459.8466796875,2383.330078125,2612.498046875,2535.1923828125,2835.53125,2676.3369140625,2606.4658203125,2775.3984375
236,2870.8671875,2576.9443359375,2485.501953125,2705.7587890625,2582.0263671875,2910.291015625,2630.7529296875,2544.8876953125,2711.8544921875
237,2774.5107421875,2515.3408203125,2494.416015625,2639.8515625,2534.3994140625,2818.5986328125,2836.416015625,2718.7431640625,2918.3271484375
238,2754.45703125,2369.9580078125,2495.7958984375,2577.009765625,2470.5419921875,2830.3515625,2800.7060546875,2571.7470703125,2832.7939453125
239,2895.345703125,2537.169921875,2539.7509765625,2684.2578125,2467.7119140625,2916.1640625,2916.3837890625,2732.3427734375,2820.720703125
240,2875.6162109375,2475.3017578125,2530.451171875,2641.6435546875,2536.830078125,2965.0947265625,2841.2197265625,2613.634765625,2695.4619140625
241,2877.7177734375,2398.974609375,2504.7783203125,2581.328125,2599.7607421875,2965.240234375,2956.384765625,2683.029296875,2790.9814453125
242,2823.2099609375,2373.5380859375,2457.193359375,2480.7255859375,2564.541015625,2929.4541015625,2919.0205078125,2733.2705078125,2731.5537109375
243,2700.921875,2443.2041015625,2568.3974609375,2613.642578125,2471.0986328125,2802.2353515625,2943.01171875,2749.904296875,2731.3779296875
244,2815.8486328125,2397.1044921875,2484.3994140625,2572.9423828125,2575.2060546875,2939.1787109375,2707.6953125,2513.8251953125,2602.634765625
245,2595.9462890625,2598.4150390625,2696.7294921875,2685.0234375,2418.49609375,2727.123046875,2941.9599609375,2716.2724609375,2761.720703125
246,2849.447265625,2347.943359375,2446.96484375,2519.8466796875,2734.14453125,3114.7734375,3145.6005859375,2909.576171875,2921.6328125
247,2765.1435546875,2707.1552734375,2785.822265625,2843.046875,2726.005859375,2956.8349609375,2897.236328125,2615.9638671875,2634.0791015625
248,2859.0927734375,2444.6474609375,2589.0361328125,2558.9296875,2613.302734375,2887.740234375,2877.8017578125,2635.435546875,2628.9736328125
249,2595.802734375,2612.734375,2646.2353515625,2638.953125,2439.3740234375,2674.8134765625,2980.580078125,2683.0595703125,2694.0400390625
250,2703.0498046875,2578.4365234375,2606.3564453125,2615.5048828125,2567.6962890625,2789.0712890625,3103.896484375,2776.306640625,2760.5146484375
251,2914.6455078125,2659.537109375,2681.404296875,2705.955078125,2746.3203125,2994.927734375,2968.8623046875,2679.0537109375,2714.5673828125
252,2879.13671875,2839.791015625,2892.1171875,2854.546875,2817.1259765625,2989.4375,3117.240234375,2810.947265625,2836.1318359375
253,2851.017578125,2676.68359375,2648.4677734375,2700.861328125,2766.609375,2903.9248046875,2986.5859375,2705.779296875,2723.5361328125
254,2751.037109375,2758.0146484375,2745.23828125,2744.0966796875,2680.0830078125,2837.1171875,2836.6884765625,2529.6171875,2605.984375
255,2918.9306640625,2703.72265625,2736.7177734375,2749.9560546875,2780.9619140625,2918.4619140625,2986.8251953125,2628.4765625,2694.1259765625
256,2797.974609375,2823.064453125,2817.369140625,2810.509765625,2746.314453125,2806.93359375,2994.6103515625,2686.8232421875,2722.75
257,2660.6279296875,2681.376953125,2628.1181640625,2662.4345703125,2571.251953125,2632.025390625,3059.8671875,2729.619140625,2711.0888671875
258,2745.3515625,2782.384765625,2828.173828125,2856.7158203125,2664.6005859375,2806.146484375,3029.142578125,2699.0869140625,2735.662109375
259,2702.0322265625,2460.861328125,2523.224609375,2601.29296875,2547.412109375,2643.5009765625,2980.3564453125,2741.82421875,2776.935546875
260,2680.4072265625,2813.720703125,2815.978515625,2913.814453125,2599.8994140625,2658.73046875,3032.2880859375,2715.8720703125,2783.4345703125
261,2587.419921875,2686.84375,2766.181640625,2810.6376953125,2424.0625,2450.337890625,3056.67578125,2742.03125,2746.4580078125
262,2770.125,2626.1572265625,2641.205078125,2700.587890625,2731.0283203125,2767.548828125,3008.009765625,2774.16796875,2755.02734375
263,2735.0478515625,2615.6640625,2645.8671875,2747.623046875,2577.0537109375,2655.28125,3048.935546875,2875.8759765625,2890.7412109375
264,2817.34765625,2732.6416015625,2727.146484375,2853.6552734375,2700.8330078125,2715.5888671875,3051.4912109375,2832.0517578125,2872.0615234375
265,2763.7822265625,2621.009765625,2721.99609375,2819.2216796875,2579.349609375,2637.396484375,3061.4873046875,2830.4853515625,2875.9990234375
266,2759.603515625,2622.201171875,2711.05078125,2795.7138671875,2594.1650390625,2620.4853515625,3005.28125,2885.869140625,2846.01953125
267,2912.5419921875,2695.892578125,2755.8369140625,2860,2773.767578125,2814.26953125,2872.275390625,2743.7314453125,2791.6376953125
268,2726.0078125,2844.591796875,2882.3505859375,2989.92578125,2618.3935546875,2600.783203125,2783.888671875,2528.732421875,2623.25390625
269,2761.767578125,2550.16015625,2612.7275390625,2684.44921875,2597.98828125,2637.583984375,2832.5908203125,2627.0302734375,2745.33984375
270,2823.888671875,2590.69921875,2735.6796875,2769.39453125,2693.876953125,2660.6943359375,2840.25,2762.3544921875,2850.96875
271,2901.0087890625,2523.35546875,2631.4091796875,2668.5927734375,2768.1279296875,2726.2626953125,2976.947265625,2782.228515625,2903.314453125
272,2932.4833984375,2636.044921875,2736.341796875,2786.576171875,2765.8984375,2701.1416015625,2973.1962890625,2823.658203125,2895.3984375
273,2870.669921875,2651.3837890625,2702.4130859375,2859.3310546875,2763.263671875,2695.28515625,2813.9951171875,2675.021484375,2797.2265625
274,2940.7421875,2625.1015625,2662.00390625,2780.5380859375,2849.26171875,2766.1357421875,2766.978515625,2682.4873046875,2782.99609375
275,2626.833984375,2612.0224609375,2691.3115234375,2811.40234375,2547.7294921875,2434.015625,2776.0478515625,2665.267578125,2857.8056640625
276,2950.2001953125,2548.0830078125,2624.8935546875,2769.087890625,2885.3076171875,2717.1201171875,2732.59375,2727.0810546875,2864.330078125
277,2912.6650390625,2573.0703125,2677.9462890625,2795.1376953125,2843.9609375,2677.435546875,2781.4052734375,2761.0068359375,3076.2060546875
278,2753.8955078125,2567.376953125,2538.955078125,2686.607421875,2638.783203125,2475.283203125,2712.8115234375,2671.8857421875,2939.421875
279,2829.24609375,2634.1787109375,2535.7412109375,2738.3720703125,2733.509765625,2582.52734375,2642.2060546875,2550.6923828125,2942.1806640625
280,2737.5869140625,2596.9208984375,2502.6796875,2629.5625,2734.189453125,2427.6748046875,2641.916015625,2614.599609375,2976.4599609375
281,2868.8310546875,2633.138671875,2577.7607421875,2807.6083984375,2836.5224609375,2550.8330078125,2508.31640625,2456.970703125,2908.03515625
282,2951.765625,2713.390625,2505.205078125,2649.7490234375,2947.546875,2607.4306640625,2443.5888671875,2364.0068359375,2814.966796875
283,2852.12109375,2520.8037109375,2414.79296875,2561.0556640625,2812.806640625,2557.9150390625,2680.951171875,2617.70703125,3081.3828125
284,2788.37109375,2708.615234375,2615.20703125,2780.1611328125,2710.90234375,2415.013671875,2650.3818359375,2565.1328125,3023.9638671875
285,2945.4287109375,2569.6904296875,2453.236328125,2567.6044921875,2915.509765625,2623.6845703125,2343.705078125,2246.912109375,2728.9619140625
286,2820.7373046875,2718.4609375,2612.763671875,2701.3544921875,2846.6025390625,2513.3935546875,2710.1123046875,2640.802734375,3154.3310546875
287,2855.7822265625,2499.1396484375,2380.0732421875,2484.0458984375,2929.1962890625,2575.8515625,2640.8271484375,2589.7919921875,3044.0712890625
288,2768.7021484375,2734.3203125,2608.9140625,2728.330078125,2876.0244140625,2555.029296875,2491.650390625,2390.6181640625,2930.2314453125
289,2949.99609375,2847.6572265625,2712.2490234375,2728.7255859375,3093.625,2676.818359375,2616.06640625,2591.3154296875,3128.15625
290,2858.4658203125,2702.51171875,2646.2294921875,2697.0810546875,2915.2060546875,2493.296875,2514.560546875,2410.720703125,2938.564453125
291,2789.775390625,2735.58203125,2611.8134765625,2641.041015625,2877.0556640625,2460.8740234375,2546.828125,2483.8251953125,2965.65625
292,2812.4921875,2710.626953125,2587.0830078125,2678.46484375,2836.5966796875,2535.296875,2455.2236328125,2407.6748046875,2862.01171875
293,2913.7177734375,2613.7490234375,2487.189453125,2593.2998046875,2935.0830078125,2605.7119140625,2443.814453125,2418.087890625,2851.369140625
294,2767.5703125,2647.193359375,2621.87109375,2718.2119140625,2749.7490234375,2526.3251953125,2581.8056640625,2555.3740234375,2979.67578125
295,3002.30078125,2746.70703125,2702.466796875,2787.3671875,3017.7314453125,2685.830078125,2388.2392578125,2304.6376953125,2752.185546875
296,2642.5576171875,2635.400390625,2655.0458984375,2745.5537109375,2642.55078125,2358.4326171875,2608.337890625,2470.9482421875,2929.7470703125
297,2854.4443359375,2604.9296875,2593.162109375,2740.34765625,2853.791015625,2551.5703125,2725.787109375,2639.8115234375,3030.92578125
298,2809.052734375,2849.3203125,2797.4736328125,2969.845703125,2777.8935546875,2464.78515625,2661.994140625,2549.412109375,2952.0615234375
299,2836.1298828125,2923.064453125,2941.703125,3008.6015625,2822.4208984375,2479.814453125,2562.2431640625,2488.5693359375,2822.19921875
300,2739.330078125,2677.453125,2743.12890625,2896.65234375,2701.15234375,2402.5439453125,2714.3681640625,2601.96484375,2917.890625
