step,deepseek1.5b_sync_8gpu_lr3e-6-actor/pg_loss_step,deepseek1.5b_sync_8gpu_clip0.1_lr1e-5-actor/pg_loss_step,deepseek1.5b_fa_partial_8gpu_cosine_lr1e-5-actor/pg_loss_step,deepseek1.5b_sync_8gpu_cosine_lr1e-5-actor/pg_loss_step,deepseek1.5b_fa_partial_8gpu_lr5e-6-actor/pg_loss_step,deepseek1.5b_sync_8gpu_lr5e-6-actor/pg_loss_step,deepseek1.5b_fa_partial_8gpu_ent0.01_lr1e-5-actor/pg_loss_step,deepseek1.5b_sync_8gpu_ent0.01_lr1e-5-actor/pg_loss_step,deepseek1.5b_fa_partial_lr1e-6-actor/pg_loss_step,deepseek1.5b_fa_partial_lr1e-5-actor/pg_loss_step,deepseek1.5b_sync_lr1e-5-actor/pg_loss_step,deepseek1.5b_sync_lr1e-6-actor/pg_loss_step
125,0.05345963981380919,0.023600183998496505,0.05932471611060919,0.03109173827942868,0.018459750120200624,0.03759447588913645,0.0023487930520786904,-0.4620741779799573,0.03501300102720961,0.024896118782635313,0.027780322858689033,0.022436815600485716
126,0.043503554753442586,-0.026157894441439566,0.054736669096200785,0.025564754634842757,0.00944605095173756,-0.006508470927542476,0.0034552634815554484,-0.2642103997641243,0.02462555499687369,0.019320125953527167,0.019212167695513926,0.025685888101406817
127,0.0460987889715625,-0.002700567085412331,0.06334987474792797,0.035440250676401774,0.01323620139430659,0.027007324331862037,0.004243435613261681,-0.426979462208692,0.030289416542018444,0.0167641466018722,0.04731626483226137,0.05747243994574091
128,0.04710574213640939,0.02311356154132227,0.04833092546414264,0.022374258750915033,0.01600579128444224,0.030172184262482915,0.0009994579922931734,-0.4765054093149956,0.026568748087356653,0.013708571290862892,0.044389246595528675,0.06845104923229428
129,0.06000739130831789,0.04339620996358917,0.04843250127760257,0.025989118745201267,0.012632643227789233,0.035886187901269295,0,-0.4765325211919844,0.02117746899966733,0.019028022269367284,0.03690735241161747,0.027845506724816005
130,0.03731799307206529,-0.003044610161282435,0.07103793636179034,0.016905479142224067,0.014073026332425798,0.01834669072104589,0.006727649265940272,-0.4766046028526034,0.021416531602426403,0.011971151462603302,0.04891981944820145,0.039724231327909365
131,0.043882537003810285,0.00954738732025362,0.09156160678503512,0.03621896577897133,0.013412781106353576,0.0169836808272521,0.00751862904689915,-0.4766624810872599,0.025896489027218195,0.02646629211039908,0.07003335191802762,-0.002536776030751753
132,0.02817172149889302,0.0066294449352426454,0.04240850538599261,0.05575985702893149,0.014558336486516056,0.02800696091071586,0.01743033724369525,-0.47670446618576534,0.033696439145842305,0.019292023232992506,-0.000299393169598261,0.035018430019590596
133,0.02164382959733757,-0.00125626797125733,0.05114829946569443,0.015049064195864048,0.021689826029728465,0.0693158402445988,0.001610652683666558,-0.4624912128201686,0.01730195083655417,0.02453629202545926,0.02239019291300792,0.03389043729134755
134,0.05424862180916534,-0.002254716434435977,0.05344007938492723,0.014424247564164716,0.02596786509730009,0.01763360890436161,0,-0.3645393636834342,0.030038646880711894,0.0062003748935239855,0.06508151660455042,0.04090862951852614
135,0.03285249763325737,0.013610494948807172,0.042748873877826554,0.04406591140286764,0.011915916639054558,0.005733456293455674,0,-0.44078258276567794,0.02613009436208813,0.006628887822444085,0.02183618848084734,0.06608391724466856
136,0.003427916517466656,0.03570407832194178,0.023480395233491436,0.001070600939783617,0.02508753046458878,0.04174166548727953,0,-0.471460364991799,0.03149037351067818,0.024622530521810404,0.01575668071382097,0.05449206308276189
137,0.09800851467116443,0.01982581639322234,0.03917711702979432,0.02583462058328223,0.019645573474008415,0.06823105885268888,0,-0.4767470146762207,0.017339834245831298,0.025282283897468005,0.02232186590845231,0.0064615230930940015
138,0.03814597364998917,0.0017434898268220422,0.03269657894588818,0.017293810731644044,0.012508742513546167,0.0036274291292102134,0,-0.4767755959474016,0.011116436732663717,0.01386498514453649,0.0023040706614665396,0.06512610592199053
139,0.0009101464347622824,-0.021730281237978488,0.08033422269181756,0.013348958375445363,0.013951738565538108,0.0024777487942628795,0,-0.47343154618283734,0.021836906349108176,0.0182507064391757,0.012442763816068236,0.03520404391383636
140,0.02712759825226385,0.00491665714798728,0.05978105448093629,0.04920997585213627,0.01881767780650989,-0.005294966108522203,0,-0.4647482924629003,0.019732799971734497,0.014422595170458408,0.017905692344356794,0.06148290889359487
141,0.039596571153197146,0.0065056293547058885,0.05969125701494704,0.014319543454803352,0.017329552399246495,0.05441871824859845,8.578105189371854e-05,-0.4431435125006829,0.03200303568792151,0.02851147648107144,0.0254026471660751,0.011703233843036289
142,0.06487807474150031,-0.02311269556582829,0.07909258079916981,0.03733454243604229,0.01927191454160493,0.025532097493851325,0.002876226705211593,-0.4442235287569929,0.026341461069932848,0.017683426898656762,0.03731464810698526,0.021209640730376123
143,0.06407720058814448,0.03176653221544257,0.05431759558041449,0.05208693714848778,0.01132073769440467,0.03106284025489003,-1.9852828700095415e-05,-0.461190277361311,0.0045308386838769366,0.0072975968259356705,0.04379747130042233,0.0280399506809772
144,0.02100137031357008,0.029236444202979328,0.0685089349858572,0.001677129128438537,0.02024633519795316,-0.015145652134378906,0,-0.47682400039047934,0.044184637284161,0.026466182436934105,0.0057510778242431115,0.03443360896744707
145,0.05382346054830123,-0.008586144746914215,0.03777579620043525,0.04350091654123389,0.015919610158221076,0.02791127092586976,0.008273569341326947,-0.4768336682463996,0.024217377848799515,0.0175015865588648,0.02839276794293255,0.02214840228043613
146,0.06468386157939676,-0.00683172162507617,0.0678839904958295,0.0752141839111573,0.008975204262242187,0.03650628371065068,0.011863168332183704,-0.4749804158054758,0.01253573378926376,0.01854171849299746,0.04678322472830132,0.05516950159312728
147,0.08482938189354172,-0.01437098142787363,0.04287529620694386,0.05595647540076243,0.012828744987928076,0.04176090335454319,0.017669071816271753,-0.4717452982731629,0.027187332405219426,0.02451899112020328,0.012901796781989106,0.03300936642517627
148,0.040806195629556896,0.028890810655866517,0.07924159129288455,0.0346825593152289,0.010503824550823992,0.015651147081371164,0.008791684190327942,-0.427310322644189,0.02015373666375808,0.023745248505292693,0.05017106346167566,0.014853463357212604
149,0.06871609823429026,0.028894629255773907,0.07169774639714888,0.019887425762135535,0.01225985859764478,0.022781380673905005,0.08286290531032137,-0.4534504183684476,0.013511408711224249,0.01931761939943044,0.02220019347635116,0.03615914746933413
150,0.0558614619585569,0.02134684254633612,0.07337132063003082,0.0642908612503561,0.0086350292692714,0.002796520246192813,0.033386147183591675,-0.47585747827542946,0.016942349324381212,0.02650813601667323,0.0378408224978557,0.044956647898331425
151,0.059107010642037494,-0.0006261402921836634,0.07318361196381318,0.025368043439812027,0.014872165462293196,0.006907746359502198,0.10725426717863228,-0.47685958360671066,0.026372536241979105,0.02320421115746285,0.013241957374702906,0.028074121564714005
152,0.017272864349251904,0.006732196765369736,0.056039258484815946,0.00857073777660844,0.022837170778984728,0.0052433633518376155,0.10988847971566428,-0.47457247012062,0.03000570741687625,0.027720413169390667,0.04213679801671333,0.009608186612695135
153,0.01360388970601889,0.01369348035677831,0.04695926361387137,0.010076675840537064,0.011871481743781942,-0.0012806593367713504,0.11371729797974696,-0.4748953756643459,0.013897008599997209,0.007481260693566583,0.05134064767480595,0.06451440071487013
154,0.07620801578559622,0.006340340318274684,0.05973732532265785,0.037178516033769426,0.02235356222081464,0.02533965538168559,0.10778700133153052,-0.4646827467950061,0.02405079036270763,0.01564423580748553,0.0687338033803826,0.07046947346179877
155,0.04740924488373821,-0.005625742907795939,0.054842571780227445,0.026474726166270557,-0.0012064648090017729,0.038962665528742946,0.0746245218324475,-0.4671932313940488,0.016030884097972375,0.01705589239281835,0.04662498666061765,-0.002470394716510782
156,0.02409025142333121,0.0019521311296557544,0.05224238658274771,0.04210043911916728,0.00902407452826992,-0.02127290874705068,0.07041016985294846,-0.4509017760574352,0.02644449393937975,0.02272013961055563,0.0396547280613504,0.06952766594622517
157,0.06927564858006008,0.01002814273124386,0.04963136544938607,0.029018473465839634,0.01538275181883364,0.024512436106306268,0.060136297773169645,-0.4726725310611073,0.03244617378049952,0.01692927047224657,0.035993894641251245,0.06466516125246358
158,0.04042886441129667,-0.016126275570172766,0.056322681724850554,0.05311981954218936,0.015838587432881468,0.026567429918941343,0.057011287317436654,-0.476883312308928,0.012050058821841958,0.006232108874428377,0.055875515079605975,0.04659304927986341
159,-0.001415344647512029,0.02892967002117075,0.05662480464343389,0.009563540505951096,0.013439937366001686,0.019104236000913488,0.056285064644384875,-0.47646878386149183,0.02140591203351505,0.023234050511518944,0.038828121796086634,-0.019826757346436352
160,0.011158104380228906,0.013279881110065617,0.018593553489608897,0.0519819179426122,0.01345338796318174,-0.0021549246903305175,0.0457386059174496,-0.4537193250143901,0.022885602139467665,0.011061275348765776,0.06724256185589184,0.013563181935751343
161,0.09628240355777962,0.005490847016517364,0.026113149795492063,0.04073359800713661,0.0076643639822577825,0.03440617696105619,0.05492611166056349,-0.4704971536993981,0.02048075308857733,0.018885046399645944,0.034172223401583324,0.040816258027916774
162,0.04966701877901869,0.007416024822305189,0.08567720677638135,0.030756011055927956,0.015046598599383287,0.05037988000913174,0.0710242671625565,-0.47502567977062427,0.03408452397184192,0.007013266627836856,0.03461456476179592,0.054163585011338
163,0.06814978576676367,0.021657198942193645,0.050133489441577694,0.03504313188568631,0.010849487008272264,-0.015228081480017863,0.09395565363411151,-0.4741368620307185,0.0077460984048229875,0.016354299941554018,0.04533665220151306,0.07955414722619025
164,0.06751641265941544,0.01104917420889251,0.06717726553733883,0.06945995584283082,0.004580231443469529,0.03377638341680722,0.07440056024643127,-0.4769132739456836,0.0306768828904751,0.019880497563462995,0.03932447693659924,0.07151947935108183
165,0.02482221297123033,0.0028293152103060493,0.03663759907840358,0.05261885270192579,0.00898438492134801,0.04040371222752981,0.04268037010660919,-0.4762197071686387,0.03765898700839898,0.02218811562568135,0.04914575007160238,0.06016563501543715
166,0.0680303947719949,0.01089733129265369,0.02541721189360402,0.007989748072986913,0.02050258105936109,0.020310947938924073,0.009330191751359962,-0.4716428979008924,0.012994599816011032,0.011638587611741968,0.021808218640217092,-0.0016896227734832792
167,0.04853086305593024,0.02073645911332278,0.05566831371482195,0.033233377969736466,0.016646371842853114,0.03252730335225351,0.0041447094270097296,-0.4788900221174117,0.024175224161808728,0.016194336507737717,0.046499430774019856,0.07529491134118871
168,0.06204502467517159,0.03928857248274653,0.03019042576289621,0.04809333471575883,0.011519223546201829,0.013093950555230547,0,-0.4759385406505317,0.0305265364345928,0.006055908924736286,0.02756943294480152,0.03487488801783911
169,0.04350992289272426,0.0227218550080579,0.05418544385588575,0.051177003339034854,0.016417462575191166,0.029423445171232743,0,-0.47691528644645587,0.022104934525827957,0.011545131494131056,0.045519146788677745,0.023319694855672424
170,0.04167921432599542,0.01646202537767749,0.009493549885519316,0.017538432109176938,0.022875664124512696,0.03774835342210281,0,-0.4760710785340052,0.022010717765624577,0.009495830774540082,0.04046123601438012,0.03409849899435358
171,0.02327691175992186,-0.004719675266642298,0.047464928014960606,0.016531269840925233,0.016423165281594265,0.03851980462263782,0,-0.4784736404544674,0.013899557493459724,0.00294655310062808,0.04687060683500022,0.07513925215425843
172,0.030307695267765663,0.015727388867162517,0.05703850406189304,0.06600762556035988,0.011194690052434453,0.03482353099980173,0.0032489853765582666,-0.47412386536598206,0.021782668988862497,0.017474896068961243,0.024675732576952217,0.00528959636358195
173,0.0629395957403176,0.020479473627347033,0.03012738967572659,0.01868677570928412,0.00756342064596538,0.034300468027140596,0.001324197044596076,-0.47506640828214586,0.006697585251458804,0.021993518892486463,0.02092123983311467,0.028339112610410663
174,0.07125146074758959,0.01967777703748652,0.06004678493360416,0.016365033648639837,0.01584265791461803,0.00817417476787341,0.0012317061236899465,-0.47688722031307407,0.04183887444185075,0.01947915158689284,0.056021184609562624,0.04997345802394193
175,0.04247908776778786,0.017879963668747223,0.06436953016054758,0.008346237051000571,0.01975960644472252,0.01940125898909173,0,-0.4769327499088831,0.014546207728812988,0.02417997491920687,0.0277268768663248,0.014090334700085805
176,0.006608413167668914,0.020450014272910263,0.05754061772040586,0.05961402140565042,0.013639697253893246,0.0032456993094456266,0.016040451588992255,-0.4769535274535883,0.017150876852610963,0.011927561562472988,0.016978296026536555,0.010381418847828172
177,-0.009237102715246692,0.014349833300229877,0.034831868133551325,0.02375865740526706,0.014665380614133028,-0.019858698816278775,0.014356403677084018,-0.47587514491169713,0.031212999119361484,0.014597088699247251,0.016532028190340498,-0.01593232714867554
178,0.052739748778549256,0.014670340293378104,0.07484674606484987,0.038758990274686766,0.028420297925549676,0.029232345003720184,0.012510968052083626,-0.47695245454087853,0.03512770638553775,0.02046691962823388,0.035305055688695575,0.041711987663802574
179,0.04544846270982816,-0.0011477583395844704,0.0780045889559915,0.020390753694300656,0.01708504766884289,0.023075597639945045,0.02134553118230542,-0.4772888049483299,0.032780526464648574,0.018580822607532355,0.017448574285026552,0.004521215007116552
180,0.032601658623207186,-0.010491776283288344,0.05716105800274818,0.0022539887177117635,0.007457656115093414,-0.03889090519453475,0.022419638927203778,-0.47693236489431,0.019960305802896983,0.007058130767291004,0.0600717648594582,0.03473162041154865
181,0.02748874666373524,0.023770897578287983,0.033601127784550044,0.02369136081324541,0.007424902497405128,0.0057405892466704245,0,-0.47696847628685646,0.021358167471134948,0.007417330651833254,0.06264134348202788,0.03968779639853892
182,0.04199816376240051,0.006878819496705546,0.07923383594592792,0.022254912419157336,0.013084231107526987,0.05206156571921383,0,-0.4769781054928899,0.03221547696216476,0.021230561382253654,0.04122457604398733,-0.00247661498542584
183,0.03163016098551452,0.0027018998844141606,0.07555998099269345,0.011665183508739574,0.011315087517914437,0.01569463645819269,0,-0.4765215170336887,0.019584269240112917,0.018639601730683353,0.05834632171172416,-0.0406605810558176
184,0.028737448342326388,0.02112509448397759,0.03403260605773539,0.02515321232885981,0.02151376432084362,0.03416624323949691,0,-0.47220544022275135,0.04153917187250045,0.016629244300929713,0.03514338684453833,0.009372002019517822
185,0.04442212271897006,3.3388077895324386e-05,0.021177587227612097,0.0419478160511062,0.016821093287944677,-0.00801497640713933,0,-0.4769302494241856,0.03188258003547162,0.01771676993212168,0.001397620440911851,0.012490856182694188
186,0.08058582302010109,0.012560833763927803,0.08071707483031787,0.019196414719772292,0.019330301143327233,0.02906460035865166,0.0013132724343449809,-0.4769687109219376,0.014418788241528093,0.013421986968751298,-0.001366723839964834,0.017305854793448816
187,0.03761035655315936,0.020349888183773143,0.038501440485561034,-0.006449526827054797,0.009519607427137087,-0.001376804048049962,0.005958479172477382,-0.4769797100452706,0.028148468282779504,0.01536103220860241,-0.005295324634062126,0.03749280926422216
188,0.05448724801908611,0.03545953839761751,0.03815228115854552,0.0016287788218960486,0.011573093944207358,0.042893936157042845,0.011294620158878388,-0.4767015008837916,0.025586511374967813,0.015908144471723062,0.024504733459252748,-0.01910744666474784
189,0.02230450827449637,0.011316796370692828,0.03453277332300786,0.047260257360676405,0.01558972179009288,-0.007729430410108762,0.010091423137055244,-0.47028793932986446,0.024808430837765627,0.031230869428327424,0.020211124534426972,0.02873904945772665
190,0.0685252514676904,0.022960866362154775,0.027188687679881696,0.036276688773796195,0.019372149003174854,0.02573057106201304,0.008321538631207659,-0.476083673624089,0.01338898976598557,0.013418376032859667,0.03996869261391112,0.03143271995213581
191,0.03263437162240734,0.01933087719044124,0.055104446748828195,0.023441801514763935,0.007063397981255548,-0.015190327238087775,0.003902078562532552,-0.4769520928093698,0.02795448281847257,0.03260911163260971,0.03345825310634609,0.0053626395001629135
192,0.05102971204178175,0.03031320921400038,0.02815388956935294,0.029428387539610412,0.00212200146233954,-0.005188082583117648,0.003181713131198194,-0.47698577915434726,0.016536278950297856,0.029648808005731553,0.02257857605945901,0.019417928851908073
193,0.03757562969188655,0.011936580121982844,-0.004764045653246285,0.06780718706068001,0.007375583038083278,0.029776316643619793,0,-0.4770506057830062,0.01811711323534837,0.014145996837214623,0.07139414660196053,0.03588083015893062
194,0.01742705789001775,0.0272530715310495,0.07182689516571372,0.02070011791875004,0.017134275534772314,0.04379374158452265,0.006112983097409597,-0.4744358739699237,0.034667515672481386,0.007141924590087001,0.011614692153671058,0.0003014979218960434
195,0.032624621111608576,0.007332751734793419,0.06097546259158548,0.014208092808814854,0.003385010970305302,0.01269664203937282,0.005267643881779804,-0.47694822639459744,0.018627012900651607,0.011337263510142748,0.013580030058164994,0.05789561132405652
196,0.050583697219508394,0.03803881422595623,0.042145564659222146,0.013924304854981528,0.01641354669629891,0.01907049324199761,0.0024520482984371483,-0.47698945947922766,0.031152369976553015,0.00878959486453823,0.0008394467313337373,0.00228724838780181
197,0.0363923694640107,0.020602837649789763,0.06530005782951775,0.0567542239289196,0.010369851586347067,0.03831894829988869,0.0009745519892021548,-0.4769985871389508,0.030866026969135874,0.008433217968558893,0.003119239651027783,-0.003676395544971456
198,-0.009448956922824436,0.027427488883631668,0.08126401910158165,0.056838970360786334,0.01058600741043847,-0.002329875627765432,0.0007640510086730501,-0.4723881101817824,0.028061761621756887,0.0175538431650466,0.018147764018578982,0.04619122975918799
199,0.017101442649618548,0.018041431594610913,0.10438759383032448,0.04720079647086095,0.013149558901204728,0.016282655991432193,0.009088967418392713,-0.4754652281408198,0.01893054892298096,0.01738623579376508,0.043239335751422914,0.03155948542075748
200,0.05591371760783659,-0.007358038111760834,0.09219346034205957,0.024219044425990433,0.004375012500531739,0.036826530704274774,0.006355315021210117,-0.47694569508894347,0.0320385662435001,0.012523623358447368,0.030153660029100134,0.008363524157630309
201,0.026864046608807257,0.02350784095324343,0.08318117271119263,0.003861681874695933,0.010004099845161818,0.02432039579434786,0.007075282019286533,-0.47700278236879967,0.01957538487226884,0.002238270006273524,-0.009240429259079974,0.0313700579658871
202,0.011207531177205963,0.009377012201412072,0.0721640974188631,0.033859082439448684,0.009240694191248622,0.01911667459353339,0.004016131035314174,-0.47937716366141103,0.02098588931141876,0.008023459395076316,0.017965489263588097,0.0726709384471178
203,0.03598772427994845,0.010693152735257172,0.012925632829137612,0.024839440351570374,0.00993703883904118,0.04176072705615752,0.0029577674285974354,-0.4593592222372536,0.0064580008656776045,0.014229684939664368,0.02259622254535998,0.019588431714964827
204,0.06531960483039256,0.04022761684973375,0.0020485194554566988,0.026271111875985294,0.005691715211469273,0.04330223188662785,0.0002413037582300603,-0.4769410278822761,0.02324672422309959,0.01766957386098511,-0.003678102018966456,0.01638231648121291
205,0.048941080728582165,0.002405259072475019,-0.011522057558465804,0.04300099186002626,0.003029584017895104,0.017390884004271356,0.0013478590371960308,-0.4769862756074872,0.024550760008480665,0.0149458141620471,0.01978196516211028,0.027379298565392673
206,0.05378652650324511,0.02496195236381027,0.02484884856858116,0.010179864326346433,0.01574229760444723,0.05732936391723342,0.0008068022143561393,-0.4768833994749002,0.02106230539993703,0.011285091984973404,-8.94377772056032e-05,0.049393227512155136
207,0.06223021333789802,-0.0007164374974308885,-0.009130605941663816,0.03687289717345266,0.014196585292388876,0.03758412693423452,0.0005900133983232081,-0.4827568006003275,0.02410687485962626,0.018617202423229173,0.012688891678408254,0.030903015878720907
208,0.050999714203499025,0.00721816536974984,0.02205496525414219,0.03744287674999214,0.012510320736737413,0.02876094099428883,0.0028817325073760003,-0.47694153888733126,0.01024532630071917,0.0228699172839697,0.01824435625530896,0.03178755360113428
209,0.017160254382474704,0.03209236859493103,-0.005355066286938381,0.025822947010965436,0.015086333094131987,0.018417757579300087,0.003949677397031337,-0.4769804787065368,0.023088805056431735,0.015619017520748455,0.022692021650073,0.063014001569627
210,0.06348571649505175,0.007942429994727718,0.013495832898342996,0.017695412891043816,0.007526064394483001,0.013547547820053296,0.0061013206307052315,-0.4769982098951005,0.02457480261227829,0.01307332446322107,0.02977086625105585,0.021919805442848883
211,0.028513331159047084,0.009602881003047514,0.007437384530021518,0.024938894757269736,0.018653328651794258,0.028938683768501505,0.006599110740353353,-0.44874683872330934,0.011699127715360191,0.010438236045956728,0.03091491053419304,0.01599166746927949
212,0.05849348021001788,-0.0028118372954395454,-0.006723506586240546,0.035859217764055984,0.01677874873780638,0.009662980257417075,0.0015512212412431836,-0.4773104948690161,0.02995121924482191,0.020608398994227173,0.03830497354374529,0.06304697447285434
213,-0.0025303061274826177,0.026150775993301068,0.005284387958454317,0.01948454799457977,0.004594540922880697,0.01336818654272065,0.0004316743288654834,-0.4753223093866836,0.016707930126358406,0.012079735493898625,0.02947187682298136,0.04109597293063416
214,0.014071103678361396,0.0057747501813238955,0.03890764603056596,0.05461649420794856,0.006267531724006403,-0.01848914544461877,0,-0.47523621120490134,0.02677896953991876,0.009932360562515896,0.0064830776127564604,0.02003305612197437
215,0.039838824829530495,0.007686891738558188,-0.002724041363762808,0.02016302285665006,0.006426206208743679,0.022312410013910267,0,-0.48056884392281063,0.017264717721900524,0.01111507101177267,-0.0011125508262921358,-0.0019570453810047184
216,0.041363308861036785,0.0021023200097260997,0.00033818634119597846,0.04908602785508265,0.011954513828186464,0.021467102508722743,0,-0.4762444959778804,0.014721017422743898,0.02477575931334286,0.016633359218758414,0.0226356452149048
217,0.06787467604090125,0.013029811017986503,0.02209054647028097,0.0698175750876544,0.01538320739291521,0.007645612517080735,0.0016172777322935872,-0.48309405910549685,0.012086755774362246,0.014523790843213646,0.029112550349509547,0.02347733369128946
218,0.05165209943579896,0.02102635489586646,0.04182397874956223,0.06085439244634472,0.01554935802369073,0.036844038648268906,0.0029320760295377113,-0.4736058139824309,0.00812956864501757,0.01554825373273161,0.031161669419816462,0.01806462902823114
219,0.021111178102728445,0.017166544771498593,0.015338747533860442,0.0164234862459125,0.010867093710658082,-0.0011003377203451237,0.007536829739365203,-0.4664180631225463,0.011158534629430504,0.015667115151700273,0.02077317366354237,0.027820940187666565
220,0.0046510872314229346,-0.004050033847306622,-0.023713797711934603,0.06583310991845792,0.0010136320779565722,0.01586465219497768,0.008810315244772937,-0.4732111764897126,0.020774538267914977,0.013852173709892668,0.02245756886441086,0.008186229962575453
221,0.0519023904344067,0.01637224963360495,-0.016348615260085353,0.03578098420985043,0.004530786132818321,0.029024151488556527,0.006802111158322077,-0.4769734553992748,0.025529329159326153,0.015612380684615346,0.06322179218750534,0.008684995944349794
222,-0.016412799158388225,0.008127581749931778,0.058134348606643016,0.02472942067470285,0.016178494967789447,0.012995809378480772,0.0003810284033534117,-0.4770043640746735,0.015404146476612368,0.03103958232304649,0.013187119613121467,0.0225779019856418
223,0.01207910311586602,0.015036690376291515,-0.00584751751011936,0.016049687456870743,0.014556644271806364,-0.005197979537115316,0.00025465509679634124,-0.477014331612736,0.012124234777729724,0.0169344490777803,0.03437439980189083,0.050770244599334546
224,0.015339487312076017,0.019840214232544895,0.01765529284330114,0.041040940876882814,0.011722254245796648,0.002034801344962034,0,-0.4774645676661749,0.012922355457590127,0.011767104973841924,0.05261886915923242,0.023763624176353915
225,0.011629921684289002,0.0003700266452142386,0.006918701497852453,0.05874533887617872,0.009364455452669064,0.011743060620574395,0,-0.46921926373033784,0.019478007769066608,0.028472609005348204,0.008867481563356705,0.056504955940908985
226,0.03597862476090086,0.009078105602384312,-0.005802686365001364,0.031562293732349644,0.005611486431917001,0.0014264010042097652,0,-0.4747493119502906,0.016538943386308347,0.016010201634344412,0.03165843209535524,0.019049264168643276
227,0.05489028247575334,0.005522266132174991,0.00438404605120013,0.08216576991799229,0.020728015085296647,0.008583517803344876,0.0004934431126457639,-0.4775796449393966,0.021855323656382097,0.010763782382582576,0.05964864294219296,0.04613618578423484
228,0.04759447174728848,-0.0019927495707179332,0.029322917776880782,0.0421519587180228,0.01636759740290472,0.03364721086472855,0.001017755472275894,-0.4777225606958382,0.02942753060051473,0.016133408369114477,0.05449032855540281,0.03336677004108424
229,0.025775158229635053,0.003737525768656269,-0.002998185498654493,0.005362747697290615,0.008035982185901958,0.0116770952627121,0.005164032460015733,-0.4687806071015075,0.025629128140735705,0.011717181423591684,0.032389139851147775,0.018852877403787716
230,0.030024343397599296,0.00901840135702514,0.02702863686818091,0.03233485579767148,0.010192722689680522,0.03835707533653476,0.0059029589656347525,-0.4685410071106162,0.02585557394559146,0.026171104171567094,0.04210399849398527,0.03790768303156256
231,0.04899050791391346,0.012741229161292722,0.02170236179517815,0.054418991599959554,0.013677517004907712,0.02637228672756464,0.0032612876559170445,-0.4761872455419507,0.017989937343827478,0.026929449096883214,0.028884512990771327,-0.010738372986452305
232,0.019978950564109255,0.013298682863251088,-0.02533176408996951,0.07767018093016986,0.0058243310240868595,0.008222041918998002,0.0011276162113063035,-0.454875848692609,0.018135783498564702,0.017709957503939222,0.021229236379440408,0.054113136746309465
233,0.023217459271421603,0.0016392135767091531,0.008607316531197284,0.0033033685431291815,0.00599865950516687,0.04241030210687313,0.0006522545590996742,-0.4586813205096405,0.017930740413248714,0.028624194607800742,0.010162798156216011,-0.0022789137485688116
234,0.019787618656209816,0.009592518801582628,0.06615037518145073,0.029934603777292068,0.008963980133557925,0.008231315623561386,0,-0.4682224697608035,0.02104997637889028,0.011967508630732482,0.057698140750289895,0.035391681265878105
235,0.0381728045631462,0.010323941225124145,0.026756275124625972,0.024061747100859066,0.009737988895722085,0.031235230453603435,0,-0.4737982271471992,0.019110121535049984,0.0006987553009594194,0.0202846727661381,0.0387960477546585
236,0.053990669145832726,-0.004330006337568193,-0.034131648325910646,0.05791844364227927,0.01399287924505188,0.04203203325050709,0.00012367757153697312,-0.46241165287210606,0.01720421242285397,0.015139604040996346,0.01382916323200334,0.029329545775908628
237,0.04068837606246234,0.003898172569279268,-0.011261803645084,0.0425172308459878,0.009055536494997796,0.03360576100021717,0.0003563215723261237,-0.47580347329494543,0.022809270296875184,0.01060109872423709,0.030158104085785453,-0.0007488757873943541
238,0.04833374187643358,-0.001497827702678478,0.02754167400598817,0.01993097356535145,0.011235928241916326,0.017563087488724705,0.0019073871790169503,-0.4770017111150082,0.02074242837767315,0.021337873363791005,0.049021563958376646,0.028435606674975137
239,0.06510010221973062,0.004309769969040644,-0.008650931678630513,0.0408699674262607,0.015640597510355292,0.02012368038413115,0.0035771065049630124,-0.4695162311836611,0.02500539091423093,0.011209802683879388,0.04202166007780761,0.020868532114036498
240,0.035618032586626214,0.007822573716111947,-0.0016859086008480515,0.03385445753883687,0.013192315298510948,0.028897121526824776,0.0035100663699267898,-0.4347929182986263,0.024357600812322744,0.008704509026756568,-0.006133375720310141,0.01796695620942046
241,0.01504043997192639,0.020361150465760147,-0.021342932462630415,0.0745942595804081,0.018208317438620725,-0.004188255512417527,0.004075903665579972,-0.47698249292443506,0.012373997344184318,0.009023172333627372,0.037867996892600786,0.057761622054272266
242,0.02141469504294946,0.02877215666921984,0.009768308600541786,0.039678233642916894,0.014148904051580756,0.011840079128887735,0.0005356343608582392,-0.4770261257654056,0.023337195500459984,0.013378546799003743,0.0056306442402274115,-0.0023648967562621692
243,0.02960653151785664,0.010552641982940258,0.00044390821153683646,0.03727237350994983,0.00814389137121907,0.009188315846586192,0.0004982771861250512,-0.4708131911465898,0.018219291559944395,0.01513715835972107,0.009790124737264703,0.06866750363951724
244,0.03525474764273895,0.007125514428025781,-0.009793532503408642,0.03049882371124113,0.013059807993613504,0.01224574238221976,0,-0.4629427650070283,0.018468677969849523,0.019003285098051492,0.03665084385102091,-0.021182245723139204
245,0.04948494894961186,0.01235721373996057,-0.0182899512219592,0.03572806329611922,0.010128587328154026,0.05221309668377216,0,-0.46296414264361374,0.0277572194700042,0.015949794616972213,0.05357205992561376,0.004210439143207623
246,0.01344012299159658,0.02297243671546312,-0.012185798304017226,0.03191202112429892,0.006204046032507904,0.013561084686443792,0,-0.45973002663231455,0.016915063685246423,0.025031544016201224,0.010532896660151891,-0.0012614164111255377
