step,deepseek1.5b_fa_partial_8gpu_cosine_lr1e-5-actor/loss_step,deepseek1.5b_fa_partial_8gpu_lr5e-6-actor/loss_step,deepseek1.5b_fa_partial_8gpu_ent0.01_lr1e-5-actor/loss_step,deepseek1.5b_fa_partial_lr1e-6-actor/loss_step,deepseek1.5b_fa_partial_lr1e-5-actor/loss_step
290,-0.029490768909454346,0.00642386544495821,-0.11792682483792304,0.01819948293268681,0.0240558423101902
291,0.007307166233658791,0.004010546021163464,-0.11885675601661204,0.01637990027666092,0.01723866630345583
292,-0.005198122933506966,0.005287446081638336,-0.11555587593466043,0.026175440289080143,0.03599003842100501
293,0.017654916271567345,0.009817293845117092,-0.11698287399485709,0.026116643100976944,0.03034696029499173
294,-0.00642813928425312,0.01680393423885107,-0.11921683512628078,0.021642280742526054,0.025560887530446053
295,-0.0067871734499931335,0.009530571289360523,-0.11923346295952796,0.024510448798537254,0.04717397131025791
296,-0.005373578518629074,0.009719605557620524,-0.1192351970821619,0.02565185446292162,0.02888646861538291
297,0.003835812211036682,0.013723475858569143,-0.11856055073440076,0.020612715743482113,0.013196648797020316
298,0.017693553119897842,0.014528866857290268,-0.1173830023035407,0.02592409495264292,0.040073007345199585
299,-0.006610563024878502,0.013766383286565542,-0.11766736442223193,0.020535957533866167,0.038624043576419353
300,0.02586354129016399,0.010924167931079865,-0.11868323385715485,0.02696565305814147,0.01100563257932663
