step,deepseek1.5b_sync_8gpu_lr3e-6-critic/returns/mean_step,deepseek1.5b_sync_8gpu_clip0.1_lr1e-5-critic/returns/mean_step,deepseek1.5b_fa_partial_8gpu_cosine_lr1e-5-critic/returns/mean_step,deepseek1.5b_sync_8gpu_cosine_lr1e-5-critic/returns/mean_step,deepseek1.5b_fa_partial_8gpu_lr5e-6-critic/returns/mean_step,deepseek1.5b_sync_8gpu_lr5e-6-critic/returns/mean_step,deepseek1.5b_fa_partial_8gpu_ent0.01_lr1e-5-critic/returns/mean_step,deepseek1.5b_sync_8gpu_ent0.01_lr1e-5-critic/returns/mean_step,deepseek1.5b_fa_partial_lr1e-6-critic/returns/mean_step,deepseek1.5b_fa_partial_lr1e-5-critic/returns/mean_step,deepseek1.5b_sync_lr1e-5-critic/returns/mean_step,deepseek1.5b_sync_lr1e-6-critic/returns/mean_step
118,-0.07758418470621109,-0.04165194183588028,-0.09833106398582458,-0.03499595448374748,-0.05538782849907875,-0.04726739227771759,-0.0013997224159538746,0,-0.07927513867616653,-0.05668061599135399,-0.047710780054330826,-0.08624954521656036
119,-0.06405748426914215,-0.03329376131296158,-0.1275295913219452,-0.038381729274988174,-0.0599311888217926,-0.028501104563474655,0,0,-0.08005303889513016,-0.04570344462990761,-0.044562410563230515,-0.10391423106193542
120,-0.06832021474838257,-0.0312928706407547,-0.2036644816398621,-0.0379989817738533,-0.04604804143309593,-0.04007846117019653,-0.011108720675110815,0,-0.07056038826704025,-0.05913892388343811,-0.032153937965631485,-0.09408123046159744
121,-0.09572067856788637,-0.06699886918067932,-0.1570424735546112,-0.053055401891469955,-0.05030350014567375,-0.05910206958651543,-0.017137601971626282,-0.015767263248562813,-0.07134538143873215,-0.07468302547931671,-0.05208567529916763,-0.08701112866401672
122,-0.08161026239395142,-0.041500065475702286,-0.14381416141986847,-0.04836505651473999,-0.0466897189617157,-0.03743258118629456,-0.01219809427857399,-0.04581286385655403,-0.11000590026378632,-0.052470043301582336,-0.04541187733411789,-0.06173960864543915
123,-0.08360450714826584,-0.04606879875063896,-0.14758309721946716,-0.04814386367797851,-0.040390778332948685,-0.037279803305864334,0,-0.18447309732437137,-0.05179336667060852,-0.06264111399650574,-0.047601599246263504,-0.07430197298526764
124,-0.07361005246639252,-0.03661370277404785,-0.17888611555099487,-0.031798992305994034,-0.03353635594248772,-0.03984212130308151,0,-0.24741196632385257,-0.06820518523454666,-0.047459926456213,-0.040170297026634216,-0.07383858412504196
125,-0.06575661152601242,-0.042206741869449615,-0.13785217702388763,-0.03472518548369408,-0.04451178014278412,-0.04417632520198822,-0.004265444818884134,-0.2791917026042938,-0.0743086189031601,-0.058933187276124954,-0.06161217391490936,-0.05297160521149635
126,-0.095261849462986,-0.042738139629364014,-0.15245321393013,-0.035862892866134644,-0.0399722196161747,-0.029382994398474693,-0.02271598018705845,-0.26647260785102844,-0.04868881404399872,-0.04946187138557434,-0.056256167590618134,-0.06394459307193756
127,-0.08546546846628189,-0.05360480770468712,-0.16357119381427765,-0.06014832854270935,-0.055191729217767715,-0.062962606549263,-0.028264502063393593,-0.05099362134933472,-0.08033601194620132,-0.05661502480506897,-0.08130934089422226,-0.09374117106199265
128,-0.05697599798440933,-0.06778725236654282,-0.1537119448184967,-0.051628321409225464,-0.037620533257722855,-0.046444717794656754,-0.005430273711681366,0,-0.06592775136232376,-0.059620581567287445,-0.06133423000574112,-0.0728629007935524
129,-0.07247690856456757,-0.05219048261642456,-0.13738003373146057,-0.04245833307504654,-0.04961481690406799,-0.04836396500468254,0,0,-0.06702457368373871,-0.06649614870548248,-0.0641205683350563,-0.07750967890024185
130,-0.08065460622310638,-0.03612754121422768,-0.1660742312669754,-0.051260657608509064,-0.05226682499051094,-0.05345101282000542,-0.02564745955169201,0,-0.07126568257808685,-0.04446401074528694,-0.06157757714390755,-0.09833414107561111
131,-0.06354399770498276,-0.027846740558743477,-0.21408429741859436,-0.060128070414066315,-0.04208860173821449,-0.046310581266880035,-0.09973374754190444,0,-0.05512270703911781,-0.04503818601369858,-0.0677528902888298,-0.08985534310340881
132,-0.06046951934695244,-0.02999930828809738,-0.1326531022787094,-0.04485335946083069,-0.05124463886022568,-0.04655642434954643,-0.11288613826036452,0,-0.07042405754327774,-0.06782317906618118,-0.06904705613851547,-0.09256840497255324
133,-0.06512472778558731,-0.03936246037483215,-0.12369324266910552,-0.039700768887996674,-0.05335972085595131,-0.054202601313591,-0.00472023943439126,-0.019357820972800255,-0.04247282072901726,-0.05008035525679588,-0.0685032308101654,-0.09161985665559769
134,-0.08034446835517883,-0.02338549494743347,-0.1296464204788208,-0.04660036414861679,-0.0740714743733406,-0.030288835987448692,0,-0.09859302639961244,-0.06354884803295135,-0.05284968763589859,-0.06902018189430237,-0.08353634923696518
135,-0.05795581638813019,-0.027429891750216484,-0.133649080991745,-0.06306211650371552,-0.03879355639219284,-0.05195901542901993,0,-0.042675312608480453,-0.07215549051761627,-0.04118095338344574,-0.06508869677782059,-0.09840194880962372
136,-0.07660894095897675,-0.023654019460082058,-0.138404980301857,-0.04212465137243271,-0.047813042998313904,-0.04073374345898628,0,-0.006116362288594246,-0.07263301312923431,-0.06398866325616837,-0.04292475804686546,-0.07202789932489395
137,-0.09702596813440324,-0.04652475565671921,-0.1130179613828659,-0.03731953352689743,-0.03721908852458,-0.06585119664669037,0,0,-0.06358835846185684,-0.06646966189146042,-0.06640318036079407,-0.07244665175676346
138,-0.0718601867556572,-0.04264986887574196,-0.08538996428251266,-0.0558919683098793,-0.05238098278641701,-0.048181068152189255,0,0,-0.04301219806075096,-0.05847231298685074,-0.05284462869167328,-0.1110055074095726
139,-0.023213012143969536,-0.01643753983080387,-0.20780590176582336,-0.04834391549229622,-0.036237891763448715,-0.03682437911629677,0,-0.003573720809072256,-0.058661434799432755,-0.05976054444909096,-0.06396849453449249,-0.06343192607164383
140,-0.05863207206130028,-0.025333447381854057,-0.1711103916168213,-0.04477493837475777,-0.04878297448158264,-0.04751928150653839,0,-0.010620439425110815,-0.06764105707406998,-0.04117197543382645,-0.04696270450949669,-0.09710714966058732
141,-0.0723474994301796,-0.019024208188056942,-0.13957208395004272,-0.06900358200073242,-0.04660298675298691,-0.07304038852453232,-0.008704179897904396,-0.034727923572063446,-0.06751304864883423,-0.06489304453134537,-0.04507269710302353,-0.06702407449483871
142,-0.07213398814201355,-0.0190069992095232,-0.16908138990402222,-0.05626608803868294,-0.053543489426374435,-0.06285072863101959,-0.01644483581185341,-0.03055454045534134,-0.07356066256761551,-0.07188965380191803,-0.07961563020944595,-0.07583644986152649
143,-0.1050901934504509,-0.022237999364733696,-0.1345469057559967,-0.04830146208405495,-0.04518895223736763,-0.03337092697620392,-0.002391281072050333,-0.01477030385285616,-0.03706232830882072,-0.03666609525680542,-0.06666494905948639,-0.05850725248456001
144,-0.0684211328625679,-0.028410134837031364,-0.18342821300029755,-0.06710135191679001,-0.039403751492500305,-0.04177447035908699,0,0,-0.07488828152418137,-0.05322146415710449,-0.05436845123767853,-0.06099310517311096
145,-0.07534667104482651,-0.03201068565249443,-0.1391435265541077,-0.05419743061065674,-0.05176645889878273,-0.057353425770998,-0.015032652765512466,0,-0.06320551037788391,-0.06885237246751785,-0.0496978685259819,-0.04573245719075203
146,-0.08941096067428589,-0.018658220767974857,-0.14981648325920105,-0.051759473979473114,-0.02729029394686222,-0.05147143453359604,-0.04026973992586136,-0.002189870923757553,-0.03223473206162453,-0.05852779000997543,-0.05933963879942894,-0.07538857311010361
147,-0.10307025909423828,-0.023985443636775017,-0.15240491926670074,-0.05724485591053963,-0.03373464196920395,-0.08145067095756531,-0.05865993723273277,-0.005456436891108751,-0.0740232989192009,-0.05197721719741821,-0.0625143051147461,-0.08113303035497665
148,-0.08160874992609024,-0.028148289769887924,-0.16966024041175842,-0.05586650222539902,-0.031096456572413445,-0.06368149071931839,-0.02430088445544243,-0.04253584519028664,-0.04855886474251747,-0.05301591381430626,-0.06835529953241348,-0.07693034410476685
149,-0.11952079087495804,-0.039957694709300995,-0.19717328250408173,-0.09142036736011504,-0.04836397245526314,-0.058987513184547424,-0.11468874663114548,-0.01810603402554989,-0.0385470874607563,-0.050841763615608215,-0.06887034326791763,-0.06799133121967316
150,-0.08328183740377426,-0.018562518060207367,-0.15313038229942322,-0.061353649944067,-0.03706147521734238,-0.047382526099681854,-0.15648728609085083,-0.001316840760409832,-0.06911162286996841,-0.06761381030082703,-0.04616619646549225,-0.0682789757847786
151,-0.08942773193120956,-0.036468759179115295,-0.17618919909000397,-0.059199608862400055,-0.03923648223280907,-0.05287395417690277,-0.14655402302742004,0,-0.06939761340618134,-0.06050729751586914,-0.05906389281153679,-0.08899173885583878
152,-0.07016642391681671,-0.02156839892268181,-0.15838569402694702,-0.06584275513887405,-0.05996588617563248,-0.04441037029027939,-0.15293817222118378,-0.002030286006629467,-0.05807662010192871,-0.06734977662563324,-0.053956665098667145,-0.06867851316928864
153,-0.08273337036371231,-0.02453687973320484,-0.15560729801654816,-0.03442202880978584,-0.04204891994595528,-0.05076422169804573,-0.15862220525741577,-0.002381663536652922,-0.031088516116142273,-0.04853929951786995,-0.08300530165433884,-0.08703337609767914
154,-0.07872176170349121,-0.015826789662241936,-0.12946026027202606,-0.06038668379187584,-0.05130381137132645,-0.0505964569747448,-0.16664057970046997,-0.00839154701679945,-0.05630349740386009,-0.05303449183702469,-0.05421009659767151,-0.07949946075677872
155,-0.08669106662273407,-0.017702728509902954,-0.1128370612859726,-0.05012080445885658,-0.032641999423503876,-0.06784121692180634,-0.22628937661647797,-0.00837782584130764,-0.0541418194770813,-0.05089084804058075,-0.06814392656087875,-0.08705352991819382
156,-0.07396477460861206,-0.015463951975107191,-0.12250795215368272,-0.05173924192786217,-0.03632371127605438,-0.040250275284051895,-0.2467149943113327,-0.015335775911808014,-0.05361701920628548,-0.05888894572854042,-0.06376264989376068,-0.08938638120889664
157,-0.0758894756436348,-0.01381950918585062,-0.1339082568883896,-0.051972370594739914,-0.03757000342011452,-0.06267277896404266,-0.27758461236953735,-0.0025472198612987995,-0.06469950824975967,-0.042434174567461014,-0.05927782878279686,-0.09006695449352264
158,-0.07750652730464935,-0.01205727830529213,-0.12158018350601196,-0.060519613325595856,-0.037921320647001266,-0.05772371590137482,-0.29339393973350525,0,-0.037177059799432755,-0.021752405911684036,-0.0651482567191124,-0.0740254670381546
159,-0.06730566173791885,-0.028675442561507225,-0.13703134655952454,-0.05163527652621269,-0.03618067502975464,-0.04368133097887039,-0.3090357780456543,-0.0008346464019268751,-0.043100714683532715,-0.06555397063493729,-0.06770328432321548,-0.07454925030469894
160,-0.07445426285266876,-0.030844667926430706,-0.1037181094288826,-0.06029829382896423,-0.04040934145450592,-0.06045496091246605,-0.29959532618522644,-0.01410470064729452,-0.0541408434510231,-0.060039035975933075,-0.0825667679309845,-0.08282800018787384
161,-0.11363881081342696,-0.01865443214774132,-0.10384291410446168,-0.06027180328965187,-0.04408034309744835,-0.0581551268696785,-0.30247586965560913,-0.019964396953582764,-0.07140716910362244,-0.063327856361866,-0.09465867280960084,-0.06822845339775085
162,-0.09083740413188934,-0.01379770878702402,-0.1735849231481552,-0.05105098336935043,-0.031057054176926613,-0.07561694830656052,-0.32525837421417236,-0.0010492196306586266,-0.0832786038517952,-0.03713003545999527,-0.0552610456943512,-0.0909719169139862
163,-0.09371664375066756,-0.023793160915374756,-0.11253295838832857,-0.05950252339243889,-0.045068684965372086,-0.04841480031609535,-0.31997278332710266,-0.0013293082593008876,-0.03839609399437904,-0.04328129440546036,-0.08177683502435684,-0.0949348360300064
164,-0.08492553979158401,-0.017725763842463493,-0.1398938149213791,-0.0455050952732563,-0.027122104540467262,-0.052892375737428665,-0.2006329745054245,-0.0005119558190926909,-0.06456563621759415,-0.042570021003484726,-0.06421076506376266,-0.09369250386953354
165,-0.07010272890329361,-0.02063144743442535,-0.14292649924755096,-0.0724838376045227,-0.04213511198759079,-0.05368022248148918,-0.1037043109536171,-0.002784482203423977,-0.06692517548799515,-0.07294761389493942,-0.06998690217733383,-0.06369771808385849
166,-0.06769706308841705,-0.018428606912493702,-0.11856894940137865,-0.0704730674624443,-0.05043715611100197,-0.047197628766298294,-0.015850897878408432,-0.018961386755108833,-0.06177598237991333,-0.050881534814834595,-0.0626649409532547,-0.08611493557691574
167,-0.08390442281961441,-0.021703999489545826,-0.1865590661764145,-0.06882621347904205,-0.04302835091948509,-0.05032879486680031,-0.007435993757098913,-0.007401586975902319,-0.05673995241522789,-0.056390732526779175,-0.06351002305746078,-0.10651659965515135
168,-0.09432929754257202,-0.02509847842156887,-0.16350044310092926,-0.08263110369443893,-0.04926154017448425,-0.08383148163557053,0,-0.000956765841692686,-0.05020881816744805,-0.029400719329714775,-0.06732821464538574,-0.11969619989395142
169,-0.06683744490146637,-0.014882201328873634,-0.1804955452680588,-0.04365578293800354,-0.0246743094176054,-0.06570060551166534,0,0,-0.06540372222661972,-0.040722448378801346,-0.06625556200742722,-0.10934339463710784
170,-0.07480393350124359,-0.009557614102959631,-0.03184906020760536,-0.05592714622616768,-0.0506126694381237,-0.05860035493969917,0,-0.0013806249480694532,-0.0493672639131546,-0.03910527750849724,-0.04831123352050781,-0.04964195564389229
171,-0.10894816368818284,-0.01786886714398861,-0.09928350895643234,-0.04333345964550972,-0.034240398555994034,-0.05507510527968407,0,-0.0029218147974461317,-0.0476827546954155,-0.05067918449640274,-0.059603627771139145,-0.10411003977060318
172,-0.07662540674209595,-0.006049436517059803,-0.1447085440158844,-0.0592891164124012,-0.04267026111483574,-0.07470627129077911,-0.0056966496631503105,-0.006921884138137102,-0.05536511912941933,-0.06616032868623734,-0.048428162932395935,-0.10179471224546432
173,-0.07453258335590363,-0.017967192456126213,-0.1265656352043152,-0.054066311568021774,-0.02531345933675766,-0.058463264256715775,-0.0036153169348835945,-0.008710194379091263,-0.019018128514289856,-0.045861102640628815,-0.05453885719180107,-0.07095972448587418
174,-0.08603304624557495,-0.022430557757616043,-0.10692156106233595,-0.05983715131878853,-0.04133128002285957,-0.06615366786718369,-0.003983647562563419,0,-0.07113715261220932,-0.046972379088401794,-0.06688373535871506,-0.10551109910011292
175,-0.07966075837612152,-0.01857704482972622,-0.1557946801185608,-0.04636077210307121,-0.059086404740810394,-0.035759374499320984,0,0,-0.055130735039711,-0.06514109671115875,-0.049874912947416306,-0.09441979974508286
176,-0.07902110368013382,-0.01999484561383724,-0.1715063750743866,-0.06310846656560898,-0.05063274875283241,-0.06709863990545273,-0.03744158893823624,0,-0.060223374515771866,-0.045278150588274,-0.0550406314432621,-0.06658713519573212
177,-0.05964341759681702,-0.014709735289216042,-0.17900487780570984,-0.053187619894742966,-0.04163218289613724,-0.07002587616443634,-0.03712647408246994,-0.0016079285414889457,-0.06620350480079651,-0.0569676049053669,-0.04047452285885811,-0.0901869386434555
178,-0.06581354886293411,-0.011998031288385391,-0.11822497099637984,-0.04647304490208626,-0.04592693969607353,-0.05738803371787071,-0.034359160810709,-0.0044867792166769505,-0.0674801841378212,-0.051392246037721634,-0.05523164197802544,-0.11013642698526382
179,-0.07193315029144287,-0.00856731366366148,-0.1407703012228012,-0.05702846869826317,-0.0472441241145134,-0.08198165893554688,-0.04809009283781051,-0.009481037966907024,-0.056093886494636536,-0.04793570563197136,-0.0489116869866848,-0.08105390518903732
180,-0.0979861095547676,-0.004407043568789959,-0.18291275203227997,-0.04765275865793228,-0.04051339253783226,-0.05904347449541092,-0.04954627901315689,0,-0.05733936280012131,-0.04151194542646408,-0.05808687582612038,-0.10648787766695024
181,-0.0794600397348404,-0.019468210637569427,-0.12843385338783264,-0.04825664311647415,-0.04148334637284279,-0.03599191829562187,0,0,-0.08065705746412277,-0.04522963613271713,-0.04900431260466576,-0.0970832034945488
182,-0.08958525210618973,-0.014221868477761744,-0.1562710851430893,-0.06038384139537811,-0.038537971675395966,-0.0693666934967041,0,0,-0.06864894926548004,-0.05422287806868553,-0.055017951875925064,-0.08506818115711212
183,-0.07314936071634293,-0.01278616301715374,-0.098863884806633,-0.04582513868808746,-0.027774205431342125,-0.06044813618063927,0,-0.0007422902272082865,-0.048688970506191254,-0.05907305330038071,-0.045218031853437424,-0.10256344079971312
184,-0.06437679380178452,-0.013032160699367523,-0.17405647039413452,-0.04224590212106705,-0.04896001890301704,-0.05867890641093254,0,-0.01894226111471653,-0.07029538601636887,-0.059686291962862015,-0.03952939808368683,-0.05271907523274422
185,-0.08763585984706879,-0.013041913509368896,-0.12132588028907776,-0.04205230996012688,-0.04360413923859596,-0.03385782986879349,0,0,-0.06903356313705444,-0.04118647426366806,-0.02986537292599678,-0.1073439121246338
186,-0.10593436658382416,-0.01040889509022236,-0.1244772896170616,-0.04181632027029991,-0.03830337896943092,-0.07536737620830536,-0.002158873248845339,0,-0.059594228863716125,-0.06085111200809479,-0.042758118361234665,-0.09436924010515212
187,-0.0720851793885231,-0.01468566246330738,-0.13768517971038818,-0.04088018089532852,-0.03410941734910011,-0.04844997078180313,-0.014389533549547195,0,-0.07543971389532089,-0.04572080075740814,-0.0416732057929039,-0.10930262506008148
188,-0.084154412150383,-0.018774520605802536,-0.09576120972633362,-0.06327766925096512,-0.05657469853758812,-0.04936451464891434,-0.02828945405781269,-0.00044508432620204985,-0.051251836121082306,-0.05114157870411873,-0.034210994839668274,-0.09760869294404984
189,-0.061502326279878616,-0.0111406734213233,-0.1166672632098198,-0.042898841202259064,-0.04977022856473923,-0.05310229957103729,-0.02145780064165592,-0.014697497710585594,-0.06524073332548141,-0.06785321235656738,-0.06161803752183914,-0.11290281265974043
190,-0.1035776138305664,-0.017561431974172592,-0.10769419372081757,-0.08773825317621231,-0.04396119341254234,-0.0721195787191391,-0.02217136323451996,-0.0021908783819526434,-0.04125493019819259,-0.0511460043489933,-0.0536608025431633,-0.1084527149796486
191,-0.06567315757274628,-0.013847888447344305,-0.200579434633255,-0.06428611278533936,-0.0335136316716671,-0.04621225968003273,-0.01129597332328558,0,-0.08297353982925415,-0.07270019501447678,-0.04625502601265907,-0.11418994516134262
192,-0.0988067463040352,-0.01677570305764675,-0.18774230778217316,-0.06503763049840927,-0.02315225638449192,-0.042959414422512054,-0.009104853495955467,0,-0.06486261636018753,-0.06824255734682083,-0.05655427649617195,-0.10957062244415285
193,-0.08210135996341705,-0.009371883235871792,-0.13152199983596802,-0.07700203359127045,-0.034866366535425186,-0.03953993320465088,0,-0.0035463457461446524,-0.03938744962215424,-0.0375390499830246,-0.053784843534231186,-0.10652116686105728
194,-0.05161457508802414,-0.018303314223885536,-0.14218153059482574,-0.05384209379553795,-0.03505629673600197,-0.06978321820497513,-0.014426162466406822,-0.005065799690783024,-0.06987828761339188,-0.032973513007164,-0.04703707247972488,-0.09880534559488297
195,-0.08840261399745941,-0.013581018894910812,-0.1682555228471756,-0.05796178430318832,-0.03050364926457405,-0.05583753064274788,-0.010234455578029156,0,-0.068585604429245,-0.037221696227788925,-0.049702685326337814,-0.10887587815523148
196,-0.07631303369998932,-0.02171424962580204,-0.14438945055007937,-0.03521643951535225,-0.0457828976213932,-0.051157984882593155,-0.005221691448241472,0,-0.06828638911247253,-0.03135384991765022,-0.05238140746951103,-0.08283615857362747
197,-0.07028648257255554,-0.016447223722934723,-0.15317295491695404,-0.059755269438028336,-0.03687912598252296,-0.04141419380903244,-0.0021279945503920317,0,-0.06682391464710236,-0.04365329071879387,-0.04480832815170288,-0.12477999180555344
198,-0.07014863193035126,-0.01780523546040058,-0.14390943944454193,-0.06513939052820206,-0.04117074981331825,-0.0547092966735363,-0.0019277462270110848,-0.003526469925418496,-0.07010962814092636,-0.056753866374492645,-0.04782233387231827,-0.12809514999389648
199,-0.08282838761806488,-0.017269060015678406,-0.18951745331287384,-0.0887099876999855,-0.04219361394643784,-0.05128995329141617,-0.023153644055128098,-0.005143306218087673,-0.06728727370500565,-0.0691082701086998,-0.05539552494883537,-0.1333119571208954
200,-0.07188266515731812,-0.004135542549192905,-0.1858605593442917,-0.05115766450762749,-0.034685537219047546,-0.06203550472855568,-0.0201671551913023,0,-0.09129417687654497,-0.05020367354154587,-0.050897665321826935,-0.09779935330152512
201,-0.07456115633249283,-0.016747605055570602,-0.1837065815925598,-0.051234811544418335,-0.04650488123297691,-0.07240097969770432,-0.02021759562194347,0,-0.04859891161322594,-0.024819351732730865,-0.05599627271294594,-0.13403940200805664
202,-0.06506749242544174,-0.008939051069319248,-0.10113344341516496,-0.041778452694416046,-0.03895517811179161,-0.04199804738163948,-0.013901719823479652,-0.0011579886777326465,-0.06519263982772827,-0.03602254390716553,-0.0338512547314167,-0.15067285299301147
203,-0.0656617283821106,-0.016141550615429878,-0.07373619079589844,-0.04796372354030609,-0.032245006412267685,-0.0476471334695816,-0.006209376733750105,-0.013634000904858112,-0.03713085874915123,-0.03736341744661331,-0.03722071275115013,-0.1000351533293724
204,-0.07999905943870544,-0.0218421071767807,-0.14608526229858398,-0.04576806724071503,-0.02379933744668961,-0.061001263558864594,-0.0011830247240141034,0,-0.04977496340870857,-0.03897033631801605,-0.031986113637685776,-0.11514732241630554
205,-0.07291426509618759,-0.005739704705774784,-0.1540277898311615,-0.06358515471220016,-0.022600162774324417,-0.0307137593626976,-0.003748167771846056,0,-0.0542445108294487,-0.04575969278812408,-0.05049001798033714,-0.11170961707830428
206,-0.0852356031537056,-0.008327584713697433,-0.09655684232711792,-0.05535462126135826,-0.048320237547159195,-0.06855505704879761,-0.0011747288517653942,-0.0015448529738932848,-0.06307490915060043,-0.04763447120785713,-0.02921096049249172,-0.12675602734088898
207,-0.060965195298194885,-0.0017439390067011118,-0.10913412272930144,-0.04988526552915573,-0.03240932151675224,-0.03164229542016983,-0.002912558848038316,-0.00998788420110941,-0.05162178352475166,-0.05027209594845772,-0.031106356531381607,-0.10576221346855164
208,-0.06891779601573944,-0.0015481922309845686,-0.13413812220096588,-0.05843769386410713,-0.04166948050260544,-0.04426301270723343,-0.007364191114902496,0,-0.05172104761004448,-0.06988919526338577,-0.038237832486629486,-0.11757102608680724
209,-0.05211956053972244,-0.015599869191646576,-0.08660491555929184,-0.045944180339574814,-0.050961561501026154,-0.029522545635700222,-0.012448418885469437,0,-0.06751371920108795,-0.057675350457429886,-0.03566790744662285,-0.1304343044757843
210,-0.09130092710256577,-0.006159984041005373,-0.07550303637981415,-0.07388622313737869,-0.0379289910197258,-0.06187862902879715,-0.017643995583057404,0,-0.07240305095911026,-0.05550650507211685,-0.03969344869256019,-0.1301172822713852
211,-0.07030022144317627,-0.005859503988176584,-0.07905133813619614,-0.06021571531891823,-0.05280075967311859,-0.053986940532922745,-0.018361087888479233,-0.017566116526722908,-0.04520536959171295,-0.03327317535877228,-0.026158273220062256,-0.1272526979446411
212,-0.06840360909700394,-0.00816941075026989,-0.1231853887438774,-0.08834858238697052,-0.060447901487350464,-0.0538988821208477,-0.0063448757864534855,-8.371319563593715e-05,-0.072669617831707,-0.056435003876686096,-0.03375418484210968,-0.14761865139007568
213,-0.08411835134029388,-0.007434555795043707,-0.05945352837443352,-0.06679330766201019,-0.03930255025625229,-0.04229192063212395,-0.0013480567140504718,-0.002820368390530348,-0.060203373432159424,-0.06414476037025452,-0.05024399235844612,-0.14250533282756803
214,-0.05917167291045189,-0.008634512312710285,-0.08008088171482086,-0.0730937272310257,-0.03150584548711777,-0.03561081737279892,0,-0.00339492317289114,-0.05334572494029999,-0.04625300318002701,-0.035690322518348694,-0.1343115121126175
215,-0.06950657069683075,-0.0042123799212276936,-0.055511683225631714,-0.055152107030153275,-0.03234686702489853,-0.03622288256883621,0,-0.004239242523908615,-0.06224953010678291,-0.05711796134710312,-0.02008385956287384,-0.10951893776655196
216,-0.05594903975725174,-0.011711860075592996,-0.050940439105033875,-0.05286036431789398,-0.05215571075677872,-0.037206098437309265,0,-0.0011989058693870902,-0.053171224892139435,-0.06124380975961685,-0.03012889251112938,-0.15013881027698517
217,-0.08796931803226471,-0.012993634678423405,-0.06112857162952423,-0.07003526389598846,-0.04696463793516159,-0.05500661581754685,-0.005187814589589834,-0.0002313221339136362,-0.04607782140374184,-0.0494682602584362,-0.04215715080499649,-0.10664521902799606
218,-0.05611877888441086,-0.013178018853068352,-0.06236443668603897,-0.053652361035346985,-0.041564423590898514,-0.0437961220741272,-0.008772782981395721,-0.0009552798001095651,-0.032984040677547455,-0.0424182154238224,-0.04822933301329613,-0.12704522907733917
219,-0.06676672399044037,-0.015356559306383131,-0.0023127561435103416,-0.052510082721710205,-0.035221923142671585,-0.03945141285657883,-0.020356034860014915,-0.010243934579193592,-0.03524849936366081,-0.03725454583764076,-0.038560401648283005,-0.12923003733158112
220,-0.06155797466635704,-0.004077733960002661,-0.07419565320014954,-0.0694698840379715,-0.03353492170572281,-0.04775659739971161,-0.026867961511015892,-0.007274705916643143,-0.0523453950881958,-0.07732143998146057,-0.042514968663454056,-0.13684558868408203
221,-0.0842670351266861,-0.013254725374281406,-0.05548631772398949,-0.0734134390950203,-0.02854282595217228,-0.04243314638733864,-0.017045913264155388,0,-0.06573095172643661,-0.0547572523355484,-0.0434020459651947,-0.14814378321170807
222,-0.052806369960308075,-0.006165253929793835,-0.13016341626644137,-0.06552094966173172,-0.054181795567274094,-0.03018412739038467,-0.0014556852402165532,0,-0.060020942240953445,-0.07048249244689941,-0.036308303475379944,-0.16042214632034302
223,-0.07623749226331711,-0.0032010588329285383,-0.08243339508771896,-0.05412511527538299,-0.035110440105199814,-0.04162595793604851,-0.0009907091734930873,0,-0.04117867350578308,-0.04550391808152199,-0.042728640139102936,-0.13915693759918213
224,-0.0775471031665802,-0.00977332517504692,-0.08437266200780869,-0.07545055449008942,-0.036414530128240585,-0.04079742357134819,0,-0.0012829673942178488,-0.05267513543367386,-0.06435618549585342,-0.07035554200410843,-0.14910189807415009
225,-0.03935830667614937,0.003606781363487244,-0.058837730437517166,-0.07261528819799423,-0.03210821747779846,-0.03222179040312767,0,-0.006603681948035955,-0.04853411018848419,-0.0765003189444542,-0.030763981863856316,-0.12654349207878113
226,-0.0925154760479927,-0.010009979829192162,-0.06221954524517059,-0.06195928901433945,-0.02939665876328945,-0.03236842155456543,0,-0.0015132164116948843,-0.06533488631248474,-0.057431068271398544,-0.0458066388964653,-0.1473336964845657
227,-0.06858745962381363,-0.003214095253497362,-0.07835908979177475,-0.06572797149419785,-0.05744623020291328,-0.042061321437358856,-0.0010819478193297982,-3.963148992625065e-05,-0.057803913950920105,-0.07060199975967407,-0.03910626098513603,-0.1403181552886963
228,-0.06147996708750725,-0.004217814188450575,-0.10403381288051604,-0.06347725540399551,-0.046112507581710815,-0.04699185863137245,-0.0026667858473956585,-4.895867095910944e-05,-0.0587969534099102,-0.0628473088145256,-0.043800074607133865,-0.11897164583206175
229,-0.05333440378308296,-0.0018904339522123337,-0.0772048830986023,-0.06401592493057251,-0.02480777353048325,-0.02434675581753254,-0.013818723149597645,-0.0007783087203279138,-0.06294835358858109,-0.041149936616420746,-0.042884208261966705,-0.12412631511688232
230,-0.09024844318628313,-0.005428893957287073,-0.04144357889890671,-0.05797065049409866,-0.04995201528072357,-0.057224057614803314,-0.016797976568341255,-0.004510462284088135,-0.05692468211054802,-0.07143047451972961,-0.04506133496761322,-0.13421277701854706
231,-0.05066807195544243,-0.014006370678544044,-0.04617313668131828,-0.04783942550420761,-0.037617988884449005,-0.043177228420972824,-0.009021961130201817,-0.00031300343107432127,-0.04933088645339012,-0.06763074547052383,-0.03606165573000908,-0.12406579405069353
232,-0.05711512640118599,-0.009011156857013702,-0.04022451862692833,-0.08914153277873993,-0.033838510513305664,-0.04326057806611061,-0.0046319179236888885,-0.0008978581754490733,-0.05798577517271042,-0.05299140885472298,-0.03720009699463844,-0.1207764446735382
