step,deepseek1.5b_sync_8gpu_lr3e-6-critic/score/mean_step,deepseek1.5b_sync_8gpu_clip0.1_lr1e-5-critic/score/mean_step,deepseek1.5b_fa_partial_8gpu_cosine_lr1e-5-critic/score/mean_step,deepseek1.5b_sync_8gpu_cosine_lr1e-5-critic/score/mean_step,deepseek1.5b_fa_partial_8gpu_lr5e-6-critic/score/mean_step,deepseek1.5b_sync_8gpu_lr5e-6-critic/score/mean_step,deepseek1.5b_fa_partial_8gpu_ent0.01_lr1e-5-critic/score/mean_step,deepseek1.5b_sync_8gpu_ent0.01_lr1e-5-critic/score/mean_step,deepseek1.5b_fa_partial_lr1e-6-critic/score/mean_step,deepseek1.5b_fa_partial_lr1e-5-critic/score/mean_step,deepseek1.5b_sync_lr1e-5-critic/score/mean_step,deepseek1.5b_sync_lr1e-6-critic/score/mean_step
117,0.08832097053527832,-0.07172560691833496,-0.37083005905151367,0.05527162551879883,0.1173415184020996,0.0973505973815918,-1,-1.0002422332763672,-0.02320384979248047,0.06546854972839355,0.014185190200805664,0.019548654556274418
118,0.08581280708312988,-0.04602718353271485,-0.2864108085632324,0.08690595626831055,0.0613713264465332,0.09524917602539062,-1.0000007152557373,-1,-0.05811619758605957,-0.05053520202636719,0.03388476371765137,-0.09413552284240724
119,-0.021439552307128903,-0.11266732215881348,-0.23536443710327148,-0.024721145629882812,0.18897008895874023,-0.002408266067504883,-1,-1,0.12978339195251465,0.13268518447875977,-0.05255794525146485,-0.1440906524658203
120,0.07064008712768555,-0.05058860778808594,-0.4876477718353271,-0.00828695297241211,0.008229970932006836,0.08324575424194336,-1.0003314018249512,-1,-0.1389167308807373,-0.04632735252380371,0.012673616409301758,-0.10591840744018556
121,-0.09701204299926758,-0.14392590522766113,-0.5013711452484131,-0.10536789894104004,-0.10269856452941896,-0.04594659805297851,-1.0003912448883057,-1.0017495155334473,-0.1583249568939209,-0.12819743156433103,-0.05692267417907715,-0.1373298168182373
122,0.13965725898742676,-0.01818060874938965,-0.2722940444946289,0.06093883514404297,0.07558465003967285,0.11833882331848145,-1.0002310276031494,-1.010993719100952,-0.07130074501037598,-0.024538040161132812,0.035930633544921875,-0.015327930450439451
123,0.08344078063964844,0.0077784061431884766,-0.2644462585449219,0.07018136978149414,0.043149709701538086,0.10975790023803712,-1,-1.3170428276062012,-0.09448885917663574,-0.05143451690673828,0.029839277267456055,-0.007724285125732422
124,0.012125968933105469,-0.1308906078338623,-0.35776185989379883,-0.005573749542236328,0.09925603866577148,0.05074048042297363,-1,-1.2837727069854736,-0.027122020721435547,-0.01031208038330078,-0.07094597816467285,-0.09152054786682128
125,0.04722833633422851,-0.04892945289611816,-0.2288913726806641,0.07101559638977051,0.20739269256591797,0.11235332489013672,-1.0000686645507812,-1.1206440925598145,0.08169293403625488,0.1845531463623047,-0.013170957565307615,-0.006850242614746094
126,0.025791645050048828,-0.06754708290100098,-0.20023703575134277,-0.0068683624267578125,0.08550095558166504,0.07505536079406738,-1.0007967948913574,-1.0225520133972168,-0.01279926300048828,0.07586860656738281,-0.014721155166625977,-0.10299944877624512
127,0.2054347991943359,0.030049800872802734,-0.35715198516845703,0.16381216049194336,0.10710430145263672,0.15498590469360352,-1.0009474754333496,-1.0004472732543943,-0.05742359161376953,-0.006076812744140625,0.1662142276763916,0.1181027889251709
128,0.19029664993286133,-0.0017044544219970703,-0.2696805000305176,0.1628012657165527,0.11048007011413574,0.20679473876953125,-1.0001184940338137,-1,-0.00046443939208984375,0.08954143524169922,0.13994741439819336,0.10607743263244628
129,0.05244302749633789,-0.002474546432495117,-0.35068798065185547,0.017648935317993164,-0.03780245780944824,0.11909198760986328,-1,-1,-0.18287348747253415,-0.10557937622070312,0.04887509346008301,0.0182802677154541
130,-0.09543752670288086,-0.22721052169799805,-0.32391858100891113,-0.10596823692321776,0.0919058322906494,-0.02845430374145508,-1.0007047653198242,-1,-0.056509971618652344,0.01526498794555664,-0.11517071723937988,-0.1666390895843506
131,0.006115913391113281,-0.12183022499084473,-0.394611120223999,-0.052095651626586914,-0.11535000801086426,0.06940364837646484,-1.0060136318206787,-1,-0.2442800998687744,-0.1737983226776123,-0.07714414596557617,-0.08209037780761719
132,0.09626460075378418,-0.08382749557495117,-0.16152143478393555,0.09718084335327148,0.107147216796875,0.0901193618774414,-1.006983518600464,-1,-0.01425933837890625,0.12033605575561523,0.048256635665893555,-0.07614469528198242
133,0.08095741271972656,-0.1379702091217041,-0.3638584613800049,-0.00822758674621582,0.0594484806060791,0.1076641082763672,-1.000166654586792,-1.0002596378326416,0.02506375312805176,-0.00879669189453125,0.004293203353881836,-0.06287765502929688
134,0.1304636001586914,-0.00322723388671875,-0.2352581024169922,0.11801362037658691,0.08632969856262207,0.16246366500854492,-1,-1.0020999908447266,-0.08433198928833008,0.029757261276245117,0.1087808609008789,0.04488325119018555
135,-0.0654599666595459,-0.24877500534057617,-0.27060651779174805,-0.11574172973632812,0.10880684852600098,-0.07127785682678223,-1,-1.000521898269653,-0.1473557949066162,0.03701114654541016,-0.08952736854553223,-0.20367193222045896
136,0.025632858276367188,-0.09908080101013184,-0.29430532455444336,0.06342196464538574,0.13150954246520996,0.11613893508911131,-1,-1.0000340938568115,0.007076263427734375,0.035001516342163086,0.04245924949645996,-0.010379314422607422
137,0.11824750900268556,-0.02448558807373047,-0.25295424461364746,0.12929511070251465,0.15582489967346191,0.16358494758605957,-1,-1,-0.040546417236328125,0.030555009841918945,0.1378319263458252,0.08089661598205566
138,0.12080812454223631,-0.06157994270324707,-0.2597794532775879,0.1054685115814209,0.0423274040222168,0.2193906307220459,-1,-1,-0.15150117874145508,-0.039106130599975586,0.07824897766113281,0.036086320877075195
139,0.038062334060668945,-0.1216256618499756,-0.23413777351379397,0.02250504493713379,0.09137630462646484,0.12788128852844238,-1,-1.0000314712524414,-0.027106285095214844,0.06138157844543457,0.051163434982299805,-0.07736897468566895
140,0.0034210681915283203,-0.20911574363708496,-0.3061332702636719,-0.06270980834960938,0.1107637882232666,0.025275230407714844,-1,-1.0002527236938477,0.003822088241577149,0.06010150909423828,-0.08107876777648926,-0.1227431297302246
141,0.034186601638793945,-0.10426974296569824,-0.2733180522918701,-0.04422950744628906,-0.006319522857666016,0.06979012489318848,-1.0001201629638672,-1.0005855560302734,-0.12426090240478516,-0.01977825164794922,-0.01031804084777832,-0.02670454978942871
142,0.14789652824401855,-0.005129575729370117,-0.26435136795043945,0.11378240585327148,0.0568697452545166,0.11575055122375488,-1.0004324913024902,-1.000685453414917,-0.06676173210144043,0.021495819091796875,0.08452963829040527,0.07556009292602539
143,0.022382736206054688,-0.08688569068908691,-0.23576760292053223,0.051282644271850586,0.0949242115020752,0.12283802032470705,-1.0000813007354736,-1.0002598762512207,0.015933513641357422,0.059615135192871094,0.021683692932128903,-0.05616259574890137
144,0.06254315376281738,-0.03371310234069824,-0.3076131343841553,0.03959965705871582,0.11999726295471191,0.19141316413879397,-1,-1,-0.035954952239990234,0.07030820846557617,0.06004595756530762,-0.028591632843017575
145,0.09712934494018556,-0.07236337661743164,-0.18677425384521484,0.09495043754577635,0.13722729682922363,0.11500358581542967,-1.0014712810516355,-1,-0.002872943878173828,0.10946893692016602,0.08021140098571777,0.03239107131958008
146,-0.01680469512939453,-0.18187832832336423,-0.3026719093322754,-0.07593274116516113,0.058257102966308594,-0.030637025833129883,-1.019615888595581,-1.000010967254639,-0.08756113052368164,-0.02911210060119629,-0.0707085132598877,-0.19635772705078125
147,-0.011461496353149414,-0.14971184730529785,-0.33945298194885254,-0.05778789520263672,0.13986706733703613,0.022517919540405273,-1.0272703170776367,-1.0000576972961426,-0.03224635124206543,0.0696711540222168,-0.0408167839050293,-0.1410069465637207
148,0.11632728576660156,-0.07309460639953613,-0.3499128818511963,0.07416057586669922,0.08138751983642578,0.09370994567871094,-1.0070505142211914,-1.0011451244354248,-0.08239054679870605,0.016298532485961914,0.06832671165466309,-0.04218506813049317
149,0.09480881690979004,-0.101959228515625,-0.3728010654449463,0.03955435752868652,0.03171110153198242,0.14357328414916992,-1.1361052989959717,-1.0004072189331057,-0.14150357246398926,-0.06714439392089844,0.06905746459960938,-0.05074930191040039
150,0.09185051918029784,-0.05882549285888672,-0.32313990592956543,0.030604124069213867,0.030900955200195312,0.11567211151123048,-1.4578161239624023,-1.000018835067749,-0.109785795211792,0.06851863861083984,0.0353398323059082,-0.02851080894470215
151,-0.09760046005249023,-0.2558889389038086,-0.3480982780456543,-0.054642438888549805,0.08750391006469727,0.007515430450439453,-1.6044957637786863,-1,-0.0482332706451416,-0.003742218017578125,-0.12226533889770508,-0.13344669342041016
152,0.13660097122192383,-0.0353083610534668,-0.35806703567504883,0.10258293151855467,0.031818389892578125,0.12897920608520508,-1.5964076519012451,-1.000016689300537,-0.11557388305664062,0.023899555206298828,0.08927011489868164,0.05431771278381348
153,0.023715972900390625,-0.19419193267822263,-0.27071499824523926,0.03500676155090332,0.18278813362121585,0.008590221405029297,-1.5930445194244385,-1.0000779628753662,0.060758113861083984,0.12828612327575684,0.023264169692993164,-0.08482909202575684
154,0.040129899978637695,-0.19089818000793457,-0.2911221981048584,0.012857913970947266,0.08786368370056152,-0.00991058349609375,-1.5663871765136719,-1.0001180171966553,-0.1012420654296875,0.051111459732055664,-0.030582904815673828,-0.08325743675231934
155,0.003572225570678711,-0.1794114112854004,-0.4398951530456543,-0.06311774253845215,-0.009994745254516602,0.0209658145904541,-1.4771881103515625,-1.0002224445343018,-0.1070556640625,-0.05308723449707031,-0.05947732925415039,-0.11754274368286131
156,0.09382867813110352,-0.10546875,-0.41284990310668945,0.039119720458984375,0.03582310676574707,0.1757066249847412,-1.4442541599273682,-1.0002107620239258,-0.055487871170043945,-0.005072832107543945,0.02256178855895996,0.038193702697753906
157,-0.02084660530090332,-0.2310276031494141,-0.3870508670806885,-0.0688025951385498,-0.013645410537719728,0.02466297149658203,-1.3688600063323977,-1.000016212463379,-0.1527707576751709,-0.06907463073730469,-0.0983419418334961,-0.13529348373413086
158,0.08078217506408691,-0.15264034271240234,-0.37586498260498047,0.03730225563049317,0.02615928649902344,0.12773752212524414,-1.3105828762054443,-1,-0.05245542526245117,0.07183384895324707,0.017600536346435547,-0.009846925735473633
159,0.030536651611328125,-0.2498457431793213,-0.4192507266998291,-0.05102705955505371,0.05927586555480957,0.04474020004272461,-1.2770414352416992,-1.0000123977661133,-0.07291579246520996,-0.0074918270111083984,-0.07746577262878418,-0.07839107513427734
160,0.04301142692565918,-0.15947866439819336,-0.3581829071044922,-0.0002913475036621094,0.13408565521240234,0.06782150268554688,-1.2058768272399902,-1.000281572341919,-0.05327248573303223,-0.0047185420989990234,0.004274606704711914,-0.011026859283447266
161,0.14431524276733398,-0.14512157440185547,-0.45880818367004395,0.11224746704101562,-0.003883838653564453,0.15098309516906738,-1.1383566856384275,-1.0005228519439695,-0.1083822250366211,-0.027132034301757812,0.031281232833862305,0.04381537437438965
162,0.13108515739440918,-0.1582036018371582,-0.4915335178375244,0.12686586380004883,-0.0413508415222168,0.1099989414215088,-1.0736489295959473,-1.0000083446502686,-0.1871888637542725,-0.13767600059509277,-0.015655994415283203,0.013924360275268556
163,0.012762784957885742,-0.22505474090576172,-0.5253474712371826,-0.02145600318908691,0.0782158374786377,0.07576322555541992,-1.0362966060638428,-1.000002145767212,-0.07163596153259277,0.07262349128723145,-0.004106998443603516,-0.05778670310974121
164,0.14319610595703125,-0.14701104164123535,-0.3785851001739502,0.13645505905151367,0.12364435195922852,0.14004921913146973,-1.0114078521728516,-1.0000033378601074,0.029458999633789062,0.02893996238708496,0.03369140625,0.025753259658813477
165,0.0671236515045166,-0.2139589786529541,-0.4328000545501709,0.03867220878601074,0.03553342819213867,0.12311887741088869,-1.003059148788452,-1.0000317096710205,-0.13433837890625,-0.010158061981201172,0.0532221794128418,0.018655776977539062
166,0.11646318435668944,-0.16256976127624512,-0.43482303619384766,0.08857560157775879,0.03354072570800781,0.138688325881958,-1.0001842975616455,-1.000638484954834,-0.02743625640869141,0.01976656913757324,0.05369400978088379,0.08259749412536621
167,0.07768797874450684,-0.22009539604187012,-0.3522176742553711,0.0325775146484375,0.20339179039001465,0.09311747550964355,-1.000054121017456,-1.0002501010894775,0.03287935256958008,0.050047874450683594,-0.03864932060241699,-0.002721071243286133
168,0.15457582473754883,-0.17346811294555664,-0.43682312965393066,0.1363520622253418,0.04749560356140137,0.1550922393798828,-1,-1.000014305114746,-0.07088828086853027,0.05296468734741211,0.07005190849304199,0.05327320098876953
169,0.17652392387390137,-0.12566471099853516,-0.4234998226165771,0.1388685703277588,0.10324430465698242,0.1786820888519287,-1,-1,0.01268911361694336,0.023903608322143555,0.07529115676879883,0.05464410781860352
170,0.008533716201782227,-0.22358059883117676,-0.42197537422180176,-0.022046566009521484,0.07583451271057129,0.03665494918823242,-1,-1.000007390975952,-0.07811498641967773,0.006410121917724609,-0.08810973167419434,-0.07052326202392578
171,-0.008817195892333984,-0.2539341449737549,-0.471996545791626,0.009604692459106444,0.18811488151550293,0.07033753395080566,-1,-1.000088453292847,0.08528757095336914,0.05523014068603515,0.018013954162597656,-0.04905939102172851
172,0.007901906967163086,-0.3187401294708252,-0.4153275489807129,-0.039192914962768555,0.0147552490234375,0.003093719482421875,-1.0000441074371338,-1.000271558761597,-0.15767836570739746,-0.017163991928100586,-0.09528803825378418,-0.10137701034545898
173,0.10803675651550292,-0.29053163528442383,-0.3688962459564209,-0.011633634567260742,0.23753118515014648,0.1032724380493164,-1.0000014305114746,-1.0003087520599363,0.12903547286987305,0.10548734664916992,0.0076444149017333984,0.004897117614746094
174,0.05653023719787598,-0.2607080936431885,-0.4932503700256348,0.01953887939453125,0.12648653984069824,0.10645174980163574,-1.00002121925354,-1,-0.03357529640197754,0.08951020240783691,-0.017322778701782227,-0.030981779098510746
175,0.16101670265197754,-0.16931915283203125,-0.5444490909576416,0.10531258583068848,0.046372175216674805,0.17679262161254883,-1,-1,-0.023723840713500977,-0.01250147819519043,0.1113746166229248,0.06560516357421875
176,-0.007946014404296875,-0.2954893112182617,-0.5232422351837158,-0.02103114128112793,0.05497288703918457,0.004143714904785156,-1.001002311706543,-1,-0.08435416221618652,-0.06406211853027344,-0.04661011695861816,-0.05980396270751953
177,0.1092996597290039,-0.21133780479431152,-0.6025848388671875,0.059650421142578125,-0.015103816986083984,0.09519767761230467,-1.0010523796081543,-1.0000312328338623,-0.059299468994140625,-0.035154104232788086,0.003862857818603515,-0.067840576171875
178,0.03164792060852051,-0.30473804473876953,-0.5222275257110596,0.02072596549987793,0.2176501750946045,0.06971383094787598,-1.0007076263427734,-1.0001282691955566,0.02237677574157715,0.1112513542175293,-0.030739784240722656,-0.04333949089050293
179,0.08900785446166992,-0.2781827449798584,-0.4867072105407715,0.01974344253540039,0.2249360084533691,0.08160758018493652,-1.0009186267852783,-1.0004596710205078,0.058976173400878906,0.18512439727783203,0.019975900650024418,0.02406764030456543
180,0.15368890762329102,-0.1976869106292725,-0.5354738235473633,0.13355302810668945,0.08582043647766113,0.12653660774230957,-1.0009958744049072,-1,0.0178983211517334,-0.012552738189697266,0.030544042587280273,0.030219554901123047
181,0.09360694885253906,-0.2533137798309326,-0.5556607246398926,0.10057473182678224,0.05260205268859863,0.055330753326416016,-1,-1,-0.002181529998779297,0.03980898857116699,0.009369611740112305,0.010431528091430664
182,-0.015332460403442385,-0.3163425922393799,-0.6197326183319092,-0.015037059783935549,-0.022362232208251953,0.03972172737121582,-1,-1,-0.1188669204711914,-0.12454700469970705,-0.04201865196228027,-0.07769775390625
183,0.02395009994506836,-0.37921762466430664,-0.6412091255187988,0.0015993118286132812,0.009551525115966795,0.038260698318481445,-1,-1.0000338554382324,-0.06351137161254883,-0.06592845916748047,-0.04182577133178711,-0.056520700454711914
184,0.13329505920410156,-0.1858961582183838,-0.4689922332763672,0.0955815315246582,0.1472771167755127,0.13183927536010742,-1,-1.0010361671447754,0.020115375518798828,0.08101010322570801,0.11138606071472168,0.07190895080566406
185,0.032723188400268555,-0.2958688735961914,-0.6209921836853027,0.05476140975952149,0.06968498229980469,0.09104013442993164,-1,-1,-0.06539535522460938,-0.07649850845336914,0.06601977348327637,-0.03037571907043457
186,0.16411685943603516,-0.240980863571167,-0.6751964092254639,0.09989261627197266,0.13531732559204102,0.1925978660583496,-1.0000324249267578,-1,0.018174409866333008,0.012922048568725586,0.1332991123199463,0.0944516658782959
187,0.01709771156311035,-0.31541013717651367,-0.623180627822876,-0.014749765396118164,0.05450630187988281,0.06139993667602539,-1.0000872611999512,-1,-0.09014439582824708,-0.023112058639526367,-0.06311702728271484,-0.07284116744995117
188,0.00874638557434082,-0.35933518409729004,-0.495783805847168,-0.03737473487854004,0.21443963050842285,-0.007751703262329101,-1.0006091594696045,-1.0000250339508057,0.08618927001953125,0.1190054416656494,-0.08650445938110352,-0.1253185272216797
189,0.11890363693237305,-0.3577723503112793,-0.5609776973724365,-0.0005898475646972656,0.1414010524749756,0.05184602737426758,-1.0003511905670166,-1.000698804855347,0.019686222076416016,0.07463884353637695,-0.015564918518066406,-0.02560639381408691
190,0.007895469665527344,-0.3150675296783447,-0.6117751598358154,-0.03022456169128418,-0.0286862850189209,0.030496835708618164,-1.0003488063812256,-1.0000264644622805,-0.07093572616577148,-0.05865359306335449,-0.04793334007263184,-0.04758048057556152
191,0.03045201301574707,-0.32633137702941895,-0.6220929622650146,-0.004192829132080078,0.1202385425567627,0.0016727447509765625,-1.0001652240753174,-1,-0.0005917549133300781,0.0076618194580078125,-0.029909610748291016,-0.08161783218383789
192,0.11080217361450195,-0.21186542510986328,-0.5446987152099609,0.08060550689697266,0.12333297729492188,0.14065337181091309,-1.0000975131988523,-1,-0.02136373519897461,0.012230873107910156,0.06383728981018066,0.014512062072753906
193,0.16352033615112305,-0.2814204692840576,-0.5670995712280273,0.02997708320617676,0.22056245803833008,0.18245744705200195,-1,-1.000108003616333,0.18289685249328613,0.09171342849731444,0.03412199020385742,0.03875255584716797
194,-0.013117074966430664,-0.3339962959289551,-0.5877108573913574,-0.03900909423828125,0.1348252296447754,-0.06486797332763672,-1.0002121925354004,-1.0001215934753418,-0.018015384674072266,0.09802985191345216,-0.08537983894348145,-0.09543538093566896
195,0.09656310081481934,-0.26085495948791504,-0.6121737957000732,0.018135547637939453,0.04184913635253906,0.04792499542236328,-1.0000708103179932,-1,-0.03142666816711426,-0.11430597305297852,0.034996747970581055,-0.04176831245422363
196,0.10481119155883788,-0.23638224601745603,-0.5374934673309326,-0.011025190353393556,0.0893869400024414,0.1062142848968506,-1.0000674724578855,-1,-0.02474832534790039,0.019485950469970703,-0.003648042678833008,-0.011337041854858398
197,0.17480230331420898,-0.2111845016479492,-0.6602857112884521,0.09591078758239746,0.0059566497802734375,0.13292646408081055,-1.000023365020752,-1,-0.1247260570526123,-0.07257723808288574,0.07528877258300781,0.016589641571044922
198,0.0850975513458252,-0.27300429344177246,-0.6237738132476807,0.054454803466796875,0.12747812271118164,0.08593440055847168,-1.0000100135803225,-1.000051975250244,0.09237408638000488,0.05760622024536133,0.020437240600585938,0.01588726043701172
199,0.17713618278503418,-0.21606230735778809,-0.6633272171020508,0.1327040195465088,0.07914447784423828,0.16084027290344238,-1.000276803970337,-1.000208616256714,-0.010292768478393556,0.04402971267700195,0.10528850555419922,0.04302978515625
200,0.09118151664733888,-0.25461816787719727,-0.720914363861084,0.09665584564208984,0.1179330348968506,0.1069955825805664,-1.0005552768707275,-1,0.03513479232788086,-0.025211095809936523,0.06043291091918945,-0.025819778442382812
201,0.08089518547058105,-0.2957422733306885,-0.6744298934936523,0.015985965728759766,0.18699383735656736,0.04758191108703613,-1.000408172607422,-1,0.028751611709594727,0.09103155136108398,-0.01651620864868164,-0.07020425796508789
202,0.02154850959777832,-0.27681756019592285,-0.7442588806152344,0.049802303314208984,0.044931888580322266,0.0679483413696289,-1.000349521636963,-1.0000288486480713,-0.08229565620422363,-0.09480881690979004,-0.06558394432067871,-0.05956864356994629
203,-0.03525424003601074,-0.3745572566986084,-0.6507503986358643,-0.0822291374206543,0.0634152889251709,-0.010358333587646484,-1.000067949295044,-1.0007972717285156,-0.0025207996368408203,-0.0005934238433837891,-0.18098688125610352,-0.146989107131958
204,-0.017757654190063477,-0.3620593547821045,-0.6316947937011719,-0.009543418884277344,0.07248210906982422,0.01683950424194336,-1.000002384185791,-1,-0.0948340892791748,-0.03120136260986328,-0.040842533111572266,-0.09184575080871582
205,-0.03145742416381836,-0.36409616470336914,-0.6852951049804688,-0.05686306953430176,0.06504654884338379,-0.02303290367126465,-1.0000195503234863,-1,-0.03797173500061035,-0.0877530574798584,-0.10148477554321288,-0.15326905250549316
206,0.08764195442199707,-0.21581816673278809,-0.578331470489502,0.15137934684753418,0.059377193450927734,0.10799837112426758,-1.0000014305114746,-1.0000381469726562,0.013749361038208008,0.02219152450561523,0.06463193893432617,-0.004061460494995117
207,0.103959321975708,-0.28589487075805664,-0.7018849849700928,0.0762484073638916,0.03184819221496582,0.08873248100280762,-1.0000240802764893,-1.000493049621582,-0.08863663673400879,-0.11338305473327635,0.03225421905517578,-0.015623092651367188
208,-0.030538558959960938,-0.3933339118957519,-0.6722588539123535,-0.11474251747131348,0.025814533233642575,-0.03696608543395996,-1.0001847743988037,-1,-0.01807379722595215,-0.10299468040466309,-0.10871458053588869,-0.13738346099853516
209,0.0519559383392334,-0.2833554744720459,-0.6082167625427246,0.0032727718353271484,0.1274881362915039,0.004913330078125,-1.0003507137298584,-1,0.03006148338317871,-0.06241035461425781,-0.0592806339263916,-0.0028378963470458984
210,0.01927971839904785,-0.39075422286987305,-0.5927097797393799,-0.01401209831237793,0.1192152500152588,0.06369495391845703,-1.0002543926239014,-1,-0.007794380187988281,-0.02088141441345215,-0.008755207061767578,-0.11002707481384276
211,0.08566403388977051,-0.27454066276550293,-0.6474521160125732,0.010756969451904295,0.18057823181152344,0.03894710540771485,-1.0004613399505615,-1.0009567737579346,0.1133873462677002,0.02250385284423828,-0.05597710609436035,-0.06666684150695801
212,0.059088945388793945,-0.3359811305999756,-0.5985729694366455,-0.0430142879486084,0.11255049705505372,0.03520798683166504,-1.0001213550567627,-1.0000042915344238,-0.01413273811340332,-0.014073371887207031,-0.0012118816375732422,-0.003540515899658203
213,0.12300825119018556,-0.30445146560668945,-0.6070470809936523,0.059937477111816406,0.18616414070129397,0.11208486557006836,-1.000007152557373,-1.0000381469726562,0.06902217864990234,-0.0011103153228759766,0.008117914199829102,-0.017407894134521484
214,0.07077908515930176,-0.24891233444213867,-0.6291277408599854,0.06974387168884277,0.09686589241027832,0.08250188827514648,-1,-1.0000591278076172,0.04386591911315918,-0.008307933807373047,0.01804804801940918,-0.0041141510009765625
215,0.15572524070739746,-0.16612935066223145,-0.6172072887420654,0.09258699417114258,0.1594533920288086,0.1837003231048584,-1,-1.000044584274292,-0.013497352600097656,0.06319737434387207,0.13196587562561035,0.0727698802947998
216,0.1775362491607666,-0.19774723052978516,-0.5490701198577881,0.12276315689086914,0.05668067932128906,0.12884974479675293,-1,-1.0000064373016355,0.012518882751464844,-0.05866765975952149,0.07239699363708496,0.10892057418823242
217,0.12593960762023926,-0.1941993236541748,-0.6020612716674805,0.09914398193359376,0.13365840911865234,0.10176992416381836,-1.0000731945037842,-1.0000011920928955,-0.0546872615814209,-0.031734466552734375,0.054953813552856445,0.06450891494750977
218,-0.1756892204284668,-0.42552661895751953,-0.6561939716339111,-0.19891786575317383,0.04991626739501953,-0.16431260108947754,-1.000157356262207,-1.0000054836273191,-0.022528886795043945,-0.1110992431640625,-0.24187874794006348,-0.22755026817321777
219,0.04239678382873535,-0.2733910083770752,-0.6332764625549316,0.054323673248291016,0.1892380714416504,0.08754801750183105,-1.0006580352783203,-1.000136137008667,-0.009999513626098633,-0.039818525314331055,-0.03171825408935547,0.018306970596313477
220,0.11148858070373537,-0.28345513343811035,-0.5654547214508057,0.02072453498840332,0.14489126205444336,0.07846570014953613,-1.0007057189941406,-1.0000660419464111,0.060977935791015625,0.0983278751373291,-0.04010343551635742,-0.03529000282287598
221,0.07721829414367676,-0.2502293586730957,-0.652517557144165,0.046361446380615234,0.0741119384765625,0.12617158889770508,-1.0005316734313965,-1,-0.03993463516235352,-0.04939627647399902,0.012272119522094728,-0.016665220260620117
222,0.04029965400695801,-0.28846120834350586,-0.6106574535369873,0.01244354248046875,0.06446051597595215,0.057405710220336914,-1.0000147819519043,-1,0.08472585678100586,0.03347158432006836,-0.10736560821533205,-0.0932457447052002
223,0.02022075653076172,-0.254749059677124,-0.6712663173675537,-0.014687299728393556,0.11549067497253418,0.019524574279785156,-1.000016450881958,-1,-0.008172988891601562,-0.02802038192749023,-0.06165933609008789,-0.1316063404083252
224,0.1867880821228027,-0.21430683135986328,-0.6529948711395264,0.16917157173156738,0.029169321060180664,0.27581024169921875,-1,-1.000017166137695,-0.08232283592224121,-0.08507227897644043,0.11392807960510254,0.0707862377166748
225,-0.01331472396850586,-0.305635929107666,-0.6322729587554932,-0.06913352012634277,0.048395395278930664,-0.005205869674682617,-1,-1.000253677368164,-0.06118965148925781,-0.10333704948425292,-0.10608482360839844,-0.07083678245544434
226,0.029831886291503903,-0.18844032287597656,-0.583763599395752,0.0197141170501709,0.1029655933380127,0.04767036437988281,-1,-1.0000126361846924,-0.04188203811645508,-0.13669180870056152,0.01917099952697754,-0.02141427993774414
227,0.1838929653167725,-0.0925896167755127,-0.6232433319091797,0.14027070999145508,0.17114567756652832,0.25322437286376953,-1.0000040531158447,-1.000000238418579,0.05116105079650879,-0.004660367965698242,0.07221364974975586,0.13959217071533203
228,0.020157814025878903,-0.22092247009277344,-0.610255241394043,0.011738300323486328,0.20850658416748047,0.07392358779907227,-1.0000476837158203,-1.0000014305114746,0.003712177276611328,-0.05164766311645508,0.021514415740966797,-0.047020673751831055
229,0.031523942947387695,-0.2975285053253174,-0.6501753330230713,-0.019179344177246097,-0.054553985595703125,0.03159070014953613,-1.0003275871276855,-1.000027418136597,-0.1365973949432373,-0.17600035667419434,-0.051050662994384766,-0.0959486961364746
230,0.03453683853149414,-0.2890012264251709,-0.5203046798706055,-0.03579902648925781,0.22745180130004883,0.028072357177734375,-1.000645399093628,-1.0001530647277832,0.13777947425842285,0.11818075180053712,-0.07968521118164062,-0.11301755905151369
231,0.047022104263305664,-0.22343873977661133,-0.616976261138916,-0.003356456756591797,0.1215977668762207,0.044920921325683594,-1.0002670288085938,-1.0000088214874268,0.10304856300354004,-0.04855823516845703,-0.040274620056152344,-0.05022692680358887
232,-0.07548141479492188,-0.27579617500305176,-0.5833933353424072,-0.14808177947998047,0.1333770751953125,-0.09049081802368164,-1.0001544952392578,-1.0000078678131104,-0.08892655372619629,-0.10296249389648438,-0.15255284309387207,-0.14331293106079102
233,0.14728403091430664,-0.19374561309814453,-0.666757345199585,0.10481619834899902,0.16547822952270508,0.14487910270690918,-1.0000061988830566,-1.0000660419464111,0.08375859260559082,0.08025646209716797,0.06866168975830078,0.019826889038085938
234,0.05806159973144531,-0.28658461570739746,-0.6551313400268555,-0.01057291030883789,0.06406331062316895,0.046758413314819336,-1,-1.000028133392334,-0.06424379348754883,-0.07251453399658203,-0.05214643478393555,-0.0031156539916992188
235,0.17814087867736816,-0.12191200256347656,-0.6004738807678223,0.11271929740905762,0.19851303100585935,0.10168719291687012,-1,-1.0000057220458984,0.16212201118469238,0.014513731002807615,0.06260251998901367,0.035761117935180664
236,0.09854888916015624,-0.15671753883361816,-0.5274350643157959,0.07292437553405762,0.23713135719299316,0.14111971855163574,-1.000000238418579,-1.0001354217529297,0.09273886680603027,0.000918865203857422,0.06334233283996582,0.04398870468139648
