step,deepseek1.5b_sync_8gpu_sigfrac_cfixed_lr1.25e-5_seed1-critic/score/mean_step,deepseek1.5b_sync_8gpu_sign_gate_meanmatch_gamma0.5_seed0-critic/score/mean_step,deepseek1.5b_sync_8gpu_sigfrac_cfixed_lr1.25e-5_seed0-critic/score/mean_step,deepseek1.5b_sync_8gpu_matched_alpha_2.97e-6_seed0-critic/score/mean_step,deepseek1.5b_sync_8gpu_sign_gate_meanmatch_gamma0.5_seed1-critic/score/mean_step,deepseek1.5b_sync_8gpu_matched_alpha_2.97e-6_seed1-critic/score/mean_step,deepseek1.5b_sync_8gpu_matched_alpha_2.97e-6-critic/score/mean_step,deepseek1.5b_sync_8gpu_sign_gate_meanmatch_gamma0.5-critic/score/mean_step,deepseek1.5b_sync_8gpu_sigfrac_cfixed_lr1.25e-5-critic/score/mean_step
146,0.0364222526550293,-0.12394332885742188,-0.05516815185546875,-0.0926499366760254,0.03942608833312988,0.002830982208251953,-0.11056756973266602,-0.09693503379821776,-0.13421320915222168
147,0.11601614952087402,0.023742198944091797,0.0472416877746582,0.04196047782897949,0.03397965431213379,0.06133079528808594,-0.09410667419433594,-0.00995326042175293,-0.0461273193359375
148,0.03950095176696777,-0.05774259567260742,-0.042291879653930664,-0.07829952239990234,-0.00858616828918457,-0.029312610626220703,0.013059854507446287,0.026660919189453125,0.04012656211853027
149,-0.03984856605529785,0.03509378433227539,0.055171966552734375,0.02862262725830078,-0.10308265686035156,-0.12276983261108398,-0.02484655380249023,-0.02880263328552246,0.020264863967895508
150,0.1679704189300537,0.06261301040649414,0.08842730522155762,0.04397869110107422,0.06664562225341797,0.1035759449005127,0.06358814239501953,0.08423781394958496,0.047324419021606445
151,-0.1157667636871338,-0.04270648956298828,-0.06829643249511719,-0.08110260963439941,-0.1952543258666992,-0.19857048988342285,-0.17481374740600586,-0.11626195907592772,-0.11384773254394533
152,0.027400493621826172,-0.08524179458618164,-0.04876589775085449,-0.012161970138549805,-0.029266834259033203,-0.05122971534729004,0.07545351982116699,0.0792999267578125,0.04728269577026367
153,0.12228822708129884,0.05897712707519531,0.1196584701538086,0.12664246559143066,0.026752233505249023,0.03378176689147949,-0.02603626251220703,-0.015992164611816406,-0.04414248466491699
154,-0.024105548858642575,0.08847260475158691,0.09824419021606444,0.12052035331726074,-0.13678765296936035,-0.1312119960784912,-0.07367825508117676,-0.021779298782348633,-0.07860541343688965
155,0.1085052490234375,0.14890360832214355,0.1522927284240723,0.17911052703857422,0.0920391082763672,0.0686957836151123,-0.09093594551086426,-0.031640052795410156,-0.06345176696777344
156,-0.0695195198059082,0.022182941436767575,0.09526348114013672,0.10207295417785645,-0.1261157989501953,-0.1709282398223877,0.06035757064819336,0.05106711387634277,0.08062982559204102
157,0.134918212890625,-0.0005950927734375,0.12179040908813477,0.0006425380706787109,0.11165046691894533,0.038084983825683594,-0.10195112228393556,-0.10176753997802734,-0.05940532684326172
158,0.026748180389404297,0.03976607322692871,0.08658719062805176,0.03536057472229004,0.010983705520629885,0.003644943237304687,0.029381990432739254,0.023173809051513672,0.05396080017089844
159,0.052434682846069336,0.11929726600646973,0.13011765480041504,0.11596560478210448,-0.0028676986694335938,-0.02782988548278809,-0.07172846794128418,-0.044922828674316406,-0.05316567420959473
160,0.11261725425720216,-0.07480502128601074,-0.03668522834777832,-0.055588483810424805,0.03484702110290527,0.04987692832946777,-0.011460304260253906,0.0009684562683105468,0.007163047790527344
161,0.08382201194763184,-0.014652490615844728,0.0013108253479003906,0.0015406608581542969,0.03418779373168945,-0.0030364990234375,0.04129362106323242,0.12919902801513672,0.07844829559326172
162,0.11692476272583008,-0.015288591384887695,0.05834031105041504,0.01302957534790039,0.0754845142364502,0.0274045467376709,0.02562260627746582,0.06306695938110352,0.03921341896057129
163,0.050520896911621094,-0.008731842041015625,0.030544519424438477,0.020374298095703125,0.010612726211547852,-0.010732412338256836,-0.05248856544494629,0.006606101989746094,-0.04212069511413574
164,0.25228023529052734,-0.017016172409057617,-0.033447265625,-0.03666925430297851,0.175767183303833,0.1701455116271973,0.11170625686645508,0.07077264785766602,0.014878273010253906
165,0.15090394020080566,-0.01823091506958008,0.00710749626159668,-0.02074599266052246,0.05478501319885254,0.049924373626708984,0.04231619834899902,-0.004873752593994141,0.0888059139251709
166,0.053008317947387695,-0.012233257293701172,0.022603988647460938,-0.01115131378173828,-0.09958505630493164,-0.10187077522277832,0.09128570556640624,0.10048317909240724,0.05150604248046875
167,0.16910719871520996,-0.0006062984466552734,0.025363922119140625,-0.02588367462158203,0.11586809158325195,0.0867164134979248,0.0581059455871582,0.041274309158325195,0.0037381649017333984
168,0.04864645004272461,0.0490264892578125,0.0972442626953125,0.0764918327331543,0.04796934127807617,0.04049229621887207,0.10198187828063963,0.1190340518951416,0.10381746292114258
169,0.06065177917480469,0.01738762855529785,0.049207448959350586,0.030152082443237305,0.02504730224609375,-0.0026502609252929688,0.09837102890014648,0.1299886703491211,0.1385202407836914
170,-0.009684085845947266,0.0302884578704834,0.0978095531463623,0.03876376152038574,-0.04898953437805176,-0.022119760513305664,-0.02567911148071289,0.01404428482055664,-0.006540536880493164
171,0.05639147758483887,-0.07356858253479004,-0.04216623306274414,-0.07203555107116699,-0.021226882934570312,-0.05236363410949707,0.01504969596862793,-0.003802061080932617,0.019599437713623047
172,0.0588381290435791,0.1605544090270996,0.1916599273681641,0.1745455265045166,0.005556583404541016,0.024768590927124023,-0.04294085502624512,-0.04879021644592285,-0.024631738662719727
173,0.05956888198852539,0.032233476638793945,0.046904563903808594,0.04598093032836914,0.02949666976928711,0.01868271827697754,0.0513150691986084,0.054537296295166016,0.0380098819732666
174,0.13146376609802246,0.07401919364929199,0.1191847324371338,0.0666813850402832,0.09594202041625977,0.05729389190673828,0.04351925849914551,-0.017868757247924805,0.029060840606689453
175,0.02866196632385254,0.0018584728240966797,0.026654958724975582,0.004103422164916992,0.04054093360900879,-0.01314091682434082,0.13180923461914062,0.11519932746887208,0.08837890625
176,0.00946187973022461,0.12561726570129397,0.13464021682739258,0.1266922950744629,-0.0644826889038086,-0.06756901741027832,-0.00418543815612793,0.009410381317138672,0.02906656265258789
177,0.2151660919189453,0.08733057975769043,0.14012432098388672,0.08265805244445801,0.10500645637512208,0.1334433555603027,0.016267061233520508,0.006587028503417969,0.021439790725708008
178,0.017380952835083008,-0.07538747787475586,0.009019851684570312,-0.03521418571472168,-0.009207963943481444,-0.01051044464111328,-0.0016694068908691406,-0.012126922607421877,-0.009606361389160156
179,0.06376791000366211,-0.030920743942260746,-0.022574663162231445,-0.07345366477966309,-0.012218952178955078,-0.0414271354675293,0.034212350845336914,0.033480167388916016,0.0025653839111328125
180,0.1011195182800293,-0.035495758056640625,0.06276798248291016,-0.0720365047454834,0.023935556411743164,0.03927278518676758,0.10310697555541992,0.10362529754638672,0.1108856201171875
181,0.08636236190795898,0.0657501220703125,0.12238383293151855,0.06079554557800293,0.03510594367980957,-0.032996177673339844,0.031246423721313477,0.05757689476013184,0.03584122657775879
182,0.1301748752593994,-0.1182119846343994,-0.053902626037597656,-0.08307528495788574,0.09087467193603516,0.08249425888061523,-0.0447230339050293,0.01476144790649414,-0.005846261978149414
183,0.06290245056152344,0.03005695343017578,0.055872201919555664,-0.02033257484436035,0.05715608596801758,0.008342742919921875,-0.032164812088012695,-0.06473112106323242,-0.030449628829956055
184,0.06245183944702149,-0.06860566139221191,0.007138490676879883,-0.08978128433227539,0.07960987091064453,0.02068519592285156,0.11925673484802246,0.08403849601745605,0.11759614944458008
185,0.01096510887145996,0.011980772018432615,0.06858372688293457,-0.00758671760559082,-0.017852067947387695,-0.05404973030090332,0.042154788970947266,-0.002371788024902344,0.04172372817993164
186,0.039891958236694336,-0.1136765480041504,-0.09682154655456544,-0.16802716255187988,-0.03810620307922363,-0.045946359634399414,0.12702274322509766,0.1631338596343994,0.15164899826049805
187,0.05774593353271485,0.008479118347167969,0.05647397041320801,-0.004336118698120117,-0.008163690567016602,-0.007525444030761719,-0.00679469108581543,-0.02733778953552246,-0.042980194091796875
188,0.07945013046264648,-0.10053730010986328,0.01107478141784668,-0.02886199951171875,0.007240772247314453,0.011256217956542969,-0.11493253707885742,-0.0544886589050293,-0.04790067672729492
189,0.08172082901000977,0.00932025909423828,0.09887456893920898,0.03355121612548828,0.04980182647705078,0.059577226638793945,0.0780949592590332,0.091322660446167,0.05935096740722656
190,0.012256622314453123,-0.05649161338806152,-0.010499715805053713,-0.011885881423950195,0.004071235656738281,-0.03417778015136719,-0.03477144241333008,0.060585975646972656,0.06245851516723633
191,0.08707046508789062,0.01566004753112793,0.12344813346862792,0.02370452880859375,0.02655124664306641,-0.012603044509887695,-0.0315093994140625,-0.03641819953918457,0.004123210906982422
192,-0.012306928634643556,0.1700575351715088,0.18081355094909668,0.10429048538208008,-0.0887901782989502,-0.0925295352935791,0.08057332038879395,0.10800957679748537,0.12227463722229004
193,5.316734313964844e-05,0.0559391975402832,0.1041579246520996,-0.00048613548278808594,-0.01850724220275879,-0.07822084426879883,0.0633692741394043,0.11667776107788086,0.12236714363098145
194,0.06674957275390625,-0.05099892616271973,0.018259763717651367,-0.04015612602233887,0.05067086219787598,-0.015283823013305664,-0.025368213653564453,-0.022269248962402344,-0.03431129455566406
195,0.1971116065979004,0.04964017868041992,0.09052133560180664,0.029846668243408203,0.22156095504760745,0.1574246883392334,0.04574012756347656,0.07659006118774414,0.09523153305053712
196,0.20261073112487793,-0.02623915672302246,0.05521512031555176,0.020945310592651367,0.12279725074768066,0.0885014533996582,0.0937514305114746,0.03870058059692383,0.027766704559326172
197,0.2454814910888672,0.018819093704223633,0.04803895950317383,0.023253917694091797,0.2254667282104492,0.15920686721801758,0.07187008857727051,0.11379623413085938,0.1372852325439453
198,0.08456969261169434,0.12822747230529785,0.26012635231018066,0.16787958145141602,0.03199291229248047,-0.007691383361816406,0.02941274642944336,0.08340716361999512,0.06905531883239746
199,0.06132006645202637,-0.13518071174621582,-0.08764028549194336,-0.09779644012451172,0.035867929458618164,-9.27448272705078e-05,0.09528613090515135,0.1249380111694336,0.10850334167480467
200,0.028090476989746097,-0.04109692573547363,0.04517960548400879,0.005633831024169922,-0.019896984100341797,-0.04571413993835449,0.03703808784484863,0.07357573509216309,0.06321263313293457
201,-0.005755901336669922,-0.03473687171936035,0.015912771224975586,0.0021524429321289062,-0.06751155853271484,-0.05813241004943848,0.017989635467529297,0.03952383995056152,0.07052016258239746
202,0.0012712478637695312,0.053011178970336914,0.05325484275817871,-0.0009734630584716796,-0.035048723220825195,-0.09672141075134276,-0.06743884086608887,0.013726472854614258,4.100799560546875e-05
203,0.13556170463562012,0.1421680450439453,0.21453022956848145,0.1702878475189209,0.12141561508178712,0.09350967407226562,-0.11466479301452635,-0.10118389129638672,-0.13210630416870117
204,0.11490893363952635,0.01964402198791504,0.067291259765625,0.016786813735961914,0.09290432929992676,0.05089712142944336,-0.0076978206634521484,-0.026261568069458008,-0.021538496017456055
205,0.08052921295166016,0.04096794128417969,0.15017223358154297,0.05002808570861816,-0.02321338653564453,0.03804302215576172,-0.0982058048248291,-0.09196805953979492,-0.09030389785766602
206,0.165269136428833,0.03923797607421875,0.0716104507446289,0.0331118106842041,0.08667731285095215,0.08292365074157715,0.0008559226989746094,0.07715964317321777,0.08687376976013184
207,0.08317160606384277,-0.022263288497924805,0.05213642120361328,-0.03988909721374512,0.04613924026489258,0.09597086906433104,0.014421463012695312,0.06781363487243652,0.050577640533447266
208,-0.02265286445617676,-0.00747990608215332,0.06721138954162598,0.03533601760864258,-0.0008261203765869141,-0.06586790084838867,-0.06584858894348145,-0.0426485538482666,-0.08840775489807129
209,0.20530271530151367,0.009704351425170898,0.04712033271789551,0.002226591110229492,0.15297412872314453,0.14902567863464355,0.0053920745849609375,0.01578044891357422,0.008325338363647461
210,0.1976337432861328,-0.0042722225189208984,0.04435253143310547,-0.007749319076538086,0.15611577033996582,0.1380751132965088,-0.027189970016479492,-0.0060045719146728516,0.05674171447753906
211,0.18711185455322263,0.06144356727600098,0.12752413749694824,0.06497502326965332,0.1111607551574707,0.10681843757629396,-0.03258228302001953,-0.03690457344055176,0.0348818302154541
212,0.13475608825683594,0.1126394271850586,0.13727617263793945,0.14918136596679688,0.07099294662475586,0.07602953910827637,-0.011132001876831056,0.05424332618713379,0.03941512107849121
213,0.2186570167541504,0.0498049259185791,0.09633970260620116,0.03481125831604004,0.14404678344726562,0.10954976081848145,-0.017090320587158203,0.055938720703125,0.0875539779663086
214,0.0927560329437256,-0.06731939315795898,0.02654576301574707,-0.003692150115966797,0.0815439224243164,0.06936502456665039,0.015177011489868164,0.048363447189331055,0.07847476005554199
215,0.2175889015197754,-0.08884477615356445,-0.008521080017089844,-0.05353260040283203,0.10276389122009276,0.08980727195739746,0.1298058032989502,0.12416791915893556,0.17558884620666504
216,-0.00960373878479004,0.09604263305664062,0.16049647331237793,0.11212611198425292,-0.059917449951171875,-0.11078381538391112,0.0860586166381836,0.11568546295166016,0.1645200252532959
217,0.048972129821777344,0.040129899978637695,0.13665294647216797,0.0710594654083252,-0.00311279296875,-0.05131816864013672,0.15286827087402344,0.17989039421081543,0.18230342864990232
218,0.1555781364440918,-0.06758832931518555,0.007418394088745117,-0.0793452262878418,0.11004042625427246,0.032138824462890625,-0.20558881759643555,-0.1843135356903076,-0.12423348426818848
219,0.014710664749145508,-0.031743764877319336,0.08125448226928711,-0.0055234432220458984,0.033811330795288086,-0.01332235336303711,0.040006399154663086,0.04480457305908203,0.06512665748596191
220,0.10203123092651369,-0.08273196220397949,-0.03236222267150879,-0.04420018196105957,0.04876828193664551,0.03149914741516113,0.06102418899536133,0.08779454231262207,0.06740832328796387
221,-0.08530592918395996,0.02749776840209961,0.09429287910461426,0.0678861141204834,-0.16151881217956543,-0.13200759887695312,0.15145039558410645,0.106126070022583,0.12043523788452148
222,0.22055554389953613,0.034673213958740234,0.1117246150970459,0.05146241188049317,0.2300870418548584,0.16032147407531738,0.013572931289672852,-0.0008420944213867188,0.015511035919189451
223,0.07531857490539551,-0.01137232780456543,0.021775007247924805,-0.0071299076080322266,0.019161701202392575,0.025461912155151367,0.02279448509216309,-0.023712158203125,0.03778481483459473
224,0.2511179447174072,0.014168500900268556,-0.01296234130859375,-0.00013065338134765625,0.2183828353881836,0.1949939727783203,0.16293644905090332,0.1732950210571289,0.20724105834960935
225,-0.02373027801513672,0.005828380584716797,0.013355255126953123,-0.030870437622070312,-0.05470538139343262,-0.10687613487243652,0.010114669799804688,-0.023372650146484375,-0.011949300765991213
226,0.019566774368286133,-0.0031528472900390625,0.06436371803283691,0.0028066635131835938,-0.03207278251647949,-0.04907417297363281,0.0958099365234375,0.045961618423461914,0.08556008338928223
227,0.05659294128417969,0.04952430725097656,0.11966943740844728,0.07021641731262207,-0.017798423767089844,0.010604381561279295,0.14620184898376465,0.21216893196105957,0.22831273078918457
228,0.15697860717773438,0.15370440483093262,0.15697598457336426,0.09545230865478516,0.11851215362548828,0.10943269729614258,0.03857541084289551,-0.0017676353454589844,-0.01636672019958496
229,0.19839954376220703,0.12228822708129884,0.14114832878112793,0.093092679977417,0.1984100341796875,0.12824344635009766,0.0455470085144043,0.0055141448974609375,0.008436918258666992
230,0.1848740577697754,-0.013039112091064451,0.014682769775390623,-0.054459571838378906,0.13409066200256348,0.13642215728759766,-0.006207704544067383,-0.032782793045043945,0.005106925964355469
231,0.11366653442382812,0.11250996589660645,0.14714789390563965,0.08573150634765625,0.02800154685974121,0.028338193893432617,0.04005694389343262,0.042818546295166016,0.002346277236938477
232,0.09735703468322754,0.04925131797790527,0.07846999168395996,-0.01992487907409668,0.07397580146789551,0.03144264221191406,-0.08622145652770996,-0.053902387619018555,-0.08602666854858398
233,0.23241782188415527,-0.002004861831665039,0.03764677047729492,-0.04733419418334961,0.18451833724975583,0.1711745262145996,0.1424856185913086,0.13332343101501465,0.11062455177307128
234,0.12427163124084473,0.10453605651855467,0.053603172302246094,0.017097949981689453,0.10631823539733888,0.1064445972442627,0.07203936576843262,0.038956403732299805,0.031615495681762695
235,-0.034815311431884766,0.030588388442993164,0.017460346221923828,0.051320552825927734,-0.05231046676635742,-0.05577254295349121,0.12449979782104492,0.07953262329101562,0.12802624702453613
236,0.10146522521972656,0.011662483215332031,0.01462697982788086,-0.01616978645324707,0.05992293357849121,0.05523419380187988,0.16260695457458496,0.16447758674621582,0.13493037223815918
237,0.03112959861755371,-0.04156088829040527,-0.0026111602783203125,-0.07091021537780762,0.006177425384521484,-0.04511594772338867,0.11549615859985352,0.08233308792114258,0.11525917053222656
238,0.1164681911468506,0.08858227729797363,0.10647869110107422,0.12400078773498537,0.07898068428039551,0.055384159088134766,0.10425114631652832,0.1409740447998047,0.09940075874328612
239,0.08235430717468262,0.07294702529907227,0.0973830223083496,0.06300926208496094,0.025413036346435547,0.02462935447692871,-0.038771629333496094,-0.011194467544555664,-0.005069255828857422
240,-0.020272254943847656,-0.008772611618041992,0.02141547203063965,-0.004556894302368164,-0.032378196716308594,-0.019343137741088867,0.10569572448730467,0.11840319633483888,0.11578536033630372
241,0.04062342643737793,0.1525592803955078,0.18787145614624023,0.16029071807861328,-0.003222942352294922,0.07012391090393066,0.09525823593139648,0.14135980606079102,0.1450352668762207
242,0.08974575996398926,0.003281831741333008,0.049588680267333984,0.02538752555847168,0.08403587341308594,0.0671989917755127,0.007647514343261719,0.05606675148010254,0.06457352638244629
243,0.1721057891845703,0.09886646270751952,0.10557818412780762,0.11339497566223145,0.18317079544067383,0.13312101364135742,-0.03428149223327637,-0.08113455772399902,-0.052607059478759766
244,0.008821964263916016,0.2080249786376953,0.259613037109375,0.18096184730529785,0.05287790298461914,0.025552988052368164,0.08607149124145508,0.06858086585998535,0.11351847648620604
245,0.12427663803100586,0.04911994934082031,0.028703927993774418,0.01282334327697754,0.07949948310852051,0.10425853729248048,0.0360105037689209,0.02216958999633789,0.02206254005432129
246,0.06128573417663574,0.2006516456604004,0.22705316543579104,0.18990588188171387,-0.011218547821044922,-0.03658771514892578,0.001270771026611328,-0.03916168212890625,0.039870500564575195
247,0.026018857955932617,-0.04632139205932617,-0.023051023483276367,-0.019412994384765625,-0.04828047752380371,-0.05200505256652832,0.1458275318145752,0.08684635162353516,0.15719842910766602
248,0.07406258583068848,0.12840509414672852,0.1492440700531006,0.09995055198669434,0.08370780944824219,0.02730131149291992,0.05481624603271485,0.07518196105957031,0.10746312141418456
249,0.1696023941040039,0.1069190502166748,0.09896588325500488,0.1003420352935791,0.14073610305786133,0.1477196216583252,0.0290067195892334,0.07032585144042969,0.08414936065673828
250,0.1788492202758789,0.17025303840637207,0.2085061073303223,0.1644420623779297,0.11389327049255372,0.1243443489074707,0.025622129440307617,0.057808637619018555,0.09486103057861328
251,-0.010730504989624023,0.09860539436340332,0.12120199203491212,0.09183168411254884,-0.0013742446899414062,-0.003667593002319336,0.193392276763916,0.2006497383117676,0.1844196319580078
252,0.04578447341918945,0.01685619354248047,0.0279083251953125,0.04183053970336914,0.011466503143310549,0.03335928916931152,-0.04768705368041992,-0.027103185653686523,-0.031473636627197266
253,0.18068981170654297,0.2018580436706543,0.18161511421203613,0.1059563159942627,0.09648466110229492,0.1328287124633789,0.088775634765625,0.08779454231262207,0.11760807037353516
254,0.11113953590393066,0.01335287094116211,0.010515689849853516,-0.0028638839721679688,0.07326364517211914,0.0868844985961914,0.12831783294677734,0.13582324981689453,0.1038837432861328
255,0.01674056053161621,0.05019354820251465,0.03481626510620117,-0.02799701690673828,0.017315149307250977,0.01369643211364746,0.03197050094604492,0.04990339279174805,0.036278486251831055
256,0.0742943286895752,0.08790755271911621,0.05733990669250488,0.0513606071472168,0.06612706184387207,0.07602143287658691,0.04463982582092285,0.09637904167175292,0.08611083030700684
257,0.1682450771331787,0.0824897289276123,0.1207437515258789,0.04546475410461426,0.13466596603393555,0.11390161514282228,0.09569406509399414,0.1053154468536377,0.11139178276062012
258,0.1331477165222168,0.058832645416259766,0.034598588943481445,0.03187680244445801,0.08146452903747559,0.04793906211853027,0.002345561981201172,-0.004486799240112305,0.07753992080688477
259,-0.006140470504760742,0.22318363189697263,0.20237255096435547,0.14034128189086914,0.016845226287841797,-0.03598356246948242,0.020632266998291016,-0.0225222110748291,0.07032012939453125
260,0.08746600151062012,0.006708383560180664,0.026717185974121097,0.009078502655029295,0.08609867095947266,0.0445864200592041,-0.07676029205322266,-0.06359648704528809,-0.03454017639160156
261,0.1565718650817871,0.1680595874786377,0.16437816619873047,0.14728832244873047,0.12665772438049316,0.09126853942871094,0.07265567779541016,0.1503894329071045,0.09410929679870604
262,0.13426661491394043,0.15265774726867676,0.1265389919281006,0.12964272499084473,0.08299398422241211,0.0480799674987793,0.1274893283843994,0.1312882900238037,0.16791558265686035
263,0.33591318130493164,0.1347205638885498,0.103729248046875,0.08228445053100586,0.2758758068084717,0.2642171382904053,-0.033884286880493164,-0.07018589973449707,-0.06001615524291992
264,0.05465579032897949,-0.034744977951049805,0.04249119758605957,-0.011847496032714844,-0.03516507148742676,-0.04692220687866211,0.09501910209655762,0.11043334007263184,0.09749436378479004
265,0.12610077857971191,0.1828713417053223,0.16202926635742188,0.10500788688659668,0.09079384803771973,0.10403275489807128,0.04449462890625,0.015623092651367188,0.05904674530029297
266,0.1556258201599121,-0.006582975387573242,0.043272972106933594,0.04349398612976074,0.18109965324401855,0.13858532905578613,0.0719599723815918,0.0711507797241211,0.07284426689147949
267,0.03163480758666992,0.025827884674072266,0.011027097702026367,0.007000923156738281,0.02414703369140625,0.011845588684082031,0.07501935958862305,0.09125638008117676,0.10660457611083984
268,0.16566824913024902,-0.03155970573425293,-0.05201077461242676,-0.07590484619140625,0.11501407623291016,0.08514022827148438,0.1247091293334961,0.17656230926513672,0.1871633529663086
269,0.20371294021606445,0.15741443634033203,0.14359498023986816,0.13591933250427246,0.1653611660003662,0.21642231941223145,0.12228679656982422,0.09265995025634766,0.1256566047668457
270,0.07148981094360352,0.13969922065734863,0.1446545124053955,0.1333000659942627,0.04807162284851074,0.0619504451751709,0.047608375549316406,0.0619354248046875,0.06832766532897949
271,0.04142522811889648,0.17776036262512207,0.2111060619354248,0.14167428016662598,0.031077146530151367,0.019631147384643555,-0.034816741943359375,0.01031804084777832,0.03325152397155762
272,-0.06345462799072266,0.05513715744018555,0.05376553535461426,0.00905156135559082,-0.0904383659362793,-0.06116604804992676,0.0590367317199707,0.07420468330383301,0.09415626525878906
273,0.03710007667541504,0.03488326072692871,0.07716631889343262,0.07500338554382324,0.016862154006958008,0.007561445236206055,0.09972834587097168,0.1319737434387207,0.1677083969116211
274,0.1160423755645752,0.14777803421020508,0.14890098571777344,0.10628008842468262,0.1355605125427246,0.0923151969909668,0.05519747734069824,0.06115555763244629,0.08278965950012207
275,0.22085356712341309,0.21383309364318848,0.21213293075561523,0.1632845401763916,0.1696152687072754,0.16332364082336426,0.11840605735778809,0.11296463012695312,0.1503908634185791
276,0.15938997268676758,0.01513528823852539,0.07210206985473633,0.00518488883972168,0.10907149314880372,0.09837651252746582,0.0021898746490478516,0.00866079330444336,0.02976250648498535
277,0.20792031288146973,0.10815596580505372,0.1334669589996338,0.09585952758789062,0.14502787590026855,0.13969802856445312,-0.08348894119262695,-0.06668710708618164,-0.06991291046142578
278,0.2140359878540039,0.13994717597961426,0.1732175350189209,0.18519949913024905,0.15604233741760254,0.1481461524963379,0.1118614673614502,0.07189249992370605,0.13687658309936523
279,0.13493943214416504,0.1313152313232422,0.13118696212768555,0.07114291191101074,0.12581539154052734,0.09396791458129884,0.07617902755737305,0.12132024765014648,0.11205530166625977
280,0.2298412322998047,0.1058974266052246,0.11943459510803224,0.11285805702209473,0.1753077507019043,0.1763765811920166,-0.05632781982421875,-0.09196758270263672,-0.03919482231140137
281,0.06373429298400879,0.16601252555847168,0.14711856842041016,0.11107206344604492,0.06775641441345215,0.02511119842529297,-0.044100046157836914,-0.027824878692626953,-0.01889824867248535
282,0.10226750373840332,0.011610746383666992,0.026822328567504883,0.009946346282958984,0.05331563949584961,0.07664966583251953,0.1329965591430664,0.18483710289001465,0.1882786750793457
283,0.23834013938903809,0.05082535743713379,0.04760432243347168,0.004010438919067383,0.19561243057250977,0.18211078643798828,0.05556297302246094,0.11008501052856444,0.05983519554138184
284,0.22429919242858887,0.07690834999084473,0.09996438026428224,0.04819703102111816,0.19716215133666992,0.15416979789733887,0.06789541244506836,0.08960151672363281,0.06976079940795898
285,0.14616036415100098,0.14850139617919922,0.15661382675170898,0.19009184837341309,0.10376095771789552,0.06241011619567871,0.1172642707824707,0.12152910232543944,0.1421525478363037
286,0.16142940521240234,-0.07184886932373047,-0.0862882137298584,-0.07086300849914551,0.0847158432006836,0.14232921600341797,-0.04948091506958008,0.0067789554595947266,-0.04434776306152344
287,0.1810433864593506,0.2792775630950928,0.30415940284729004,0.2734413146972656,0.11722302436828612,0.15473270416259766,-0.0019216537475585935,0.020138978958129883,0.05455493927001953
288,0.13182997703552246,0.024916410446166992,0.05428481101989746,-0.01881551742553711,0.09950852394104004,0.07680606842041016,0.10773015022277832,0.10457444190979004,0.15699291229248047
289,0.17016959190368652,0.14614534378051758,0.11992359161376952,0.05658578872680664,0.12621760368347168,0.1178126335144043,0.02861309051513672,0.055201053619384766,0.08452272415161133
290,0.1589488983154297,0.07640814781188965,0.08161330223083496,0.05945014953613281,0.13541698455810547,0.14162874221801758,0.05937004089355469,0.00917196273803711,0.05106377601623535
291,0.1928102970123291,0.12347626686096191,0.14674043655395508,0.15981650352478027,0.16514253616333008,0.1411726474761963,0.10844898223876952,0.13825726509094238,0.13067150115966797
292,0.17858648300170898,0.12081384658813477,0.12064743041992188,0.14584612846374512,0.18145489692687988,0.16898274421691897,0.07623648643493652,0.02606368064880371,0.05364251136779785
293,0.058022260665893555,0.11553215980529784,0.17948126792907715,0.11919689178466795,0.01677560806274414,0.015952348709106445,-0.02446913719177246,-0.04448580741882324,0.007128238677978516
294,0.21670174598693848,0.08492755889892578,0.07011175155639648,0.06366872787475586,0.17545175552368164,0.14205265045166016,0.04495739936828613,0.010426998138427734,0.016610383987426758
295,0.058585405349731445,0.06675505638122559,0.08484005928039551,0.13012170791625977,0.040351152420043945,0.03482317924499512,0.12702345848083496,0.1482706069946289,0.11964273452758788
296,0.2770512104034424,0.12128806114196776,0.11987948417663574,0.1244502067565918,0.2481350898742676,0.24755287170410156,0.08611440658569336,0.09735465049743652,0.11816620826721191
297,0.07544279098510742,0.15007400512695312,0.18871641159057617,0.1963498592376709,0.08441472053527832,0.06828022003173828,0.0014083385467529297,-0.00022125244140625,0.019014835357666016
298,0.13459372520446777,-0.03837704658508301,-0.015181541442871094,-0.04204082489013672,0.08541464805603027,0.09612131118774414,0.0950164794921875,0.07902097702026367,0.07343673706054688
299,0.2329106330871582,0.02416777610778809,0.06771659851074219,0.0016918182373046875,0.20354080200195312,0.20830559730529785,0.0955040454864502,0.1345515251159668,0.13828420639038086
300,0.2589375972747803,0.19962286949157715,0.2400815486907959,0.19608688354492188,0.2156383991241455,0.24465727806091309,0.06733942031860352,0.09140539169311523,0.06521439552307129
