step,deepseek1.5b_sync_8gpu_sigfrac_cfixed_lr1.25e-5_seed1-critic/returns/mean_step,deepseek1.5b_sync_8gpu_sign_gate_meanmatch_gamma0.5_seed0-critic/returns/mean_step,deepseek1.5b_sync_8gpu_sigfrac_cfixed_lr1.25e-5_seed0-critic/returns/mean_step,deepseek1.5b_sync_8gpu_matched_alpha_2.97e-6_seed0-critic/returns/mean_step,deepseek1.5b_sync_8gpu_sign_gate_meanmatch_gamma0.5_seed1-critic/returns/mean_step,deepseek1.5b_sync_8gpu_matched_alpha_2.97e-6_seed1-critic/returns/mean_step,deepseek1.5b_sync_8gpu_matched_alpha_2.97e-6-critic/returns/mean_step,deepseek1.5b_sync_8gpu_sign_gate_meanmatch_gamma0.5-critic/returns/mean_step,deepseek1.5b_sync_8gpu_sigfrac_cfixed_lr1.25e-5-critic/returns/mean_step
144,-0.06597061455249786,-0.03841790556907654,-0.052848149091005325,-0.039724819362163544,-0.07985950261354446,-0.05587776005268097,-0.04441691190004349,-0.03199513256549835,-0.031260110437870026
145,-0.037079937756061554,-0.04573588818311691,-0.034931689500808716,-0.05796090513467789,-0.05520547926425934,-0.04765278473496437,-0.04340073466300965,-0.06016945093870163,-0.029392005875706673
146,-0.036514829844236374,-0.04997193068265915,-0.05808298289775848,-0.05904972925782204,-0.06125505641102791,-0.04998469352722168,-0.03998625278472901,-0.05841875076293945,-0.04703185334801674
147,-0.0547986701130867,-0.04916572943329811,-0.03200990706682205,-0.0383576974272728,-0.07057582587003708,-0.03029009699821472,-0.06628254801034927,-0.047540370374917984,-0.03378598019480705
148,-0.06281595677137375,-0.04949340969324112,-0.0407370924949646,-0.04060885310173035,-0.07154412567615509,-0.0670328438282013,-0.05150268226861954,-0.07092490792274475,-0.035155367106199265
149,-0.05275382846593857,-0.037934232503175735,-0.02946597710251808,-0.05605468526482582,-0.07514424622058868,-0.05560829862952232,-0.04645039513707161,-0.05531434714794159,-0.03715021163225174
150,-0.07786062359809875,-0.04940669611096382,-0.039939846843481064,-0.06111059710383415,-0.06945408880710602,-0.04892799258232117,-0.037022192031145096,-0.05176607519388199,-0.03670166805386543
151,-0.06139742210507393,-0.03697600215673447,-0.06163327768445015,-0.033775780349969864,-0.04828519374132157,-0.02614473737776279,-0.04724474623799324,-0.05194368213415146,-0.04485718160867691
152,-0.0446208082139492,-0.07032845169305801,-0.043826840817928314,-0.04714374616742134,-0.0787171721458435,-0.05967992916703224,-0.03182583674788475,-0.04923887550830841,-0.029599113389849663
153,-0.04803965985774994,-0.03462684899568558,-0.05158213898539543,-0.03153696283698082,-0.07028619945049286,-0.05269478261470795,-0.03445016220211983,-0.04697601497173309,-0.052885886281728745
154,-0.06577826291322708,-0.04979347437620163,-0.03929648920893669,-0.03950017690658569,-0.08042746037244797,-0.05568525567650795,-0.04719458520412445,-0.03790092095732689,-0.03433248773217201
155,-0.06375356763601303,-0.027457600459456444,-0.04527568444609642,-0.035921502858400345,-0.0484856441617012,-0.051747292280197144,-0.05646537244319916,-0.07287309318780899,-0.048614244908094406
156,-0.05424125492572784,-0.03849940374493599,-0.037330955266952515,-0.04670075699687004,-0.04604572802782059,-0.061304423958063126,-0.04481663182377815,-0.05610446259379387,-0.04976531118154526
157,-0.06545867770910263,-0.05329906940460205,-0.05498127266764641,-0.05435049161314964,-0.0410408116877079,-0.047679271548986435,-0.06374411284923553,-0.05868888646364212,-0.04596477001905441
158,-0.04137244820594787,-0.034920431673526764,-0.03353555127978325,-0.03198663145303726,-0.052945826202631,-0.04603896662592888,-0.04965023323893547,-0.06068886443972587,-0.05211218073964119
159,-0.05538499727845192,-0.04332166910171509,-0.06605654209852219,-0.06132333353161812,-0.05234961584210396,-0.06430330127477646,-0.049139924347400665,-0.04768873006105423,-0.03450663015246391
160,-0.061269186437129974,-0.04816623777151108,-0.04485774040222168,-0.04491842910647392,-0.0516539104282856,-0.06194831803441048,-0.07337971776723862,-0.07722674310207367,-0.029082052409648895
161,-0.06579814851284027,-0.03424821421504021,-0.05992363020777702,-0.041963573545217514,-0.060666102916002274,-0.07056409865617752,-0.05377568304538727,-0.04073679819703102,-0.04388568177819252
162,-0.05606643483042717,-0.050339169800281525,-0.04872119426727295,-0.038713764399290085,-0.03331049904227257,-0.05465932562947273,-0.05777536332607269,-0.04673376306891441,-0.06442399322986603
163,-0.07160790264606476,-0.053329724818468094,-0.03631459176540375,-0.03644689917564392,-0.03228427842259407,-0.06534489244222641,-0.04782470315694809,-0.03112001158297062,-0.05004741996526718
164,-0.06568767875432968,-0.05571639910340309,-0.048081547021865845,-0.051114436239004135,-0.07250430434942245,-0.06759487837553024,-0.05369918420910835,-0.03745521605014801,-0.05333286896348
165,-0.049052659422159195,-0.04156963154673576,-0.0482996366918087,-0.03956332057714462,-0.043974634259939194,-0.0559774711728096,-0.04939883202314377,-0.05092703923583031,-0.0359954833984375
166,-0.0634184256196022,-0.054082926362752914,-0.05100991576910019,-0.032993342727422714,-0.040688008069992065,-0.06021196022629738,-0.03374878689646721,-0.033042795956134796,-0.04622162878513336
167,-0.05290562286973,-0.049084581434726715,-0.0410817414522171,-0.04320499300956726,-0.04161300137639046,-0.06590548157691956,-0.04723106324672699,-0.05669645965099335,-0.03578776866197586
168,-0.04687001556158066,-0.04937281087040901,-0.03337698429822922,-0.04246408492326737,-0.04749733954668045,-0.052501872181892395,-0.05624217167496681,-0.04549229517579079,-0.048088811337947845
169,-0.05389467254281044,-0.049823835492134094,-0.05639522895216942,-0.040473733097314835,-0.06034105643630028,-0.050144948065280914,-0.05478431656956673,-0.04849249869585037,-0.06552629172801971
170,-0.04866635426878929,-0.059004731476306915,-0.04421087354421616,-0.041397396475076675,-0.04921365901827812,-0.06106565520167351,-0.032218169420957565,-0.032006870955228806,-0.031996436417102814
171,-0.024197112768888474,-0.05590570718050003,-0.03909068554639816,-0.03210938721895218,-0.05341649055480957,-0.03266380354762077,-0.051619887351989746,-0.04154964163899422,-0.035981807857751846
172,-0.050777122378349304,-0.05330239608883858,-0.046497199684381485,-0.03734312951564789,-0.0743732824921608,-0.05673372000455856,-0.06393594294786453,-0.04707113280892372,-0.03737954795360565
173,-0.05810205265879631,-0.05979764088988304,-0.05098983272910118,-0.04168609529733658,-0.05095602199435234,-0.051532529294490814,-0.03937452286481857,-0.04233497381210327,-0.05280429869890213
174,-0.06081458926200867,-0.04224283620715141,-0.03451608866453171,-0.040944654494524,-0.05479786545038223,-0.04628964886069298,-0.07341647893190384,-0.05684801936149597,-0.06980472803115845
175,-0.03856594488024712,-0.05571415647864342,-0.04592696949839592,-0.043086182326078415,-0.04691635817289352,-0.054684776812791824,-0.0559718944132328,-0.02356071025133133,-0.05869457125663757
176,-0.038075607270002365,-0.06293075531721115,-0.03859956189990043,-0.0454087108373642,-0.054563917219638824,-0.07262904942035675,-0.04769542068243027,-0.05352223664522171,-0.05072901397943497
177,-0.03475668281316757,-0.0484686903655529,-0.04348368942737579,-0.04185689613223076,-0.05993032455444336,-0.04226596653461456,-0.04715720564126968,-0.030468307435512543,-0.04611384496092796
178,-0.04377634823322296,-0.06600111722946167,-0.04268186166882515,-0.04450860992074013,-0.034757100045681,-0.03756596893072128,-0.07189104706048965,-0.042739804834127426,-0.05514198914170265
179,-0.046990323811769485,-0.04695143923163414,-0.037105366587638855,-0.05333571135997772,-0.05317824706435203,-0.044656552374362946,-0.06319867074489594,-0.04669426009058952,-0.08177021890878677
180,-0.05671786144375801,-0.04584375396370888,-0.03840642794966698,-0.038206297904253006,-0.05236158519983291,-0.04722074419260025,-0.06520944088697433,-0.05119449645280838,-0.07153735309839249
181,-0.0610504113137722,-0.05098119005560875,-0.04581647738814354,-0.031972337514162064,-0.053315311670303345,-0.05638566613197327,-0.04633653536438942,-0.054093118757009506,-0.05489042773842811
182,-0.05609261989593506,-0.05796774476766586,-0.06763055175542831,-0.04888293147087097,-0.04241103678941727,-0.04919276759028435,-0.05912450328469277,-0.033401209861040115,-0.056833185255527496
183,-0.03977546840906143,-0.046711381524801254,-0.0545453242957592,-0.05631118267774582,-0.05024055764079094,-0.047257814556360245,-0.035934701561927795,-0.03224059194326401,-0.0480802021920681
184,-0.05329987406730652,-0.05450046434998512,-0.05090712755918503,-0.03750517964363098,-0.05256085842847824,-0.04044972360134125,-0.040061116218566895,-0.04787227883934975,-0.05371659621596336
185,-0.05918070301413536,-0.04481644183397293,-0.068619504570961,-0.0475003607571125,-0.05106528103351593,-0.05367957800626755,-0.030864818021655083,-0.0437229797244072,-0.034357164055109024
186,-0.042039986699819565,-0.05614947900176048,-0.07502356171607971,-0.05776533484458923,-0.053729843348264694,-0.04062237963080406,-0.061794448643922806,-0.05778321251273155,-0.06349188834428787
187,-0.07594043016433716,-0.032743193209171295,-0.06907837092876434,-0.04551716521382332,-0.05153699219226837,-0.06306333839893341,-0.04491402208805084,-0.03382832929491997,-0.04631292074918747
188,-0.03896641731262207,-0.06277267634868622,-0.06727196276187897,-0.046295106410980225,-0.042368728667497635,-0.05794676020741463,-0.059628162533044815,-0.050153084099292755,-0.05999775230884552
189,-0.05487770214676857,-0.06840921193361282,-0.06952764838933945,-0.06381131708621979,-0.029998352751135823,-0.0640149712562561,-0.060091275721788406,-0.07025939226150513,-0.049066830426454544
190,-0.04640037193894386,-0.05121826380491257,-0.07206892222166061,-0.037992458790540695,-0.039397746324539185,-0.05660374090075493,-0.05029688403010368,-0.05877141281962395,-0.05352829769253731
191,-0.04311006143689155,-0.05529261380434036,-0.05902386084198952,-0.048242561519145966,-0.05834229290485382,-0.06164395809173584,-0.058829985558986664,-0.055166807025671005,-0.06052570417523384
192,-0.04639402776956558,-0.0593782514333725,-0.07104679942131042,-0.04970107227563858,-0.05872008949518204,-0.03315415605902672,-0.0696294829249382,-0.06275907903909683,-0.06174502894282341
193,-0.048385001718997955,-0.056595027446746826,-0.07744961231946945,-0.056330785155296326,-0.048884544521570206,-0.04853620380163193,-0.06383952498435974,-0.05500297248363495,-0.040620092302560806
194,-0.062170904129743576,-0.04935948923230171,-0.05662615969777107,-0.05429331958293915,-0.05964858829975128,-0.057927023619413376,-0.035971492528915405,-0.0628877654671669,-0.04394826292991638
195,-0.04117787629365921,-0.05452362820506096,-0.07405173033475876,-0.06257975101470947,-0.03969371318817139,-0.04204561188817024,-0.027613624930381775,-0.04813586547970772,-0.0556790865957737
196,-0.02603277377784252,-0.055503688752651215,-0.06399614363908768,-0.05753529071807861,-0.036890313029289246,-0.051310669630765915,-0.025201521813869476,-0.04963154345750809,-0.049471404403448105
197,-0.0375247523188591,-0.05478419363498688,-0.05531997233629227,-0.0541808009147644,-0.05792991071939469,-0.051736366003751755,-0.03761012479662895,-0.0416964553296566,-0.042938634753227234
198,-0.03486056625843048,-0.059715162962675095,-0.061309438198804855,-0.06829670816659927,-0.04540107771754265,-0.05158328637480736,-0.030636657029390335,-0.05724342167377472,-0.058134645223617554
199,-0.0467064194381237,-0.05252153426408768,-0.061821166425943375,-0.04860711097717285,-0.06742561608552933,-0.04218343645334244,-0.044860102236270905,-0.07293059676885605,-0.0654316321015358
200,-0.05110923573374748,-0.04300166293978691,-0.04304663464426994,-0.04781641438603401,-0.054862696677446365,-0.03927481546998024,-0.04573094844818115,-0.070792056620121,-0.054378435015678406
201,-0.05459105968475342,-0.024422192946076393,-0.051003601402044296,-0.034143924713134766,-0.05929645895957947,-0.06106417253613472,-0.04250811040401459,-0.05872846022248268,-0.04688217490911484
202,-0.03464455530047417,-0.05363943427801132,-0.0645115077495575,-0.07586530596017838,-0.05589710548520088,-0.04522283375263214,-0.0435456782579422,-0.05719279497861862,-0.03370875492691994
203,-0.05109883099794388,-0.0428285226225853,-0.04698750004172325,-0.04297637939453125,-0.03705989196896553,-0.05415519326925278,-0.03747283294796944,-0.045960236340761185,-0.03468973934650421
204,-0.04176932200789451,-0.04468775540590286,-0.05341704562306404,-0.051422324031591415,-0.06427977979183197,-0.04500831291079521,-0.03440866619348526,-0.06991429626941681,-0.054663896560668945
205,-0.0561947301030159,-0.03888833522796631,-0.030509397387504578,-0.060172270983457565,-0.07102900743484497,-0.06222322955727577,-0.05113700032234192,-0.061668749898672104,-0.047196514904499054
206,-0.05593900382518768,-0.040160611271858215,-0.040877021849155426,-0.04275517538189888,-0.05829993635416031,-0.04870136082172394,-0.05605881288647652,-0.0332217700779438,-0.04898633807897568
207,-0.06271008402109146,-0.04604797810316086,-0.058271680027246475,-0.06195483356714249,-0.06272997707128525,-0.0521017350256443,-0.046314507722854614,-0.04388025030493736,-0.04111311584711075
208,-0.04786220192909241,-0.053782131522893906,-0.04307256639003754,-0.06134672090411186,-0.049517370760440826,-0.0487784706056118,-0.05754335969686508,-0.0599091500043869,-0.05635939538478851
209,-0.04078368097543717,-0.03467926010489464,-0.02270324155688286,-0.05810854211449623,-0.0633021742105484,-0.07031196355819702,-0.034212980419397354,-0.034591201692819595,-0.030845381319522858
210,-0.02917686477303505,-0.02811178937554359,-0.03093929961323738,-0.03149516507983208,-0.06356144696474075,-0.01294311322271824,-0.04940629005432129,-0.06298031657934189,-0.03976394608616829
211,-0.032253339886665344,-0.03160993009805679,-0.03848176822066307,-0.04449847340583801,-0.04268670082092285,-0.0457141250371933,-0.050932325422763824,-0.037760499864816666,-0.040018822997808456
212,-0.046834446489810944,-0.047784533351659775,-0.04729297757148743,-0.04341833293437958,-0.06750615686178207,-0.06172247231006622,-0.05292952433228493,-0.036973290145397186,-0.04740940406918526
213,-0.03773272782564163,-0.04157104343175888,-0.030840689316391945,-0.06924992054700851,-0.06497926265001297,-0.03807715326547623,-0.04957474023103714,-0.056220561265945435,-0.05486638471484184
214,-0.037238553166389465,-0.017684493213891983,-0.027658451348543167,-0.058074358850717545,-0.05069851502776146,-0.02893794886767864,-0.02869289740920067,-0.027564365416765213,-0.03999201580882072
215,-0.055340591818094254,-0.036689259111881256,-0.061734382063150406,-0.0558166429400444,-0.06816253066062927,-0.05597396567463875,-0.04946371540427208,-0.04468557238578797,-0.0461169071495533
216,-0.04911796376109123,-0.043795887380838394,-0.03451135382056236,-0.046144939959049225,-0.04848406091332435,-0.046022579073905945,-0.04272257909178734,-0.04672723636031151,-0.04464869201183319
217,-0.07065057754516602,-0.061881087720394135,-0.05371728911995888,-0.035604268312454224,-0.07380560040473938,-0.048929523676633835,-0.05586007982492447,-0.03755686432123184,-0.049484457820653915
218,-0.044708989560604095,-0.04049304872751236,-0.0413854755461216,-0.048985760658979416,-0.05940314382314682,-0.04903347045183182,-0.03930811956524849,-0.045876044780015945,-0.05415179580450058
219,-0.057971321046352386,-0.0431097112596035,-0.03738023340702057,-0.044610295444726944,-0.04153686761856079,-0.050096265971660614,-0.04702368006110191,-0.04175234213471413,-0.039884116500616074
220,-0.03751305118203163,-0.030721990391612053,-0.025257721543312073,-0.03555050864815712,-0.06070103123784065,-0.027193225920200348,-0.03658607229590416,-0.05504788085818291,-0.05049296095967293
221,-0.03996723145246506,-0.04443514719605446,-0.04343116283416748,-0.042993150651454926,-0.05469062924385071,-0.04259730875492096,-0.05309375375509262,-0.04113782197237015,-0.04711143299937248
222,-0.05274897441267967,-0.05015675723552704,-0.05047876760363579,-0.05678894370794296,-0.05219566076993942,-0.043634213507175446,-0.04047812521457672,-0.03191285952925682,-0.05981529876589775
223,-0.050442423671483994,-0.024973103776574135,-0.02589864283800125,-0.04617768153548241,-0.06400329619646072,-0.039618901908397675,-0.05141375586390495,-0.04449668154120445,-0.06442473083734512
224,-0.04391137510538101,-0.04558468610048294,-0.048776473850011826,-0.037930265069007874,-0.029879067093133926,-0.047947511076927185,-0.03382172808051109,-0.06433182954788208,-0.045637406408786774
225,-0.04379179701209068,-0.042099062353372574,-0.03618945553898811,-0.03833479806780815,-0.06215750426054001,-0.03285185620188713,-0.03879312053322792,-0.03712780773639679,-0.03164893388748169
226,-0.06579898297786713,-0.04673958197236061,-0.06155933439731598,-0.050188176333904266,-0.06355807185173035,-0.036998651921749115,-0.04112093895673752,-0.03752097487449646,-0.033203285187482834
227,-0.050846680998802185,-0.02654600329697132,-0.03856460750102997,-0.037918850779533386,-0.06774783134460449,-0.04602809250354767,-0.032048020511865616,-0.02552977204322815,-0.02933768928050995
228,-0.04843811318278313,-0.04309488832950592,-0.04011787474155426,-0.03628704696893692,-0.03532906994223595,-0.055799420922994614,-0.054263658821582794,-0.04370466247200966,-0.05237562581896782
229,-0.04049690440297127,-0.0371236577630043,-0.037266962230205536,-0.042219873517751694,-0.05929483845829964,-0.033905159682035446,-0.03160575404763222,-0.036576371639966965,-0.05036904662847519
230,-0.03598615154623985,-0.05701553449034691,-0.0398680604994297,-0.03882206976413727,-0.0511622317135334,-0.05572480335831642,-0.05277176201343536,-0.06169557198882103,-0.05614278465509415
231,-0.04486069083213806,-0.034515853971242905,-0.04919666796922684,-0.04214465618133545,-0.06300552189350128,-0.043790291994810104,-0.037017397582530975,-0.03780334070324898,-0.05608463287353515
232,-0.03674083948135376,-0.02789364382624626,-0.023741023615002632,-0.03663079813122749,-0.04522157087922096,-0.04712444916367531,-0.03046010434627533,-0.041208185255527496,-0.04421918839216232
233,-0.050287000834941864,-0.035794541239738464,-0.014719749800860882,-0.041354089975357056,-0.041158877313137054,-0.041023336350917816,-0.062154099345207214,-0.05327591672539711,-0.05603425204753876
234,-0.04352603107690811,-0.03354737535119057,-0.03690915927290917,-0.03594326227903366,-0.05306151509284973,-0.061292242258787155,-0.05318789184093475,-0.04721132293343544,-0.049623604863882065
235,-0.04634489491581917,-0.0408901683986187,-0.03509555757045746,-0.053494229912757874,-0.03076609782874584,-0.055922139436006546,-0.062215473502874374,-0.06174706295132637,-0.059661827981472015
236,-0.042291417717933655,-0.0423717200756073,-0.02884473279118538,-0.05335910245776177,-0.05522233620285988,-0.06544417887926102,-0.050779812037944794,-0.030852779746055603,-0.04235568270087242
237,-0.04032562673091888,-0.04609915614128113,-0.02879447489976883,-0.036916933953762054,-0.05062283203005791,-0.05549498647451401,-0.04619877785444259,-0.07189975678920746,-0.06671258807182312
238,-0.02551794052124023,-0.03178683668375015,-0.04533479362726211,-0.02994484268128872,-0.04501285403966904,-0.05884644761681557,-0.055437397211790085,-0.04287140071392059,-0.042945705354213715
239,-0.0552370548248291,-0.03570008650422096,-0.04355291277170181,-0.02859838120639324,-0.039383936673402786,-0.050346530973911285,-0.04472086951136589,-0.03537898510694504,-0.04353459179401398
240,-0.028485184535384175,-0.0423472598195076,-0.041874587535858154,-0.030521482229232788,-0.033195555210113525,-0.0533214695751667,-0.05639462545514107,-0.06602712720632553,-0.05906208977103233
241,-0.04041369631886482,-0.038632676005363464,-0.05240495875477791,-0.04243241623044014,-0.047305937856435776,-0.03866212069988251,-0.0557214692234993,-0.06126666069030762,-0.048550207167863846
242,-0.04955102503299713,-0.034050777554512024,-0.02885674498975277,-0.020019402727484703,-0.04324323311448097,-0.0540018193423748,-0.06293796747922897,-0.04120659455657005,-0.053921908140182495
243,-0.03958811983466149,-0.04469215124845505,-0.05111429840326309,-0.03739560395479202,-0.04904445260763168,-0.046774160116910934,-0.043175313621759415,-0.06823218613862991,-0.04806126654148102
244,-0.035301268100738525,-0.033721596002578735,-0.035117316991090775,-0.04484709352254867,-0.048130713403224945,-0.049423228949308395,-0.05092000961303711,-0.033657725900411606,-0.03969867900013923
245,-0.035471368581056595,-0.058827705681324005,-0.059094030410051346,-0.05339866504073143,-0.050770241767168045,-0.06320197135210037,-0.04435688257217407,-0.0644446462392807,-0.04255064204335213
246,-0.04161706939339638,-0.0382569320499897,-0.05663136765360832,-0.05116145312786102,-0.0570731982588768,-0.043493133038282394,-0.04569554328918457,-0.048741236329078674,-0.04344715550541878
247,-0.04070164263248443,-0.04067826643586159,-0.04741528257727623,-0.04932115226984024,-0.07006936520338058,-0.05850400775671005,-0.058850448578596115,-0.05335249379277229,-0.04117664322257042
248,-0.03653208166360855,-0.04019945114850998,-0.04560229554772377,-0.032402556389570236,-0.057695917785167694,-0.05832397937774658,-0.054165638983249664,-0.04501568526029587,-0.024519311264157295
249,-0.021793905645608905,-0.07096246629953384,-0.06944572180509567,-0.05006924271583557,-0.04440712183713913,-0.04397071152925491,-0.05749677121639252,-0.03451641649007797,-0.04234202578663826
250,-0.035962965339422226,-0.05334329977631569,-0.02909494750201702,-0.04040247201919556,-0.052516236901283264,-0.04046181216835976,-0.03513670712709427,-0.045866504311561584,-0.03079656139016151
251,-0.03840097412467003,-0.045565757900476456,-0.04582179710268974,-0.04076307639479637,-0.04947679862380028,-0.059513211250305176,-0.044446107000112534,-0.05659933388233185,-0.0475548692047596
252,-0.03809976577758789,-0.0439637154340744,-0.05404815077781677,-0.02941608801484108,-0.04026985913515091,-0.0383489802479744,-0.04726708680391312,-0.03668712079524994,-0.03534790873527527
253,-0.04763016477227211,-0.087542824447155,-0.06046125292778015,-0.04446927458047867,-0.039745498448610306,-0.05505528301000595,-0.04013132303953171,-0.04806479811668396,-0.04375755041837692
254,-0.04681606963276863,-0.036571990698575974,-0.03320593014359474,-0.02962486073374748,-0.0593591146171093,-0.05093425139784813,-0.041868045926094055,-0.03973697870969772,-0.02423601783812046
255,-0.04335656017065048,-0.059643905609846115,-0.052085697650909424,-0.047535791993141174,-0.039603184908628464,-0.05085347965359688,-0.059875860810279846,-0.03028029017150402,-0.04020845144987106
256,-0.041842833161354065,-0.08237524330615997,-0.07292255014181137,-0.03196558356285095,-0.04701016843318939,-0.05576006695628166,-0.03342127427458763,-0.03831477835774422,-0.03454063460230827
257,-0.02629165910184383,-0.08231798559427261,-0.044811028987169266,-0.04230785742402077,-0.06519334018230438,-0.0425240732729435,-0.05971333011984825,-0.07282939553260803,-0.03551695868372917
258,-0.04562392458319664,-0.06507837027311325,-0.061996940523386,-0.02882322669029236,-0.06020388752222061,-0.03048691339790821,-0.043565116822719574,-0.05329743772745133,-0.03374441713094711
259,-0.04465077444911003,-0.06295808404684067,-0.04462101310491562,-0.0558769665658474,-0.02411629445850849,-0.051229264587163925,-0.03483700007200241,-0.04772816598415375,-0.026741379871964455
260,-0.038414254784584045,-0.06091030314564705,-0.04752030223608017,-0.02869931608438492,-0.04985367879271507,-0.04941707104444504,-0.056796442717313766,-0.0470585860311985,-0.023588690906763077
261,-0.03480321541428566,-0.05867670848965645,-0.04357803612947464,-0.05556376650929451,-0.04504803568124771,-0.04788671061396599,-0.06824280321598053,-0.032507508993148804,-0.03005026839673519
262,-0.03980283811688423,-0.05902685225009918,-0.030646169558167458,-0.037828024476766586,-0.055084340274333954,-0.05075100064277649,-0.05652385577559471,-0.07039983570575714,-0.054743848741054535
263,-0.04317741096019745,-0.05076511576771736,-0.04747306555509567,-0.0540623776614666,-0.04052521288394928,-0.04885447770357132,-0.05296541750431061,-0.05059342831373215,-0.05173112452030182
264,-0.02702027373015881,-0.04424090683460235,-0.04698058217763901,-0.030641991645097733,-0.043075237423181534,-0.03806576505303383,-0.05675339698791504,-0.0629969984292984,-0.04238834232091904
265,-0.03834680840373039,-0.0558893084526062,-0.044169358909130096,-0.06191220134496689,-0.04378396272659302,-0.05225486680865288,-0.046631112694740295,-0.035635560750961304,-0.031184187158942223
266,-0.02849076502025127,-0.04533461481332779,-0.044193290174007416,-0.0548982210457325,-0.04172118008136749,-0.05564544349908829,-0.04550427943468094,-0.05773516744375229,-0.05132871866226196
267,-0.043642714619636536,-0.02911967597901821,-0.03768109530210495,-0.027003668248653412,-0.03594160079956055,-0.050880130380392075,-0.029465103521943092,-0.05143727362155914,-0.03629922494292259
268,-0.04796803742647171,-0.06796733289957047,-0.053233180195093155,-0.04966050386428833,-0.04594237357378006,-0.05791103839874267,-0.03604969382286072,-0.03645287826657295,-0.02732853032648563
269,-0.04270791634917259,-0.05859343707561493,-0.0316229909658432,-0.04770874977111816,-0.050291843712329865,-0.041553884744644165,-0.05297982320189476,-0.03479314222931862,-0.0376940481364727
270,-0.027503957971930504,-0.0663708820939064,-0.04154852777719498,-0.03653985261917114,-0.028774892911314964,-0.039987970143556595,-0.051606521010398865,-0.055984172970056534,-0.06022381410002709
271,-0.04648425802588463,-0.05056259036064148,-0.03895474225282669,-0.01810183003544807,-0.04268943518400192,-0.0523817241191864,-0.04283510521054268,-0.03880276530981064,-0.03585037589073181
272,-0.03501278534531593,-0.051392827183008194,-0.0658181682229042,-0.04152916371822357,-0.04437614232301712,-0.03705717995762825,-0.03803923726081848,-0.04269987717270851,-0.02962573617696762
273,-0.03574230894446373,-0.05016880854964256,-0.05062340199947357,-0.0383109487593174,-0.03718157485127449,-0.049605607986450195,-0.03617145121097565,-0.05566326156258583,-0.04026307165622711
274,-0.05477749928832054,-0.05701063573360443,-0.04616741091012955,-0.03404178470373154,-0.06702132523059845,-0.04947607219219208,-0.03107197768986225,-0.043130937963724136,-0.03548485040664673
275,-0.016509417444467545,-0.0731566846370697,-0.03652383387088776,-0.06425286829471588,-0.046391744166612625,-0.027424341067671776,-0.03411910682916641,-0.0462803952395916,-0.05341077595949173
276,-0.04225275292992592,-0.062152862548828125,-0.02287294715642929,-0.051201168447732925,-0.04778217524290085,-0.050182685256004333,-0.04469560459256172,-0.06743954122066498,-0.043089721351861954
277,-0.04872849956154823,-0.025535378605127335,-0.020682094618678093,-0.042062897235155106,-0.042455267161130905,-0.03753221780061722,-0.03689667582511902,-0.04219317436218262,-0.03431158885359764
278,-0.031037315726280212,-0.06285317987203598,-0.04840131476521492,-0.04690524935722351,-0.035030514001846313,-0.02982124499976635,-0.042869266122579575,-0.06445696204900742,-0.03275337070226669
279,-0.029798435047268867,-0.054286058992147446,-0.04874734953045845,-0.03158430755138397,-0.0433383546769619,-0.04233227297663689,-0.03605780005455017,-0.036820411682128906,-0.0682547315955162
280,-0.04075132682919502,-0.04942496865987778,-0.04087048768997192,-0.04292679950594902,-0.0592554546892643,-0.06544565409421921,-0.03160133957862854,-0.026184802874922752,-0.03783636912703514
281,-0.049393944442272186,-0.05647587776184082,-0.03521490842103958,-0.04809464514255524,-0.04481510818004608,-0.046172384172677994,-0.034814801067113876,-0.03614098951220512,-0.039390042424201965
282,-0.05085352808237076,-0.043152496218681335,-0.02182186394929886,-0.025259802117943764,-0.05373890697956085,-0.04995375871658325,-0.03778550401329994,-0.03242848813533783,-0.037815771996974945
283,-0.04220079258084297,-0.036984071135520935,-0.03652891144156456,-0.03865887597203255,-0.05204036086797714,-0.03326740115880966,-0.041484445333480835,-0.027092747390270233,-0.037491265684366226
284,-0.0636954978108406,-0.051977332681417465,-0.03062775358557701,-0.029059214517474174,-0.05737987160682678,-0.04902658239006996,-0.06053613126277923,-0.04410691559314728,-0.050383757799863815
285,-0.04845159500837326,-0.07105360925197601,-0.04586136341094971,-0.03016212396323681,-0.06090568006038666,-0.0506569929420948,-0.036469925194978714,-0.044416334480047226,-0.0417957566678524
286,-0.059946924448013306,-0.03768035024404526,-0.02908407524228096,-0.031498752534389496,-0.05177660658955574,-0.043837495148181915,-0.029443439096212387,-0.03539157286286354,-0.03950255364179611
287,-0.051560178399086,-0.06253323704004288,-0.04486110806465149,-0.028941653668880463,-0.07299294322729111,-0.0544351227581501,-0.04217894747853279,-0.05025911331176758,-0.0387147068977356
288,-0.03714693710207939,-0.06669148802757263,-0.031244730576872826,-0.02775493450462818,-0.0499911829829216,-0.0663037970662117,-0.05125897005200386,-0.03823459520936012,-0.04546700045466423
289,-0.03830872103571892,-0.06756100058555603,-0.03546232357621193,-0.03044169209897518,-0.05348112434148789,-0.05454465001821518,-0.03188570961356163,-0.04253236576914787,-0.03778496757149696
290,-0.04296385124325752,-0.049158282577991486,-0.03346296399831772,-0.013830521143972874,-0.0412939079105854,-0.03014487028121948,-0.0314505510032177,-0.04025883600115776,-0.02771737053990364
