step,deepseek1.5b_fa_partial_8gpu_cosine_lr1e-5-training/response_len_p90_step,deepseek1.5b_fa_partial_8gpu_lr5e-6-training/response_len_p90_step,deepseek1.5b_fa_partial_8gpu_ent0.01_lr1e-5-training/response_len_p90_step,deepseek1.5b_fa_partial_lr1e-6-training/response_len_p90_step,deepseek1.5b_fa_partial_lr1e-5-training/response_len_p90_step
168,4693.298828125,4188.7998046875,2101.299560546875,4015.499755859375,3922.499755859375
169,4357.19970703125,4294.79931640625,2137.39990234375,4187.0986328125,4125.39990234375
170,3359.699951171875,4172.19970703125,2401.099853515625,4062.699951171875,4095.299560546875
171,3653.699951171875,4127.2998046875,2699.599609375,3847.099853515625,4105.39990234375
172,4363.5,4224.39990234375,3068.299560546875,4231.7998046875,4125.19970703125
173,4215.19873046875,3973.099853515625,3493.699951171875,3896.699951171875,4078.599609375
174,3511.5986328125,4277.8994140625,3744.099365234375,4209.099609375,4020.39990234375
175,3878.899658203125,4352.39990234375,4013.699951171875,4088.7998046875,4218.19921875
176,4742.7001953125,4265.7001953125,4384.099609375,4278.7998046875,4119.39990234375
177,4418.5,4285,4482.39990234375,4205.7001953125,4280.8994140625
178,3373.599609375,4194.8994140625,4500.7001953125,4060.39990234375,4006.39990234375
179,3720.99951171875,4102.4990234375,4342.19970703125,3984.099853515625,4120.599609375
180,4700.8994140625,4222.599609375,4205.099609375,4234.99951171875,4054.19970703125
181,4405.79931640625,4299.5,3877.699462890625,4183.99951171875,4271.7001953125
182,3517.699951171875,4232.5,3606.099853515625,4467.69921875,4081.39990234375
183,3371.59765625,4305.39990234375,3438.099853515625,4016.499755859375,4196.7001953125
184,4463.599609375,4278,3650.39990234375,4172.99951171875,4005.19921875
185,4271.4990234375,4164.5,3725.699951171875,4192.7001953125,4078.7998046875
186,3624.499267578125,4329.2998046875,4038.699951171875,4352.5,4381.099609375
187,4019.698974609375,4237.39990234375,4291.099609375,4279.2998046875,4154.99951171875
188,4610.19921875,4269.39990234375,4542,4243,4254.59912109375
189,4575.69921875,4106.5,4463.39990234375,4180.7001953125,3867.499755859375
190,3779.39990234375,4197.2998046875,4580.7001953125,4299.8994140625,4071.099365234375
191,4367.19970703125,4326.39990234375,4552.79931640625,4450.19921875,4011.39990234375
192,4687.5,4280.5,4338.5,4672.8994140625,4212.3994140625
193,4650.19970703125,4063.7998046875,4280.39990234375,3863.79931640625,3708.599609375
194,3842.59912109375,4175.7998046875,4247.8994140625,4498.599609375,4076.599609375
195,4217.298828125,4148.099609375,4356.7998046875,4398.8994140625,3921.699951171875
196,4802.298828125,4278.19970703125,4346.7001953125,4434.599609375,4094.499755859375
197,4958.5,4227.39990234375,4342.3994140625,4432.69921875,4094.099365234375
198,3733.5986328125,4127,4467.599609375,4262.7001953125,4025.299560546875
199,3896.499755859375,4106.39990234375,4485.7001953125,4342.5,4073.99951171875
200,4254.69921875,4304.5,4650.7998046875,4695.19921875,3909.499755859375
201,4149.8984375,4276.4990234375,4634.7001953125,4400.4990234375,4188.8994140625
202,3801.39990234375,4399.8994140625,4684.7998046875,4658.59912109375,4049.1982421875
203,3993.499267578125,4145.69921875,4527,4021.499755859375,3956.899658203125
204,4476.39990234375,4115.7001953125,4307.099609375,4412.39990234375,3908.899658203125
205,4403.39990234375,4030.599609375,4339.099609375,4253.39990234375,4007.19970703125
206,4117.19970703125,4199.2998046875,4450.7998046875,4272.5,3784.99951171875
207,4195.298828125,4321.099609375,4528.8994140625,4406.099609375,4136.59912109375
208,4441.19970703125,4287.7001953125,4623.39990234375,4435.39990234375,4247.7001953125
209,4018.79931640625,4321.2998046875,4728,4150.599609375,4033.299560546875
210,3686.499755859375,4259.099609375,4780.5,4216.59912109375,4236.599609375
211,3839.7998046875,4251.19970703125,4750.7998046875,4116.7001953125,3695.699951171875
212,4015.299560546875,4264.099609375,4609.7998046875,4271.99951171875,4059.7998046875
213,4159,4278,4472.8994140625,3994.099853515625,3871.299072265625
214,3581.299560546875,4281.099609375,4454.39990234375,4227.8994140625,4229.7001953125
215,3783.699462890625,4147.39990234375,4485.7001953125,4244.39990234375,4005.699951171875
216,3920.699951171875,4243,4543.099609375,4184.99951171875,3990.699462890625
217,3954.499755859375,4251.7001953125,4675.099609375,4144.8994140625,4088.099853515625
218,3555.899169921875,4221,4827.7001953125,4184.0986328125,3902.39990234375
219,3253,4237.99951171875,4897,4293.7998046875,4098.5
220,3792.7998046875,4322.8994140625,4958.7001953125,4077.19873046875,3957.899658203125
221,3736.19970703125,4170.4990234375,4888.7001953125,4029.699951171875,3858.499755859375
222,3638.498779296875,4361.099609375,4756.39990234375,4342.5,4026.19970703125
223,3830.899658203125,4121.8994140625,4558.7001953125,4089.599609375,4115.4990234375
224,4005.39990234375,4263.5,4470.7998046875,4221.9990234375,3914.499755859375
225,3849.59716796875,4337.7998046875,4543,4294.5,4295.2998046875
226,3544.7998046875,4222.099609375,4626,4267.8994140625,3833.098388671875
227,3627.699951171875,4128.39990234375,4717.39990234375,4272.5,4032.499755859375
228,3894,4201.7001953125,4841.7001953125,4174.7001953125,3676
229,3714.39990234375,4189.99951171875,4945.7001953125,4081.19970703125,4194.4990234375
230,3396.099853515625,4227.5,4963.7001953125,4049.7998046875,3720.099853515625
231,3377.099853515625,4200.39990234375,4955.099609375,4010.99951171875,4009.79931640625
232,3460.699462890625,4183.39990234375,4869,4458.39990234375,3719.19970703125
233,3539.19970703125,4163,4698,3937.3994140625,3753.699462890625
234,3292.39990234375,4224.099609375,4678,4066.9990234375,3796.7998046875
235,3144.299560546875,4087.099853515625,4654.7001953125,3801.7998046875,3773.899658203125
236,3427.699951171875,4042.099853515625,4721.7001953125,3973.699462890625,3915.39990234375
237,3513.99951171875,4378.19970703125,4843,4414.2998046875,4075.19970703125
238,3371.7998046875,4377.298828125,4942.39990234375,4389.39990234375,4095.39990234375
239,3408.39990234375,4270.39990234375,4976.39990234375,4133.99951171875,3605.699951171875
240,3524.099853515625,4273.099609375,4994,4284.7001953125,3944.099853515625
241,3448.099853515625,4176.7001953125,4988,4070.099853515625,3670
242,3400.899658203125,4304.39990234375,4922.7001953125,4333.099609375,4101.7001953125
243,3386.599609375,4164.39990234375,4835,4045.19921875,3593.699462890625
244,3308.39990234375,4233.99951171875,4794.7001953125,4406,3927.099853515625
245,3332.499267578125,4243.099609375,4784.7001953125,4173.4990234375,3600.099853515625
246,3380.79931640625,4266.39990234375,4851,4132.7998046875,4005
247,3307.39990234375,4267.7001953125,4895.7001953125,4225.69921875,3857.19921875
248,3441.7998046875,4257.5,4970.7001953125,4212.798828125,3894.79931640625
249,3362.099853515625,4326.79931640625,5022,4320.5,3920.7998046875
250,3280.39990234375,4478.7001953125,5034.39990234375,4464.798828125,3915.19921875
251,3350.59912109375,4289.79931640625,5033,4312.59912109375,3808.7978515625
252,3474.699951171875,4268.79931640625,4977.7001953125,4342.2998046875,4079.19970703125
253,3539.699951171875,4306.7001953125,4898,4296.39990234375,3642.39990234375
254,3378.39990234375,4175.5,4872.7001953125,4195.19970703125,3922.599609375
255,3655.19921875,4299.298828125,4903.7001953125,4407.19970703125,4072.79931640625
256,3822.39990234375,4209,4936,4317.69921875,3847.499755859375
257,3795,4210.8994140625,4979,4325,4010.39990234375
258,3843.7998046875,4109.99951171875,5032.7001953125,4017.499267578125,3971.099365234375
259,3875.299560546875,4123.7998046875,5070.7001953125,4374.8994140625,3843.9990234375
260,3856.7998046875,4294.7001953125,5067.7001953125,4361.7001953125,4223
261,3891.699951171875,4275.2998046875,5022.099609375,4500.7998046875,3818.19970703125
262,3819.899658203125,4319.39990234375,4941,4396.2998046875,4390.4990234375
263,3726.19970703125,3948.39990234375,4906.7001953125,3979.599609375,3669.699951171875
264,3582.899658203125,4037.99951171875,4927,4043.699951171875,4270.7001953125
265,3895.699951171875,4180.2998046875,4963,4241.099609375,3929.899658203125
266,3925.899658203125,4159.39990234375,5009,4231.8994140625,4219.39990234375
267,3973.599609375,4020.39990234375,5063,4246.8994140625,3850.19970703125
268,3911.39990234375,4175.099609375,5090,4233.7998046875,4194.79833984375
269,4052.099853515625,4112.599609375,5074,4294.99951171875,3734
270,3980.7998046875,4000.699951171875,4983,4018.19970703125,3849.39990234375
271,4102.7001953125,3995.699951171875,4948,4150.8984375,4055.39990234375
272,3956.099853515625,4383.2998046875,4981.7001953125,4439.8994140625,4033.499755859375
273,4074.099853515625,4086.899658203125,5027,3975.39892578125,3876
274,3931.7998046875,4427.599609375,5064.7001953125,4334.7001953125,3970.899658203125
275,4031.7998046875,4175.4990234375,5088.7001953125,4300.7001953125,4140.0986328125
276,4153.7001953125,4212.7001953125,5102.7001953125,4436.8994140625,3964.699951171875
277,4012.499755859375,4110.3994140625,5086,4040,4030.3994140625
278,4027.19970703125,4169.99951171875,5026.7001953125,4205.8984375,3699.7998046875
279,4067.099853515625,4176.7998046875,4977,4341.7001953125,4402.19970703125
280,4127.4970703125,4046.699951171875,4988,4311.7001953125,3832.699951171875
281,4078.099853515625,4212.7001953125,5022.7001953125,4282.5,4343.099609375
282,4099.5,4031.39990234375,5053,4136.79931640625,4068.899658203125
283,4006,4047.599609375,5076.7001953125,4201.39892578125,3785.299560546875
284,4212.7998046875,4127.7998046875,5101.7001953125,4353.39990234375,4131.599609375
285,4106.498046875,4157.2998046875,5103,4358.5,3799.39990234375
286,4196.7001953125,4235.7001953125,5065.7001953125,4413.7001953125,4401.6982421875
287,3956.699951171875,4180.4990234375,5006.7001953125,4440.99951171875,3624.498779296875
288,4107.39990234375,4041.19921875,5013,4169.7001953125,4066.699951171875
289,4214.8994140625,4160.099609375,5043,4396.19970703125,3967.39990234375
290,4261.7001953125,4038.39990234375,5075.7001953125,4314.7001953125,4031.699951171875
291,4154.39990234375,4189.099609375,5102,4529.7998046875,4221.39990234375
292,4206.69921875,4219.7001953125,5116,4537.19970703125,4313.099609375
293,4214.39990234375,4099.599609375,5094,4212.99951171875,4247.599609375
294,4312.69921875,4134.7998046875,5050,4407.7001953125,3824.19921875
295,4320.7001953125,3921.699462890625,5034,4082.699951171875,4554.099609375
296,4037.099365234375,4060.899658203125,5053,4227.3994140625,3572.79931640625
297,4120.39990234375,4063.499267578125,5084,4153.7998046875,3724.099853515625
298,4422.59912109375,4136.599609375,5116,4364.5,3900.99951171875
299,4336.7998046875,3896.19921875,5118.7001953125,4143.79931640625,4048.9990234375
300,4307.099609375,4070.499755859375,5093,4458.19921875,3861.7998046875
