step,deepseek1.5b_sync_8gpu_lr3e-6-training/rollout_probs_diff_max_step,deepseek1.5b_sync_8gpu_clip0.1_lr1e-5-training/rollout_probs_diff_max_step,deepseek1.5b_fa_partial_8gpu_cosine_lr1e-5-training/rollout_probs_diff_max_step,deepseek1.5b_sync_8gpu_cosine_lr1e-5-training/rollout_probs_diff_max_step,deepseek1.5b_fa_partial_8gpu_lr5e-6-training/rollout_probs_diff_max_step,deepseek1.5b_sync_8gpu_lr5e-6-training/rollout_probs_diff_max_step,deepseek1.5b_fa_partial_8gpu_ent0.01_lr1e-5-training/rollout_probs_diff_max_step,deepseek1.5b_sync_8gpu_ent0.01_lr1e-5-training/rollout_probs_diff_max_step,deepseek1.5b_fa_partial_lr1e-6-training/rollout_probs_diff_max_step,deepseek1.5b_fa_partial_lr1e-5-training/rollout_probs_diff_max_step,deepseek1.5b_sync_lr1e-5-training/rollout_probs_diff_max_step,deepseek1.5b_sync_lr1e-6-training/rollout_probs_diff_max_step
180,0.4149323105812073,0.548632800579071,0,0.4722864627838135,0,0.612818717956543,0,0.0039532482624053955,0,0,0.48683807253837585,0.7913811206817627
181,0.6760058999061584,0.4269581437110901,0,0.6541864275932312,0,0.546599268913269,0,0.0042161718010902405,0,0,0.635708212852478,0.49038052558898926
182,0.4141294360160827,0.41023707389831543,0,0.5083537101745605,0,0.7744497656822205,0,0.005280196666717529,0,0,0.4734639525413513,0.31881946325302124
183,0.7851459980010986,0.4974879920482635,0,0.6961617469787598,0,0.6789817810058594,0,0.003649100661277771,0,0,0.553098738193512,0.6551990509033203
184,0.628380537033081,0.9205811619758606,0,0.4429730772972107,0,0.7220240831375122,0,0.002802915871143341,0,0,0.9866746068000792,0.43409326672554016
185,0.47441208362579346,0.6544644832611084,0,0.4399977922439575,0,0.6031476259231567,0,0.005854703485965729,0,0,0.5486339330673218,0.7754640579223633
186,0.5149152278900146,0.6382133960723877,0,0.5032879114151001,0,0.5248494744300842,0,0.005179122090339661,0,0,0.7652163505554199,0.317573606967926
187,0.6033174991607666,0.6033205986022949,0,0.6789174675941467,0,0.6351485252380371,0,0.0057265982031822205,0,0,0.675071120262146,0.3863547444343567
188,0.5222185254096985,0.4102376401424408,0,0.624345064163208,0,0.5530904531478882,0,0.0054119303822517395,0,0,0.7566034197807312,0.48661530017852783
189,0.4967529773712158,0.4141294360160827,0,0.5019055604934692,0,0.8016678690910339,0,0.0032215416431427,0,0,0.9064905643463136,0.4680283367633819
190,0.3807963132858277,0.5291883945465088,0,0.6223548650741577,0,0.7904890775680542,0,0.004776500165462494,0,0,0.8572771549224854,0.29720258712768555
191,0.7399635910987854,0.4621177315711975,0,0.4400348663330078,0,0.6118559837341309,0,0.004935890436172485,0,0,0.8311944007873535,0.3170947730541229
192,0.42865487933158875,0.5948734879493713,0,0.5083485841751099,0,0.6064979434013367,0,0.007456786930561066,0,0,0.8514848351478577,0.3206333816051483
193,0.5083586573600769,0.5599758625030518,0,0.6157436370849609,0,0.9931289553642272,0,0.004515431821346283,0,0,0.7503777146339417,0.4905151426792145
194,0.4689294397830963,0.43126779794692993,0,0.462117463350296,0,0.7399728894233704,0,0.005258083343505859,0,0,0.6739587783813477,0.33141028881073
195,0.6829743385314941,0.5029169321060181,0,0.7172127366065979,0,0.8297060132026672,0,0.010710805654525757,0,0,0.6092655062675476,0.343445748090744
196,0.39330780506134033,0.5032562613487244,0,0.5147502422332764,0,0.7291315197944641,0,0.00952613353729248,0,0,0.7027376294136047,0.6551902294158936
197,0.531131386756897,0.611159086227417,0,0.46267402172088623,0,0.6948282122612,0,0.009868085384368896,0,0,0.6819360256195068,0.4843602478504181
198,0.840965986251831,0.6652126312255859,0,0.7399731874465942,0,0.4606991410255432,0,0.007458657026290893,0,0,0.48597368597984314,0.30163678526878357
199,0.5083588361740112,0.459703266620636,0,0.7701483964920044,0,0.6873859167098999,0,0.007935777306556702,0,0,0.5333300232887268,0.5486270189285278
200,0.5477798581123352,0.6035404205322266,0,0.5068797469139099,0,0.7396851778030396,0,0.01141856610774994,0,0,0.9470272064208984,0.42452138662338257
201,0.5549081563949585,0.35713741183280945,0,0.6695272326469421,0,0.4241355061531067,0,0.012229964137077332,0,0,0.6695253252983093,0.6071251034736633
202,0.42811399698257446,0.507565975189209,0,0.7613996863365173,0,0.49675267934799194,0,0.009900853037834167,0,0,0.6418516039848328,0.590398371219635
203,0.551987886428833,0.5291570425033569,0,0.6351487040519714,0,0.47441038489341736,0,0.00992913544178009,0,0,0.7366279363632202,0.39975565671920776
204,0.4744115471839905,0.4281013011932373,0,0.7327496409416199,0,0.49675267934799194,0,0.016217201948165894,0,0,0.4967529773712158,0.33947548270225525
205,0.41538721323013306,0.4643344283103943,0,0.655200719833374,0,0.7014405131340027,0,0.02489332854747772,0,0,0.5830114483833313,0.35194677114486694
206,0.4621174037456513,0.47039595246315,0,0.554892897605896,0,0.974042534828186,0,0.011952906847000122,0,0,0.7222249507904053,0.530052661895752
207,0.6477047204971313,0.4744115173816681,0,0.5815019607543945,0,0.7918661236763,0,0.00751592218875885,0,0,0.7593138813972473,0.3823576867580414
208,0.6335310339927673,0.5084894895553589,0,0.5311316251754761,0,0.5356749892234802,0,0.013555139303207396,0,0,0.5838292837142944,0.5032556653022766
209,0.4744112491607666,0.4017914533615112,0,0.41402220726013184,0,0.5486340522766113,0,0.017162621021270752,0,0,0.5599623918533325,0.4564785361289978
210,0.8914731740951538,0.38079679012298584,0,0.6642518043518066,0,0.678799033164978,0,0.027317136526107788,0,0,0.655160129070282,0.5824193954467773
211,0.548633337020874,0.4059522747993469,0,0.6118532419204712,0,0.8477109670639038,0,0.013820618391036987,0,0,0.7014690041542053,0.3728981614112854
212,0.531917154788971,0.4044199883937836,0,0.5446547269821167,0,0.6476637125015259,0,0.02119883894920349,0,0,0.5311309099197388,0.4429728388786316
213,0.6529681086540222,0.4051448106765747,0,0.691036581993103,0,0.6979730129241943,0,0.01196710765361786,0,0,0.6933802962303162,0.7524425983428955
214,0.48926717042922974,0.6243683099746704,0,0.6418617963790894,0,0.66068035364151,0,0.010246947407722471,0,0,0.6611920595169067,0.5599756240844727
215,0.5344997644424438,0.7641726732254028,0,0.6797774434089661,0,0.52333003282547,0,0.010386168956756592,0,0,0.5311289429664612,0.3535182774066925
216,0.4033783972263336,0.40305018424987793,0,0.8195401430130005,0,0.6695271134376526,0,0.009435191750526428,0,0,0.5623180866241455,0.4780294895172119
217,0.4102373421192169,0.3475646376609802,0,0.562372624874115,0,0.5599756240844727,0,0.009426146745681764,0,0,0.8035075068473816,0.5958366394042969
218,0.5020866394042969,0.5465993881225586,0,0.5948588848114014,0,0.6351478099822998,0,0.012922525405883787,0,0,0.5838108658790588,0.3797508478164673
219,0.6495200991630554,0.6577654480934143,0,0.4564785659313202,0,0.5083588361740112,0,0.009172141551971436,0,0,0.6106777787208557,0.4429748654365539
220,0.6357092261314392,0.4634941220283508,0,0.8924872875213623,0,0.5851335525512695,0,0.020725369453430176,0,0,0.6354480385780334,0.34822818636894226
221,0.414128839969635,0.5022634267807007,0,0.5466028451919556,0,0.6033207178115845,0,0.012922555208206177,0,0,0.645440399646759,0.6819490194320679
222,0.4967532455921173,0.4226206839084625,0,0.5948741436004639,0,0.7327499389648438,0,0.01771266758441925,0,0,0.7574877142906189,0.7039057612419128
223,0.7854426503181458,0.32359224557876587,0,0.6456366777420044,0,0.6351439952850342,0,0.013431578874588013,0,0,0.5827524662017822,0.3891437649726868
224,0.4241411089897156,0.4494948983192444,0,0.4896599650382995,0,0.6351487040519714,0,0.0115373432636261,0,0,0.6357091069221497,0.5711918473243713
225,0.5829870104789734,0.5083586573600769,0,0.5486011505126953,0,0.5477392673492432,0,0.010714605450630188,0,0,0.7038979530334473,0.6819487810134888
226,0.5928369760513306,0.4596915543079376,0,0.6695271730422974,0,0.6118524074554443,0,0.014450162649154665,0,0,0.6999533772468567,0.4515546560287475
227,0.5947645306587219,0.4751963615417481,0,0.5599707365036011,0,0.8273891806602478,0,0.02874058485031128,0,0,0.6033204197883606,0.7006371021270752
228,0.4367879927158356,0.4862549602985382,0,0.5948741436004639,0,0.3972761332988739,0,0.016090571880340576,0,0,0.7726898193359375,0.6292521953582764
229,0.6667470335960388,0.4575734734535218,0,0.5912669897079468,0,0.669526994228363,0,0.0138111412525177,0,0,0.6104357242584229,0.4778096377849579
230,0.494631290435791,0.41259992122650146,0,0.7017467021942139,0,0.4866583645343781,0,0.012257054448127748,0,0,0.7760440707206726,0.3824039101600647
231,0.5599744319915771,0.39765918254852295,0,0.5617901086807251,0,0.6033204793930054,0,0.016069769859313965,0,0,0.6354886293411255,0.5417860746383667
232,0.6819506287574768,0.3743316233158112,0,0.7222251296043396,0,0.5940802097320557,0,0.014598548412322998,0,0,0.6324847340583801,0.9854876399040222
233,0.3903972506523132,0.6580970883369446,0,0.6292529702186584,0,0.5022101998329163,0,0.019846037030220032,0,0,0.8257627487182617,0.4606976807117462
234,0.4978122413158417,0.5948744416236877,0,0.8977959156036377,0,0.594871461391449,0,0.014030307531356812,0,0,0.6351487040519714,0.4748765230178833
235,0.548633337020874,0.6695273518562317,0,0.6033204197883606,0,0.7663131952285767,0,0.013833940029144289,0,0,0.500554084777832,0.5519529581069946
236,0.5830117464065552,0.5625757575035095,0,0.8868147730827332,0,0.583010733127594,0,0.012518927454948424,0,0,0.6580983400344849,0.5948752164840698
237,0.604224681854248,0.4016412496566773,0,0.6889703869819641,0,0.4564785659313202,0,0.015517950057983398,0,0,0.6915675401687622,0.45647868514060974
238,0.462763249874115,0.6868955492973328,0,0.6551997661590576,0,0.4863152801990509,0,0.01441878080368042,0,0,0.6292519569396973,0.5032557249069214
239,0.7072650790214539,0.5750328302383423,0,0.6681919097900391,0,0.6589065194129944,0,0.015092283487319946,0,0,0.7238755822181702,0.40494003891944885
240,0.5212819576263428,0.4475439190864563,0,0.7056261897087097,0,0.6581437587738037,0,0.012961015105247498,0,0,0.9128749370574952,0.6345998048782349
241,0.5599758625030518,0.4400331377983093,0,0.46069979667663574,0,0.5083600282669067,0,0.016407638788223267,0,0,0.713081955909729,0.4967527985572815
242,0.5412226915359497,0.3807963132858277,0,0.44105958938598633,0,0.7039057612419128,0,0.018518835306167603,0,0,0.8261390924453735,0.45970407128334045
243,0.5561520457267761,0.5094298124313354,0,0.681950569152832,0,0.6979273557662964,0,0.017253756523132324,0,0,0.6118559837341309,0.5177397727966309
244,0.4621165692806244,0.3535095751285553,0,0.4967529773712158,0,0.6552004814147949,0,0.015010952949523926,0,0,0.8049387335777283,0.6498661041259766
245,0.5173321962356567,0.7015150785446167,0,0.6845769286155701,0,0.8115369081497192,0,0.01432335376739502,0,0,0.7150974273681641,0.527108907699585
246,0.5278216600418091,0.6532230377197266,0,0.5164650082588196,0,0.5873540043830872,0,0.016632050275802612,0,0,0.7146632671356201,0.4868312478065491
247,0.4577309787273407,0.42093798518180847,0,0.7913135886192322,0,0.6317529678344727,0,0.016078591346740723,0,0,0.5311316251754761,0.3797508478164673
248,0.617324709892273,0.5083586573600769,0,0.6190919876098633,0,0.8443936109542847,0,0.022050395607948303,0,0,0.8807969093322754,0.4967532455921173
249,0.5436809062957764,0.8385942578315735,0,0.6888773441314697,0,0.8722193837165833,0,0.0173378586769104,0,0,0.6292529702186584,0.4863183498382568
250,0.957205593585968,0.5830114483833313,0,0.6336666941642761,0,0.7641689777374268,0,0.02352923154830933,0,0,0.6946960091590881,0.7452623844146729
251,0.462117463350296,0.45647767186164856,0,0.6065529584884644,0,0.9169350862503052,0,0.019991636276245117,0,0,0.6709718108177185,0.44944578409194946
252,0.5486099720001221,0.6118553280830383,0,0.999506413936615,0,0.6789726614952087,0,0.01405152678489685,0,0,0.5200809240341187,0.5777426958084106
253,0.6709718108177185,0.5222187042236328,0,0.7028363347053528,0,0.7754867672920227,0,0.01681375503540039,0,0,0.7918676733970642,0.36304131150245667
254,0.44297340512275696,0.5485503673553467,0,0.8983097076416016,0,0.7025206685066223,0,0.016688615083694458,0,0,0.5838292837142944,0.6706095337867737
255,0.48943954706192017,0.6948900818824768,0,0.5521901249885559,0,0.7080816030502319,0,0.01820465922355652,0,0,0.7080734372138977,0.4561842978000641
256,0.64986652135849,0.433755099773407,0,0.7615955471992493,0,0.7169949412345886,0,0.016609996557235718,0,0,0.9666173458099364,0.3237064480781555
257,0.45567160844802856,0.3620504140853882,0,0.8105082511901855,0,0.8467326164245605,0,0.011740893125534058,0,0,0.6443358659744263,0.508357584476471
258,0.5168073177337646,0.5962948799133301,0,0.5838018655776978,0,0.6948277950286865,0,0.023821011185646057,0,0,0.6709718108177185,0.7945958375930786
259,0.548633337020874,0.9923365712165833,0,0.6978535056114197,0,0.7566035389900208,0,0.017102569341659546,0,0,0.7574865818023682,0.5830098390579224
260,0.5912423729896545,0.4105287194252014,0,0.7189561128616333,0,0.6190948486328125,0,0.014158815145492554,0,0,0.7213539481163025,0.5270918607711792
261,0.6552000641822815,0.4668267965316773,0,0.5183889865875244,0,0.4738121628761291,0,0.014817923307418823,0,0,0.5948745608329773,0.7500274181365967
262,0.5032557249069214,0.5083545446395874,0,0.7823324203491211,0,0.7452608942985535,0,0.016926810145378113,0,0,0.8513405919075012,0.3394375443458557
263,0.508357584476471,0.5821235179901123,0,0.5461055040359497,0,0.5020897388458252,0,0.015333592891693115,0,0,0.9990564584732056,0.5636415481567383
264,0.8820538520812988,0.5980890989303589,0,0.6684576272964478,0,0.775442898273468,0,0.015120014548301697,0,0,0.7560985088348389,0.531921923160553
265,0.8049387335777283,0.3444535732269287,0,0.6695281267166138,0,0.9836057424545288,0,0.01961974799633026,0,0,0.6827660202980042,0.45647868514060974
266,0.8628108501434326,0.5903985500335693,0,0.6357076168060303,0,0.5254278182983398,0,0.021203458309173584,0,0,0.7543160915374756,0.7311633825302124
267,0.49675291776657104,0.5599786043167114,0,0.7238437533378601,0,0.5948745608329773,0,0.023283913731575012,0,0,0.562372624874115,0.4970398247241974
268,0.36659812927246094,0.512944757938385,0,0.6482244729995728,0,0.7298742532730103,0,0.031444698572158813,0,0,0.6218911409378052,0.35835716128349304
269,0.5830117464065552,0.7911771535873413,0,0.5174110531806946,0,0.7566035389900208,0,0.0224895179271698,0,0,0.7502973079681396,0.5546057224273682
270,0.5032578110694885,0.6382318139076233,0,0.5311312675476074,0,0.6351498365402222,0,0.017987042665481567,0,0,0.7127710580825806,0.6695273518562317
271,0.5385105609893799,0.603296160697937,0,0.8990562558174133,0,0.5979399085044861,0,0.01634889841079712,0,0,0.6580983400344849,0.92555034160614
272,0.7014419436454773,0.6336579322814941,0,0.6872515678405762,0,0.6356784105300903,0,0.01648584008216858,0,0,0.7013572454452515,0.8207102417945862
273,0.5617415308952332,0.4513688385486603,0,0.6357092261314392,0,0.820710301399231,0,0.02880379557609558,0,0,0.72222501039505,0.6695239543914795
274,0.7108736038208008,0.5322146415710449,0,0.678801953792572,0,0.692197859287262,0,0.02379608154296875,0,0,0.6523815393447876,0.6469714641571045
275,0.5979751348495483,0.35343292355537415,0,0.7759596109390259,0,0.6351485252380371,0,0.03082135319709778,0,0,0.8559823036193848,0.4143455028533935
276,0.4606263041496277,0.6751078367233276,0,0.6190921068191528,0,0.6552002429962158,0,0.02037951350212097,0,0,0.9753219485282898,0.929596781730652
277,0.5373498201370239,0.4967486262321472,0,0.4967532455921173,0,0.6530534029006958,0,0.018621325492858887,0,0,0.7854474186897278,0.6530575156211853
278,0.6190921068191528,0.4133983254432678,0,0.5311316251754761,0,0.7391695380210876,0,0.017362087965011597,0,0,0.6485625505447388,0.6776787042617798
279,0.6418129205703735,0.33051884174346924,0,0.6983712911605835,0,0.8134334683418274,0,0.017042219638824463,0,0,0.8866644501686096,0.5083586573600769
280,0.8440590500831604,0.45647841691970825,0,0.5948741436004639,0,0.5838292837142944,0,0.02302078902721405,0,0,0.5994813442230225,0.48683711886405945
281,0.5963789820671082,0.646744966506958,0,0.7172134518623352,0,0.7845059633255005,0,0.017491132020950317,0,0,0.5952058434486389,0.3519526422023773
282,0.4824489057064056,0.59358149766922,0,0.5830114483833313,0,0.7238963842391968,0,0.02121935784816742,0,0,0.7507607936859131,0.5750332474708557
283,0.635899007320404,0.5990943908691406,0,0.8142027258872986,0,0.7802473306655884,0,0.02126002311706543,0,0,0.6351491212844849,0.6788963675498962
284,0.5183906555175781,0.7399742603302002,0,0.5577375888824463,0,0.9609792828559875,0,0.016654282808303833,0,0,0.7574875950813293,0.4529594480991363
285,0.462117463350296,0.7249395847320557,0,0.668723464012146,0,0.5584919452667236,0,0.027124136686325073,0,0,0.5852643251419067,0.5083569288253784
286,0.5724196434020996,0.3666714131832123,0,0.6709671020507812,0,0.6580971479415894,0,0.016653388738632202,0,0,0.7399741411209106,0.5098288059234619
287,0.4863182306289673,0.5233592987060547,0,0.6700965166091919,0,0.7378345727920532,0,0.02734917402267456,0,0,0.7452622652053833,0.5280967354774475
288,0.45259201526641846,0.5083585977554321,0,0.7615799307823181,0,0.9458714127540588,0,0.016907691955566406,0,0,0.6292528510093689,0.8628108501434326
289,0.5947859883308411,0.7464510202407837,0,0.7985486388206482,0,0.8089960217475891,0,0.019551843404769897,0,0,0.961171329021454,0.5667252540588379
290,0.693727433681488,0.7192348837852478,0,0.5925813913345337,0,0.5742623805999756,0,0.02196480333805084,0,0,0.6290573477745056,0.39975813031196594
291,0.717288613319397,0.4066318273544311,0,0.6186466217041016,0,0.8069491386413574,0,0.01724889874458313,0,0,0.5980713367462158,0.554599940776825
292,0.5546000003814697,0.67036372423172,0,0.4778277575969696,0,0.643922746181488,0,0.01606699824333191,0,0,0.5948741436004639,0.5271100401878357
293,0.6033203601837158,0.5443017482757568,0,0.7327483296394348,0,0.6418517827987671,0,0.02669474482536316,0,0,0.7574877142906189,0.5830091238021851
294,0.820710301399231,0.6110272407531738,0,0.923637866973877,0,0.652567446231842,0,0.02433633804321289,0,0,0.7039006948471069,0.5077242255210876
295,0.6116321086883545,0.5821446180343628,0,0.7014415860176086,0,0.7706072926521301,0,0.017485082149505615,0,0,0.6104298830032349,0.4666417837142944
296,0.5337255001068115,0.3013995289802551,0,0.7854475378990173,0,0.7479878664016724,0,0.017966091632843018,0,0,0.7761296629905701,0.7025473713874817
297,0.4400327205657959,0.6866014003753662,0,0.7050049304962158,0,0.7233126163482666,0,0.030499696731567383,0,0,0.6989885568618774,0.5325798988342285
298,0.7975469827651978,0.35588616132736206,0,0.67091965675354,0,0.5311205387115479,0,0.016116857528686523,0,0,0.5271247029304504,0.6219452619552612
299,0.4413028359413147,0.6933420896530151,0,0.5990949869155884,0,0.7574434280395508,0,0.033307045698165894,0,0,0.8257585763931274,0.6983712911605835
300,0.7379592061042786,0.5730469822883606,0,0.683631181716919,0,0.7219614386558533,0,0.03174993395805359,0,0,0.7172097563743591,0.5663713812828064
