step,deepseek1.5b_fa_partial_8gpu_cosine_lr1e-5-training/eos_log_prob_mean_step,deepseek1.5b_fa_partial_8gpu_lr5e-6-training/eos_log_prob_mean_step,deepseek1.5b_fa_partial_8gpu_ent0.01_lr1e-5-training/eos_log_prob_mean_step,deepseek1.5b_fa_partial_lr1e-6-training/eos_log_prob_mean_step,deepseek1.5b_fa_partial_lr1e-5-training/eos_log_prob_mean_step
271,-0.13396994769573212,-0.0029495907947421074,-5.364326477050781,-0.007725363597273827,-0.01587412878870964
272,-0.10613006353378296,-0.0009304503910243512,-5.314046859741211,-0.0032064509578049183,-0.03755425289273262
273,-0.09245571494102478,-0.003765489906072617,-5.361457824707031,-0.01516212522983551,-0.007922859862446785
274,-0.09967460483312608,-0.002407150575891137,-5.312597751617432,-0.005772356875240803,-0.021712759509682655
275,-0.10314779728651048,-0.003379368456080556,-5.229767799377441,-0.008982189930975437,-0.02969067730009556
276,-0.09630788862705232,-0.002501338254660368,-5.342557430267334,-0.006157137919217348,-0.026826366782188416
277,-0.16503578424453735,-0.002599660074338317,-5.202011585235596,-0.004289511125534773,-0.022251419723033905
278,-0.14833490550518036,-0.0016988887218758464,-5.288905620574951,-0.011706268414855003,-0.02651912346482277
279,-0.15319201350212097,-0.0011617759009823203,-5.201472759246826,-0.00942447315901518,-0.02818518504500389
280,-0.16720359027385712,-0.004358835518360138,-5.1335577964782715,-0.005622121039777994,-0.013546712696552277
281,-0.14534449577331543,-0.004904632456600666,-5.031522750854492,-0.005055938847362995,-0.03360726684331894
282,-0.13478875160217285,-0.005246762186288834,-5.098676681518555,-0.010812737047672272,-0.03463326767086983
283,-0.11059188097715378,-0.005517791025340557,-4.9989142417907715,-0.01096051186323166,-0.023789282888174057
284,-0.13759444653987885,-0.0008584246970713139,-5.079867839813232,-0.008737225085496902,-0.051577456295490265
285,-0.12618045508861542,-0.0005689546233043075,-4.983635902404785,-0.004006577655673027,-0.047699201852083206
286,-0.1427769958972931,-0.004202038515359163,-5.214016437530518,-0.011828161776065826,-0.05257754027843475
287,-0.1458514779806137,-0.005000818986445665,-5.497964382171631,-0.0064204176887869835,-0.10495637357234956
288,-0.12203020602464676,-0.005700170062482357,-5.187918186187744,-0.0034298559185117483,-0.054720938205718994
289,-0.11546944081783296,-0.0048875827342271805,-5.171433925628662,-0.008538611233234406,-0.03521592170000076
290,-0.08752045780420303,-0.002294511767104268,-5.048016548156738,-0.014178314246237278,-0.04286247864365578
291,-0.12268918007612228,-0.005754191894084215,-4.9910783767700195,-0.010636648163199425,-0.053591225296258926
292,-0.0916389226913452,-0.005862244870513678,-4.949892520904541,-0.006079415790736675,-0.02004413679242134
293,-0.10245709866285324,-0.0013846541987732053,-5.167932510375977,-0.009731602855026722,-0.01225455291569233
294,-0.06983911246061325,-0.007432735525071621,-5.282033443450928,-0.010618573054671288,-0.023191990330815315
295,-0.08181829750537872,-0.005670275539159775,-5.424566268920898,-0.013016407378017902,-0.03470563143491745
296,-0.08784738928079605,-0.0019492412684485316,-5.430321216583252,-0.0032946201972663403,-0.02695050649344921
297,-0.1164066269993782,-0.002908805152401328,-5.3642258644104,-0.002441233955323696,-0.027747899293899536
298,-0.124010369181633,-0.0039945337921381,-5.182025909423828,-0.01521313190460205,-0.014041549526154997
299,-0.13464181125164032,-0.0004740381264127791,-5.361927032470703,-0.006538411136716604,-0.02624591439962387
300,-0.15104809403419495,-0.008005338720977306,-5.376689434051514,-0.005125517025589943,-0.016015175729990005
