step,deepseek1.5b_sync_8gpu_lr3e-6-training/rollout_probs_diff_mean_step,deepseek1.5b_sync_8gpu_clip0.1_lr1e-5-training/rollout_probs_diff_mean_step,deepseek1.5b_fa_partial_8gpu_cosine_lr1e-5-training/rollout_probs_diff_mean_step,deepseek1.5b_sync_8gpu_cosine_lr1e-5-training/rollout_probs_diff_mean_step,deepseek1.5b_fa_partial_8gpu_lr5e-6-training/rollout_probs_diff_mean_step,deepseek1.5b_sync_8gpu_lr5e-6-training/rollout_probs_diff_mean_step,deepseek1.5b_fa_partial_8gpu_ent0.01_lr1e-5-training/rollout_probs_diff_mean_step,deepseek1.5b_sync_8gpu_ent0.01_lr1e-5-training/rollout_probs_diff_mean_step,deepseek1.5b_fa_partial_lr1e-6-training/rollout_probs_diff_mean_step,deepseek1.5b_fa_partial_lr1e-5-training/rollout_probs_diff_mean_step,deepseek1.5b_sync_lr1e-5-training/rollout_probs_diff_mean_step,deepseek1.5b_sync_lr1e-6-training/rollout_probs_diff_mean_step
169,0.0026630752254277468,0.002276103012263775,0,0.002529899124056101,0,0.0025934563018381596,0,3.4628882872311806e-08,0,0,0.002387102460488677,0.002831455785781145
170,0.0027287923730909824,0.002454046392813325,0,0.0026069956365972757,0,0.002669843379408121,0,3.7185856172072824e-08,0,0,0.0025004777126014233,0.0030403477139770985
171,0.002647259272634983,0.0024349763989448547,0,0.002569429809227586,0,0.002634691772982478,0,3.7316532086606464e-08,0,0,0.0024161278270184994,0.0027804861310869455
172,0.002676304429769516,0.002381222555413842,0,0.0026001306250691414,0,0.002578898798674345,0,3.929535097313419e-08,0,0,0.0024288564454764128,0.0028865188360214233
173,0.0027214973233640194,0.002335758414119482,0,0.0025656253565102816,0,0.002655650954693556,0,4.3988030995478766e-08,0,0,0.002376616233959794,0.002904080785810947
174,0.002645795699208975,0.0022651173640042543,0,0.002501710085198283,0,0.002601445419713855,0,4.0020978531174485e-08,0,0,0.0023531720507889986,0.0027627735398709774
175,0.002708003856241703,0.00227686227299273,0,0.002599698957055807,0,0.0026961369439959526,0,3.9747991564809126e-08,0,0,0.0024454407393932343,0.002800484886392951
176,0.002765123965218663,0.0022817160934209824,0,0.002604866400361061,0,0.002667373279109597,0,4.499151629033804e-08,0,0,0.0024488007184118032,0.0029146478045731783
177,0.002759220777079463,0.002224329626187682,0,0.002645296510308981,0,0.0026351790875196457,0,4.4492438178167504e-08,0,0,0.0024399547837674618,0.0028045917861163616
178,0.002654086099937558,0.0022561929654330015,0,0.002534193219617009,0,0.002591061871498823,0,4.508934381419749e-08,0,0,0.002366121858358383,0.002722891978919506
179,0.0026315362192690372,0.002259249798953533,0,0.0025305936578661203,0,0.002522485563531518,0,4.5411660209992994e-08,0,0,0.0023291055113077164,0.002660180674865842
180,0.002565418835729361,0.002144896425306797,0,0.0025529200211167336,0,0.0025297184474766254,0,4.9877595387215485e-08,0,0,0.002369506983086467,0.0026579280383884907
181,0.0027025260496884584,0.0020913134794682264,0,0.002664353000000119,0,0.0026960563845932484,0,4.800727992915199e-08,0,0,0.0024698912166059017,0.002826287178322673
182,0.002620910294353962,0.002120045945048332,0,0.0025011140387505293,0,0.0025704733561724424,0,5.465505026336359e-08,0,0,0.0023424874525517225,0.0027495794929564
183,0.0026418522465974092,0.0020536412484943867,0,0.002511795610189438,0,0.0025775954127311707,0,5.94967239919697e-08,0,0,0.002355625154450536,0.0027729079592972994
184,0.00261980970390141,0.00201347260735929,0,0.002555414568632841,0,0.0025559652131050825,0,5.21003045150792e-08,0,0,0.002326826099306345,0.0027830488979816437
185,0.002693324815481901,0.00204774783924222,0,0.002603048924356699,0,0.0026692699175328016,0,6.71800677309875e-08,0,0,0.0024263672530651093,0.002687562722712755
186,0.002580807311460376,0.0019916894380003214,0,0.0025778571143746376,0,0.0026037958450615406,0,6.479002223613861e-08,0,0,0.0023732194676995277,0.0027743433602154255
187,0.0027497780974954367,0.0019054486183449624,0,0.0026234972756356,0,0.002582317916676402,0,7.43759756005602e-08,0,0,0.002432572655379772,0.0027828917372971773
188,0.0026739821769297123,0.002006248338147998,0,0.002572284545749426,0,0.002616293029859662,0,6.937860774769433e-08,0,0,0.0023885215632617474,0.0027276326436549425
189,0.00257703079842031,0.0020194195676594973,0,0.002491569612175226,0,0.0024953093379735947,0,6.516286532587402e-08,0,0,0.0022507989779114723,0.002582209650427103
190,0.0026583888102322817,0.00201960327103734,0,0.0025906364899128675,0,0.0026559450197964907,0,8.044643351468039e-08,0,0,0.002374377567321062,0.002702940721064806
191,0.002630226546898484,0.0019403595943003893,0,0.0025289200711995363,0,0.0025272774510085583,0,7.748840857857432e-08,0,0,0.002401950303465128,0.0026072710752487183
192,0.002525821328163147,0.0019536821637302637,0,0.002500790636986494,0,0.002516830340027809,0,8.594426503805154e-08,0,0,0.002321388339623809,0.0026098359376192093
193,0.0025952376890927553,0.0020317418966442347,0,0.002532131038606167,0,0.002575088059529662,0,8.24786496878005e-08,0,0,0.0023369647096842527,0.0026929141022264957
194,0.002591579221189022,0.0019389763474464417,0,0.0025102407671511173,0,0.002543243113905191,0,8.683226582206771e-08,0,0,0.0023622752632945776,0.0026133335195481777
195,0.0026445139665156603,0.001915931818075478,0,0.0026134762447327375,0,0.002611832693219185,0,1.0510443360089995e-07,0,0,0.002393582835793495,0.0027576670981943607
196,0.0025990228168666363,0.001871149055659771,0,0.0025226089637726545,0,0.0025658963713794947,0,1.1113350240066211e-07,0,0,0.0023554733488708735,0.002611755160614848
197,0.002570514800027013,0.0018908627098426225,0,0.002565582050010562,0,0.0024918531998991966,0,1.2037723706725956e-07,0,0,0.0022605687845498323,0.0026055723428726196
198,0.0025677522644400597,0.0019018278690055013,0,0.0025382291059941053,0,0.0025483164936304092,0,1.347518150396354e-07,0,0,0.0023374459706246853,0.002618969650939107
199,0.00246807630173862,0.0018610863480716944,0,0.002459881128743291,0,0.002478979993611574,0,1.503954081272241e-07,0,0,0.002255271188914776,0.0024976155254989862
200,0.0025572062004357576,0.001876105205155909,0,0.0026016614865511656,0,0.0025862243492156267,0,1.844799584205248e-07,0,0,0.0022954861633479595,0.002660198602825403
201,0.0024457802064716816,0.0018136195139959457,0,0.0024446798488497734,0,0.002400551689788699,0,1.905560935711037e-07,0,0,0.0022204311098903418,0.002403039950877428
202,0.002599838888272643,0.0019129161955788732,0,0.002554244128987193,0,0.00263300072401762,0,1.9377998228264914e-07,0,0,0.0023639719001948833,0.002609849441796541
203,0.002672917675226927,0.001768939313478768,0,0.0026030633598566055,0,0.002668627304956317,0,2.0465360250909725e-07,0,0,0.002390321344137192,0.0027958303689956665
204,0.00261448766104877,0.0017792684957385063,0,0.0025668011512607336,0,0.002585704904049635,0,2.944812251826079e-07,0,0,0.002380488906055689,0.0027156618889421225
205,0.002649331232532859,0.0017861212836578488,0,0.0025876022409647703,0,0.002640779362991452,0,2.2663593313154706e-07,0,0,0.0023648252245038748,0.002737713512033224
206,0.00252403412014246,0.0017705342033877969,0,0.0025422072503715754,0,0.0025337848346680403,0,2.1522284043840045e-07,0,0,0.0022929124534130096,0.002627723151817918
207,0.0026235347613692284,0.001726996386423707,0,0.002562503097578883,0,0.002619751961901784,0,1.4495724087737474e-07,0,0,0.002308581490069628,0.00265890103764832
208,0.002608081791549921,0.0018405105220153928,0,0.0025960132479667664,0,0.0025948795955628157,0,2.18554504272106e-07,0,0,0.0023625590838491917,0.0027032315265387297
209,0.002682515885680914,0.0017065780702978373,0,0.0026142203714698553,0,0.00267948885448277,0,2.1737550071065925e-07,0,0,0.0024164130445569754,0.002709892811253667
210,0.002564806956797838,0.0017287859227508309,0,0.0025206240825355053,0,0.0024883896112442017,0,2.806061729643261e-07,0,0,0.0023356378078460693,0.002569013275206089
211,0.0026210788637399673,0.0017416925402358174,0,0.002536422805860638,0,0.0025751679204404354,0,2.03827553946212e-07,0,0,0.0023426238913089037,0.002623148960992694
212,0.002651270478963852,0.0017435471527278423,0,0.0025369294453412294,0,0.00262494315393269,0,2.900858078191959e-07,0,0,0.0023377041798084974,0.0026139463298022747
213,0.0024626983795315027,0.001703409245237708,0,0.0024926899932324886,0,0.002534984145313502,0,2.449500584589259e-07,0,0,0.002228231867775321,0.002511244034394622
214,0.002562481677159667,0.001687502954155207,0,0.0024939558934420347,0,0.0025146203115582466,0,1.8466941753558785e-07,0,0,0.0022836183197796345,0.002509371843189001
215,0.0025757101830095053,0.001669543911702931,0,0.0025858161970973015,0,0.002621008083224297,0,1.431693021913816e-07,0,0,0.0023398406337946653,0.002628528513014317
216,0.002548071788623929,0.0016811066307127476,0,0.0025637790095061064,0,0.0025951419956982136,0,1.4775476131489998e-07,0,0,0.0023277855943888426,0.0025231007020920515
217,0.002575735794380307,0.0016974336467683315,0,0.002543410984799266,0,0.002597921062260866,0,1.465018044655153e-07,0,0,0.0023950953036546707,0.002617500489577651
218,0.0026604747399687767,0.0017203777097165585,0,0.0025831495877355337,0,0.0027086837217211723,0,1.9832218356441444e-07,0,0,0.0024083941243588924,0.002626212080940604
219,0.002566987881436944,0.0016717518446967006,0,0.0024968269281089306,0,0.0026205528993159533,0,1.4621029720274237e-07,0,0,0.00227568531408906,0.002521038753911853
220,0.0026063013356179,0.0017450022278353572,0,0.0025225775316357613,0,0.0025886523071676493,0,1.597271790387822e-07,0,0,0.002363889943808317,0.002560399007052183
221,0.0025966251268982887,0.0016891099512577057,0,0.0025122342631220818,0,0.002630752045661211,0,1.7600757473701378e-07,0,0,0.002302397508174181,0.0025072963908314705
222,0.002534324070438742,0.0017720649484544992,0,0.0024788600858300924,0,0.002552554477006197,0,1.742193092013622e-07,0,0,0.002256028586998582,0.0024673370644450188
223,0.002533986931666732,0.001672449754551053,0,0.0025187621358782053,0,0.0025882443878799677,0,1.922809786947255e-07,0,0,0.002348138252273202,0.0025306574534624815
224,0.002573060104623437,0.0016621225513517857,0,0.002532919170334935,0,0.002602672902867198,0,2.675953396646946e-07,0,0,0.002263941336423158,0.00259505701251328
225,0.0025919845793396235,0.0017359575722366571,0,0.002502771094441414,0,0.0026115369983017445,0,2.136327594826071e-07,0,0,0.0023256861604750156,0.0025741334538906813
226,0.002510353922843933,0.0017118913820013404,0,0.0025784687604755163,0,0.0026272316463291645,0,2.5494890110167034e-07,0,0,0.002341887215152383,0.00254660053178668
227,0.002527083968743682,0.001776543795131147,0,0.002466831123456359,0,0.002577289007604122,0,2.379054393486513e-07,0,0,0.002259584376588464,0.0025508312974125147
228,0.002575921826064586,0.0017355016898363829,0,0.0024988632649183273,0,0.0025913959834724665,0,2.948033852590015e-07,0,0,0.002308324445039034,0.002541369292885065
229,0.002522548660635948,0.0018161333864554765,0,0.0024892811197787523,0,0.0026181908324360847,0,2.8496958748291945e-07,0,0,0.002281184773892164,0.0025199996307492256
230,0.002501050708815455,0.0017649470828473568,0,0.0025527365505695343,0,0.0026025089900940657,0,2.4135530907187785e-07,0,0,0.0023403712548315525,0.002548337448388338
231,0.0026292158290743828,0.0017431738087907434,0,0.0025913300924003124,0,0.0026830174028873444,0,3.314316074920498e-07,0,0,0.0023462551180273294,0.002687310567125678
232,0.00262311240658164,0.0017207649070769548,0,0.002578361891210079,0,0.0026989870239049196,0,3.402765003102104e-07,0,0,0.0023534009233117104,0.0026020286604762077
233,0.0025129548739641905,0.001750849187374115,0,0.0025352081283926964,0,0.002589382231235504,0,2.880327940602001e-07,0,0,0.00226408033631742,0.002463391749188304
234,0.0026149419136345387,0.0017840706277638674,0,0.0025971196591854095,0,0.0026942305266857147,0,2.815699531311111e-07,0,0,0.002386166946962476,0.0025555407628417015
235,0.0025883971247822046,0.0016930648125708103,0,0.002602784661576152,0,0.0026391050778329372,0,2.5892677513184026e-07,0,0,0.0023045919369906187,0.0025119564961642027
236,0.002399214776232838,0.0016673485515639186,0,0.0024739527143538,0,0.002522428287193179,0,2.883788567942247e-07,0,0,0.0023017546627670527,0.0025193742476403713
237,0.00250292127020657,0.0017333236755803227,0,0.0025473320856690407,0,0.00256305281072855,0,2.765127931070311e-07,0,0,0.0022882053162902594,0.00245153484866023
238,0.00253214780241251,0.0016992674209177494,0,0.0025214129127562046,0,0.002635739510878921,0,2.598958417365793e-07,0,0,0.002299879677593708,0.002529334742575884
239,0.002518795430660248,0.0017262186156585813,0,0.002613177988678217,0,0.002667417749762535,0,2.606140583338856e-07,0,0,0.0023035916965454817,0.0025103322695940733
240,0.0025552965234965086,0.0017240308225154877,0,0.00253496877849102,0,0.002628725254908204,0,2.537147167913645e-07,0,0,0.002294558100402355,0.0025495265144854784
241,0.0024307805579155684,0.0016543270321562886,0,0.0024949810467660427,0,0.002539216773584485,0,3.151767486997415e-07,0,0,0.002166103571653366,0.0024338848888874054
242,0.0025269710458815098,0.001656608423218131,0,0.00248234486207366,0,0.0026038968935608864,0,3.1359556373899977e-07,0,0,0.0022278977558016777,0.002398942830041051
243,0.0026325262151658535,0.0017093808855861423,0,0.002544039860367775,0,0.002644855063408613,0,3.1405735967382503e-07,0,0,0.0022932065185159445,0.00249563530087471
244,0.002530959900468588,0.0016060839407145977,0,0.0024816426448524,0,0.002553241793066263,0,3.4015820915556105e-07,0,0,0.0021721560042351484,0.002398343291133642
245,0.0025234760250896215,0.0016324834432452915,0,0.002530039520934224,0,0.002563242567703128,0,2.950359601072705e-07,0,0,0.0022444918286055326,0.0024821541737765074
246,0.002493675099685788,0.0017836833139881492,0,0.0025259307585656643,0,0.0025764633901417255,0,3.0448046572928433e-07,0,0,0.0022485069930553436,0.0024861868005245924
247,0.002542988397181034,0.001645479816943407,0,0.002513608429580927,0,0.0025809211656451225,0,3.663650431917631e-07,0,0,0.002207523677498102,0.002472094260156154
248,0.002552330028265714,0.0016558518400415778,0,0.0024975610431283712,0,0.0025907992385327816,0,3.5979016388409946e-07,0,0,0.00222799857147038,0.0024867388419806957
249,0.0025990246795117855,0.001702094916254282,0,0.002558951498940587,0,0.002618575468659401,0,3.109674082679703e-07,0,0,0.002270890399813652,0.0025977676268666983
250,0.002619990613311529,0.0016824034973978996,0,0.002594711259007454,0,0.00263835652731359,0,3.5897389238925825e-07,0,0,0.0022841107565909624,0.002598715014755726
251,0.002441223245114088,0.001696359715424478,0,0.002460339805111289,0,0.0024928199127316475,0,3.467745273155743e-07,0,0,0.00211707572452724,0.0025332749355584383
252,0.002562805311754346,0.0016287132166326046,0,0.002588858362287283,0,0.0026378186885267496,0,3.408820532513346e-07,0,0,0.0022505507804453373,0.0025088919792324305
253,0.0025557689368724823,0.0016274201916530728,0,0.002572369994595647,0,0.0026495158672332764,0,3.660706795471924e-07,0,0,0.0022451591212302446,0.002627077279612422
254,0.0025878846645355225,0.001556695206090808,0,0.0026064638514071703,0,0.002612943993881345,0,3.6389718616192113e-07,0,0,0.002247157972306013,0.0025942083448171616
255,0.0025724435690790415,0.0016170692397281528,0,0.002558063482865691,0,0.0026734706480056047,0,3.376570987256855e-07,0,0,0.0022203184198588133,0.0026749842800199986
256,0.002507289871573448,0.001592233427800238,0,0.002538367873057723,0,0.002558085136115551,0,3.865222879539943e-07,0,0,0.0021729464642703533,0.002524907933548093
257,0.0025408221408724785,0.001549611217342317,0,0.002583890687674284,0,0.002627602545544505,0,2.761637745152257e-07,0,0,0.0021667631808668375,0.0026740578468889
258,0.002472303807735443,0.001536427647806704,0,0.002481029136106372,0,0.002565121976658702,0,3.401311232664739e-07,0,0,0.0021269451826810837,0.0024306392297148705
259,0.00257388805039227,0.0015748655423521996,0,0.0026305571664124727,0,0.0026518176309764385,0,3.455924115769449e-07,0,0,0.002224813913926482,0.002639248501509428
260,0.0026022009551525116,0.0014514342183247209,0,0.002580060623586178,0,0.002660270780324936,0,3.071325807013636e-07,0,0,0.002214862732216716,0.0025153434835374355
261,0.0024963885080069304,0.0015236370963975787,0,0.0025546527467668056,0,0.0025612583849579096,0,2.643645871103218e-07,0,0,0.0021895996760576963,0.002548533491790294
262,0.002413847716525197,0.0015350546455010772,0,0.002459677867591381,0,0.0024972623214125633,0,3.100961976088002e-07,0,0,0.002056738128885627,0.0024672846775501966
263,0.0024283374659717083,0.001491532544605434,0,0.0025302337016910315,0,0.002578429412096739,0,2.940659840078297e-07,0,0,0.0021599126048386097,0.0024781611282378435
264,0.0024931232910603285,0.001529434695839882,0,0.0025540050119161606,0,0.002608057344332338,0,3.383659077371704e-07,0,0,0.002183204982429743,0.0025675338692963123
265,0.0024892971850931644,0.0014801271026954057,0,0.0025333166122436523,0,0.0025276457890868187,0,3.257220839714137e-07,0,0,0.0021575416903942823,0.0025579435750842094
266,0.002469786908477545,0.001462826388888061,0,0.002503057708963752,0,0.0026132483035326004,0,3.287804872798006e-07,0,0,0.002175142988562584,0.002521228976547718
267,0.0024818081874400377,0.001362064853310585,0,0.0024885665625333786,0,0.002605765126645565,0,4.396649728732882e-07,0,0,0.0021067142952233553,0.0025931657291948795
268,0.0024610653053969145,0.0013492486905306578,0,0.002569399308413267,0,0.002574122278019786,0,4.7132516556303017e-07,0,0,0.0021758873481303453,0.0026278544683009386
269,0.0024966008495539427,0.0012850455241277814,0,0.0025327475741505623,0,0.0026451090816408396,0,4.302460467897618e-07,0,0,0.002170687774196267,0.0025936842430382967
270,0.002456249902024865,0.0013212658232077956,0,0.0025144251994788647,0,0.002646748209372163,0,4.131273669827351e-07,0,0,0.0021202878560870886,0.002455217530950904
271,0.002511307131499052,0.001288407016545534,0,0.0025509437546133995,0,0.0026798166800290346,0,4.4012952571392816e-07,0,0,0.0021761993411928415,0.0026488695293664932
272,0.002430638996884227,0.001305238576605916,0,0.0025040965992957354,0,0.002589189214631915,0,5.051018092672166e-07,0,0,0.002121405443176627,0.0025680530816316605
273,0.002510741585865617,0.0012256785994395614,0,0.0025601533707231283,0,0.0026311243418604136,0,4.63680152051893e-07,0,0,0.0020616482943296432,0.0025817975401878357
274,0.0025919321924448013,0.0011974405497312546,0,0.0026665267068892717,0,0.002684539183974266,0,3.977876588123763e-07,0,0,0.002165182027965784,0.002653410425409674
275,0.002431777073070407,0.001107970136217773,0,0.002519853413105011,0,0.00252154772169888,0,4.4668760779131844e-07,0,0,0.002043428597971797,0.0025452168192714453
276,0.002509635640308261,0.0011206807103008032,0,0.002497727517038584,0,0.0026153346989303827,0,4.7181163154164096e-07,0,0,0.0021049620117992163,0.00252171722240746
277,0.0024732383899390697,0.001074509578756988,0,0.002572827972471714,0,0.002562026958912611,0,3.929674505798175e-07,0,0,0.0021191458217799664,0.0026250709779560566
278,0.0024732493329793215,0.001019960269331932,0,0.0025349725037813187,0,0.002542038215324282,0,4.778352717949019e-07,0,0,0.002095520729199052,0.002565831644460559
279,0.0024290853179991245,0.0010714783566072583,0,0.0025253223720937967,0,0.002571924356743694,0,4.894347966910573e-07,0,0,0.002058797050267458,0.0025148941203951836
280,0.0026085071731358767,0.0010880156187340615,0,0.002604531589895487,0,0.0026749817188829184,0,3.931451431071764e-07,0,0,0.0021975855343043804,0.002703725127503276
281,0.0025782061275094748,0.0009791248012334108,0,0.0026180341374129057,0,0.0026442070957273245,0,4.1966316643993196e-07,0,0,0.002101657679304481,0.0025459458120167255
282,0.002472240710631013,0.001009684638120234,0,0.0025062200147658587,0,0.002547378884628415,0,5.615310669782048e-07,0,0,0.0020728264935314655,0.00254396116361022
283,0.002493226435035467,0.0010494198650121689,0,0.0025696465745568275,0,0.002547498093917966,0,4.616575779436971e-07,0,0,0.002130518201738596,0.002452162327244878
284,0.0023809485137462616,0.000974585476797074,0,0.002439177595078945,0,0.002482010517269373,0,4.135530673465837e-07,0,0,0.0020719601307064295,0.00252350396476686
285,0.00242828787304461,0.0009572529816068708,0,0.002538297325372696,0,0.002579181222245097,0,5.286419195726921e-07,0,0,0.002099348232150078,0.0024953060783445835
286,0.0024847330059856176,0.0009799879044294355,0,0.0024976320564746857,0,0.002556079532951117,0,4.52376156090395e-07,0,0,0.002151808002963662,0.0025190638843923807
287,0.0024325696285814047,0.0009460618603043258,0,0.0024969850201159716,0,0.002585404785349965,0,5.634572630697221e-07,0,0,0.0021387110464274883,0.0025077378377318382
288,0.002539445413276553,0.0009117473964579404,0,0.002573810052126646,0,0.0026943052653223276,0,4.794213737113751e-07,0,0,0.002129585947841406,0.00248823594301939
289,0.0024231497664004564,0.0009049424552358688,0,0.0024751294404268265,0,0.0024922883603721857,0,4.4008689314978255e-07,0,0,0.002050903858616948,0.00248272018507123
290,0.0024341950193047523,0.0008704420761205256,0,0.0025251093320548534,0,0.0025061476044356823,0,5.426125539997884e-07,0,0,0.002078437944874167,0.0025080698542296886
291,0.0024708998389542103,0.0008353673620149493,0,0.00247055827639997,0,0.0025362565647810698,0,4.4087894934818905e-07,0,0,0.002068097935989499,0.0025828310754150152
292,0.002491989638656378,0.000804512354079634,0,0.0025295198429375887,0,0.0025741555728018284,0,4.2326308857809636e-07,0,0,0.0020242882892489433,0.0025818755384534597
293,0.0025739322882145643,0.0007719557033851743,0,0.002638047793880105,0,0.002709700958803296,0,5.4226518386713e-07,0,0,0.0022110731806606054,0.0026615234091877937
294,0.0025008029770106077,0.0008063779678195715,0,0.002544074086472392,0,0.002532542683184147,0,5.855417271050101e-07,0,0,0.0021058060228824615,0.0025717855896800756
295,0.002554005244746804,0.0007810628158040345,0,0.0025324923917651176,0,0.002571991877630353,0,5.693978550880274e-07,0,0,0.0020469871815294027,0.0025397436693310738
296,0.002448235871270299,0.0008123248699121177,0,0.0025360349100083113,0,0.002496632980182767,0,5.057184466750186e-07,0,0,0.002028268063440919,0.0025081930216401815
297,0.0025134189054369926,0.0008046964649111032,0,0.00247719488106668,0,0.002593797165900469,0,5.674861540683196e-07,0,0,0.0021328460425138474,0.0024913791567087173
298,0.0024867441970855,0.0007753106183372438,0,0.002533172955736518,0,0.002494472311809659,0,5.436152150650742e-07,0,0,0.002079427009448409,0.0024987729266285896
299,0.002550012432038784,0.0007599671371281147,0,0.002568288240581751,0,0.002553013153374195,0,5.997177936478693e-07,0,0,0.00210078083910048,0.0024596406146883965
300,0.0024618387687951326,0.0007764928741380572,0,0.002494905376806855,0,0.0024582804180681705,0,5.998589927003195e-07,0,0,0.002062968909740448,0.0024555358104407787
