step,deepseek1.5b_sync_8gpu_advvar_ent_lr1e-5-critic/returns/mean_step,deepseek1.5b_sync_8gpu_ent0.1_lr1e-5-critic/returns/mean_step,deepseek1.5b_sync_8gpu_ent0.001_lr1e-5-critic/returns/mean_step,deepseek1.5b_sync_8gpu_cosine_floor_lr1e-5-critic/returns/mean_step,deepseek1.5b_sync_8gpu_cosine_ent0.01_lr1e-5-critic/returns/mean_step
267,-0.04013563692569733,0,-0.02841820940375328,-0.044035907834768295,-0.00032733575790189207
268,-0.043144918978214264,0,-0.03417050838470459,-0.04035939276218414,-0.0011782195651903749
269,-0.04390193521976471,0,-0.02340169996023178,-0.047193095088005066,-0.0017690873937681315
270,-0.050591014325618744,-0.04839220270514488,-0.047681812196969986,-0.05953744053840637,-0.0015728108119219542
271,-0.036152567714452744,-0.09404037892818452,-0.0384659580886364,-0.05434701591730118,-0.0015023235464468598
272,-0.03137356787919998,-0.04011424258351326,-0.03787275403738022,-0.06006884202361107,-0.0018395186634734273
273,-0.03199111297726631,-0.017861515283584595,-0.026171449571847916,-0.042939815670251846,-0.0004633362405002117
274,-0.03697950765490532,-0.01861478202044964,-0.03547728434205055,-0.05577130615711212,-0.0008946313173510134
275,-0.033920254558324814,-0.028525900095701218,-0.03988479822874069,-0.06091144308447838,-0.0002718026516959071
276,-0.05885642394423485,-0.017944958060979843,-0.029473790898919106,-0.06757477670907974,-0.0009373131906613708
277,-0.04286311194300651,-0.00716185849159956,-0.035095036029815674,-0.05558677017688751,-0.002509545534849167
278,-0.03874317184090614,-0.006036544684320688,-0.03634103387594223,-0.04717143625020981,-0.002398717449977994
279,-0.03384724259376526,-0.0040879701264202595,-0.037016768008470535,-0.046444814652204514,-0.001194384414702654
280,-0.03205341473221779,-0.001067995559424162,-0.023445406928658485,-0.0592963844537735,-0.0010326100746169686
281,-0.039391644299030304,-0.0009444132447242736,-0.049262452870607376,-0.0430678129196167,-0.0016422460321336985
282,-0.03716036304831505,-0.0002851403260137886,-0.03287889063358307,-0.055971235036849976,-0.0007220691768452525
283,-0.04268833622336387,-0.0008659834857098758,-0.039319153875112534,-0.0542861707508564,-0.001218415331095457
284,-0.02673941850662231,-0.0090906647965312,-0.03416135162115097,-0.05880273133516312,-0.0004864520742557943
285,-0.03775391727685928,-0.018990565091371536,-0.033228207379579544,-0.054634567350149155,-0.00014060836110729724
286,-0.035660065710544586,-0.010312206111848354,-0.025476818904280663,-0.061896249651908875,-0.001053965650498867
287,-0.05499207228422165,-0.008477048948407173,-0.03139427676796913,-0.04984033852815628,-0.0017184352036565542
288,-0.04142685607075691,-0.011422375217080116,-0.022497382014989853,-0.05175571143627167,-0.0006491156527772546
289,-0.034002162516117096,-0.012072213925421238,-0.018453627824783325,-0.04658115282654762,-0.0010961868101730945
290,-0.04381970316171646,-0.007368151098489761,-0.013105199672281742,-0.05930901318788528,-0.0017613694071769714
291,-0.02672136388719082,-0.00899659562855959,-0.025895550847053528,-0.06037797033786774,-0.0005179093568585813
292,-0.04573526978492737,-0.009639090858399868,-0.028105353936553,-0.0467955619096756,-0.0007085284451022744
293,-0.03415976092219353,-0.00857948511838913,-0.022417590022087097,-0.029756121337413788,-0.0012395789381116629
294,-0.03709157556295395,-0.008450442925095558,-0.029809165745973587,-0.05993342399597168,-0.0018552110996097328
295,-0.03354142978787422,-0.004642589949071407,-0.037007205188274384,-0.0564531534910202,-0.0004086368717253208
296,-0.04412650316953659,-0.0023024859838187695,-0.04554908350110054,-0.07496953755617142,-0.0020816060714423656
297,-0.05356147512793541,-0.0029106666333973408,-0.04091046378016472,-0.050808459520339966,-0.0013819116866216063
298,-0.04600239917635918,-0.003342495299875736,-0.023797977715730667,-0.03595791757106781,-0.0014810675056651237
299,-0.04226300120353699,-0.005852564703673124,-0.031094208359718323,-0.051391515880823135,-0.00044623404392041266
300,-0.04487442970275879,-0.0044784522615373135,-0.03847526386380195,-0.05428813025355339,-0.0011187373893335462
