step,deepseek1.5b_sync_8gpu_advvar_ent_lr1e-5-critic/rewards/mean_step,deepseek1.5b_sync_8gpu_ent0.1_lr1e-5-critic/rewards/mean_step,deepseek1.5b_sync_8gpu_ent0.001_lr1e-5-critic/rewards/mean_step,deepseek1.5b_sync_8gpu_cosine_floor_lr1e-5-critic/rewards/mean_step,deepseek1.5b_sync_8gpu_cosine_ent0.01_lr1e-5-critic/rewards/mean_step
279,-0.01885843276977539,-1.00008225440979,-0.0027523040771484375,0.14478564262390137,-1.0000104904174805
280,-0.2179837226867676,-1.0000128746032717,-0.17219924926757812,-0.0921473503112793,-1.00001859664917
281,-0.12038397789001463,-1.0000240802764893,-0.1259634494781494,0.02754521369934082,-1.000017166137695
282,0.09728169441223145,-1.0000126361846924,0.11207079887390135,0.18513894081115723,-1.0000126361846924
283,-0.04624176025390625,-1.0000252723693848,-0.014682531356811523,0.09244680404663086,-1.0000147819519043
284,0.02424335479736328,-1.0001859664916992,-0.025666475296020508,0.05867767333984375,-1.0000195503234863
285,0.010586023330688477,-1.0004029273986816,0.05301856994628906,0.15578103065490723,-1.0000154972076416
286,-0.22011590003967285,-1.000248670578003,-0.12790274620056152,-0.016767501831054688,-1.0000193119049072
287,-0.11640310287475586,-1.0002832412719729,-0.13876986503601074,0.0677797794342041,-1.0000107288360596
288,-0.04034543037414551,-1.0003480911254885,-0.05692028999328613,0.10465097427368164,-1.000006914138794
289,-0.06362605094909668,-1.000483512878418,-0.024024248123168945,0.05538797378540039,-1.0000081062316897
290,-0.10070323944091795,-1.000396490097046,-0.08232688903808594,0.030584096908569336,-1.0000154972076416
291,-0.030474185943603516,-1.000316858291626,0.03608155250549317,0.13168764114379883,-1.0000081062316897
292,-0.0549776554107666,-1.000521183013916,-0.037731170654296875,0.05225539207458496,-1.000009298324585
293,-0.14715838432312012,-1.0005598068237305,-0.08148002624511719,-0.02380895614624023,-1.0000314712524414
294,-0.07974576950073242,-1.0006394386291504,-0.09677338600158691,0.02960348129272461,-1.0000154972076416
295,0.011937379837036133,-1.0004758834838867,0.06843042373657227,0.1035003662109375,-1.0000112056732178
296,-0.07639408111572266,-1.0001683235168457,-0.053429365158081055,0.05665779113769531,-1.0000321865081787
297,-0.11367630958557128,-1.0002667903900146,-0.11026811599731444,0.007811069488525391,-1.0000176429748535
298,-0.0408935546875,-1.0003750324249268,-0.07559895515441895,0.12864351272583008,-1.000011682510376
299,0.013798236846923828,-1.000922441482544,0.004380464553833008,0.16245651245117188,-1.000007390975952
300,-0.08289933204650879,-1.0006797313690186,-0.04776906967163086,0.10292983055114746,-1.000023365020752
