step,deepseek1.5b_sync_8gpu_sigfrac_cfixed_lr1.25e-5_alpha_shuffled_seed1-actor/entropy_step,deepseek1.5b_sync_8gpu_sigfrac_cfixed_lr1.25e-5_alpha_shuffled_seed0-actor/entropy_step,deepseek1.5b_sync_8gpu_sigfrac_cfixed_lr1.25e-5_alpha_shuffled_seed42-actor/entropy_step,deepseek1.5b_sync_8gpu_matched_alpha_3.10e-6_seed1-actor/entropy_step,deepseek1.5b_sync_8gpu_matched_alpha_3.10e-6_seed0-actor/entropy_step,deepseek1.5b_sync_8gpu_matched_alpha_3.10e-6_seed42-actor/entropy_step
242,0.3311850130558014,0.28233054280281067,0.7367876172065735,0.21346145868301392,0.489363431930542,0.4527301490306854
243,0.32986652851104736,0.2810634672641754,0.7978066802024841,0.2200486958026886,0.4990604817867279,0.48074135184288025
244,0.32741600275039673,0.2658432126045227,0.7536179423332214,0.22445932030677795,0.4918496608734131,0.46098747849464417
245,0.3416295051574707,0.260160893201828,0.7550003528594971,0.2423586547374725,0.4961630403995514,0.47073033452034
246,0.3362469971179962,0.2458428293466568,0.7656577825546265,0.2436016947031021,0.5028231739997864,0.4718756079673767
247,0.33241695165634155,0.24565665423870087,0.7501622438430786,0.24927787482738495,0.5222768187522888,0.4676423668861389
248,0.33264875411987305,0.23276907205581665,0.7388999462127686,0.25185784697532654,0.5094759464263916,0.4634915590286255
249,0.35108229517936707,0.2269604504108429,0.7827526330947876,0.2711198031902313,0.528363049030304,0.4942036867141723
250,0.32036644220352173,0.206037700176239,0.7855377793312073,0.25288093090057373,0.5158244967460632,0.5033021569252014
251,0.335676908493042,0.19597278535366056,0.738440752029419,0.2685970067977905,0.5172649025917053,0.4772109389305115
252,0.32424163818359375,0.18485622107982635,0.7778089046478271,0.2588774859905243,0.5059294700622559,0.5024619698524475
253,0.320374071598053,0.18134842813014984,0.7851858735084534,0.2621723413467407,0.4978075325489044,0.5052329301834106
254,0.34382522106170654,0.1843472570180893,0.7792857885360718,0.2827445864677429,0.5123599171638489,0.5146774649620056
255,0.32647383213043213,0.18189263343811035,0.7702550292015076,0.2656848132610321,0.5447660088539124,0.511920690536499
256,0.33086177706718445,0.1663137525320053,0.7644814848899841,0.264441579580307,0.5153396725654602,0.5103310346603394
257,0.3287474513053894,0.16691361367702484,0.7628673911094666,0.26504281163215637,0.5276737809181213,0.5122608542442322
258,0.33054986596107483,0.1499350368976593,0.7622805237770081,0.25177091360092163,0.4976048767566681,0.5240450501441956
259,0.33513766527175903,0.14654074609279633,0.7851030230522156,0.2522120475769043,0.49248918890953064,0.5438210368156433
260,0.343380868434906,0.14851920306682587,0.7918156981468201,0.24392876029014587,0.5063155293464661,0.5616563558578491
261,0.33832547068595886,0.13838504254817963,0.762586772441864,0.24723955988883972,0.4867256283760071,0.5404824614524841
262,0.3435914218425751,0.14450187981128693,0.7225623726844788,0.2385919839143753,0.5082186460494995,0.5139195919036865
263,0.31790971755981445,0.14231446385383606,0.7579386830329895,0.21521791815757751,0.5030072331428528,0.5507838129997253
264,0.3344736397266388,0.14301961660385132,0.7508057951927185,0.2266627699136734,0.4951968193054199,0.5369997620582581
265,0.33212441205978394,0.13314931094646454,0.7555034756660461,0.2203572243452072,0.47079190611839294,0.5433167219161987
266,0.33101364970207214,0.141029953956604,0.7645681500434875,0.21961835026741028,0.5167427062988281,0.5534772872924805
267,0.33509111404418945,0.14069148898124695,0.7553390264511108,0.21962910890579224,0.5332719087600708,0.5446812510490417
268,0.3383638560771942,0.1319163739681244,0.7326833009719849,0.21392157673835752,0.5092665553092957,0.5277572870254517
269,0.3398064374923706,0.12620747089385986,0.7808045744895935,0.2157894670963287,0.5134968757629395,0.5496578216552734
270,0.3538326323032379,0.11866552382707596,0.7673524618148804,0.22517813742160797,0.5006027221679688,0.5337943434715271
271,0.35041144490242004,0.1196439415216446,0.7796919345855713,0.224659726023674,0.5174286961555481,0.5421124696731567
272,0.3855033218860626,0.12249840795993804,0.7598822712898254,0.2382471114397049,0.5389456748962402,0.5207219123840332
273,0.3683158755302429,0.11967305839061736,0.7770270109176636,0.2315332144498825,0.5373207330703735,0.5309638381004333
274,0.3501876890659332,0.11949042230844498,0.776519775390625,0.21816042065620425,0.5375316739082336,0.5358346104621887
275,0.3687702715396881,0.11721842736005784,0.7253285050392151,0.22720155119895935,0.5411874055862427,0.5169638991355896
276,0.3724438548088074,0.12279953807592392,0.7478423714637756,0.2211862355470657,0.5539246201515198,0.5419988632202148
277,0.3536497950553894,0.12940439581871033,0.7353925704956055,0.20849597454071045,0.5711987018585205,0.5336413979530334
278,0.3813764452934265,0.12194254249334335,0.7146925926208496,0.220015749335289,0.5342562794685364,0.5223703980445862
279,0.3812873959541321,0.12826383113861084,0.7138628363609314,0.21498318016529083,0.5460571646690369,0.522626519203186
280,0.361384779214859,0.1318456381559372,0.755068838596344,0.200638011097908,0.564231812953949,0.5724266171455383
281,0.3865932524204254,0.13227058947086334,0.7322463393211365,0.20622599124908447,0.5459088683128357,0.5706488490104675
282,0.3756861686706543,0.13954123854637146,0.7022073864936829,0.19740082323551175,0.565544605255127,0.5537601709365845
283,0.3628606796264648,0.14592769742012024,0.7021054625511169,0.1886677443981171,0.581290602684021,0.569828987121582
284,0.35268184542655945,0.1428976207971573,0.6858353614807129,0.18506617844104767,0.5598567128181458,0.5747036337852478
285,0.363334596157074,0.151807501912117,0.696617066860199,0.1867186576128006,0.583490252494812,0.5784392356872559
286,0.3670041561126709,0.1550727337598801,0.706442654132843,0.1823142170906067,0.5727975368499756,0.6126956343650818
287,0.34672367572784424,0.1374906450510025,0.6829155087471008,0.17343741655349731,0.5347381234169006,0.6063041090965271
288,0.34381723403930664,0.14768530428409576,0.700019359588623,0.1727644056081772,0.5877777934074402,0.6182743310928345
289,0.3504541218280792,0.142015740275383,0.6709416508674622,0.17875027656555176,0.5797483921051025,0.5971778631210327
290,0.3602076470851898,0.14139826595783234,0.6742874383926392,0.17982564866542816,0.5905116200447083,0.6131152510643005
291,0.33401432633399963,0.13439200818538666,0.6865212321281433,0.16752706468105316,0.5609934329986572,0.61667799949646
292,0.3403545320034027,0.13848048448562622,0.6992844939231873,0.17102034389972687,0.56081622838974,0.6267788410186768
293,0.3540131747722626,0.14082162082195282,0.6991423964500427,0.18059884011745453,0.572065532207489,0.6235880851745605
294,0.34337636828422546,0.14646659791469574,0.6744363307952881,0.17522601783275604,0.577862024307251,0.6065937280654907
295,0.32644346356391907,0.1463172733783722,0.6844327449798584,0.16018983721733093,0.5661376714706421,0.6093268394470215
296,0.3423088490962982,0.14860355854034424,0.6616020798683167,0.16752800345420835,0.5836208462715149,0.5987920761108398
297,0.3514469563961029,0.14828866720199585,0.6517698168754578,0.16806301474571228,0.5576441884040833,0.5861586928367615
298,0.33333927392959595,0.15329334139823914,0.6453823447227478,0.16309641301631927,0.5646011829376221,0.5905910134315491
299,0.3180943429470062,0.16341903805732727,0.6626634001731873,0.15207883715629578,0.5808828473091125,0.5941176414489746
300,0.3471817076206207,0.16601742804050446,0.6287503242492676,0.16837766766548157,0.5724849104881287,0.5705074071884155
