step,deepseek1.5b_sync_8gpu_sigfrac_cfixed_lr1.25e-5_alpha_shuffled_seed1-actor/lr_step,deepseek1.5b_sync_8gpu_sigfrac_cfixed_lr1.25e-5_alpha_shuffled_seed0-actor/lr_step,deepseek1.5b_sync_8gpu_sigfrac_cfixed_lr1.25e-5_alpha_shuffled_seed42-actor/lr_step,deepseek1.5b_sync_8gpu_matched_alpha_3.10e-6_seed1-actor/lr_step,deepseek1.5b_sync_8gpu_matched_alpha_3.10e-6_seed0-actor/lr_step,deepseek1.5b_sync_8gpu_matched_alpha_3.10e-6_seed42-actor/lr_step
188,2.677775446201783e-06,2.4999999999999998e-06,2.4999999999999998e-06,3.0999999999999995e-06,3.0999999999999995e-06,3.0999999999999995e-06
189,7.0077167249447915e-06,2.4999999999999998e-06,3.135090623971548e-06,3.0999999999999995e-06,3.0999999999999995e-06,3.0999999999999995e-06
190,3.942382339896045e-06,2.4999999999999998e-06,2.4999999999999998e-06,3.0999999999999995e-06,3.0999999999999995e-06,3.0999999999999995e-06
191,2.4999999999999998e-06,2.4999999999999998e-06,2.4999999999999998e-06,3.0999999999999995e-06,3.0999999999999995e-06,3.0999999999999995e-06
192,2.4999999999999998e-06,2.4999999999999998e-06,2.4999999999999998e-06,3.0999999999999995e-06,3.0999999999999995e-06,3.0999999999999995e-06
193,2.632690551772295e-06,2.4999999999999998e-06,2.4999999999999998e-06,3.0999999999999995e-06,3.0999999999999995e-06,3.0999999999999995e-06
194,2.4999999999999998e-06,3.052818075700145e-06,2.4999999999999998e-06,3.0999999999999995e-06,3.0999999999999995e-06,3.0999999999999995e-06
195,2.4999999999999998e-06,2.4999999999999998e-06,3.334431631224806e-06,3.0999999999999995e-06,3.0999999999999995e-06,3.0999999999999995e-06
196,3.701199838139528e-06,2.4999999999999998e-06,2.4999999999999998e-06,3.0999999999999995e-06,3.0999999999999995e-06,3.0999999999999995e-06
197,3.976955378055431e-06,2.4999999999999998e-06,2.728622888161272e-06,3.0999999999999995e-06,3.0999999999999995e-06,3.0999999999999995e-06
198,4.636205746002382e-06,2.4999999999999998e-06,2.4999999999999998e-06,3.0999999999999995e-06,3.0999999999999995e-06,3.0999999999999995e-06
199,3.6131425187129557e-06,2.8329198614637234e-06,4.750011936669967e-06,3.0999999999999995e-06,3.0999999999999995e-06,3.0999999999999995e-06
200,3.3432287015705693e-06,2.9303931811618172e-06,2.9693685446464337e-06,3.0999999999999995e-06,3.0999999999999995e-06,3.0999999999999995e-06
201,4.5211941652456005e-06,2.4999999999999998e-06,2.4999999999999998e-06,3.0999999999999995e-06,3.0999999999999995e-06,3.0999999999999995e-06
202,2.8944056297595588e-06,2.4999999999999998e-06,5.2443250457061655e-06,3.0999999999999995e-06,3.0999999999999995e-06,3.0999999999999995e-06
203,3.943105014684869e-06,2.4999999999999998e-06,4.750011936669967e-06,3.0999999999999995e-06,3.0999999999999995e-06,3.0999999999999995e-06
204,4.209495333915038e-06,4.985879398972437e-06,2.4999999999999998e-06,3.0999999999999995e-06,3.0999999999999995e-06,3.0999999999999995e-06
205,3.4503208991918978e-06,2.4999999999999998e-06,3.334431631224806e-06,3.0999999999999995e-06,3.0999999999999995e-06,3.0999999999999995e-06
206,2.8880903905745353e-06,3.2893532247392014e-06,2.8487089967123127e-06,3.0999999999999995e-06,3.0999999999999995e-06,3.0999999999999995e-06
207,2.632690551772295e-06,5.009205983632099e-06,2.4999999999999998e-06,3.0999999999999995e-06,3.0999999999999995e-06,3.0999999999999995e-06
208,5.4963991925585115e-06,2.7301995140919957e-06,2.8446917019515385e-06,3.0999999999999995e-06,3.0999999999999995e-06,3.0999999999999995e-06
209,2.4999999999999998e-06,2.4999999999999998e-06,2.52282307526369e-06,3.0999999999999995e-06,3.0999999999999995e-06,3.0999999999999995e-06
210,2.4999999999999998e-06,4.043815833308069e-06,2.4999999999999998e-06,3.0999999999999995e-06,3.0999999999999995e-06,3.0999999999999995e-06
211,2.693316578656068e-06,5.009205983632099e-06,4.9122408512315655e-06,3.0999999999999995e-06,3.0999999999999995e-06,3.0999999999999995e-06
212,4.7712675579076436e-06,2.4999999999999998e-06,2.4999999999999998e-06,3.0999999999999995e-06,3.0999999999999995e-06,3.0999999999999995e-06
213,3.594008689424152e-06,5.143254791139521e-06,2.4999999999999998e-06,3.0999999999999995e-06,3.0999999999999995e-06,3.0999999999999995e-06
214,2.4999999999999998e-06,2.9303931811618172e-06,3.2640282518491638e-06,3.0999999999999995e-06,3.0999999999999995e-06,3.0999999999999995e-06
215,2.4999999999999998e-06,3.8144942523450558e-06,3.400505176733903e-06,3.0999999999999995e-06,3.0999999999999995e-06,3.0999999999999995e-06
216,2.4999999999999998e-06,2.4999999999999998e-06,2.594612549042153e-06,3.0999999999999995e-06,3.0999999999999995e-06,3.0999999999999995e-06
217,2.8974253042467546e-06,2.4999999999999998e-06,2.9768926523322405e-06,3.0999999999999995e-06,3.0999999999999995e-06,3.0999999999999995e-06
218,3.1572232210725737e-06,2.4999999999999998e-06,2.4999999999999998e-06,3.0999999999999995e-06,3.0999999999999995e-06,3.0999999999999995e-06
219,2.632690551772295e-06,2.4999999999999998e-06,3.500908982632543e-06,3.0999999999999995e-06,3.0999999999999995e-06,3.0999999999999995e-06
220,2.4999999999999998e-06,2.4999999999999998e-06,2.4999999999999998e-06,3.0999999999999995e-06,3.0999999999999995e-06,3.0999999999999995e-06
221,2.4999999999999998e-06,2.4999999999999998e-06,2.4999999999999998e-06,3.0999999999999995e-06,3.0999999999999995e-06,3.0999999999999995e-06
222,2.880609358708209e-06,3.0676765412381757e-06,2.4999999999999998e-06,3.0999999999999995e-06,3.0999999999999995e-06,3.0999999999999995e-06
223,2.4999999999999998e-06,3.4813703827523137e-06,4.082027262507436e-06,3.0999999999999995e-06,3.0999999999999995e-06,3.0999999999999995e-06
224,2.4999999999999998e-06,3.689733961644325e-06,2.4999999999999998e-06,3.0999999999999995e-06,3.0999999999999995e-06,3.0999999999999995e-06
225,3.719634571610055e-06,3.191467578062198e-06,3.1980593210072875e-06,3.0999999999999995e-06,3.0999999999999995e-06,3.0999999999999995e-06
226,3.7662781534195296e-06,3.725310648575467e-06,4.1847500547085384e-06,3.0999999999999995e-06,3.0999999999999995e-06,3.0999999999999995e-06
227,2.4999999999999998e-06,2.692637047543969e-06,2.4999999999999998e-06,3.0999999999999995e-06,3.0999999999999995e-06,3.0999999999999995e-06
228,2.4999999999999998e-06,2.4999999999999998e-06,2.586635520745725e-06,3.0999999999999995e-06,3.0999999999999995e-06,3.0999999999999995e-06
229,2.4999999999999998e-06,4.6142197829744985e-06,2.4999999999999998e-06,3.0999999999999995e-06,3.0999999999999995e-06,3.0999999999999995e-06
230,3.943105014684869e-06,3.8144942523450558e-06,2.4999999999999998e-06,3.0999999999999995e-06,3.0999999999999995e-06,3.0999999999999995e-06
231,3.701199838139528e-06,2.4999999999999998e-06,4.9122408512315655e-06,3.0999999999999995e-06,3.0999999999999995e-06,3.0999999999999995e-06
232,3.7404601908545235e-06,2.4999999999999998e-06,2.4999999999999998e-06,3.0999999999999995e-06,3.0999999999999995e-06,3.0999999999999995e-06
233,3.6131425187129557e-06,2.4999999999999998e-06,2.4999999999999998e-06,3.0999999999999995e-06,3.0999999999999995e-06,3.0999999999999995e-06
234,2.4999999999999998e-06,2.4999999999999998e-06,2.4999999999999998e-06,3.0999999999999995e-06,3.0999999999999995e-06,3.0999999999999995e-06
235,2.4999999999999998e-06,2.4999999999999998e-06,2.4999999999999998e-06,3.0999999999999995e-06,3.0999999999999995e-06,3.0999999999999995e-06
236,2.4999999999999998e-06,4.985879398972437e-06,2.846022168206576e-06,3.0999999999999995e-06,3.0999999999999995e-06,3.0999999999999995e-06
237,2.4999999999999998e-06,2.4999999999999998e-06,3.716112899193441e-06,3.0999999999999995e-06,3.0999999999999995e-06,3.0999999999999995e-06
238,2.977255264320937e-06,2.4999999999999998e-06,2.4999999999999998e-06,3.0999999999999995e-06,3.0999999999999995e-06,3.0999999999999995e-06
239,2.4999999999999998e-06,2.8329198614637234e-06,2.4999999999999998e-06,3.0999999999999995e-06,3.0999999999999995e-06,3.0999999999999995e-06
240,2.4999999999999998e-06,3.527585661771957e-06,2.4999999999999998e-06,3.0999999999999995e-06,3.0999999999999995e-06,3.0999999999999995e-06
241,2.4999999999999998e-06,2.4999999999999998e-06,2.4999999999999998e-06,3.0999999999999995e-06,3.0999999999999995e-06,3.0999999999999995e-06
242,3.4727028948702877e-06,2.4999999999999998e-06,5.3708905980776895e-06,3.0999999999999995e-06,3.0999999999999995e-06,3.0999999999999995e-06
243,2.4999999999999998e-06,2.4999999999999998e-06,2.4999999999999998e-06,3.0999999999999995e-06,3.0999999999999995e-06,3.0999999999999995e-06
244,2.5042825155021555e-06,2.4999999999999998e-06,2.4999999999999998e-06,3.0999999999999995e-06,3.0999999999999995e-06,3.0999999999999995e-06
245,3.0462933247296358e-06,2.4999999999999998e-06,2.4999999999999998e-06,3.0999999999999995e-06,3.0999999999999995e-06,3.0999999999999995e-06
246,2.4999999999999998e-06,3.689733961644325e-06,2.4999999999999998e-06,3.0999999999999995e-06,3.0999999999999995e-06,3.0999999999999995e-06
247,2.9480257399817564e-06,2.4999999999999998e-06,2.4999999999999998e-06,3.0999999999999995e-06,3.0999999999999995e-06,3.0999999999999995e-06
248,2.7749794245466022e-06,4.142194450723271e-06,2.4999999999999998e-06,3.0999999999999995e-06,3.0999999999999995e-06,3.0999999999999995e-06
249,2.4999999999999998e-06,6.036872181945153e-06,2.4999999999999998e-06,3.0999999999999995e-06,3.0999999999999995e-06,3.0999999999999995e-06
250,3.0525054960600424e-06,2.713300027732116e-06,2.4999999999999998e-06,3.0999999999999995e-06,3.0999999999999995e-06,3.0999999999999995e-06
251,2.4999999999999998e-06,2.4999999999999998e-06,2.734626126283841e-06,3.0999999999999995e-06,3.0999999999999995e-06,3.0999999999999995e-06
252,3.228820333586201e-06,2.4999999999999998e-06,3.716112899193441e-06,3.0999999999999995e-06,3.0999999999999995e-06,3.0999999999999995e-06
253,2.4999999999999998e-06,2.9090729403942806e-06,2.4999999999999998e-06,3.0999999999999995e-06,3.0999999999999995e-06,3.0999999999999995e-06
254,3.045393420320705e-06,5.190231719839832e-06,4.731591074206404e-06,3.0999999999999995e-06,3.0999999999999995e-06,3.0999999999999995e-06
255,7.176541043110939e-06,2.692637047543969e-06,3.088307580417632e-06,3.0999999999999995e-06,3.0999999999999995e-06,3.0999999999999995e-06
256,2.873277275388496e-06,2.4999999999999998e-06,2.762169819068702e-06,3.0999999999999995e-06,3.0999999999999995e-06,3.0999999999999995e-06
257,2.4999999999999998e-06,2.4999999999999998e-06,3.400505176733903e-06,3.0999999999999995e-06,3.0999999999999995e-06,3.0999999999999995e-06
258,2.4999999999999998e-06,2.984859231498333e-06,4.9122408512315655e-06,3.0999999999999995e-06,3.0999999999999995e-06,3.0999999999999995e-06
259,3.2040162976446263e-06,2.4999999999999998e-06,2.4999999999999998e-06,3.0999999999999995e-06,3.0999999999999995e-06,3.0999999999999995e-06
260,2.4999999999999998e-06,3.8144942523450558e-06,2.4999999999999998e-06,3.0999999999999995e-06,3.0999999999999995e-06,3.0999999999999995e-06
261,2.4999999999999998e-06,2.4999999999999998e-06,2.7933770946190103e-06,3.0999999999999995e-06,3.0999999999999995e-06,3.0999999999999995e-06
262,4.4796425465559825e-06,2.4999999999999998e-06,4.082027262507436e-06,3.0999999999999995e-06,3.0999999999999995e-06,3.0999999999999995e-06
263,4.7481974502354595e-06,2.4999999999999998e-06,3.4248474593496384e-06,3.0999999999999995e-06,3.0999999999999995e-06,3.0999999999999995e-06
264,3.228820333586201e-06,2.6089593162014187e-06,4.076699712114059e-06,3.0999999999999995e-06,3.0999999999999995e-06,3.0999999999999995e-06
265,3.943105014684869e-06,4.117673584120949e-06,2.4999999999999998e-06,3.0999999999999995e-06,3.0999999999999995e-06,3.0999999999999995e-06
266,3.330641400277759e-06,2.4999999999999998e-06,4.627079832480324e-06,3.0999999999999995e-06,3.0999999999999995e-06,3.0999999999999995e-06
267,3.5791651948475917e-06,3.595359206384562e-06,2.9929847151187804e-06,3.0999999999999995e-06,3.0999999999999995e-06,3.0999999999999995e-06
268,3.3432287015705693e-06,3.439655241915341e-06,3.088307580417632e-06,3.0999999999999995e-06,3.0999999999999995e-06,3.0999999999999995e-06
269,3.764853631723473e-06,3.2524452228146584e-06,4.126465129181415e-06,3.0999999999999995e-06,3.0999999999999995e-06,3.0999999999999995e-06
270,3.501887966479116e-06,2.4999999999999998e-06,2.52350835016901e-06,3.0999999999999995e-06,3.0999999999999995e-06,3.0999999999999995e-06
271,7.914082272614906e-06,2.4999999999999998e-06,4.750011936669967e-06,3.0999999999999995e-06,3.0999999999999995e-06,3.0999999999999995e-06
272,2.4999999999999998e-06,2.4999999999999998e-06,2.4999999999999998e-06,3.0999999999999995e-06,3.0999999999999995e-06,3.0999999999999995e-06
273,2.4999999999999998e-06,3.436177344319264e-06,2.4999999999999998e-06,3.0999999999999995e-06,3.0999999999999995e-06,3.0999999999999995e-06
274,3.5370944379853424e-06,5.189358907318822e-06,3.334431631224806e-06,3.0999999999999995e-06,3.0999999999999995e-06,3.0999999999999995e-06
275,3.45582667845613e-06,3.2685428230346963e-06,2.4999999999999998e-06,3.0999999999999995e-06,3.0999999999999995e-06,3.0999999999999995e-06
276,2.4999999999999998e-06,2.4999999999999998e-06,2.4999999999999998e-06,3.0999999999999995e-06,3.0999999999999995e-06,3.0999999999999995e-06
277,2.4999999999999998e-06,2.8329198614637234e-06,2.4999999999999998e-06,3.0999999999999995e-06,3.0999999999999995e-06,3.0999999999999995e-06
278,7.176541043110939e-06,2.616499324691556e-06,2.4999999999999998e-06,3.0999999999999995e-06,3.0999999999999995e-06,3.0999999999999995e-06
279,5.9279347489412966e-06,2.4999999999999998e-06,4.750011936669967e-06,3.0999999999999995e-06,3.0999999999999995e-06,3.0999999999999995e-06
280,5.9279347489412966e-06,2.713300027732116e-06,2.4999999999999998e-06,3.0999999999999995e-06,3.0999999999999995e-06,3.0999999999999995e-06
281,3.889647415059818e-06,2.4999999999999998e-06,2.4999999999999998e-06,3.0999999999999995e-06,3.0999999999999995e-06,3.0999999999999995e-06
282,2.7749794245466022e-06,2.4999999999999998e-06,2.4999999999999998e-06,3.0999999999999995e-06,3.0999999999999995e-06,3.0999999999999995e-06
283,2.677775446201783e-06,5.319483075428893e-06,3.3347151557337127e-06,3.0999999999999995e-06,3.0999999999999995e-06,3.0999999999999995e-06
284,3.691486236205907e-06,3.11378944012433e-06,2.4999999999999998e-06,3.0999999999999995e-06,3.0999999999999995e-06,3.0999999999999995e-06
285,2.832442503448666e-06,4.074362659330239e-06,2.4999999999999998e-06,3.0999999999999995e-06,3.0999999999999995e-06,3.0999999999999995e-06
286,2.4999999999999998e-06,2.4999999999999998e-06,5.2443250457061655e-06,3.0999999999999995e-06,3.0999999999999995e-06,3.0999999999999995e-06
287,7.0077167249447915e-06,2.4999999999999998e-06,2.4999999999999998e-06,3.0999999999999995e-06,3.0999999999999995e-06,3.0999999999999995e-06
288,2.4999999999999998e-06,4.985879398972437e-06,3.192531984607321e-06,3.0999999999999995e-06,3.0999999999999995e-06,3.0999999999999995e-06
289,2.4999999999999998e-06,3.7577359947580686e-06,3.3347151557337127e-06,3.0999999999999995e-06,3.0999999999999995e-06,3.0999999999999995e-06
290,2.4999999999999998e-06,3.824272602469373e-06,2.4999999999999998e-06,3.0999999999999995e-06,3.0999999999999995e-06,3.0999999999999995e-06
291,2.4999999999999998e-06,3.595359206384562e-06,5.3708905980776895e-06,3.0999999999999995e-06,3.0999999999999995e-06,3.0999999999999995e-06
292,2.4999999999999998e-06,2.4999999999999998e-06,5.3708905980776895e-06,3.0999999999999995e-06,3.0999999999999995e-06,3.0999999999999995e-06
293,3.481731300027932e-06,2.4999999999999998e-06,2.4999999999999998e-06,3.0999999999999995e-06,3.0999999999999995e-06,3.0999999999999995e-06
294,2.4999999999999998e-06,4.604686123416444e-06,2.4999999999999998e-06,3.0999999999999995e-06,3.0999999999999995e-06,3.0999999999999995e-06
295,3.7746432105259262e-06,2.4999999999999998e-06,3.1980593210072875e-06,3.0999999999999995e-06,3.0999999999999995e-06,3.0999999999999995e-06
296,2.4999999999999998e-06,2.9303931811618172e-06,3.5913966563495385e-06,3.0999999999999995e-06,3.0999999999999995e-06,3.0999999999999995e-06
297,2.9815111645918008e-06,2.7465800773134887e-06,4.638739180142066e-06,3.0999999999999995e-06,3.0999999999999995e-06,3.0999999999999995e-06
298,2.4999999999999998e-06,3.416847993322612e-06,2.4999999999999998e-06,3.0999999999999995e-06,3.0999999999999995e-06,3.0999999999999995e-06
299,2.4999999999999998e-06,2.4999999999999998e-06,2.4999999999999998e-06,3.0999999999999995e-06,3.0999999999999995e-06,3.0999999999999995e-06
300,4.1731520859364735e-06,2.4999999999999998e-06,4.312790679740314e-06,3.0999999999999995e-06,3.0999999999999995e-06,3.0999999999999995e-06
