step,deepseek1.5b_sync_8gpu_sigfrac_cfixed_lr1.25e-5_alpha_shuffled_seed1-actor/grad_norm_pre_clip_step,deepseek1.5b_sync_8gpu_sigfrac_cfixed_lr1.25e-5_alpha_shuffled_seed0-actor/grad_norm_pre_clip_step,deepseek1.5b_sync_8gpu_sigfrac_cfixed_lr1.25e-5_alpha_shuffled_seed42-actor/grad_norm_pre_clip_step,deepseek1.5b_sync_8gpu_matched_alpha_3.10e-6_seed1-actor/grad_norm_pre_clip_step,deepseek1.5b_sync_8gpu_matched_alpha_3.10e-6_seed0-actor/grad_norm_pre_clip_step,deepseek1.5b_sync_8gpu_matched_alpha_3.10e-6_seed42-actor/grad_norm_pre_clip_step
238,0.03770795837044716,0.044163547456264496,0.04675237461924553,0.04420147463679314,0.04167431592941284,0.0402919203042984
239,0.03609016537666321,0.04288270324468613,0.04000553861260414,0.038563694804906845,0.037051327526569366,0.03916344419121742
240,0.0360453724861145,0.03867519646883011,0.041932620108127594,0.04251401871442795,0.04060308262705803,0.039032015949487686
241,0.03804104402661323,0.0438438318669796,0.04341244325041771,0.04261142387986183,0.037826377898454666,0.03675329312682152
242,0.03711957857012749,0.0424487441778183,0.04036447033286095,0.04069649055600166,0.03717036172747612,0.03768853843212128
243,0.03868185356259346,0.041378214955329895,0.0395420677959919,0.04236835986375809,0.041396137326955795,0.036277174949646
244,0.03639029711484909,0.043691620230674744,0.0412810780107975,0.03900515288114548,0.04024960845708847,0.04364766553044319
245,0.03706764429807663,0.0445684976875782,0.04018588736653328,0.04123302921652794,0.03710254281759262,0.03972892463207245
246,0.0368550680577755,0.04326704889535904,0.04286956042051315,0.04001914709806442,0.03785082325339317,0.03653203696012497
247,0.03572218492627144,0.045772939920425415,0.04138155281543732,0.037980739027261734,0.038689024746418,0.039274975657463074
248,0.037188708782196045,0.04481109231710434,0.04039260372519493,0.03863193467259407,0.036003101617097855,0.03850606083869934
249,0.036415837705135345,0.04324958845973015,0.04087796434760094,0.041379932314157486,0.04200053960084915,0.038166344165802
250,0.03679288178682327,0.046764958649873734,0.042722105979919434,0.038926541805267334,0.03617376461625099,0.039596159011125565
251,0.03570808842778206,0.04595952853560448,0.0461961105465889,0.0372297503054142,0.03963293880224228,0.038620445877313614
252,0.036478422582149506,0.04688868671655655,0.0390918143093586,0.03812553733587265,0.0368553102016449,0.0388796292245388
253,0.034101273864507675,0.04982868954539299,0.042830776423215866,0.0375799760222435,0.0394226610660553,0.03985417261719704
254,0.03789088502526283,0.04677734151482582,0.04343745112419128,0.038208819925785065,0.037098608911037445,0.04007503762841225
255,0.03747351095080376,0.04973658546805382,0.04328322783112526,0.036123376339674,0.03876840695738792,0.0400448814034462
256,0.038358524441719055,0.05084479972720146,0.04140349850058555,0.03823010623455048,0.037498924881219864,0.03777240961790085
257,0.035362280905246735,0.05344889312982559,0.04267450049519539,0.03823672607541084,0.039872851222753525,0.03942675516009331
258,0.03747979179024696,0.055824242532253265,0.04223012551665306,0.03939623758196831,0.03848706558346749,0.037720706313848495
259,0.03682517632842064,0.04958055168390274,0.0426233634352684,0.037679899483919144,0.03589076176285744,0.03992759063839912
260,0.03758944198489189,0.05618898943066597,0.042292289435863495,0.04040214419364929,0.0376863107085228,0.03843003511428833
261,0.03534766286611557,0.05795970186591149,0.04275931045413017,0.03820012137293816,0.0387067012488842,0.04174625501036644
262,0.03518866002559662,0.06403504312038422,0.04149170964956283,0.0400565043091774,0.04021470621228218,0.04118761047720909
263,0.03710945323109627,0.057092905044555664,0.03954184800386429,0.04105641692876816,0.038006268441677094,0.038542576134204865
264,0.03717175871133804,0.06034817919135094,0.04324110597372055,0.04124646261334419,0.03849034011363983,0.04037695378065109
265,0.03561902418732643,0.05721645802259445,0.03902062773704529,0.03986097499728203,0.035655755549669266,0.036795977503061295
266,0.03643929958343506,0.05964427441358566,0.039316777139902115,0.040809135884046555,0.033848486840724945,0.04067263752222061
267,0.038873329758644104,0.06274908035993576,0.04071948304772377,0.04267644137144089,0.03441380336880684,0.03865830600261688
268,0.03848717734217644,0.06101226806640625,0.03860151395201683,0.041779983788728714,0.034871090203523636,0.04070961847901344
269,0.03488759323954582,0.06361977010965347,0.04479121416807175,0.0404091402888298,0.03719589859247208,0.04495064914226532
270,0.03899552300572395,0.06541696190834045,0.042959194630384445,0.04377118498086929,0.03763746470212936,0.04253338277339935
271,0.03968333452939987,0.06899148225784302,0.039609506726264954,0.042266570031642914,0.03717633709311485,0.036990199238061905
272,0.03725925087928772,0.06455338001251221,0.03977826237678528,0.039589084684848785,0.034652095288038254,0.03886384516954422
273,0.03453226014971733,0.06503985077142715,0.04022287577390671,0.04018978402018547,0.03542553260922432,0.043397217988967896
274,0.03726312145590782,0.05856991186738014,0.04150589928030968,0.03992860019207001,0.03706729784607887,0.039804354310035706
275,0.036221008747816086,0.0622020922601223,0.04055565595626831,0.04135512933135033,0.03911959007382393,0.04156193137168884
276,0.035870492458343506,0.0661931112408638,0.037156492471694946,0.04029035568237305,0.03596191853284836,0.039065539836883545
277,0.036447614431381226,0.06452852487564087,0.03792230412364006,0.04248296096920967,0.0393422469496727,0.038459762930870056
278,0.036181237548589706,0.06732576340436935,0.03773318976163864,0.04452211782336235,0.03915069252252579,0.04210977628827095
279,0.035871800035238266,0.062198106199502945,0.039104707539081573,0.042011700570583344,0.038389306515455246,0.04184724390506744
280,0.03767354413866997,0.06114332005381584,0.04334720596671104,0.04160014167428017,0.03733018785715103,0.04018623381853104
281,0.03720829263329506,0.05753903463482857,0.04313049837946892,0.04071226343512535,0.037816546857357025,0.039519812911748886
282,0.03533857688307762,0.05196173116564751,0.04146438464522362,0.045618366450071335,0.0353575199842453,0.04235564172267914
283,0.03725791722536087,0.058215223252773285,0.04093088582158089,0.04387075826525688,0.03696085140109062,0.03715306892991066
284,0.03782588243484497,0.04876529052853584,0.03865174949169159,0.04712187126278877,0.03633972257375717,0.039243414998054504
285,0.033376216888427734,0.05071701481938362,0.03862758353352547,0.04284441098570824,0.035581447184085846,0.040566738694906235
286,0.03870107978582382,0.05268493667244911,0.03601469099521637,0.04202903434634209,0.03555045276880264,0.03894735872745514
287,0.03923117741942406,0.05056164413690567,0.0411367230117321,0.04365377873182297,0.035144608467817307,0.04213831201195717
288,0.03498563542962074,0.05203372985124588,0.04040295258164406,0.041813213378190994,0.03555939346551895,0.04089943692088127
289,0.03666255623102188,0.055927157402038574,0.04049301519989967,0.04490373656153679,0.03507617488503456,0.040041834115982056
290,0.03506472334265709,0.0542178712785244,0.03781506046652794,0.04600383341312408,0.03518110141158104,0.04043852910399437
291,0.03737270459532738,0.055601269006729126,0.04205982759594917,0.04737257212400437,0.038792017847299576,0.03963085636496544
292,0.03407345712184906,0.05372085049748421,0.04092429205775261,0.04483012109994888,0.037201378494501114,0.041531894356012344
293,0.03282927721738815,0.05276823043823242,0.03526858985424042,0.044093284755945206,0.039057232439517975,0.04027532413601875
294,0.03906949982047081,0.05363212898373604,0.042490482330322266,0.04597930610179901,0.03636892884969711,0.03696231171488762
295,0.03419221565127373,0.05472331494092941,0.04049856960773468,0.04363050684332848,0.03792385011911392,0.04032577201724053
296,0.03686753660440445,0.05139660835266113,0.038295477628707886,0.046116262674331665,0.03838781639933586,0.0428900383412838
297,0.03681735321879387,0.05307471379637718,0.04061967507004738,0.04337819665670395,0.03780774027109146,0.040305234491825104
298,0.03723334148526192,0.04719049483537674,0.03890720382332802,0.043368011713027954,0.03737350180745125,0.04041288420557976
299,0.03658868372440338,0.05124746635556221,0.04022423177957535,0.04560186713933945,0.036587998270988464,0.044104281812906265
300,0.03884677588939667,0.051409028470516205,0.040030717849731445,0.04990763962268829,0.03707696869969368,0.04052615538239479
