step,deepseek1.5b_sync_8gpu_advvar_ent_lr1e-5-actor/grad_norm_step,deepseek1.5b_sync_8gpu_ent0.1_lr1e-5-actor/grad_norm_step,deepseek1.5b_sync_8gpu_ent0.001_lr1e-5-actor/grad_norm_step,deepseek1.5b_sync_8gpu_cosine_floor_lr1e-5-actor/grad_norm_step,deepseek1.5b_sync_8gpu_cosine_ent0.01_lr1e-5-actor/grad_norm_step
289,0.07923735305666924,0.09306633938103914,0.08000563830137253,0.09532135352492332,0.005669441074132919
290,0.09208582900464536,0.047196440398693085,0.08419121243059635,0.10628584027290344,0.007212090538814664
291,0.0853805635124445,0.04238937306217849,0.08634474314749241,0.09509459510445596,0.005782570398878306
292,0.09807269647717476,0.06113636866211891,0.08481260389089584,0.1037411019206047,0.005536825279705226
293,0.08081472665071487,0.08783095795661211,0.08044553734362125,0.09051109477877615,0.00583687808830291
294,0.0897728931158781,0.03214314067736268,0.08791656233370304,0.09910092875361444,0.006918052560649812
295,0.08458601124584675,0.023228744510561228,0.08418161422014236,0.09668050706386566,0.007169860298745334
296,0.08040727488696575,0.014081971487030389,0.08439440652728081,0.09201043471693993,0.00956493359990418
297,0.09576141089200974,0.02262443909421563,0.08354922011494637,0.09780153818428516,0.006396351149305701
298,0.08502918295562267,0.023839227622374892,0.08668026700615883,0.094063188880682,0.006313356920145452
299,0.07795278541743755,0.0416525574401021,0.09549562633037569,0.09689498879015446,0.005503625492565334
300,0.08014858141541481,0.02630461100488901,0.08573802933096886,0.09882810339331628,0.006841018563136458
