step,deepseek1.5b_sync_8gpu_sigfrac_cfixed_lr1.25e-5_seed1-actor/g_A1_dot_A2_step,deepseek1.5b_sync_8gpu_sign_gate_meanmatch_gamma0.5_seed0-actor/g_A1_dot_A2_step,deepseek1.5b_sync_8gpu_sigfrac_cfixed_lr1.25e-5_seed0-actor/g_A1_dot_A2_step,deepseek1.5b_sync_8gpu_matched_alpha_2.97e-6_seed0-actor/g_A1_dot_A2_step,deepseek1.5b_sync_8gpu_sign_gate_meanmatch_gamma0.5_seed1-actor/g_A1_dot_A2_step,deepseek1.5b_sync_8gpu_matched_alpha_2.97e-6_seed1-actor/g_A1_dot_A2_step,deepseek1.5b_sync_8gpu_matched_alpha_2.97e-6-actor/g_A1_dot_A2_step,deepseek1.5b_sync_8gpu_sign_gate_meanmatch_gamma0.5-actor/g_A1_dot_A2_step,deepseek1.5b_sync_8gpu_sigfrac_cfixed_lr1.25e-5-actor/g_A1_dot_A2_step
126,2.4347625597912032e-05,-0.0002047953587663266,-7.643181263497868e-05,0.0001122250897049378,2.1029970933357028e-05,-0.00013826360518682488,2.750376984302865e-05,0.00024012740271760205,-0.00011953290078564834
127,9.46518943821798e-05,5.367563463249948e-06,-3.301194040273875e-05,-9.487069500519278e-05,0.00014419335029939274,3.7072438451129285e-05,7.058527450964202e-05,-6.28224750732523e-05,-5.898160441583938e-05
128,9.116196027654246e-05,1.851845054575113e-05,-8.741439845824952e-05,-2.9622133886971177e-05,9.504497075981598e-05,0.00010774083691172802,1.9190892596887825e-05,8.830802512003546e-05,-9.731657213528532e-06
129,2.7119453503033943e-05,2.510187455036419e-05,-1.8285793334768164e-05,3.4280915538221635e-05,0.00010891942707940378,7.261606930242213e-05,-3.7651278163720515e-05,4.365741398243056e-05,4.028872346393744e-05
130,0.0001290857596232464,-0.00012026833834252307,7.016592862547444e-05,2.6056961320782725e-06,5.1368434779491286e-05,-2.009921627626871e-05,8.923266073593466e-05,0.00013483335291543397,1.436901173743707e-05
131,-9.71135558492583e-06,4.728117866030607e-05,-7.655099245603638e-05,-3.986834183939982e-05,-5.975945632669954e-05,-0.000107477313748498,8.635739309934772e-05,-1.0965457178557054e-05,0.00015688602035353463
132,2.693452418989455e-05,9.84310862791355e-06,0.00010390982489774713,0.00010759071225724464,-9.054087543394776e-05,-6.8831294246283665e-06,6.215861106961358e-05,0.00016018699910477077,-9.029510607479829e-06
133,0.00010848861512923174,8.6687274102018e-05,-5.9941785851602075e-05,9.786604148798753e-05,1.801310969679818e-05,-6.152163748422656e-05,5.1449667812760706e-05,4.6731139944134755e-05,-7.584673099375045e-05
134,4.7823284173332685e-05,4.97110945955024e-05,-0.00021675456486209977,-3.45133687673012e-05,-0.00011313643317358588,-0.00015446708899198626,-0.00011497620965914376,8.541196043658387e-05,0.00017864570682815054
135,5.4008914990934415e-05,-2.228546531575992e-05,0.0002026767453863122,4.143606071749843e-05,5.824362181054557e-05,2.176360366852056e-05,-8.195982476999704e-05,9.394784330288008e-05,-3.0599400314191494e-06
136,-7.209730705483862e-05,-0.0001067722011879137,-0.00014966269386352182,-9.1054942859827e-05,0.00014312978853907397,6.805230296704578e-05,8.030956381242621e-05,1.1492446533710992e-05,-6.776294433912978e-05
137,-8.665435430127396e-05,4.936841308232529e-05,4.02165013044929e-05,-2.4495477533755725e-05,1.7370467164879966e-05,1.460357394219698e-05,6.699090245239746e-05,-8.796936306030072e-06,8.045396633357586e-05
138,5.14189452199711e-05,-5.759624137839167e-05,-0.0001128920635317186,-0.00013095171327858293,-1.1600750762890926e-05,7.463224988664927e-05,2.9352024744873905e-05,1.2303608201998897e-06,-7.823959316895926e-05
139,0.00015221420746187647,8.584370297827364e-06,-0.00017344773027954042,-2.446960770114732e-05,-1.819440604201377e-05,3.0286957371496584e-06,1.3868640072900374e-05,-4.461108161091153e-05,-9.591897381872469e-05
140,-8.948220292759064e-06,-0.00016301597575095936,-0.00014817783910657357,-9.609934312716868e-05,3.101144159275872e-05,0.00027013529798440404,5.7405152223426054e-05,2.99556547776422e-05,3.548382869411775e-05
141,-1.9867950959527976e-05,0.00012367589190209304,-5.045940816483785e-05,6.266624709362112e-05,-0.00010901488336034505,-4.634650498117936e-05,-8.058836416865089e-05,4.791608917197782e-05,6.879986854383346e-05
142,4.9783939135465005e-06,1.6433024940954138e-05,4.3102120152524914e-05,2.5983041903133637e-05,0.00012757743953595502,-1.1543509197525812e-05,2.3150874844417768e-05,5.6316672005604464e-05,3.67235343107303e-05
143,0.0001981982224398476,-0.0001623250495265588,-5.646509602043413e-05,-0.00016528379901651784,7.285490845745834e-05,-6.351479354271605e-05,2.0248140090336443e-05,-6.40812957690178e-06,-7.95554384505663e-05
144,4.4723649558347064e-05,0.00011685467281815802,-4.9248250458175074e-05,-1.9709630813836337e-05,6.446969751646423e-05,-8.308703416427742e-05,9.381378118298416e-05,3.306669144745523e-05,0.00011763490894593316
145,8.587669128559309e-05,7.303283492970473e-05,7.722424195844273e-05,-9.736506477534056e-05,-0.0001324175527336521,-0.00016461962621300248,-5.006621576226395e-05,6.115157213637445e-05,5.620179491697887e-05
146,-5.186886195139586e-05,9.318161640549776e-05,-0.00027633729669941247,-9.7887811496838e-05,-6.792618338864899e-05,-0.00010008843491705626,1.0524923335456814e-05,0.00011911217027787488,1.705905423866229e-05
147,-6.652694455577773e-05,-5.6426694902480466e-05,-4.559158627750056e-05,-7.353831060987201e-05,-6.494311099958534e-05,-5.883288154070933e-06,2.479552805757575e-05,6.397459397357857e-05,-2.3164288637251684e-05
148,-8.452635663258972e-05,-0.00016472062307387733,0.0001097251303123698,-5.4349281760110595e-05,-8.415255048978931e-05,-3.383343619607312e-05,-5.165153016463349e-05,5.110230640612861e-05,1.6484882142190397e-05
149,1.065180454232362e-05,2.5356372596421577e-05,4.861639582030592e-05,1.026304690720141e-05,8.456584478413571e-05,8.938660992568113e-05,-6.236390798412399e-05,-2.2049586438618673e-05,3.032962224730595e-05
150,-4.5236991718995465e-06,2.2685498524857385e-05,3.1705034672359394e-05,-5.047303931772709e-05,9.411128577058476e-05,0.0001886723202392241,5.90332522254323e-05,-0.00011733876980033714,-5.394614558116949e-05
151,-4.87890821591524e-05,3.092643279800365e-05,-8.274891704911151e-05,6.0770328842438424e-05,2.378642679015845e-06,-2.6576754855197884e-05,3.0772083916034734e-05,9.006780156283162e-05,0.0001315677061082678
152,-4.8800398582153685e-05,-2.5919661051479764e-05,-8.678649095451176e-05,6.486320210463024e-05,-0.00018628716818280185,6.89628320218305e-05,3.1110170500219197e-06,-1.3117037672968852e-05,1.5854955180434298e-05
153,9.182232472425142e-05,-0.00019430501400706323,7.736289850285036e-05,-6.71459804436264e-05,6.188602706466635e-05,6.329949471805251e-05,-4.66405518706484e-06,3.298692534270557e-05,5.4745640943818946e-05
154,-0.00010559160498446732,-1.9834069731573285e-05,0.0001292104914811592,-0.0002866413192268529,1.1390902048143511e-05,9.275487103492543e-05,0.00014611834551158363,-7.766525892530026e-05,-6.259882200858888e-05
155,0.00011030398599587166,-0.00010818887369985136,7.016618302979318e-06,1.923522677200823e-05,-0.00012613905676280295,-6.162301141168784e-05,-7.86013416022642e-05,-2.7896131775809684e-05,7.49853326885378e-05
156,-3.1676132293963036e-05,-1.1035707489625483e-05,-6.474564589687485e-05,0.00021205704438156188,8.329315950600038e-05,3.7212679856322e-05,-7.784674813442321e-05,2.3692336150813073e-05,-6.890590321346138e-05
157,3.423182279373102e-05,3.9123963599596035e-05,-0.00014786674600859382,-8.270497046107583e-05,8.495585853466232e-05,1.4913262616881523e-06,-2.912195911261075e-05,0.0002023659006435212,8.387367898103969e-05
158,-7.4539131557477025e-06,0.0001370806009450842,0.0002559961520159696,-7.143271109408524e-06,-1.486004885716959e-05,-0.0001824213705790157,1.752702915591707e-06,2.742199748254648e-05,-3.630420121089401e-05
159,3.789106933380232e-05,4.166560319591169e-06,-5.243383157319688e-05,-1.1866594316705917e-05,1.5909140897989052e-06,2.980532696624714e-05,-1.1823361186527235e-05,-7.522142681647481e-05,1.2954321767344318e-05
160,6.51519539683938e-05,8.440183945165922e-06,-5.326730762536315e-05,8.26161608803687e-05,-7.552515135740552e-06,-9.811919627313484e-05,0.00011147727234425796,-0.00013803049501814784,5.909303431728201e-06
161,3.553597999331933e-05,-2.8017414207258963e-05,-4.103243040235431e-05,2.516444174190356e-05,-9.630128656010022e-05,7.212853928027481e-05,4.006123894674051e-05,0.00020110924154538763,-4.790032182976626e-05
162,5.522588880399847e-05,5.4477436592742726e-05,5.188537487048238e-05,-0.0001079303557767463,3.152102075694925e-05,-1.2906408123096333e-05,3.29503562055977e-05,-9.597725999402228e-06,2.6829983495581043e-05
163,-4.4864101759168464e-05,0.00011702363086979956,-0.00019016720511941693,5.648009586032096e-05,1.7006347987345597e-05,-8.120016736303551e-05,-7.001265066104533e-05,6.691520006790433e-05,6.183968311857756e-05
164,0.0001137626272517726,8.364491270830475e-05,0.00012639932120756865,8.221499853452774e-05,-8.142856265355776e-05,4.6785976086785386e-05,-8.815266232435862e-06,4.641908732541089e-05,-8.130540526233212e-05
165,2.0399656438810667e-05,5.138695816339264e-05,0.00019080965180750265,7.519529588212602e-06,-4.502649365637187e-05,-7.335642917818695e-05,1.2672948610088424e-05,-9.485001286367172e-05,8.1126825413979e-05
166,-6.827738430055919e-06,-4.5351818288464095e-05,-5.403922849496509e-05,-1.5177221332579628e-05,6.407311710792065e-05,-0.00010623743232949628,5.3440775608280614e-05,5.811379699028683e-05,-8.025052490254848e-05
167,6.177553806411931e-05,-0.00011410889778570568,-7.101188505979692e-05,3.540517934661897e-05,-2.7252071848832855e-06,-3.228446423316928e-05,-5.7627443147968166e-05,-2.4263651678763752e-05,-6.798142740983964e-05
168,9.638766404477214e-05,-1.9212352582580535e-05,-3.355198939213044e-05,-6.118372452143845e-05,4.4097492327582e-05,0.00011347699442266548,-4.0485938840464656e-05,5.319082878165427e-05,-1.8006134938413786e-05
169,7.93839364535432e-05,3.485104842895512e-05,-0.0001905511600084853,0.00013684938525980364,7.410225308663294e-05,-0.00012471741122871912,-0.0001300438138743798,-9.902352806005326e-05,8.808440095317415e-05
170,-8.098364610076322e-06,-9.33303406786039e-05,7.838780512047405e-05,5.775217703291533e-05,6.416811495962894e-06,5.126288725525883e-06,5.778046636128784e-05,0.00012405206872823823,2.8070433162027155e-05
171,-0.00010896563052986336,-3.2910074900049455e-05,-9.255834779127122e-05,7.57474112608221e-05,-2.238237972724869e-05,0.0001325377695294316,-6.869782670610715e-05,8.043664026112614e-05,-6.032513407542461e-05
172,7.627301933557411e-05,-7.228506189194992e-05,-0.0002555336606069363,7.38411054464496e-05,4.472377645059293e-06,-2.7905622808467943e-05,3.605247580844249e-06,9.751636736665848e-05,2.730459727518876e-05
173,-0.0001111563414450817,6.258745917475333e-05,-8.973953279705297e-05,0.0001202707758485017,4.997638608519685e-05,7.132138694932746e-05,-5.803174099827762e-05,2.6987334633669805e-05,-2.5943361208611465e-05
174,6.015583387333645e-05,5.548533878122899e-06,9.360172026265766e-05,-0.00012317480897838695,2.7345543323260372e-05,9.625191463143383e-06,-0.00012689223167512635,6.680523664511058e-05,8.420366804187638e-05
175,9.16590578149303e-05,8.969089259102365e-05,-3.481116399242938e-05,5.084036885103593e-05,-3.385515840874585e-05,-0.00011027463771968956,6.053301703655453e-05,2.8115570397494507e-05,8.371764570617756e-05
176,5.580937110796177e-05,-2.6608495221409233e-05,5.54999407663182e-05,-6.82099841268822e-05,-7.804254275817389e-07,-2.374408387323286e-06,-5.939214810306933e-05,-6.312969047426507e-05,1.518014702373825e-05
177,6.875939516786026e-05,-8.624643906655618e-05,0.00010647949001225348,-9.711300421288622e-06,1.1799935861975518e-05,-2.88949840569567e-05,2.0593656128631384e-05,8.739868649064695e-07,-9.155710871419792e-06
178,-1.5525478300513685e-05,0.0001476901998992361,-9.44488725947325e-05,8.252049318744417e-05,-4.6553362180065445e-05,-9.873720952930896e-05,-1.348303897816467e-05,-6.295128215987901e-05,4.036058532601443e-06
179,-2.083718515941018e-05,-0.00010529568803945234,9.176170906970047e-05,-1.1671256060293504e-05,-2.1538174857825698e-05,-3.657376006709051e-06,1.9598467896395373e-05,-1.0513919591606111e-05,1.5824652622021216e-05
180,-4.439962912923723e-05,2.811717727201082e-05,-0.00012925169622658548,-8.440723505984105e-05,4.905591821577076e-05,5.1400868441226744e-05,-6.88895008987413e-05,-2.680361607869743e-05,1.8804403155357895e-05
181,8.514873815163876e-06,7.86643980892305e-05,0.00018011545772340698,-0.00012439254778779768,-4.663918872990817e-05,0.00015970216137307672,0.00011841161192576764,-5.581926911775126e-06,4.5186531838119575e-05
182,4.5868838336691234e-05,-0.00010503526339677016,0.00014314836411485448,-0.00010882637109867844,0.00016390785787053253,-0.0001132018541394626,-6.086539089694475e-05,-7.00469129314461e-06,1.4165930335329391e-05
183,-4.6024496245908744e-05,-6.04564309119224e-05,4.496425542934201e-06,-6.391328023533823e-05,-8.713846862333281e-05,-4.376319906325216e-05,-5.141896393464854e-05,-7.916950880512284e-05,4.3305228120097905e-05
184,7.2445328904577615e-06,0.00010936420052534173,-7.547552203286101e-05,1.8886780315240064e-05,2.6342949234184632e-05,1.7381375247442028e-05,-4.460880807353937e-05,-9.427987913229776e-05,0.0001452446800154622
185,8.444790939331021e-07,4.316136528662012e-05,3.9993514080335967e-05,-5.882664845730938e-05,-2.073364537509325e-05,1.5641718227420796e-05,9.683375117078886e-05,-5.531243463461982e-05,2.617757805479979e-05
186,4.217710040682375e-06,-7.563354827562054e-05,-0.0001792231288083872,6.915807321775469e-05,8.169035122610494e-06,-9.674543606423716e-05,6.251597109933966e-05,6.612163138207676e-05,2.596291333373062e-05
187,4.340698527606005e-05,-0.00017964546126837685,-4.533057983692705e-05,-3.5236585506469486e-05,0.0001623977140919881,9.856142251874134e-06,7.237909210630761e-05,2.5393566723331775e-05,2.641633825328054e-05
188,2.344968846993188e-05,-7.05914766948483e-05,-7.330880877640373e-05,-6.365776273622141e-05,7.618018065744204e-05,0.00012722101408309787,-1.0044115302419475e-05,9.885029181292708e-05,-2.4857838477506667e-05
189,-6.079868509371171e-05,3.6338260992541154e-05,3.235365286248854e-05,6.934805888039322e-05,5.373409654028972e-05,-0.00015658159547850164,1.0221920803882029e-05,2.785912607654485e-05,2.458304908881915e-06
190,5.3749445303926217e-05,9.173246102141638e-05,-5.723622723577289e-05,2.6228782192714503e-05,-9.664495544131816e-05,4.6655681726346334e-05,-8.98777270703243e-05,2.253468230194758e-05,4.6758354842207824e-05
191,3.4777253669655766e-05,-1.4075474279822918e-05,-5.788547961849379e-05,-8.033444635435743e-05,2.0543321149068062e-05,4.976511592172097e-05,-2.9805481020080298e-05,-7.46775191342012e-05,7.286664356284389e-06
192,3.885515429465851e-05,2.648646426357759e-05,-8.815578666281383e-05,-0.00021416389319377216,-7.304868465177268e-05,-1.584865743568188e-05,-1.8964397648128e-05,-0.00020730117499823583,-1.528682400872352e-05
193,-4.762793138841772e-06,1.450799008476966e-05,0.00013718236184407466,-0.00014599571310065473,-7.867123776250591e-05,0.00011815312702994912,-2.9113841819733873e-05,-6.127402605469566e-05,6.0085102662379206e-05
194,-7.153277370724544e-05,-0.00013919107468118364,-0.00016751181109725375,-3.310071086254671e-05,4.31266277862501e-05,9.232121419380526e-05,-2.8183180867401633e-05,8.506822983726842e-05,2.742125421221933e-06
195,4.156702605003704e-05,0.00011126537785337878,2.4302617982010886e-05,-1.3540559621920828e-05,0.00010274189229489,4.6654864347612565e-05,0.00010573788012680163,1.6132701322461918e-05,4.931577010454367e-05
196,-6.606398517877928e-05,2.6009899934975093e-05,6.493014859767728e-05,7.367930130655696e-05,-0.0001351714140707457,1.238778406702079e-07,-8.565651535451712e-07,-0.00010744390347388726,-6.782826196062977e-05
197,8.584759015291114e-06,3.8337346298246615e-06,1.3729660230141072e-05,-4.4602912019428285e-05,-5.6678603718919686e-05,0.00018619946885119017,-2.113563257351452e-05,4.089378372517136e-05,-7.911797385345917e-05
198,-1.3616537320330824e-05,-3.1340854659915384e-05,5.409853426999511e-05,0.00011649250611320502,0.0001658544751849314,0.00020119773036240065,-0.0001709322185647669,0.0001635684028321603,5.77788121529873e-05
199,6.292190368631361e-05,-1.8280768787114564e-05,6.50533700980305e-05,8.449097800849312e-05,0.00017767452412360184,4.829698716738543e-05,1.0239909863162624e-05,6.077624851124409e-05,-8.002863870799214e-05
200,3.3514749047422915e-05,-7.353753311549059e-05,9.205967442479872e-05,-5.8962650531722826e-05,-5.214860260745143e-05,-0.0001175061178607733,-0.0001064030581579118,-0.00013976949726889824,-1.2254463605807998e-05
201,3.4255934150605593e-06,-5.494844828195034e-05,-0.00010247324937208988,4.1155848737451625e-05,9.768810954623638e-05,3.470399618046876e-05,3.4079492527270565e-05,0.00011145796927900084,-7.005682731689146e-05
202,-0.00018487318627166864,-0.00010450909626614168,-4.940446853624739e-05,-8.028734282582186e-05,0.00014936886960600392,1.4095400469521402e-05,5.609175206137199e-06,6.264117972268836e-05,-4.9795909244299525e-06
203,-4.6782154275433046e-05,0.00031608003547118973,-5.028726791287445e-06,-8.162155410071333e-05,-4.222653903906357e-05,-0.00011955162242955544,0.00013416499744951576,-1.7820030783473045e-07,-2.7094739138893183e-05
204,1.5659478812227457e-05,-3.956857952848475e-05,2.8641228320741917e-06,-7.85941943133446e-05,-1.2717883461471814e-05,3.146645960660377e-05,4.393814950391572e-05,-2.003778024290657e-05,4.447904918225281e-05
205,-4.5509037686520185e-05,6.82117375469884e-05,-2.791475162289902e-06,-2.0837861179877667e-05,8.133831401928265e-05,0.00015969845606057795,3.711926613910208e-05,4.579265679523494e-05,-1.307248521713792e-06
206,3.611002544789563e-05,3.1979470516219567e-05,8.462971131242004e-05,-1.7416549986519398e-05,-0.0001411514488938296,6.066264509013072e-05,-1.7938587993629443e-05,-2.8227333089763517e-05,-7.442476686238047e-05
207,4.690733102344023e-05,-0.00011747648606351168,-3.333677782374814e-05,5.6308694444083174e-05,-0.0001463789489476647,0.0001461845506205276,-3.9836132122763864e-05,-6.993207739306276e-05,6.257623880223784e-05
208,-8.071398570777825e-06,-6.381420718492076e-05,-7.543243109056212e-05,2.270793514609481e-06,-0.0001458820700182591,-6.298877250717391e-05,1.4420861307945849e-06,-5.5415346258629513e-05,3.817159601252867e-05
209,-5.7340847008629145e-05,-3.9520868375712986e-05,3.1878559825920845e-05,-5.848326461459103e-06,6.226702850079755e-05,0.0002162526093765103,9.860922451061085e-06,-5.041855608604084e-05,-3.1078269763887975e-05
210,-6.738006437605907e-05,7.638263930570229e-05,-7.345046070842404e-05,-3.072608789778057e-05,7.07269710695128e-05,0.0001201793040747464,-3.1364152116476486e-05,-0.00010052760850007029,-2.928730259237495e-05
211,6.255302669067817e-05,1.3145366477627886e-05,8.907142936127806e-05,4.2661708333378894e-05,-0.0001431136649546079,-3.896627878130104e-05,1.2524937933929395e-05,-4.3498485752101014e-05,-2.560881788172545e-05
212,5.778246982560105e-06,-2.7560800320473007e-05,7.719962064774213e-05,-3.233409451340214e-05,8.169885079327816e-05,-7.992384210476996e-05,9.1370289846458e-05,-6.919181329352897e-05,-3.0870654743020605e-05
213,-4.558248949009834e-05,-7.6021852566566425e-06,-4.431890334378708e-05,-0.00011570676797086872,4.8086478404192766e-05,-3.163686096007551e-07,3.3257429184290114e-05,-6.702149994671946e-05,2.8313221698454415e-06
214,-3.502947710889044e-05,7.550837906529022e-06,5.077640890839167e-06,-2.937449508373488e-05,1.361703272847279e-05,1.7646453949354117e-06,-1.1269980233515224e-05,-4.209209193351833e-05,5.9177499748967285e-05
215,7.510410251237071e-05,-5.053017979523726e-05,-4.572459555538695e-05,4.538725913052033e-05,7.898574445320034e-05,0.00011779173449561568,4.046417775677928e-05,8.239249841519369e-05,4.6945125058903824e-05
216,6.112467039243549e-05,4.0780935231804515e-05,5.980326684415949e-05,2.766183321998555e-05,-7.372420981448061e-05,1.7385447125907985e-05,-2.1289758436944384e-05,0.00011670026159666716,-1.8434893172670044e-05
217,2.333784255428504e-05,-5.798043502482232e-05,4.070329812027317e-05,-1.3429737436492404e-05,8.498735949367564e-05,-5.3860168249126785e-05,-2.4795425596549043e-05,-0.0001053482874851909,-0.00014268530466331357
218,-4.666212219321214e-05,2.7605584895460767e-05,2.7024217369568055e-05,8.204289915831388e-05,-7.283791054186701e-05,5.974823204341562e-05,5.624373561109954e-06,-8.667032078394964e-05,4.461507469147388e-05
219,-3.044432839077359e-05,4.2356726559829464e-05,1.234076016801832e-05,-1.2162930149646063e-05,1.478515570007476e-05,0.0001268253369595908,4.4759779315624524e-06,4.1803604288051285e-05,0.00012017536215492758
220,3.5038130609210254e-05,-9.981319341261946e-05,3.3922666503480145e-05,1.59051257548447e-05,2.3833658119051193e-05,-6.574662280539716e-05,2.672505788991267e-05,-7.695410207912047e-05,-0.00010626808664052384
221,-1.0890043727566927e-05,3.7012186076550616e-05,-2.3777077499773007e-05,-2.8035707044673503e-05,6.074121082013744e-06,4.3788393608094e-05,-4.887023579856512e-05,2.6247298477230387e-05,-2.899714871788894e-05
222,7.26104014916732e-05,-9.21396134954452e-05,3.705916348521486e-05,-6.750189751505882e-05,-4.821075194723139e-06,-9.63720572199491e-05,-2.655789734481681e-05,-5.702149742476895e-05,-8.154191175162737e-05
223,-4.099451096926259e-05,-2.7296287303400503e-05,-3.9876713146090055e-05,-8.810810599980657e-05,5.169071511877078e-05,-0.00010746832245795484,-6.378527634411143e-06,3.662856756298226e-05,6.95527866659128e-05
224,-2.808154586812949e-05,1.8324467512471884e-05,1.5206996560546802e-05,8.391040334723596e-05,-2.5849214264658956e-05,-2.0311561889880133e-05,3.77360004633951e-05,-0.00019599405622499632,-7.466822244850398e-05
225,-2.3737314171945343e-05,-0.00011276105973481008,-9.623817980867836e-05,-2.323423810667606e-05,-0.00010757019106405244,-2.515194576647644e-05,-6.5077942273926e-05,-1.4272319269712943e-05,-0.0004194129363122393
226,0.00012478310859438164,-0.0001097007268087606,-5.5287509986604875e-05,-0.000204996744634178,-2.0595558464213345e-05,-2.0218347126680972e-06,4.526166792170341e-05,1.7866192380199297e-05,-0.00010600727567225128
227,-7.945235398141232e-06,-0.00010451035584447796,-0.00015145630112909224,1.555888138717442e-05,3.9277888319405614e-05,4.332392875157007e-06,-1.9487270847709493e-05,-2.464349160591918e-05,5.895415105051554e-05
228,4.692533200889171e-06,0.00012107900484653897,-2.0304521767461828e-05,4.584543648493319e-05,8.645753969035832e-05,4.744412840004364e-05,-6.599691272938526e-05,2.9896020689719475e-05,0.00032211360115817105
229,-5.981848818917723e-05,-4.586829493331716e-05,6.528396635343215e-06,5.734002057397339e-06,-2.9288672655100536e-05,-0.0002131338713725434,0.0002176563837902932,8.240521331217287e-06,7.008728662181075e-05
230,4.1292985752996574e-05,-8.639263132141604e-05,1.462545217784903e-05,6.225123844452982e-05,-7.142359350057132e-05,0.00012977171613602016,-0.00017313296304463313,2.1031190087427365e-05,0.00012499445685307383
231,4.5427580733292784e-05,-0.0001576163911751607,2.476049557492621e-05,4.5374832124317635e-05,7.855213587507083e-05,0.0001689240158260845,-3.448934990537501e-05,-4.216919645745295e-06,0.00025539164866078003
232,8.609678194321631e-07,-4.528678097464567e-05,-9.309920145356676e-05,-6.0853623753128455e-05,2.03406414180291e-06,-3.1624395308348048e-06,-3.911346160338842e-05,1.1152515241150922e-05,2.847115958336169e-05
233,3.656626732392338e-06,-2.1242599530908674e-05,-0.00013200622343945937,-1.7776694185515732e-06,-5.113776870558024e-05,3.6408977435340024e-05,-6.877659760573148e-05,-7.432485849047927e-05,-2.1398124686454196e-05
234,7.940792077710111e-05,6.224897639419837e-05,-0.00011025315604314046,-2.7058403443148895e-05,-2.7146079607276436e-05,2.9384806184052036e-05,-1.0015011992885802e-06,0.00011661782664820136,6.97912407259928e-05
235,1.4488115790803158e-05,-6.277641413635975e-05,6.205071709406633e-05,-4.225996536997785e-06,4.993277044871761e-05,5.946668967038112e-05,4.675648061784543e-06,5.3210205229793365e-05,2.1795629136769876e-05
236,5.0550044246126574e-05,6.483433823900647e-06,1.242795837422468e-05,-2.5979205097497115e-05,3.274147882090443e-05,5.071006087051638e-05,2.7740437027713665e-05,9.816793289315556e-05,-0.00014575176603602002
237,-4.354936949910085e-05,3.736258695743265e-06,-0.00017528604372725454,-4.5865804017262194e-05,-1.621941299205192e-05,-4.277126934667095e-05,-2.8224547638932828e-05,8.080239664977276e-05,9.253331990037884e-05
238,2.993301407317287e-05,3.977474449312762e-05,2.912221150793559e-06,-3.57167206893239e-05,8.283072409700147e-05,8.52080214511452e-05,9.835452053893733e-05,4.211885858421718e-05,4.457394793831912e-06
239,5.37379003717242e-06,-8.225002684444479e-06,6.303119814031049e-06,4.858341511183349e-06,2.7412952183903637e-06,-0.0001453388912987285,-7.04625951686911e-05,-0.00011523981116161344,2.183605192913832e-05
240,3.0979710013889184e-05,2.6722543372742217e-05,0.0001445297090725509,-1.809979568576118e-05,4.889845120644584e-05,7.2697639335008e-05,-4.855796812281749e-05,2.0231021697816165e-05,-3.905968111932827e-05
241,8.130828870240945e-06,8.994875321639063e-05,4.5521518083576094e-05,7.59030184410398e-05,2.9620826295865018e-05,-3.396693396351743e-05,-5.4595989244894213e-05,6.015566735352236e-05,0.00010179195727774273
242,-6.171459508684483e-06,6.934624502124058e-05,-2.5292903323509013e-05,0.00013062797308977843,6.664399327013107e-05,-4.9886035268524046e-05,5.996242044841341e-05,4.776902732552342e-06,-1.4391782763356244e-05
243,4.892416235158715e-05,3.1453310320899726e-05,-2.957000692898885e-05,4.766755657561156e-05,1.5864887531442344e-05,-4.1996459087616305e-06,-5.08728468033906e-06,4.334007181580493e-05,-0.0002245722452282159
244,4.341282818765656e-05,0.000179750975120231,4.4606743354676126e-05,-4.1123310662418525e-05,-6.318855804750235e-05,-0.000125557755228398,4.317723999016909e-05,5.9499721986562374e-05,-7.877910779760233e-05
245,8.848258117941145e-05,-5.361660036733369e-05,6.565253418624464e-05,1.599171913140432e-05,-2.606300574210503e-05,-0.0001013494590323389,-1.9608396726375817e-05,-4.211740004872673e-05,0.00010361401835126956
246,-6.968384765065125e-05,6.577890165420656e-05,-4.915934157786328e-05,-6.849487329754322e-05,-3.5567756508175324e-05,-7.69710619099548e-05,4.409473984663338e-05,9.520443230720504e-05,-3.350938219575897e-05
247,3.710856211527808e-05,8.730427947760611e-05,6.13458378077571e-05,4.118415090969825e-06,8.646106627868698e-05,-7.633168824905262e-05,2.7240281057758267e-05,-5.391174791401905e-05,-5.140637532985189e-06
248,-5.765210420277752e-06,6.555725784234681e-05,-9.55967564005776e-05,-6.328823154350794e-05,4.208260074911529e-05,-5.7619984370699135e-05,-2.665635455060044e-05,7.620584836765625e-06,4.9854156086616865e-05
249,8.780057716033676e-06,-4.8120962047971896e-06,2.933005258581233e-05,2.7344561535149975e-07,0.0001147858821726237,-4.0617139178766156e-06,-8.30150878743337e-05,-6.929849399981764e-05,-7.195238541409015e-05
250,-8.87618206375884e-06,-5.19060203784967e-05,-7.820389119262028e-05,8.506355686053798e-05,-2.0004196881462515e-05,-3.766323610743947e-05,0.00010164140187369364,2.686509159264613e-05,1.0606626529450965e-05
251,4.44938586471865e-05,0.00010396215954289984,1.514548243686722e-05,6.961836260794084e-06,-3.2576630157207415e-05,-0.00012096624249339369,3.4709212039469854e-05,8.972669883378011e-05,-5.8699247863706544e-05
252,-2.764683330692661e-05,-2.2359432744846895e-05,-0.00010758953704186362,0.0001063032928453908,6.50101096905933e-05,0.0001360238671120984,2.6672372679739865e-06,0.0001961574580080208,2.724182642955402e-05
