step,deepseek1.5b_sync_8gpu_sigfrac_cfixed_lr1.25e-5_seed1-actor/lr_step,deepseek1.5b_sync_8gpu_sign_gate_meanmatch_gamma0.5_seed0-actor/lr_step,deepseek1.5b_sync_8gpu_sigfrac_cfixed_lr1.25e-5_seed0-actor/lr_step,deepseek1.5b_sync_8gpu_matched_alpha_2.97e-6_seed0-actor/lr_step,deepseek1.5b_sync_8gpu_sign_gate_meanmatch_gamma0.5_seed1-actor/lr_step,deepseek1.5b_sync_8gpu_matched_alpha_2.97e-6_seed1-actor/lr_step,deepseek1.5b_sync_8gpu_matched_alpha_2.97e-6-actor/lr_step,deepseek1.5b_sync_8gpu_sign_gate_meanmatch_gamma0.5-actor/lr_step,deepseek1.5b_sync_8gpu_sigfrac_cfixed_lr1.25e-5-actor/lr_step
235,2.4999999999999998e-06,1.8549999999999998e-06,2.4999999999999998e-06,2.9699999999999995e-06,3.7099999999999996e-06,2.9699999999999995e-06,2.9699999999999995e-06,3.7099999999999996e-06,2.4999999999999998e-06
236,2.4999999999999998e-06,3.7099999999999996e-06,2.4999999999999998e-06,2.9699999999999995e-06,3.7099999999999996e-06,2.9699999999999995e-06,2.9699999999999995e-06,3.7099999999999996e-06,2.4999999999999998e-06
237,2.4999999999999998e-06,3.7099999999999996e-06,2.4999999999999998e-06,2.9699999999999995e-06,1.8549999999999998e-06,2.9699999999999995e-06,2.9699999999999995e-06,3.7099999999999996e-06,2.4999999999999998e-06
238,2.4999999999999998e-06,3.7099999999999996e-06,2.4999999999999998e-06,2.9699999999999995e-06,3.7099999999999996e-06,2.9699999999999995e-06,2.9699999999999995e-06,3.7099999999999996e-06,2.4999999999999998e-06
239,2.4999999999999998e-06,1.8549999999999998e-06,2.4999999999999998e-06,2.9699999999999995e-06,3.7099999999999996e-06,2.9699999999999995e-06,2.9699999999999995e-06,1.8549999999999998e-06,2.4999999999999998e-06
240,2.4999999999999998e-06,3.7099999999999996e-06,2.4999999999999998e-06,2.9699999999999995e-06,3.7099999999999996e-06,2.9699999999999995e-06,2.9699999999999995e-06,3.7099999999999996e-06,2.4999999999999998e-06
241,2.4999999999999998e-06,3.7099999999999996e-06,2.4999999999999998e-06,2.9699999999999995e-06,3.7099999999999996e-06,2.9699999999999995e-06,2.9699999999999995e-06,3.7099999999999996e-06,2.4999999999999998e-06
242,2.4999999999999998e-06,3.7099999999999996e-06,2.4999999999999998e-06,2.9699999999999995e-06,3.7099999999999996e-06,2.9699999999999995e-06,2.9699999999999995e-06,3.7099999999999996e-06,2.4999999999999998e-06
243,2.4999999999999998e-06,3.7099999999999996e-06,2.4999999999999998e-06,2.9699999999999995e-06,3.7099999999999996e-06,2.9699999999999995e-06,2.9699999999999995e-06,3.7099999999999996e-06,2.4999999999999998e-06
244,2.4999999999999998e-06,3.7099999999999996e-06,2.4999999999999998e-06,2.9699999999999995e-06,1.8549999999999998e-06,2.9699999999999995e-06,2.9699999999999995e-06,3.7099999999999996e-06,2.4999999999999998e-06
245,2.4999999999999998e-06,1.8549999999999998e-06,2.4999999999999998e-06,2.9699999999999995e-06,1.8549999999999998e-06,2.9699999999999995e-06,2.9699999999999995e-06,1.8549999999999998e-06,2.4999999999999998e-06
246,2.4999999999999998e-06,3.7099999999999996e-06,2.4999999999999998e-06,2.9699999999999995e-06,1.8549999999999998e-06,2.9699999999999995e-06,2.9699999999999995e-06,3.7099999999999996e-06,2.4999999999999998e-06
247,2.5482597691927206e-06,3.7099999999999996e-06,2.729221932319517e-06,2.9699999999999995e-06,3.7099999999999996e-06,2.9699999999999995e-06,2.9699999999999995e-06,1.8549999999999998e-06,2.4999999999999998e-06
248,2.5482597691927206e-06,3.7099999999999996e-06,2.729221932319517e-06,2.9699999999999995e-06,3.7099999999999996e-06,2.9699999999999995e-06,2.9699999999999995e-06,3.7099999999999996e-06,2.5791124728501245e-06
249,2.4999999999999998e-06,1.8549999999999998e-06,2.4999999999999998e-06,2.9699999999999995e-06,3.7099999999999996e-06,2.9699999999999995e-06,2.9699999999999995e-06,1.8549999999999998e-06,2.5791124728501245e-06
250,2.4999999999999998e-06,1.8549999999999998e-06,2.581273880068526e-06,2.9699999999999995e-06,1.8549999999999998e-06,2.9699999999999995e-06,2.9699999999999995e-06,3.7099999999999996e-06,2.4999999999999998e-06
251,2.4999999999999998e-06,3.7099999999999996e-06,2.4999999999999998e-06,2.9699999999999995e-06,1.8549999999999998e-06,2.9699999999999995e-06,2.9699999999999995e-06,3.7099999999999996e-06,2.4999999999999998e-06
252,2.4999999999999998e-06,1.8549999999999998e-06,2.4999999999999998e-06,2.9699999999999995e-06,3.7099999999999996e-06,2.9699999999999995e-06,2.9699999999999995e-06,3.7099999999999996e-06,2.4999999999999998e-06
253,2.4999999999999998e-06,3.7099999999999996e-06,2.4999999999999998e-06,2.9699999999999995e-06,1.8549999999999998e-06,2.9699999999999995e-06,2.9699999999999995e-06,3.7099999999999996e-06,2.846022168206576e-06
254,2.4999999999999998e-06,3.7099999999999996e-06,2.4999999999999998e-06,2.9699999999999995e-06,3.7099999999999996e-06,2.9699999999999995e-06,2.9699999999999995e-06,1.8549999999999998e-06,2.846022168206576e-06
255,3.0975951802079005e-06,1.8549999999999998e-06,2.4999999999999998e-06,2.9699999999999995e-06,1.8549999999999998e-06,2.9699999999999995e-06,2.9699999999999995e-06,1.8549999999999998e-06,2.846022168206576e-06
256,3.0975951802079005e-06,3.7099999999999996e-06,2.4999999999999998e-06,2.9699999999999995e-06,3.7099999999999996e-06,2.9699999999999995e-06,2.9699999999999995e-06,1.8549999999999998e-06,3.2640282518491638e-06
257,3.2516783357680497e-06,3.7099999999999996e-06,2.4999999999999998e-06,2.9699999999999995e-06,3.7099999999999996e-06,2.9699999999999995e-06,2.9699999999999995e-06,1.8549999999999998e-06,3.2640282518491638e-06
258,3.2516783357680497e-06,1.8549999999999998e-06,2.4999999999999998e-06,2.9699999999999995e-06,3.7099999999999996e-06,2.9699999999999995e-06,2.9699999999999995e-06,3.7099999999999996e-06,3.2640282518491638e-06
259,3.2516783357680497e-06,3.7099999999999996e-06,2.4999999999999998e-06,2.9699999999999995e-06,1.8549999999999998e-06,2.9699999999999995e-06,2.9699999999999995e-06,1.8549999999999998e-06,2.4999999999999998e-06
260,3.2516783357680497e-06,1.8549999999999998e-06,2.4999999999999998e-06,2.9699999999999995e-06,3.7099999999999996e-06,2.9699999999999995e-06,2.9699999999999995e-06,1.8549999999999998e-06,2.4999999999999998e-06
261,3.330641400277759e-06,1.8549999999999998e-06,2.730199514091996e-06,2.9699999999999995e-06,3.7099999999999996e-06,2.9699999999999995e-06,2.9699999999999995e-06,3.7099999999999996e-06,2.4999999999999998e-06
262,3.7746432105259262e-06,1.8549999999999998e-06,2.4999999999999998e-06,2.9699999999999995e-06,1.8549999999999998e-06,2.9699999999999995e-06,2.9699999999999995e-06,1.8549999999999998e-06,2.4999999999999998e-06
263,2.4999999999999998e-06,1.8549999999999998e-06,2.4999999999999998e-06,2.9699999999999995e-06,3.7099999999999996e-06,2.9699999999999995e-06,2.9699999999999995e-06,1.8549999999999998e-06,2.4999999999999998e-06
264,2.693316578656068e-06,3.7099999999999996e-06,2.4999999999999998e-06,2.9699999999999995e-06,3.7099999999999996e-06,2.9699999999999995e-06,2.9699999999999995e-06,1.8549999999999998e-06,2.4999999999999998e-06
265,2.693316578656068e-06,1.8549999999999998e-06,2.4999999999999998e-06,2.9699999999999995e-06,3.7099999999999996e-06,2.9699999999999995e-06,2.9699999999999995e-06,1.8549999999999998e-06,2.4999999999999998e-06
266,2.693316578656068e-06,3.7099999999999996e-06,2.4999999999999998e-06,2.9699999999999995e-06,1.8549999999999998e-06,2.9699999999999995e-06,2.9699999999999995e-06,3.7099999999999996e-06,2.4999999999999998e-06
267,3.2040162976446263e-06,1.8549999999999998e-06,2.4999999999999998e-06,2.9699999999999995e-06,1.8549999999999998e-06,2.9699999999999995e-06,2.9699999999999995e-06,3.7099999999999996e-06,2.4999999999999998e-06
268,3.2040162976446263e-06,1.8549999999999998e-06,2.4999999999999998e-06,2.9699999999999995e-06,3.7099999999999996e-06,2.9699999999999995e-06,2.9699999999999995e-06,3.7099999999999996e-06,2.4999999999999998e-06
269,3.5370944379853424e-06,3.7099999999999996e-06,2.9303931811618177e-06,2.9699999999999995e-06,3.7099999999999996e-06,2.9699999999999995e-06,2.9699999999999995e-06,1.8549999999999998e-06,2.4999999999999998e-06
270,2.4999999999999998e-06,3.7099999999999996e-06,2.9303931811618177e-06,2.9699999999999995e-06,3.7099999999999996e-06,2.9699999999999995e-06,2.9699999999999995e-06,3.7099999999999996e-06,2.4999999999999998e-06
271,2.9480257399817568e-06,3.7099999999999996e-06,2.9303931811618177e-06,2.9699999999999995e-06,1.8549999999999998e-06,2.9699999999999995e-06,2.9699999999999995e-06,3.7099999999999996e-06,2.4999999999999998e-06
272,2.977255264320937e-06,3.7099999999999996e-06,3.1657278396182353e-06,2.9699999999999995e-06,1.8549999999999998e-06,2.9699999999999995e-06,2.9699999999999995e-06,1.8549999999999998e-06,2.4999999999999998e-06
273,2.977255264320937e-06,1.8549999999999998e-06,2.4999999999999998e-06,2.9699999999999995e-06,3.7099999999999996e-06,2.9699999999999995e-06,2.9699999999999995e-06,3.7099999999999996e-06,2.4999999999999998e-06
274,2.9815111645918008e-06,1.8549999999999998e-06,2.6198864809204137e-06,2.9699999999999995e-06,1.8549999999999998e-06,2.9699999999999995e-06,2.9699999999999995e-06,3.7099999999999996e-06,2.4999999999999998e-06
275,2.9815111645918008e-06,1.8549999999999998e-06,2.6198864809204137e-06,2.9699999999999995e-06,1.8549999999999998e-06,2.9699999999999995e-06,2.9699999999999995e-06,3.7099999999999996e-06,2.4999999999999998e-06
276,3.3432287015705693e-06,3.7099999999999996e-06,2.9090729403942806e-06,2.9699999999999995e-06,1.8549999999999998e-06,2.9699999999999995e-06,2.9699999999999995e-06,3.7099999999999996e-06,2.4999999999999998e-06
277,3.3432287015705693e-06,3.7099999999999996e-06,3.1353081437939323e-06,2.9699999999999995e-06,3.7099999999999996e-06,2.9699999999999995e-06,2.9699999999999995e-06,3.7099999999999996e-06,2.4999999999999998e-06
278,3.3432287015705693e-06,3.7099999999999996e-06,3.4656225267117733e-06,2.9699999999999995e-06,3.7099999999999996e-06,2.9699999999999995e-06,2.9699999999999995e-06,3.7099999999999996e-06,2.4999999999999998e-06
279,3.3432287015705693e-06,3.7099999999999996e-06,3.824272602469373e-06,2.9699999999999995e-06,1.8549999999999998e-06,2.9699999999999995e-06,2.9699999999999995e-06,3.7099999999999996e-06,2.4999999999999998e-06
280,3.79279290901293e-06,1.8549999999999998e-06,3.824272602469373e-06,2.9699999999999995e-06,3.7099999999999996e-06,2.9699999999999995e-06,2.9699999999999995e-06,3.7099999999999996e-06,2.8487089967123127e-06
281,3.79279290901293e-06,1.8549999999999998e-06,3.824272602469373e-06,2.9699999999999995e-06,1.8549999999999998e-06,2.9699999999999995e-06,2.9699999999999995e-06,1.8549999999999998e-06,3.0825478233729275e-06
282,2.4999999999999998e-06,3.7099999999999996e-06,2.7465800773134887e-06,2.9699999999999995e-06,3.7099999999999996e-06,2.9699999999999995e-06,2.9699999999999995e-06,1.8549999999999998e-06,2.9480897679784527e-06
283,2.4999999999999998e-06,1.8549999999999998e-06,3.383618752511937e-06,2.9699999999999995e-06,1.8549999999999998e-06,2.9699999999999995e-06,2.9699999999999995e-06,1.8549999999999998e-06,3.135090623971548e-06
284,2.4999999999999998e-06,3.7099999999999996e-06,2.4999999999999998e-06,2.9699999999999995e-06,1.8549999999999998e-06,2.9699999999999995e-06,2.9699999999999995e-06,3.7099999999999996e-06,3.135090623971548e-06
285,2.4999999999999998e-06,1.8549999999999998e-06,2.4999999999999998e-06,2.9699999999999995e-06,1.8549999999999998e-06,2.9699999999999995e-06,2.9699999999999995e-06,1.8549999999999998e-06,3.135090623971548e-06
286,2.4999999999999998e-06,1.8549999999999998e-06,2.4999999999999998e-06,2.9699999999999995e-06,3.7099999999999996e-06,2.9699999999999995e-06,2.9699999999999995e-06,3.7099999999999996e-06,3.135090623971548e-06
287,2.4999999999999998e-06,1.8549999999999998e-06,2.4999999999999998e-06,2.9699999999999995e-06,3.7099999999999996e-06,2.9699999999999995e-06,2.9699999999999995e-06,1.8549999999999998e-06,3.135090623971548e-06
288,2.4999999999999998e-06,3.7099999999999996e-06,2.4999999999999998e-06,2.9699999999999995e-06,3.7099999999999996e-06,2.9699999999999995e-06,2.9699999999999995e-06,3.7099999999999996e-06,3.282981943624742e-06
289,2.894405629759559e-06,1.8549999999999998e-06,2.4999999999999998e-06,2.9699999999999995e-06,1.8549999999999998e-06,2.9699999999999995e-06,2.9699999999999995e-06,3.7099999999999996e-06,2.4999999999999998e-06
290,2.894405629759559e-06,3.7099999999999996e-06,2.4999999999999998e-06,2.9699999999999995e-06,3.7099999999999996e-06,2.9699999999999995e-06,2.9699999999999995e-06,1.8549999999999998e-06,2.4999999999999998e-06
291,2.4999999999999998e-06,1.8549999999999998e-06,2.4999999999999998e-06,2.9699999999999995e-06,1.8549999999999998e-06,2.9699999999999995e-06,2.9699999999999995e-06,1.8549999999999998e-06,2.4999999999999998e-06
292,2.4999999999999998e-06,1.8549999999999998e-06,2.4999999999999998e-06,2.9699999999999995e-06,3.7099999999999996e-06,2.9699999999999995e-06,2.9699999999999995e-06,1.8549999999999998e-06,2.4999999999999998e-06
293,2.4999999999999998e-06,3.7099999999999996e-06,2.4999999999999998e-06,2.9699999999999995e-06,1.8549999999999998e-06,2.9699999999999995e-06,2.9699999999999995e-06,1.8549999999999998e-06,2.4999999999999998e-06
294,2.4999999999999998e-06,3.7099999999999996e-06,2.4999999999999998e-06,2.9699999999999995e-06,3.7099999999999996e-06,2.9699999999999995e-06,2.9699999999999995e-06,1.8549999999999998e-06,2.4999999999999998e-06
295,2.4999999999999998e-06,1.8549999999999998e-06,2.4999999999999998e-06,2.9699999999999995e-06,1.8549999999999998e-06,2.9699999999999995e-06,2.9699999999999995e-06,3.7099999999999996e-06,2.4999999999999998e-06
296,2.4999999999999998e-06,3.7099999999999996e-06,2.4999999999999998e-06,2.9699999999999995e-06,3.7099999999999996e-06,2.9699999999999995e-06,2.9699999999999995e-06,3.7099999999999996e-06,2.4999999999999998e-06
297,2.4999999999999998e-06,3.7099999999999996e-06,2.4999999999999998e-06,2.9699999999999995e-06,1.8549999999999998e-06,2.9699999999999995e-06,2.9699999999999995e-06,3.7099999999999996e-06,2.4999999999999998e-06
298,2.4999999999999998e-06,3.7099999999999996e-06,2.6926370475439693e-06,2.9699999999999995e-06,3.7099999999999996e-06,2.9699999999999995e-06,2.9699999999999995e-06,1.8549999999999998e-06,2.4999999999999998e-06
299,2.4999999999999998e-06,1.8549999999999998e-06,2.6926370475439693e-06,2.9699999999999995e-06,1.8549999999999998e-06,2.9699999999999995e-06,2.9699999999999995e-06,1.8549999999999998e-06,2.7125390277711283e-06
300,2.4999999999999998e-06,3.7099999999999996e-06,2.4999999999999998e-06,2.9699999999999995e-06,1.8549999999999998e-06,2.9699999999999995e-06,2.9699999999999995e-06,1.8549999999999998e-06,2.7125390277711283e-06
