step,deepseek1.5b_sync_8gpu_sigfrac_cfixed_lr1.25e-5_seed1-actor/g_rms_ema_step,deepseek1.5b_sync_8gpu_sign_gate_meanmatch_gamma0.5_seed0-actor/g_rms_ema_step,deepseek1.5b_sync_8gpu_sigfrac_cfixed_lr1.25e-5_seed0-actor/g_rms_ema_step,deepseek1.5b_sync_8gpu_matched_alpha_2.97e-6_seed0-actor/g_rms_ema_step,deepseek1.5b_sync_8gpu_sign_gate_meanmatch_gamma0.5_seed1-actor/g_rms_ema_step,deepseek1.5b_sync_8gpu_matched_alpha_2.97e-6_seed1-actor/g_rms_ema_step,deepseek1.5b_sync_8gpu_matched_alpha_2.97e-6-actor/g_rms_ema_step,deepseek1.5b_sync_8gpu_sign_gate_meanmatch_gamma0.5-actor/g_rms_ema_step,deepseek1.5b_sync_8gpu_sigfrac_cfixed_lr1.25e-5-actor/g_rms_ema_step
251,8.715775000394656e-07,9.324733360189476e-07,9.503367557938224e-07,9.166082245086912e-07,9.527405909483407e-07,9.041656098037172e-07,8.791118008033274e-07,9.036220439354112e-07,1.0472640679344094e-06
252,8.711723137617542e-07,9.323406148544355e-07,9.459982225365644e-07,9.158247576184516e-07,9.549017242066126e-07,9.049736090333755e-07,8.766960022400893e-07,9.048229663571371e-07,1.0404173083728981e-06
253,8.69487787700257e-07,9.378367154989803e-07,9.452576241470082e-07,9.146368952458535e-07,9.510355360232149e-07,9.0404805721119e-07,8.759294619556529e-07,9.081169788765171e-07,1.0385039158369804e-06
254,8.720880820724632e-07,9.37319109772143e-07,9.420898765159661e-07,9.13445778871414e-07,9.523552355842394e-07,9.052339193135244e-07,8.734580571508146e-07,9.069007547259652e-07,1.0317921390018844e-06
255,8.71332869278681e-07,9.35568187670704e-07,9.424032911326653e-07,9.160525263543196e-07,9.490753803212022e-07,9.036712934429694e-07,8.709155219775276e-07,9.034401484805526e-07,1.0253077579777952e-06
256,8.724714264668217e-07,9.38946840699824e-07,9.419036766099776e-07,9.117163911302091e-07,9.495916817773612e-07,9.05596204977998e-07,8.671585610139696e-07,8.995711998882093e-07,1.0196784134213304e-06
257,8.691515243470201e-07,9.43984277996424e-07,9.438248726165485e-07,9.137336626903571e-07,9.474191783588599e-07,9.08737671913892e-07,8.669914237683951e-07,8.982512965574667e-07,1.0153178506661374e-06
258,8.685991990060998e-07,9.420614322156382e-07,9.422505977025863e-07,9.16157776891492e-07,9.486599951549079e-07,9.100577049678208e-07,8.694114264682699e-07,8.970397053984829e-07,1.0100856812278581e-06
259,8.656233748948052e-07,9.42424345506933e-07,9.415217338608009e-07,9.17044061016956e-07,9.462454995022505e-07,9.09107602292069e-07,8.671358474850563e-07,8.963607851442227e-07,1.0060237813156792e-06
260,8.665933860871428e-07,9.421305939633555e-07,9.441606413494128e-07,9.16143032829194e-07,9.475595234627171e-07,9.120464774985073e-07,8.656270199026708e-07,8.92853991422151e-07,1.0015614543112092e-06
261,8.647925725832853e-07,9.417605331040455e-07,9.408795546411747e-07,9.1717224335354e-07,9.473384393586842e-07,9.145061018260983e-07,8.64327130271137e-07,8.908137905537629e-07,9.950928491160935e-07
262,8.668887272075888e-07,9.440239000937588e-07,9.39425186280287e-07,9.186531066551139e-07,9.452646291763155e-07,9.158575950679056e-07,8.625001082232076e-07,8.909517547612672e-07,9.909175653913406e-07
263,8.669310654156339e-07,9.440606255673451e-07,9.374092029283228e-07,9.209658015975045e-07,9.464622882444707e-07,9.169145782458594e-07,8.631605002855588e-07,8.875884922793966e-07,9.914340365107437e-07
264,8.657124500018056e-07,9.431440933327795e-07,9.375181901618823e-07,9.223180597342854e-07,9.484478638036634e-07,9.181826491708568e-07,8.629598070011982e-07,8.905090310895747e-07,9.86709021337134e-07
265,8.652736305103036e-07,9.41125514027914e-07,9.384720147430909e-07,9.213822206295299e-07,9.483108989637937e-07,9.178396857559299e-07,8.610305549741951e-07,8.876438890416867e-07,9.814426119939253e-07
266,8.658781763303476e-07,9.4087132617639e-07,9.371843133058611e-07,9.23058604048532e-07,9.488400079674738e-07,9.189703349918796e-07,8.608451359198215e-07,8.872830365238764e-07,9.76953698527946e-07
267,8.685900595061587e-07,9.400578447434151e-07,9.382388409523451e-07,9.205016045494323e-07,9.489347822674544e-07,9.182409907102381e-07,8.583497151674148e-07,8.863811561116611e-07,9.714920305007316e-07
268,8.706024167236164e-07,9.402309193306928e-07,9.34961047793006e-07,9.189933002862744e-07,9.501569962383184e-07,9.220480189335555e-07,8.597440254447378e-07,8.842656487210113e-07,9.639860086389177e-07
269,8.707324974378632e-07,9.427505695246136e-07,9.371626809483792e-07,9.181757590991248e-07,9.471205561703387e-07,9.196788312787683e-07,8.590494756691722e-07,8.853856943581611e-07,9.62666120733734e-07
270,8.705617028946347e-07,9.455074814831056e-07,9.34715446591251e-07,9.179045319636268e-07,9.424270862896892e-07,9.190861480569012e-07,8.630696000633076e-07,8.861813990397026e-07,9.62455117974124e-07
271,8.720086319372955e-07,9.470834651992907e-07,9.325020326704068e-07,9.162415858239482e-07,9.400786856413008e-07,9.180593131496232e-07,8.613680790385009e-07,8.864871305500887e-07,9.573339027530069e-07
272,8.707382559702711e-07,9.477062682873702e-07,9.321260308557034e-07,9.170983301510689e-07,9.387438009930992e-07,9.141972253179048e-07,8.591121711490617e-07,8.837093544686316e-07,9.532022214437427e-07
273,8.691073625507005e-07,9.488808222671957e-07,9.316050527406336e-07,9.181850345538764e-07,9.360092240676099e-07,9.144610237522623e-07,8.608076965307995e-07,8.840767783631206e-07,9.506796916891253e-07
274,8.713018329066408e-07,9.473799980430371e-07,9.302947961965465e-07,9.174935872258413e-07,9.36145450505446e-07,9.137185167738175e-07,8.611265617141475e-07,8.821208518053826e-07,9.508029858673095e-07
275,8.668557272937734e-07,9.5179567777355e-07,9.314448520764436e-07,9.197707248791711e-07,9.349045052582864e-07,9.113391526198663e-07,8.628823031200484e-07,8.820944764748615e-07,9.508536453537507e-07
276,8.679604562250027e-07,9.546581552066041e-07,9.308953015580456e-07,9.183749534530569e-07,9.342626985906664e-07,9.10825251659996e-07,8.60306563367691e-07,8.836415839458508e-07,9.457170564897458e-07
277,8.674228125526367e-07,9.581185879307456e-07,9.319003015772377e-07,9.203088235050007e-07,9.348116867281637e-07,9.103799388474952e-07,8.588704002917034e-07,8.812972185841674e-07,9.407314713694175e-07
278,8.68543623432965e-07,9.595455241597185e-07,9.330053896245704e-07,9.172697399975026e-07,9.333438339788822e-07,9.105237747133346e-07,8.583162885505821e-07,8.840709931813061e-07,9.389908220516698e-07
279,8.670352309075683e-07,9.611032223352114e-07,9.323939411804589e-07,9.173140826416589e-07,9.314553613631128e-07,9.114141230581491e-07,8.602204604699907e-07,8.827663166729518e-07,9.369988794018656e-07
280,8.656751720980597e-07,9.64355750444102e-07,9.340944091420532e-07,9.183712696401622e-07,9.290756673886699e-07,9.146202193097716e-07,8.599637030545558e-07,8.814211061166911e-07,9.355560777986559e-07
281,8.637924738053421e-07,9.654378016427073e-07,9.317148495786767e-07,9.178378661542948e-07,9.2626835795056e-07,9.160398863469172e-07,8.608525497165959e-07,8.815271190134452e-07,9.347909933856952e-07
282,8.619861297880332e-07,9.614117288133708e-07,9.271380853409027e-07,9.146667137578264e-07,9.261991264742068e-07,9.15505402404084e-07,8.632732494711115e-07,8.846195202934815e-07,9.344076660348472e-07
283,8.608694852203297e-07,9.604815355605209e-07,9.248775671828099e-07,9.1244167899348e-07,9.244552268579967e-07,9.147513387008831e-07,8.614659410667261e-07,8.82603526283891e-07,9.335432148924551e-07
284,8.623308124542134e-07,9.628917599648474e-07,9.225733824846736e-07,9.105182408584731e-07,9.23030785220152e-07,9.173621236674469e-07,8.622605809867906e-07,8.835561094557252e-07,9.285871714224612e-07
285,8.631068528167945e-07,9.601963178346864e-07,9.217720530187216e-07,9.098669359726312e-07,9.232269883353451e-07,9.194342919428475e-07,8.621533501478342e-07,8.845313856512758e-07,9.248012101641595e-07
286,8.632871980527987e-07,9.562426556067086e-07,9.194543488021713e-07,9.089917407180232e-07,9.219390082443284e-07,9.181745022970975e-07,8.619818568005639e-07,8.849915522772836e-07,9.205348727873927e-07
287,8.61116896170758e-07,9.549185247408748e-07,9.173543779296963e-07,9.099229964050371e-07,9.237876647698906e-07,9.20462378234612e-07,8.656141641968213e-07,8.87049555954044e-07,9.175741530143007e-07
288,8.58040934538868e-07,9.533934583568161e-07,9.159290706232374e-07,9.076714750772307e-07,9.233322934608569e-07,9.210420952448912e-07,8.638569427100012e-07,8.884119428441904e-07,9.18041897784842e-07
289,8.584298805339496e-07,9.537962161029451e-07,9.162205222840482e-07,9.074772380373175e-07,9.199311602493411e-07,9.218447829758978e-07,8.610050095325542e-07,8.886632487005151e-07,9.14947717809615e-07
290,8.597431443386536e-07,9.533932769936904e-07,9.14498266115034e-07,9.044564404500006e-07,9.222046255063997e-07,9.211867298234883e-07,8.608938019251022e-07,8.871152070519144e-07,9.094244997617298e-07
291,8.602492419613138e-07,9.510053561044646e-07,9.133474951981984e-07,9.037405227136168e-07,9.233075657303663e-07,9.255677436671488e-07,8.634887085752049e-07,8.873137742670234e-07,9.070134740735494e-07
292,8.616591164028676e-07,9.489480590203662e-07,9.131850190039484e-07,9.052413468374929e-07,9.2265948965938e-07,9.256082120180581e-07,8.677022723645643e-07,8.883898014577958e-07,9.045153392187499e-07
293,8.603251844732786e-07,9.489775296578552e-07,9.128964612415277e-07,9.069320431691938e-07,9.220633753973567e-07,9.22685163701488e-07,8.6342610963767e-07,8.832354286902148e-07,8.973663936281331e-07
294,8.61891279787253e-07,9.485168839283366e-07,9.121243203000135e-07,9.041630089893667e-07,9.201627374176288e-07,9.25054148798692e-07,8.681635018554466e-07,8.854944528213861e-07,8.949658599959821e-07
295,8.59903663869705e-07,9.457758384239669e-07,9.12736907341803e-07,9.032643536088727e-07,9.159228185671053e-07,9.240022297666476e-07,8.650859845540456e-07,8.890293863909304e-07,8.94962656547871e-07
296,8.612353890076054e-07,9.458945754126339e-07,9.104601612993273e-07,9.041611631572772e-07,9.171889494539255e-07,9.269591356649196e-07,8.660052668931291e-07,8.894109432761931e-07,8.935044706996513e-07
297,8.613899428725346e-07,9.44978654188317e-07,9.117781131137231e-07,9.05748940896018e-07,9.160126933301498e-07,9.275259893383977e-07,8.700610925102507e-07,8.915567428022665e-07,8.923680562026346e-07
298,8.61226687765879e-07,9.41155053068235e-07,9.126219460824536e-07,9.059215724231224e-07,9.135136324666916e-07,9.261585741277839e-07,8.702603095415941e-07,8.930884630052893e-07,8.920318156356763e-07
299,8.596486884905932e-07,9.418421758547129e-07,9.107360263332806e-07,9.038056103028928e-07,9.12159472145218e-07,9.265728602311982e-07,8.692168721105332e-07,8.940243488504167e-07,8.910307919010561e-07
300,8.606014315079061e-07,9.417974402786455e-07,9.144457370065876e-07,9.072218566472891e-07,9.108591497607833e-07,9.289574356420347e-07,8.684719808988253e-07,8.946240700838814e-07,8.890290659835449e-07
