step,deepseek1.5b_sync_8gpu_sigfrac_cfixed_lr1.25e-5_seed1-actor/g_rms_step,deepseek1.5b_sync_8gpu_sign_gate_meanmatch_gamma0.5_seed0-actor/g_rms_step,deepseek1.5b_sync_8gpu_sigfrac_cfixed_lr1.25e-5_seed0-actor/g_rms_step,deepseek1.5b_sync_8gpu_matched_alpha_2.97e-6_seed0-actor/g_rms_step,deepseek1.5b_sync_8gpu_sign_gate_meanmatch_gamma0.5_seed1-actor/g_rms_step,deepseek1.5b_sync_8gpu_matched_alpha_2.97e-6_seed1-actor/g_rms_step,deepseek1.5b_sync_8gpu_matched_alpha_2.97e-6-actor/g_rms_step,deepseek1.5b_sync_8gpu_sign_gate_meanmatch_gamma0.5-actor/g_rms_step,deepseek1.5b_sync_8gpu_sigfrac_cfixed_lr1.25e-5-actor/g_rms_step
246,8.745000049556235e-07,9.456374918363258e-07,9.14987164376083e-07,9.102313365455424e-07,9.599937731621974e-07,8.582780786203644e-07,7.983480516125182e-07,8.560070598961505e-07,9.645066022584288e-07
247,8.060606677449564e-07,9.452012549024811e-07,9.338615836652987e-07,9.164940734537612e-07,9.797590568203138e-07,9.016281508733507e-07,8.615850957797576e-07,8.800948335378165e-07,9.90760585559075e-07
248,9.128179480226072e-07,9.961650080313243e-07,9.33139935937909e-07,9.39001997437431e-07,9.760642431452933e-07,9.375240567638684e-07,8.729649142404041e-07,8.869555343859804e-07,9.238383654395244e-07
249,8.664360297158654e-07,9.4885003336157e-07,9.252522722105231e-07,8.969840602186435e-07,9.799260350014345e-07,8.649682757477941e-07,8.478430411319941e-07,8.828173841200863e-07,1.0240304263711179e-06
250,8.739079196922141e-07,1.0377082725075283e-06,8.942201043273467e-07,9.243630965676688e-07,9.601842446366422e-07,8.877649784309545e-07,8.310315818865957e-07,9.39228802816728e-07,9.470633870011118e-07
251,8.428516830730034e-07,1.0150029752861749e-06,8.990363308389387e-07,8.841549592931759e-07,8.851190237061379e-07,8.843714217763972e-07,8.432872336275307e-07,9.000439674294175e-07,9.889146178280763e-07
252,8.634737744852383e-07,9.298189127287063e-07,8.63566090648665e-07,9.009388867039003e-07,9.959632561137792e-07,9.203255943968882e-07,8.307958295385603e-07,9.276404923699292e-07,9.103288767041942e-07
253,8.374817925318115e-07,1.0422626277453323e-06,9.31186254745441e-07,8.920675101664931e-07,8.775779605386588e-07,8.864625725896633e-07,8.613651965513659e-07,9.70703216744741e-07,1.0021494576545365e-06
254,9.214936751443821e-07,9.274846009622388e-07,8.819026715261691e-07,8.908145677570626e-07,9.774295272437077e-07,9.277652992578793e-07,8.265013658588867e-07,8.837924958654726e-07,9.042683791350654e-07
255,8.569838261968207e-07,9.023006677433621e-07,9.483581688499519e-07,9.655807285295308e-07,8.867581303234958e-07,8.739814019024242e-07,8.226073536850732e-07,8.376886298177162e-07,9.021045185200952e-07
256,8.941040130414936e-07,1.0031412482531027e-06,9.324110006789119e-07,8.293298218721138e-07,9.594014094443812e-07,9.421695241435382e-07,7.957763027063704e-07,8.260611766336892e-07,9.127208668484986e-07
257,8.060733840707922e-07,1.0396955866318265e-06,9.80327596741393e-07,9.520618223331732e-07,9.061416134073404e-07,9.684255436958813e-07,8.638158161024767e-07,8.731731332733563e-07,9.324671583174772e-07
258,8.581050175286178e-07,9.0552736238071e-07,9.123393743373091e-07,9.622159467130536e-07,9.722355142798189e-07,9.351383329924651e-07,9.153914777658957e-07,8.740194733777942e-07,9.106744619005519e-07
259,8.090827167802075e-07,9.493196980415364e-07,9.276733208668764e-07,9.338834594007696e-07,9.003700821017613e-07,8.910556514527877e-07,8.238998468039989e-07,8.83461300313273e-07,9.288476829842784e-07
260,8.850235987415587e-07,9.365493146353875e-07,9.942998836330365e-07,8.990234972617172e-07,9.725259787115812e-07,9.678851064208397e-07,8.369592958373482e-07,8.262249107027924e-07,9.167772412262806e-07
261,8.305771160099947e-07,9.34729376777156e-07,8.785389071846535e-07,9.367272433161147e-07,9.43137841382058e-07,9.612389640503272e-07,8.396292272719943e-07,8.520499740543903e-07,8.721893504088969e-07
262,9.067156650693563e-07,9.870278728983129e-07,9.117921874234175e-07,9.46789509385021e-07,9.058622357113115e-07,9.415359666622414e-07,8.277866893125463e-07,8.935730747038512e-07,9.115871746210375e-07
263,8.677354913684906e-07,9.447584095654849e-07,8.99105519241006e-07,9.649070055029277e-07,9.69217810539424e-07,9.369972586269846e-07,8.757079494702317e-07,8.236865051238554e-07,1.001246987779399e-06
264,8.425587571390692e-07,9.257299808760347e-07,9.395889475995172e-07,9.480109643331216e-07,9.8617379942832e-07,9.422759967458116e-07,8.591466345983483e-07,9.459992684829597e-07,8.969337330385542e-07
265,8.569360601717669e-07,9.027725072354675e-07,9.565946817860525e-07,9.036012776391807e-07,9.45708567006273e-07,9.11323380872321e-07,8.243747664611408e-07,8.332061901318157e-07,8.813808344729714e-07
266,8.773645469111814e-07,9.360417569974354e-07,9.127179859984976e-07,9.54909889009567e-07,9.58893079037396e-07,9.404526704749194e-07,8.57322173886719e-07,8.804268386854804e-07,8.9166434267433e-07
267,9.201158398465704e-07,9.246016975168931e-07,9.582748662355384e-07,8.719186140665417e-07,9.507354939670871e-07,9.043834493590509e-07,8.109367208716921e-07,8.692454282795715e-07,8.677203379836587e-07
268,9.08837203855313e-07,9.435193364889684e-07,8.726829777655639e-07,8.903355192862765e-07,9.73379061684736e-07,9.94381555176589e-07,8.862359207138695e-07,8.440710082986662e-07,8.213715932644534e-07
269,8.732040310085562e-07,9.9062392320911e-07,9.789937109004688e-07,9.026424765432784e-07,8.894281948787288e-07,8.746642658378125e-07,8.458530299334309e-07,9.066665614640065e-07,9.375882505352436e-07
270,8.673166065732939e-07,9.978888086944568e-07,8.882179938058145e-07,9.127512163891676e-07,8.532511585573459e-07,9.078251668414267e-07,9.394519635518792e-07,9.01299787988991e-07,9.584460655415382e-07
271,8.995002837478491e-07,9.770271558068112e-07,8.904471681743675e-07,8.846456091700558e-07,8.954590733219225e-07,8.985494499113418e-07,8.290391795671768e-07,8.922960292474271e-07,8.600308135517765e-07
272,8.466011125968074e-07,9.595395269608834e-07,9.249819963763416e-07,9.333764723663654e-07,9.133809926772711e-07,8.408175565152548e-07,8.162499212497172e-07,8.309316089209475e-07,8.747002765677292e-07
273,8.381203875788601e-07,9.71197347883878e-07,9.217064685543086e-07,9.388324182072196e-07,8.840522624833143e-07,9.194731940050616e-07,8.930226787838183e-07,8.910578323584091e-07,9.027516263513984e-07
274,9.129967696695043e-07,9.188643377840229e-07,9.053999218588934e-07,9.04356087993171e-07,9.387337528243316e-07,8.99610884183367e-07,8.671850001977606e-07,8.449582472083646e-07,9.531455752528064e-07
275,7.823797206492924e-07,1.0356935926532972e-06,9.5329591379449e-07,9.630363402924416e-07,9.113265455622524e-07,8.661312336947906e-07,8.962413898321661e-07,8.815933451949634e-07,9.518161755961332e-07
276,8.889503059183599e-07,1.009045226434629e-06,9.204538417084853e-07,8.918552963568895e-07,9.220683719058888e-07,9.010611334224617e-07,8.113675080729042e-07,9.130366258946491e-07,8.481218680736544e-07
277,8.572075827776832e-07,1.0238668096894345e-06,9.509953019418876e-07,9.570523544919325e-07,9.452424613406166e-07,9.019189954099744e-07,8.315833018479355e-07,8.367542767121834e-07,8.460053540831806e-07
278,8.898390301592027e-07,9.86657312510205e-07,9.540020625238934e-07,8.5952715335504e-07,9.054546317425318e-07,9.132566561642855e-07,8.477881654692837e-07,9.367727105269395e-07,9.059184850144667e-07
279,8.3837577292503e-07,9.906994876695798e-07,9.207764207423412e-07,9.1815659288063e-07,8.955743816634971e-07,9.283307416096289e-07,8.963997269387484e-07,8.57977463014222e-07,8.991519690555826e-07
280,8.398340547173981e-07,1.0261537845130191e-06,9.6640330041234e-07,9.384578226117239e-07,8.838614818742559e-07,9.755360480905969e-07,8.550853121612947e-07,8.558621055477389e-07,9.081428473376748e-07
281,8.280212062437076e-07,9.859967744162164e-07,8.865032178745297e-07,9.077031999228143e-07,8.729294786264679e-07,9.43013560052688e-07,8.777406362953602e-07,8.835413640517743e-07,9.202543895394432e-07
282,8.276655934591653e-07,8.849163450559719e-07,8.401795648231969e-07,8.544148182249293e-07,9.248837284234959e-07,9.053502074902507e-07,9.09266544806907e-07,9.433751446141708e-07,9.271244463687369e-07
283,8.396532384339658e-07,9.428078637563757e-07,8.819277221790446e-07,8.701660184708959e-07,8.913211341500078e-07,9.004241283400743e-07,8.271270813834047e-07,8.442996401016722e-07,9.171186431870067e-07
284,8.90096029898004e-07,1.0086860236470482e-06,8.787938732200828e-07,8.739729162933487e-07,8.959663941011012e-07,9.66967038032152e-07,8.773587394680158e-07,9.016551897205767e-07,8.344223454925741e-07
285,8.778516197058335e-07,9.089829173616264e-07,9.065467931656311e-07,8.974921431416339e-07,9.269548475240148e-07,9.588054891754658e-07,8.601159642076666e-07,9.030616333667387e-07,8.528679462564282e-07
286,8.667137575368824e-07,8.811230732751325e-07,8.754179686877196e-07,8.923630308804691e-07,8.9746738651501e-07,8.942384990278473e-07,8.587234832024254e-07,8.937347181714296e-07,8.394744626288245e-07
287,8.198811604119834e-07,9.297600382900335e-07,8.774549313526687e-07,9.276168544583056e-07,9.589121387555744e-07,9.639320210473864e-07,9.346280047257157e-07,9.261516258124947e-07,8.613204773255513e-07
288,7.995976635329579e-07,9.244171970597031e-07,8.888482318005198e-07,8.648925698489117e-07,9.146802385892197e-07,9.320567184401967e-07,8.304697344604191e-07,9.142972937569704e-07,9.269290484251237e-07
289,8.658198544405024e-07,9.61448613279398e-07,9.21758103839453e-07,9.037867342789696e-07,8.553096292305394e-07,9.370958498650268e-07,8.068182791610601e-07,8.93438059970685e-07,8.56158298280304e-07
290,8.846951566280301e-07,9.457374339178544e-07,8.817753989037622e-07,8.470612862909755e-07,9.654004653905165e-07,9.086837199277088e-07,8.587808573835175e-07,8.577024157285006e-07,8.044833568519121e-07
291,8.698650967918595e-07,9.056348592091728e-07,8.914828477783258e-07,8.901380857223278e-07,9.442634299857303e-07,1.0088070066966983e-06,9.127919349271568e-07,8.910865513540976e-07,8.612039859981212e-07
292,8.884467307923891e-07,9.098594144224972e-07,9.100979713132e-07,9.337570051911388e-07,9.103460443106431e-07,9.263771106853356e-07,9.47759984362393e-07,9.088343180824706e-07,8.570507769775643e-07
293,8.349804778110892e-07,9.495374717701487e-07,9.074138637555348e-07,9.390552734715095e-07,9.107372044189169e-07,8.67147245686654e-07,7.821790178266787e-07,7.8530234610618e-07,7.615364274064112e-07
294,8.916470907527662e-07,9.397646150674842e-07,8.974536424112413e-07,8.515513595726528e-07,8.84050615802798e-07,9.700648656455672e-07,9.581739539932019e-07,9.284159113136399e-07,8.493557209851159e-07
295,8.221389614362936e-07,8.936959738409463e-07,9.243760611358023e-07,8.861899013794877e-07,8.35364360407158e-07,9.04015768157805e-07,8.066131558274248e-07,9.56193124212273e-07,8.949017910337627e-07
296,8.865381666277107e-07,9.48150578197308e-07,8.67201986492288e-07,9.2120054457696e-07,9.41245436303513e-07,9.831403477320924e-07,8.834716313357182e-07,8.966605240961865e-07,8.65798939583478e-07
297,8.643264663061918e-07,9.275761509262952e-07,9.36819197587246e-07,9.359167179320948e-07,8.936638269784088e-07,9.382962091344781e-07,9.471217792355649e-07,9.323269337976604e-07,8.707761807593163e-07
298,8.581248407394241e-07,8.685066317866776e-07,9.28654772488332e-07,9.092015714381087e-07,8.660314760609875e-07,9.001776851261286e-07,8.740454331371186e-07,9.221911468627242e-07,8.85643244863469e-07
299,8.296667022601612e-07,9.54897508797796e-07,8.749035510989969e-07,8.636023300185297e-07,8.86430426037219e-07,9.344442961960689e-07,8.493915609203775e-07,9.118061799078363e-07,8.720113409432716e-07
300,8.787035488368518e-07,9.409474643333685e-07,9.849302397994178e-07,9.721305371908229e-07,8.861530244565239e-07,9.742643684479282e-07,8.543190478763783e-07,9.060187735197087e-07,8.509962735508322e-07
