step,deepseek1.5b_sync_8gpu_lr3e-6-rollout_corr/ppl_ratio_step,deepseek1.5b_sync_8gpu_clip0.1_lr1e-5-rollout_corr/ppl_ratio_step,deepseek1.5b_sync_8gpu_cosine_lr1e-5-rollout_corr/ppl_ratio_step,deepseek1.5b_sync_8gpu_lr5e-6-rollout_corr/ppl_ratio_step,deepseek1.5b_sync_8gpu_ent0.01_lr1e-5-rollout_corr/ppl_ratio_step,deepseek1.5b_sync_lr1e-5-rollout_corr/ppl_ratio_step,deepseek1.5b_sync_lr1e-6-rollout_corr/ppl_ratio_step
219,1.0004773883149027,1.0003397166728971,1.0004338615319943,1.000530490695044,1.0018911094807867,1.0007261280366715,1.0003682658076287
220,1.0004551080986857,1.0003982067660049,1.000412964516065,1.000621787510639,1.0018936975887327,1.0007507885073097,1.0003421545028686
221,1.0004482863516342,1.0003774099879794,1.0004370190541854,1.0005581767060037,1.0018983393004446,1.00077509181574,1.0003624195232987
222,1.0004934323951602,1.0004202484808586,1.0004317356480492,1.000590519156567,1.001846469487205,1.000797393731773,1.0003312319517137
223,1.0004636038626944,1.0003549408305574,1.0004154753617265,1.0005501549352298,1.0018781644894796,1.0007712407244576,1.0003295781090855
224,1.000457161351254,1.0003468150066004,1.0004555921824203,1.0006380020862533,1.0018771793963253,1.0007002933157816,1.0003835906585057
225,1.0004847749340824,1.0003716214387506,1.0004542766381863,1.0006427399136804,1.0018645275916371,1.0007493576655786,1.0003834479512312
226,1.0004709978543578,1.0003840048555974,1.0004441086636031,1.0006263630295342,1.0019257846562302,1.0006179303551714,1.0003689339286403
227,1.0005225079134106,1.0003755801805745,1.0004263726825064,1.0006826776404714,1.0018793721409405,1.0006796688151856,1.000358692713474
228,1.0004751672968268,1.0003339097731645,1.0004562800129255,1.0006894127920616,1.001855579588343,1.000689888373017,1.000337350826997
229,1.0004811457744458,1.0003971354001098,1.000443668469139,1.0006083075634458,1.0018841389785795,1.0006294019209845,1.0003690898418427
230,1.000500375904688,1.000391596859252,1.0004381419883834,1.0006306228989903,1.0018836006522178,1.00071567002063,1.0003426134949778
231,1.0005130998790264,1.00036199308104,1.0004374015737665,1.0005956281992523,1.001938240655831,1.0006677052006123,1.00041926377698
232,1.0004884779453278,1.0003391796791996,1.0004543218275774,1.0005925994279772,1.0019044480893924,1.000679931603372,1.0004121572955658
233,1.000429133247388,1.0003989227116108,1.0004484626863683,1.000660547647964,1.001878279873303,1.0006699251631896,1.000381444354315
234,1.0004866429065402,1.0003924514684412,1.0005054970017888,1.0006725771183318,1.001849457834448,1.0006843876714508,1.00039432687979
235,1.0005749830523052,1.000389542016718,1.0004546985376712,1.0006858722068543,1.0019414484500886,1.0007395787785451,1.000363270703115
236,1.000482994876802,1.0003888865035993,1.0004329920879431,1.0005741778083823,1.001932714028018,1.0006954595446589,1.0003969198891094
237,1.000476670761903,1.0004118111122535,1.0004371533791223,1.000655931962091,1.0020241562057943,1.0007443035743675,1.0003638147161558
238,1.0007063595530314,1.0003535525390397,1.000420045367507,1.0006714302093485,1.0018270079265623,1.000646708115023,1.0003993503357236
239,1.0004488747744331,1.0003655249321903,1.0004675130805245,1.0006554795636071,1.0018918574513758,1.0006555989384651,1.0004016986116766
240,1.0004834299668288,1.0004035746333777,1.000435805251432,1.0006043955006385,1.0020757121699198,1.0006886396246653,1.0003860057576706
241,1.00046889744699,1.000349198552695,1.000444102693688,1.000619631937959,1.0019207340391243,1.000697784125805,1.000394832734999
242,1.0004844343289734,1.0003727989803468,1.0004149636423043,1.0006253216848815,1.001882347113946,1.000764170885086,1.0004232130944728
243,1.000495916046202,1.0003557330756276,1.0003753292891715,1.0005611557099554,1.001891813295729,1.0006573286194067,1.000375032611191
244,1.0005257572676685,1.0003412853587756,1.0004088598347844,1.000680227286932,1.0018649022494044,1.0005902668424682,1.0003874245527629
245,1.0004887802478597,1.000339035210865,1.000454091551629,1.0006238906220957,1.0018485970255258,1.0006827713491826,1.0004254845902325
246,1.0004609204828738,1.0003756968111828,1.0004266027523123,1.0006009902466426,1.0019320409212793,1.0007385006890848,1.000464228469701
247,1.0005017278286128,1.000370961793682,1.0004666217348792,1.000679035172906,1.0018906044108526,1.0007661908280616,1.000471914998996
248,1.0005502656866343,1.000347872361027,1.000461449580533,1.000623868128588,1.001893548880305,1.0006654976079097,1.0004797793532674
249,1.0005388116464018,1.0003629758169776,1.0004356115363364,1.0007237045224322,1.0018873540819555,1.0007004838150282,1.0004646452633958
250,1.0005331069231034,1.000338490153181,1.0004606007465295,1.000679912384261,1.0019183942805163,1.000655608681532,1.0005190731957554
251,1.0005532493324656,1.0003652405636063,1.0004371707992894,1.0006374015017998,1.001922092480319,1.000620181743915,1.0004379382977884
252,1.0005306089296937,1.000385623296787,1.000444133342667,1.000660859213935,1.0019538198198592,1.0007172138602645,1.0004242456112151
253,1.0005531018599867,1.000352237116674,1.0004414054141804,1.0006416079609892,1.0019509573067935,1.0005965859249786,1.0004298834032137
254,1.0005474934304082,1.0003188804819667,1.0004434457048774,1.0006484427466624,1.0019579800111906,1.0007334605145912,1.0004750235627096
255,1.0005114407915818,1.0003226001201004,1.0004607910333678,1.0007246436462516,1.002195980506284,1.000653903071697,1.0004406151802916
256,1.00048921448298,1.0003318723676533,1.0004468843704315,1.000669680015985,1.001932186708934,1.0007292197810278,1.0004079478818018
257,1.0004862004891035,1.0003239774498447,1.0004683842971211,1.000645132258881,1.001925629766091,1.0007249987511724,1.0004286840558052
258,1.0004942312072485,1.0003666923207752,1.0004166177496678,1.0006086412994637,1.001972025698599,1.0006449567498985,1.0003995038568974
259,1.0005581378936768,1.0003782789838516,1.0004117461768065,1.0006211330606178,1.001893450232113,1.000704941411431,1.00044876748794
260,1.000566483847797,1.0003284137632886,1.000455995755536,1.0006934731182726,1.0018996179535768,1.0006874972638091,1.0004011893437967
261,1.000514944642782,1.0003196960788665,1.0003898083454086,1.000588695095344,1.0019117731978928,1.0007716788461916,1.000402108640284
262,1.0004995577992537,1.0003227268255526,1.0003919083365174,1.0005989062853835,1.0020128961120334,1.0006490975904925,1.0004161139459986
263,1.0004558451473713,1.000281094138821,1.0004177858077343,1.0006203197620132,1.0019332102366856,1.0007376615647916,1.0004170520231128
264,1.0004648020491005,1.000336835285028,1.000478820745335,1.0005975326692516,1.0019365903260051,1.0006984066007272,1.0004589443023388
265,1.0005347564816476,1.0003471300005913,1.000443779101426,1.000594509144624,1.0018709334342375,1.0006392519507143,1.0004184898969375
266,1.000539403036237,1.000380123454717,1.000416322187944,1.000635730319245,1.0019763218505042,1.0006097545320134,1.0004405583205975
267,1.0004815329343846,1.0003555316943675,1.0004256316238926,1.0006518497724424,1.001916716354234,1.0006274826386397,1.00042244489934
268,1.000519372724198,1.000429899431765,1.000425780378282,1.0006313363826551,1.0018954589962958,1.0005870350435668,1.000420663298832
269,1.000539052643274,1.0003903327566204,1.0004135448308218,1.000702596015551,1.0019095220736094,1.0005824116041075,1.0004135182983167
270,1.000568566796107,1.0004154134428862,1.000449702321064,1.0006727623668583,1.0018538962517465,1.0005972588227854,1.0004061266387765
271,1.0005044056102634,1.0004860826713198,1.000436149368232,1.000656490902538,1.001944900410516,1.0006665721259735,1.000416690973859
272,1.0005144242469857,1.0005709679046673,1.0004124941134995,1.0006069600582124,1.0018215047461645,1.000651223901308,1.0004087843393024
273,1.0005028498096344,1.00053750159485,1.0003977417945862,1.0006120069460436,1.0018561101385526,1.0006250893628157,1.0004312823477544
274,1.000554776344544,1.000425636023283,1.0004643693211532,1.0007387414574622,1.0018934634789614,1.0006441872704912,1.0004174544623023
275,1.000536797470168,1.000387547378029,1.000425752429735,1.0006963529370048,1.0018776759505272,1.000583928078413,1.0004332613300633
276,1.0005189513689594,1.0005680238072936,1.0004256413806052,1.0006909021072918,1.0018814080527851,1.0006670961501425,1.00044157069463
277,1.000499757565558,1.000878463524419,1.000439708375118,1.0006766008834045,1.002056433899062,1.0007055858677287,1.0004315725885904
278,1.0005007913336157,1.000507511802622,1.00039722649164,1.0006826700435745,1.001952687757356,1.000697172194157,1.000435416831782
279,1.000519097596407,1.0003465635550988,1.0004346108152753,1.0006681304763665,1.0020287287408027,1.0007711709118807,1.00035926640818
280,1.000539235211909,1.0005056900349822,1.0004216981205074,1.0006305973263496,1.0019000174806398,1.000708717300936,1.0004738398680562
281,1.000574253499508,1.000518239027745,1.0004385346319618,1.0006627118650904,1.0019388010968333,1.000740315694854,1.0004350850597403
282,1.0005492666685902,1.0003885149367546,1.000413696031745,1.000608732754534,1.001914244038718,1.000684909814713,1.0004176240828302
283,1.0005167375008266,1.0003791679873275,1.0004504439844326,1.0006220432308812,1.0018954562289375,1.0006889358714774,1.0004124148533895
284,1.0005301549667265,1.0004467573016882,1.0004174315503664,1.0006383940901444,1.001969319156238,1.0006551383172764,1.0004283793461628
285,1.0005025387202438,1.0003581461741735,1.0004342539235949,1.000641656023535,1.0019691724862372,1.000618345439434,1.0004189669647638
286,1.0005002025254937,1.000407478428985,1.0004253047095104,1.0006815540790557,1.0019888077463424,1.0006407680657674,1.0004650194197893
287,1.0005112648719834,1.0003864446556885,1.000450575682852,1.0006187730964191,1.0019579357334545,1.0006438763095782,1.0003881882398555
288,1.0005313857243612,1.000375736210691,1.0004300918607485,1.0007512528211513,1.0019969995532716,1.0006965719303995,1.0004014423117042
289,1.0004627402962707,1.000392673929271,1.0004309889945118,1.0007453487875562,1.001929958164692,1.000676658496542,1.0004358973354102
290,1.0004585033282638,1.0004181597720494,1.0003599131979592,1.0006837026836972,1.0018030588115965,1.000595341454137,1.0004234753156964
291,1.000460620969534,1.0004101051734045,1.0004343777185394,1.0006346913675468,1.0020082209791457,1.0005858649534207,1.0004336051642897
292,1.00053184106946,1.0003588556861267,1.0004240843866552,1.0006806676586468,1.002230798133782,1.0006647828333783,1.000511926255728
293,1.0005130710080266,1.000534652095092,1.0004543398575083,1.0006645689407985,1.0019911387137004,1.0007169141488916,1.0004215703622714
294,1.0005147555842997,1.0003059237803285,1.000416593795473,1.000641496891671,1.002094496999468,1.0006676459649824,1.0004809932097007
295,1.000568931715356,1.0003300543342315,1.0003963785200585,1.0006618166099424,1.001876531967095,1.0005960411885206,1.0004920107690063
296,1.0005152249118177,1.0003555454313755,1.0004079107727324,1.0006332175495725,1.0018696084618568,1.000601421549635,1.0004436412924214
297,1.0004961205646397,1.0004228355410771,1.0004119485616685,1.0007064905948937,1.001821647797312,1.0005785665578313,1.0004361012043097
298,1.0005014413967728,1.000419502839064,1.0004100975181376,1.0006703580729663,1.0018504193850926,1.0005956663275666,1.0004454764880633
299,1.0005494197830558,1.0002430752887357,1.0004358928473225,1.000646428981175,1.0020753296358245,1.000635555634896,1.0004255634389423
300,1.0004891409743122,1.0002776946967993,1.0004113964563193,1.000612544361502,1.001886174082756,1.0007282336828884,1.000425834012659
