step,deepseek1.5b_sync_8gpu_lr3e-6-rollout_corr/training_ppl_step,deepseek1.5b_sync_8gpu_clip0.1_lr1e-5-rollout_corr/training_ppl_step,deepseek1.5b_sync_8gpu_cosine_lr1e-5-rollout_corr/training_ppl_step,deepseek1.5b_sync_8gpu_lr5e-6-rollout_corr/training_ppl_step,deepseek1.5b_sync_8gpu_ent0.01_lr1e-5-rollout_corr/training_ppl_step,deepseek1.5b_sync_lr1e-5-rollout_corr/training_ppl_step,deepseek1.5b_sync_lr1e-6-rollout_corr/training_ppl_step
222,1.0872609484940767,1.2338328791989222,1.084158346719212,1.0805998929711276,150867.46173650568,1.0858923013632495,1.0977797359228134
223,1.0882565407525926,1.2261269142230349,1.0856618535789575,1.0823152017864317,150982.39028033087,1.0936538527409236,1.1007455576211214
224,1.0877260338318977,1.2177239460525688,1.0856201918352215,1.0817193427965754,150996.72124094202,1.0875403149260414,1.1017872119943302
225,1.0895491703981306,1.211954001751211,1.0855323996232904,1.0829133276234977,151033.17982700892,1.0906294264520209,1.1012998066651516
226,1.0853847769044696,1.2122653816585187,1.0858419035063234,1.083504774353721,150930.0453527114,1.0960605380435784,1.0992737981049638
227,1.083916976675391,1.2101122979764585,1.0816732357171448,1.0818419279747231,151044.6752355239,1.0888325988004606,1.10050339408611
228,1.0865066852420568,1.2073992780513234,1.0847746713293924,1.081480506201123,151042.23606962315,1.0929797639449437,1.099024431827741
229,1.0848048162169572,1.2218608820328003,1.0834532483764316,1.081689257513393,151051.8887867647,1.0907245877509315,1.0976644854992628
230,1.0857716155488315,1.2412221936715977,1.085767842663659,1.0811886425045405,151036.67416294644,1.093803849381705,1.0974377877101666
231,1.0892951771616937,1.2263065474452797,1.088012407110496,1.084880905733867,151010.82332589285,1.092460353858769,1.1026318049744557
232,1.1004878986626865,1.21240789388065,1.0872978950324266,1.0834318243486936,150907.1171308877,1.0932636416206758,1.0994233779217069
233,1.0845051239195622,1.2040523320988372,1.083648746567113,1.080398321490396,151024.22511160714,1.0867345087851088,1.092761166997858
234,1.0881579828105474,1.24847916237734,1.088766031644561,1.0855009081688791,150897.8124860491,1.0914550432935357,1.096974579519347
235,1.0850819462054484,1.2151696681976318,1.0871533751487732,1.0825089864259545,151003.8312220982,1.0890481639653444,1.0951316905649084
236,1.0791356224566695,1.2307612208856478,1.080837214986483,1.078628064895218,151001.11568080357,1.087683747522533,1.0936731100082395
237,1.0831548774089568,1.2425838021768465,1.0856858485274845,1.0798896991236264,151045.18637982538,1.088353397286668,1.092271157946342
238,1.087205172731326,1.2179226419991918,1.083928891046103,1.0826043230156566,150925.6530043658,1.0906657500534642,1.0943726022776803
239,1.086409336754254,1.2391048570473988,1.090361757122952,1.085618230700493,150940.70566693475,1.0944659899060545,1.0939754009246827
240,1.0851391706711206,1.228361271045826,1.0846063265966814,1.0814349573444235,151009.15926339285,1.0881409101809063,1.0930668045031398
241,1.0815879743546248,1.2083853667432611,1.0823794091967018,1.08000568842346,151073.69709329045,1.0808425206764072,1.0901339473692997
242,1.0820846643298865,1.2260328603110142,1.083259948275306,1.0809675714997358,151046.86962890625,1.0854784813523293,1.0879478506743907
243,1.0898848932236431,1.2304199544919865,1.0856659617688922,1.0827533861001333,150859.65737017462,1.0883995778858662,1.0918715845793483
244,1.0846113022920247,1.2038593462922356,1.082997465062709,1.0793145291688966,151045.20318080357,1.0831731452661402,1.0893128743848286
245,1.0850488467094226,1.2082486232476577,1.0817397406155411,1.079606257379055,151033.90036231885,1.084141760204847,1.0904238369315862
246,1.0825433418154715,1.2340751280044686,1.0825131684541702,1.0792566084048965,151015.49001116073,1.0847019031643867,1.0888035801194964
247,1.0834885587294896,1.216914588422106,1.0821194672449068,1.0797015251808388,150999.49757254464,1.0842552193823982,1.0909144847820966
248,1.0843893430936031,1.2181379296656312,1.0817295060980887,1.0807843450890031,151058.02296316964,1.0844824804136386,1.0904647017780102
249,1.08588032387197,1.2160673727068985,1.086452072442964,1.0819477976061578,151062.3162647192,1.0884286910295486,1.0948336524398703
250,1.0849512234330176,1.2319790800583774,1.084834842809609,1.0803974335166542,151050.11622509058,1.086076346440957,1.0920124001801017
251,1.0787925230045068,1.2096105410621083,1.0784623800289064,1.075369636333266,150997.88529575893,1.0789102914814763,1.0880185009704697
252,1.0825187116861343,1.218909143373884,1.0839716825972905,1.080983790755272,151062.14137834823,1.0867598785294428,1.0891966823583994
253,1.0841702830046416,1.215650271752785,1.0844649276272815,1.0810831556486529,151055.8779296875,1.083806807520213,1.0947866114346605
254,1.084772779329403,1.1834250357130478,1.0844754327088597,1.081124980275224,151065.43839285715,1.084635866089509,1.0914071620338492
255,1.0820760452433635,1.2107541466067575,1.0832330688487652,1.081600308418274,150985.49075055803,1.0829685086814256,1.0942996905038231
256,1.0805140477724564,1.2141897978967633,1.0825144517712475,1.0771744528482126,150864.46521173007,1.081361199694651,1.08990600825967
257,1.0810154691338538,1.2078669746888095,1.0817245557194664,1.0791313596243082,150992.9060377038,1.0790071614362575,1.0923099791681443
258,1.0789917428524067,1.2126465561026234,1.0805989169492949,1.0786115431359835,150802.78295898438,1.07864657872253,1.0864707458960383
259,1.0829088313457294,1.2081271988355506,1.083760649643161,1.0818736603991552,150993.3145680147,1.082525877138743,1.0925745607206696
260,1.0840639624744657,1.1826042702137414,1.0860743792284102,1.0834280147471211,150863.5021654212,1.0842020595973392,1.0914634809725814
261,1.0800416592508555,1.1832167832023006,1.082329992382299,1.078562118113041,150956.2753057065,1.0778419670683366,1.0904764831066132
262,1.0759242452107942,1.1765174928211397,1.0793400237033532,1.075889170508493,151036.0554129464,1.0734183988892114,1.0853955859416409
263,1.0774675323849632,1.1906651000181834,1.082917408574195,1.078277026726441,150920.53523995535,1.077600447943917,1.0867751520127058
264,1.0788532443344594,1.1821153404812017,1.083498922891395,1.0789233459667726,150876.96707993658,1.079524060746409,1.0903260428936057
265,1.0785078581422567,1.1881330330525677,1.0824220566587015,1.0754046155346764,151051.67815896738,1.0799819498702332,1.091005072781914
266,1.0784740813076497,1.164081480954924,1.0803929909386418,1.0762506841227066,151061.90655691965,1.0753141740020715,1.0890087308852296
267,1.0781611983592694,1.1512319722678512,1.079848356190182,1.0762612088160082,150974.54112723214,1.0734351037764085,1.088865204840093
268,1.078436772565584,1.1487544437404722,1.0819452300667762,1.0777010162209355,150859.58134765626,1.076650251068321,1.0943371541798117
269,1.079698105783839,1.1411588600639142,1.0819828144851185,1.0810837688093835,151015.6209263393,1.078838566845318,1.0915729109499903
270,1.0764812643711383,1.138498264957558,1.079285326458159,1.078967092728073,151047.60680803572,1.0734932361929506,1.0853183889075328
271,1.0787678476423026,1.1393739592064829,1.0819485553286292,1.0808190664519437,151062.0802734375,1.07651605401878,1.0907175987958908
272,1.0769936195233971,1.1346559815887194,1.0808127410709858,1.078095973531405,150964.81395089286,1.0748557976956636,1.0883092507719994
273,1.077859592743409,1.1210891238280705,1.0788320590342797,1.0769452591511337,151029.35756138392,1.0687811076641085,1.086574439155428
274,1.0815252310190446,1.110713891685009,1.0850593011294092,1.0802861402432125,151074.78831976233,1.0750627012716398,1.090956084038082
275,1.0761469939821644,1.1238157774720874,1.0799323377155123,1.0741816643964162,151065.4164341518,1.0727132111787796,1.089205101535127
276,1.0777466653993255,1.1247462835666295,1.079295352101326,1.0768670078780915,151049.21852678573,1.0739879467421107,1.087209246479548
277,1.0791862707585096,1.1218710024211858,1.083315365355123,1.0778454566995304,151096.1,1.0738795214104202,1.092030372375097
278,1.0769532982259988,1.1116769726614697,1.0806256768315337,1.075924540228314,150888.02202845982,1.0717564644116275,1.088821291923523
279,1.0753622744232416,1.1155877630855586,1.0820995895635517,1.0749954242597928,150981.8185009058,1.070548564195633,1.0861218720674517
280,1.082787799090147,1.1192751536900931,1.084855566309257,1.0797790222345514,151063.7989430147,1.078816987850048,1.0920083773763556
281,1.0795662425458432,1.1119388323780652,1.0830893552884824,1.0780643846126312,151071.26916326993,1.0742414571204275,1.0914120483092773
282,1.075794083443848,1.110405355103706,1.0783854832009572,1.0735686485740272,151057.36180245536,1.0701970151242088,1.0875061862170696
283,1.077463338772456,1.1172356674153554,1.0814620852470398,1.076104989585777,151068.04871651786,1.0736092094469951,1.0844065520243766
284,1.0736498294807062,1.1144825325984704,1.0765782374711264,1.0721211093275442,151101.79988839285,1.0690589605593217,1.0827168764976354
285,1.0755436487103764,1.107000402321941,1.08191070407629,1.0743148438632488,151069.92000558035,1.0727644920349122,1.0906927581219112
286,1.0768530736135882,1.111772789766914,1.0805034085430882,1.0741218945384026,150992.28616071428,1.076227088862995,1.087158840149641
287,1.0755145464624678,1.1158919065798585,1.0797879894574482,1.0742546516530058,150876.18316127232,1.075889633825192,1.0867670957858746
288,1.078844675650963,1.105485032263555,1.083922449321974,1.075953404637093,151042.3168247768,1.0740748233390305,1.0850770983844995
289,1.0746015430223652,1.1161061039096432,1.0784142687916756,1.0710816454763217,151024.2280970982,1.0713131464314911,1.0844034396111966
290,1.075393771752715,1.113206336637596,1.0812428960712943,1.0711899703989427,150778.1882254464,1.0737071158188694,1.0870225021713658
291,1.076248648762703,1.10763485958943,1.0782167130992526,1.0730590783059597,150779.85087890626,1.07127436167664,1.0879335952432532
292,1.075861773600704,1.1206318000570321,1.079918971728711,1.0742462893327078,151065.3097377232,1.0687689809304364,1.087017652627669
293,1.0794888999313117,1.0975908007668822,1.084410437723485,1.0763160480393303,150861.912109375,1.0785177154283898,1.0914906198913987
294,1.076664959266782,1.1146156509455882,1.0813126425174149,1.073707270812481,150965.91436941965,1.0741282448453724,1.0880965900264288
295,1.0777173253397148,1.116663469509645,1.0823071006594636,1.0753967026653497,151030.83797433035,1.0680648155656516,1.0866172281471458
296,1.0744058420745335,1.1155578941106796,1.080751382524059,1.0725871187945206,151029.948828125,1.0689316279483292,1.0855087904553664
297,1.0777256954461336,1.1092764548002143,1.079808066950904,1.0749023398384452,151027.66026785714,1.077423268446216,1.0853838641674092
298,1.07713087387383,1.1094085385019965,1.0814039930701256,1.0727284646903474,151012.89877232144,1.0710597566838531,1.0860062269003767
299,1.076453199610114,1.1053189079869876,1.0796013751200266,1.0734669271235664,151064.87332589287,1.072503996943986,1.080888010953602
300,1.0764557006882458,1.1106263727713854,1.0798181205294852,1.0708411062757175,150913.08687160327,1.071779309047593,1.0825080397097688
