step,deepseek1.5b_sync_8gpu_lr3e-6-rollout_corr/rollout_ppl_step,deepseek1.5b_sync_8gpu_clip0.1_lr1e-5-rollout_corr/rollout_ppl_step,deepseek1.5b_sync_8gpu_cosine_lr1e-5-rollout_corr/rollout_ppl_step,deepseek1.5b_sync_8gpu_lr5e-6-rollout_corr/rollout_ppl_step,deepseek1.5b_sync_8gpu_ent0.01_lr1e-5-rollout_corr/rollout_ppl_step,deepseek1.5b_sync_lr1e-5-rollout_corr/rollout_ppl_step,deepseek1.5b_sync_lr1e-6-rollout_corr/rollout_ppl_step
221,1.0890139537613566,1.2292216083517782,1.084732004187324,1.0838213843661686,150616.2608309659,1.0872675807525711,1.1028499737381936
222,1.0867213413119317,1.233311553520185,1.0836879859368007,1.0799586863018746,150588.86302971118,1.0850243112072349,1.097412161156535
223,1.0877490919970332,1.2256801558865442,1.0852079963819548,1.0817175460132686,150699.38579963235,1.092809452282058,1.1003791689872742
224,1.0872250677723634,1.2172895222902298,1.0851235159096264,1.0810271458966392,150713.76231317935,1.086776841349072,1.1013606422477298
225,1.0890172454642086,1.2114943224522805,1.0850370872927748,1.0822131745517254,150752.10167410714,1.0898099609961112,1.1008730710316927
226,1.0848706761995952,1.211797950996293,1.085357811215312,1.0828217884356326,150641.93548943015,1.0953803785766163,1.098863354246867
227,1.083345904573798,1.2096495012994166,1.081210288473151,1.0810990569203398,150761.34225643385,1.088091403556367,1.1001037108270746
228,1.0859871678054334,1.2069914252669722,1.0842770950661764,1.080731859733892,150762.4876206342,1.0922230792542298,1.098650106252768
229,1.0842798839255077,1.2213680349566318,1.0829708093534345,1.0810292688283054,150767.8259420956,1.0900357502202194,1.097254416719079
230,1.0852243525952827,1.24073121006842,1.0852909624576568,1.0805027820169926,150752.7171875,1.0930209876969457,1.0970582060697602
231,1.0887323014438153,1.225850875178973,1.087535131722689,1.0842319357801566,150718.69854910715,1.0917295052980382,1.1021640881111747
232,1.0999329961836335,1.2119925278756354,1.0868017744758856,1.0827859945075458,150621.08844259512,1.0925168854494889,1.098964285301535
233,1.0840354389265965,1.2035586381400074,1.0831603822963578,1.0796811255541714,150741.08828125,1.0860039448986452,1.0923388024439682
234,1.0876248878868002,1.2479813623207587,1.0882142863490365,1.0847679027779535,150618.59426618303,1.0907067498192191,1.0965376790416868
235,1.084453760772138,1.2146939654593114,1.0866562883521236,1.081762660381406,150711.23744419642,1.088240737405916,1.094729297255215
236,1.0786106310784818,1.2302746069100168,1.0803681693616367,1.0780058858746833,150709.8466796875,1.0869272034615278,1.0932354428938458
237,1.082634646158952,1.2420671885764156,1.08520840174622,1.0791768144036449,150740.06818704045,1.0875410008795408,1.0918679596521916
238,1.0863873461882274,1.2174823830525079,1.083472680560378,1.0818747060243474,150650.4171070772,1.0899591464169172,1.0939330333157589
239,1.0859201827219551,1.238637394375271,1.0898503712985828,1.084904400507609,150655.32304113053,1.0937461732671812,1.093530399352312
240,1.0846129609988286,1.2278525205673996,1.084132236796756,1.0807780074802311,150696.88504464287,1.0873899801323812,1.0926421951306493
241,1.081078200042248,1.2079526841640469,1.0818966572934932,1.07933435826139,150784.08363970587,1.0800856465802473,1.0896972609977973
242,1.0815590754151343,1.2255670822092466,1.0828086334196003,1.0802887023188348,150763.08358226102,1.0846482446789742,1.087483962252736
243,1.0893413867801427,1.2299786000340074,1.0852564136187235,1.0821432309018242,150575.40349264705,1.0876830971011748,1.091458523273468
244,1.0840384658123996,1.2034397092732516,1.0825514761464936,1.078577152476078,150764.04665178573,1.0825319816084469,1.0888852968409255
245,1.084515447035814,1.20783276536635,1.0812455310740254,1.0789300125430932,150755.27505095108,1.083399204393992,1.0899556193500757
246,1.0820419069379568,1.2335959950397757,1.0820488874679026,1.0786053677174179,150724.3994140625,1.0838974112501512,1.0882924699357577
247,1.0829420387744904,1.216448498922482,1.081612815572457,1.078966603029606,150714.6958984375,1.0834228194811766,1.09039399600946
248,1.0837906835935054,1.2177047228504871,1.081228696164631,1.0801067369621853,150772.52898995535,1.0837593525648117,1.0899366501130556
249,1.0852921448647976,1.2156194526898234,1.0859763695057048,1.081159660289454,150777.75082087863,1.0876654088497162,1.0943182526450408
250,1.0843695901334285,1.2315483154921696,1.0843331498049555,1.0796592536975036,150760.90092844202,1.0853611938655376,1.0914399344474075
251,1.0781932598666142,1.20916331456653,1.0779895097726868,1.0746813191230906,150708.25259486606,1.0782398647413804,1.0875383673442736
252,1.0819421660155055,1.218429490666965,1.0834873775866898,1.0802674998839696,150767.57564174107,1.0859798121231574,1.0887291901386702
253,1.0835670460015536,1.2152107255212192,1.0839841524985705,1.08038693701112,150761.7486049107,1.0831570103764534,1.0943105997223603
254,1.084175831965498,1.1830436541088696,1.0839923784136771,1.0804202716525009,150770.24068080357,1.0838387972460344,1.0908842691116862
255,1.081519551183048,1.2103490233421326,1.082730767338775,1.0808121313651402,150654.47287946427,1.082256424598969,1.0938112174994068
256,1.0799827931018977,1.2137768420165982,1.0820288810788132,1.0764516065287035,150575.48713485055,1.080570041305489,1.0894570692970946
257,1.0804868690669536,1.207473141879871,1.0812155370201384,1.0784309253443118,150702.83689990942,1.07822112325165,1.0918371790164223
258,1.0784558130380435,1.212195901042324,1.0801473139989666,1.0779518286387126,150505.9260971967,1.0779480812726197,1.0860320729644677
259,1.08230070464122,1.2076610867249764,1.0833138332448222,1.081198662519455,150707.96337890625,1.0817600614749467,1.092079265337241
260,1.0834443222731351,1.1822056290456804,1.0855773946359044,1.0826734754849563,150579.0225175498,1.083453451968589,1.0910226446059017
261,1.0794828470796347,1.1828309949171745,1.081905793221224,1.0779238566756248,150668.42302139945,1.0770064962131003,1.0900339311039131
262,1.0753837254567025,1.1761347036207876,1.0789155083340267,1.0752420445734805,150732.63780691964,1.0727192111886463,1.0849395966843556
263,1.076973838820344,1.190322107821703,1.0824639048604738,1.0776055837896736,150629.34966517857,1.0768039163064074,1.0863173794001342
264,1.0783485382795337,1.1817094683647156,1.0829789756342425,1.0782760263166644,150584.61096014493,1.0787676879257526,1.0898213711304543
265,1.077929550036788,1.1877075104463486,1.081939731809226,1.0747625155581368,150769.60586503622,1.0792902578358297,1.0905458393849825
266,1.077888834103942,1.1636315675512436,1.07994191754948,1.0755637735128405,150763.96104910714,1.0746547523534522,1.0885235506453013
267,1.077640338585927,1.1508167095016688,1.0793870850687934,1.075556800446727,150685.87260044643,1.072758991636482,1.088401044542725
268,1.077872764419865,1.148255868582055,1.0814822010695937,1.0770171003979303,150573.12550223214,1.076015429753883,1.0938727735645242
269,1.0791141422171342,1.1407078737110803,1.0815337374806404,1.0803236138414254,150727.74313616072,1.0782081287986829,1.091113786842372
270,1.0758661944896748,1.1380210110183917,1.0787980545844351,1.078238825567744,150768.09012276787,1.0728503749878318,1.0848734708208787
271,1.078220334649086,1.1388130218667143,1.081475248390978,1.080106921494007,150768.85287388394,1.075796010593573,1.09025954572778
272,1.0764370633334648,1.134006401940958,1.0803647891364314,1.0774390379587808,150690.423828125,1.074153115445713,1.0878604983812885
273,1.077315479134902,1.1204809467707362,1.078401075587386,1.0762835111130369,150749.55675223214,1.0681109563620002,1.086102678979698
274,1.0809218340959303,1.1102353264178548,1.084553901993093,1.079485586947865,150789.28188270246,1.0743684691411477,1.0904955730626458
275,1.075566514934364,1.1233791100127355,1.0794701742984,1.0734298760918053,150782.3002232143,1.0720844061838255,1.0887297746297475
276,1.077184503015719,1.124100862725361,1.0788331720091051,1.0761173115836251,150765.57134486607,1.0732711492865177,1.086723424303226
277,1.0786448899656529,1.1208844682252086,1.0828378783030943,1.0771140816311042,150786.02179129465,1.0731194646291011,1.0915524948101778
278,1.076410549879074,1.1111095275830578,1.0801941707383755,1.0751862088839212,150594.0113141741,1.0710057101722033,1.0883425619257123
279,1.0748013898730278,1.1151988163993165,1.0816287157081423,1.074275048618967,150676.1455785779,1.0697202479036956,1.0857277026301937
280,1.08219990208745,1.118705550762447,1.084396371787245,1.0790946417032403,150777.32094439337,1.078050215487127,1.0914852913273008
281,1.0789410047233106,1.111355815586206,1.0826116458671848,1.07734707029576,150778.95210597827,1.07344466644638,1.0909314637000744
282,1.0752003998369783,1.1099703568769128,1.0779372798960385,1.0729123218493029,150768.76336495535,1.0694621710800658,1.087048550032907
283,1.0769045388414746,1.1168093818582987,1.0809738598763945,1.0754340160638094,150782.2548828125,1.072868418086458,1.083955840804638
284,1.0730775565635868,1.1139830190100168,1.076127021440438,1.0714333621056185,150804.83060825893,1.0683580458748574,1.0822475036749473
285,1.0750002037537725,1.106601518039641,1.081438908725977,1.0736232572658495,150773.019921875,1.0720996019244189,1.0902289003133774
286,1.0763125887443854,1.1113172753861076,1.0800408375534143,1.073386641740799,150692.64972098215,1.075535552681617,1.086647655442357
287,1.0749618003056165,1.115459467823568,1.0792989393075307,1.0735864163713251,150581.2218331473,1.0751969969043365,1.0863386323818789
288,1.078267985047438,1.1050675146673854,1.0834540607673782,1.075142877533081,150741.2900390625,1.0733259893813225,1.084636579081416
289,1.074101707557353,1.1156676384179216,1.077947837723927,1.0702804864073794,150733.32670200893,1.0705876668106835,1.0839267689734695
290,1.0748981859534978,1.1127371886720905,1.0808507661993911,1.0704542379826307,150506.91371372767,1.0730650056645554,1.0865582580629147
291,1.0757504802197215,1.1071793733116908,1.0777457732529867,1.0723759817580385,150477.30691964287,1.0706435088758115,1.0874588673836307
292,1.0752871048293615,1.1202272025820537,1.0794588022288822,1.0735135253932742,150729.0681640625,1.0680550249680034,1.08645726387438
293,1.0789340041577815,1.097004099111808,1.0839157769592798,1.075598653157552,150562.12466517856,1.0777433520438624,1.091027866344194
294,1.0761083245277403,1.1142738073279983,1.080860419368202,1.0730162621178525,150650.3995814732,1.0734094052382237,1.0875707158916874
295,1.0771016731030412,1.1162946934436824,1.0818757363935796,1.0746816169956457,150747.96782924107,1.067427911010443,1.086078013519983
296,1.0738491463225062,1.1151605485341487,1.0803086324816658,1.0719057250147064,150748.11568080357,1.0682865156317658,1.08502247655078
297,1.077190086618066,1.1088098213076591,1.0793613019916746,1.074140482892593,150753.04514508927,1.0767987229757838,1.0849065031760778
298,1.0765884105116128,1.1089393616868901,1.080958774402028,1.0720065431669354,150733.97120535714,1.0704207684633866,1.0855177538959604
299,1.0758605845272542,1.1050485084196189,1.0791291033937818,1.0727711400638025,150752.01637834823,1.0718225569084838,1.0804235221523988
300,1.0759274232678298,1.1103168026759074,1.079372402540473,1.0701829055324197,150628.76998414856,1.0709984548113964,1.0820430207409355
