step,deepseek1.5b_sync_8gpu_lr3e-6-rollout_corr/k3_kl_step,deepseek1.5b_sync_8gpu_clip0.1_lr1e-5-rollout_corr/k3_kl_step,deepseek1.5b_sync_8gpu_cosine_lr1e-5-rollout_corr/k3_kl_step,deepseek1.5b_sync_8gpu_lr5e-6-rollout_corr/k3_kl_step,deepseek1.5b_sync_8gpu_ent0.01_lr1e-5-rollout_corr/k3_kl_step,deepseek1.5b_sync_lr1e-5-rollout_corr/k3_kl_step,deepseek1.5b_sync_lr1e-6-rollout_corr/k3_kl_step
194,0.0004633320821664132,0.00038321178091791806,0.00047330588735608866,0.0005733305926531267,9.230641832988006e-05,0.0006832434365276911,0.0003247098880628504
195,0.0004539750299245054,0.00040638150212722466,0.0004671270746030132,0.0005248434458735574,8.356535912043634e-05,0.0007899805938667787,0.0003442680651239022
196,0.00043810527084843206,0.00040018015740725767,0.00045633365995699266,0.0006167429587135716,2.9555196898868555e-05,0.0006919035677128704,0.0003464224932551068
197,0.00043100127033994794,0.00042158949557078985,0.00047132042975590594,0.0005661856439473922,5.637454738553739e-05,0.0007664019164043235,0.00031959439438651317
198,0.0004370058433908395,0.00040754199616694,0.00047889788744387695,0.0005687378353617202,2.814087675814977e-05,0.000837807734011552,0.0003337072648240505
199,0.0004266718958716388,0.00035863116461230137,0.0004317483620669497,0.000552878479139486,9.270670075104992e-05,0.000688657762080683,0.00031061654666503984
200,0.0004501115150787882,0.0003760081697412086,0.00045017035773060166,0.0005539139867985134,6.487527043177847e-05,0.000683815704467799,0.0003565851977024674
201,0.000438373644707705,0.0003872608453834632,0.00043502984157211833,0.0005320504214582995,6.534005313215751e-05,0.0007755452651450624,0.00031322951657878153
202,0.00046001900881535783,0.0004085684459924879,0.0004485063112486725,0.0006101488661236297,8.166975922686898e-05,0.0007570546858321746,0.0003366753391953982
203,0.00047324028439886333,0.0004045620485663272,0.0004546082397898384,0.0006241228717932921,0.0004034383907261534,0.0007658275464398849,0.0003471216179301943
204,0.00045376999770226014,0.00048702317301124113,0.00043496636802350014,0.0005714642036102966,5.973164477064288e-05,0.000691154599478424,0.00034477209450606576
205,0.0004912104188362009,0.00037887618349554097,0.00046310816909074976,0.0006101732493376869,0.00012390612747277131,0.0007572425364824911,0.0003785903762898095
206,0.0004431965376059496,0.00045878682434434906,0.0004503093856639192,0.0005483125273506382,0.00010759283999705998,0.0007396166785673069,0.0003442040014976412
207,0.0004694783245866301,0.0004028535009739345,0.00045980142527785175,0.0006584276104659671,0.00036506374508625024,0.0006980837461634854,0.00036624234583411766
208,0.0004507861953070026,0.00039004679099350514,0.00045666924451811505,0.0005786925964085557,7.305254777383438e-05,0.0007102806235417864,0.00034801305439311994
209,0.0004773660665705392,0.00044424549688065545,0.000467290624501835,0.0005798508871686698,8.50083930305011e-05,0.0007503378101525661,0.00036005943213633537
210,0.0004512334485298197,0.00042336005967213584,0.0004376856044271133,0.0005973879584747589,7.169592477647016e-05,0.0006766458771959482,0.00033396964715016444
211,0.0004433860013250523,0.0003646877099796526,0.0004320336092426996,0.0006313949982706453,0.0004913839493854409,0.0007456136833173911,0.000366877265019196
212,0.0004920859383429804,0.0003609704066447092,0.00044816177376647134,0.0006403376838865039,0.0001105280002934371,0.000725820209647116,0.0003638602997736411
213,0.0004678745927516762,0.0003714782078532153,0.00043512191907459715,0.000543045008188611,3.327868036167809e-05,0.000714094729100149,0.00033960972991735615
214,0.0005019017730441325,0.00032319330831259404,0.0004408493142281341,0.0005821952871524128,3.4766542423834404e-05,0.0006461352622657366,0.00037940544566481547
215,0.0004728115415296421,0.00035505554675789125,0.0004439167308424488,0.0005615224608845892,4.11539617873173e-05,0.0006165796970559644,0.0003517049288252326
216,0.0004588878536173396,0.000334031155556726,0.00046330741652792954,0.0005878068137202977,3.44059501650498e-05,0.0006416458932934885,0.00035168061010967664
217,0.0004658569256961771,0.0003551444307150733,0.0004420512207781774,0.0005830332529089795,2.4391944385005253e-05,0.0007096338785947623,0.00035491800788708803
218,0.0004829391856176136,0.000380302486013938,0.00045647780411349633,0.000627063187736591,2.6261011379940997e-05,0.0006909996544474476,0.0003732891284194122
219,0.00046200210110782793,0.00036535057949583496,0.000428333001495544,0.0005486464094648782,3.997867394507161e-05,0.0007306092022887203,0.0003629489420518439
220,0.0004669455607427153,0.0003942825026199528,0.00042957836184210794,0.0005949760980424905,6.255729748390463e-05,0.0007739114315630472,0.00035581882034421144
221,0.00046767720463011337,0.00034670694129898847,0.0004303687575925737,0.0005741710379710597,3.4750084310100206e-05,0.000761674232023779,0.00035361171346721677
222,0.00048258533338412234,0.00040658236348126256,0.00042637881122371054,0.0005838559695697514,1.9068280282267963e-05,0.000786012125331581,0.00036340049230148
223,0.000453274973833253,0.00033917359927794743,0.0004336103650488936,0.0005614045919835255,3.881194006580432e-05,0.0007738584260045577,0.0003600417632014796
224,0.00046811417656786753,0.0003482807582999899,0.0004288804947507396,0.0006419301659791797,3.709729658458341e-05,0.0006776952809862753,0.00038393111428073706
225,0.00047910032086159537,0.0003917813587071982,0.00043174255664701417,0.0006399181211236282,3.662711495816698e-05,0.0007168911798013747,0.0003667488358704036
226,0.000454349936977191,0.0003845058633689607,0.00044411624138626584,0.0006149338263929332,5.030687914179854e-05,0.0006043561949127252,0.00036901593107598415
227,0.0004852529647905612,0.0003508753797750278,0.0004356014810789268,0.0006556901809194959,2.651179780975647e-05,0.0006527754168625203,0.0003621769109917008
228,0.00047245541250049425,0.00034923465776686227,0.0004222934453638219,0.0006716964290230968,2.5018209846487423e-05,0.0006692867339855487,0.0003681603048346752
229,0.0004837393145818368,0.0003785953059647269,0.0004312489933474116,0.0006052205256888886,3.808960673184709e-05,0.0006835512003438756,0.0003664382991019011
230,0.0004931008926599511,0.00036756578058177384,0.0004374764020920136,0.000626865793533811,5.345829147813674e-05,0.0006967025233279855,0.00036009556977039276
231,0.0005113992752285412,0.00033879483522401577,0.00044496531361139864,0.0006315678229756569,3.987248000255152e-05,0.000667557954102449,0.0003936913164914969
232,0.000505542672590309,0.00034797911783041654,0.0004401148470724761,0.0006095642475397759,3.0597585626712345e-05,0.0006482828549678743,0.00040209683505197874
233,0.0004539870206396077,0.00036714046879111537,0.0004412408120515465,0.0006569971620716718,4.375152067430983e-05,0.0006501996498021375,0.00037206283942961473
234,0.0004977748075074679,0.00040535203798855137,0.0004635418297518547,0.0006558745718724491,1.9337313913021196e-05,0.0006892297254808,0.0003854568852052341
235,0.0005074257066086362,0.0003907523293188812,0.00044085351840104247,0.000652519840873855,6.901278280549508e-05,0.0007036243237431942,0.0003759125590812274
236,0.0004520664180290623,0.0003783045017203053,0.0004256335230041129,0.0005871815765203792,6.493710530354032e-05,0.0006978885774439428,0.0003893299927118018
237,0.0004752513919251774,0.0004107469341626576,0.0004260407679086913,0.0006157821171232066,0.00018834952133856323,0.0007225042331532566,0.00037896135120554856
238,0.0006828647652722653,0.00035010324275693466,0.000424799047492385,0.0006489708146884453,4.5188535501531933e-05,0.0006472788140761585,0.0003906125483760996
239,0.00047646947877226574,0.00035421791778423575,0.00044114363697150583,0.0006664181612601775,9.06941116457962e-05,0.0006713982709767991,0.0004127047517613391
240,0.0004744603618466779,0.00038144989585581007,0.00043807717110064194,0.0006139619444266745,0.0003474272302290566,0.0007078975884269312,0.0003933116302409632
241,0.0004568128238815916,0.0003582390984361568,0.00042051584781885055,0.0006025677657403735,6.104369972557405e-05,0.0006821699496903617,0.00039021360876894935
242,0.0004901793453427672,0.00036454859706022295,0.00042278748051930137,0.0006451242496591159,3.5040057598474265e-05,0.0007272509018002893,0.00039528129070731666
243,0.0004776059285177325,0.00035068298634373434,0.0004337844481900296,0.000595867319862009,4.512335725922533e-05,0.0006656526386275521,0.0003959537513992473
244,0.0005014428235783173,0.000349395059129165,0.0004170088297455333,0.0006600579843329686,3.831148832367554e-05,0.000593686622653645,0.00038908791651231915
245,0.0004939960245116173,0.0003507247672587255,0.0004351708649995668,0.0006052986055196511,2.2486313346267917e-05,0.0006637385218849746,0.0004291567525797291
246,0.00046834488407512256,0.000357473296295713,0.0004315142499881799,0.0006089142935210971,8.365565085292864e-05,0.0007198150032169137,0.0004423339565575935
247,0.0005029854288202329,0.00036519585319183534,0.000429395685449146,0.0006479306515292021,2.3170357285705125e-05,0.0007138532286904485,0.0004610464774463579
248,0.0005003265565765338,0.0003463087096422206,0.0004331457274323232,0.00061410264862748,4.3387355389411045e-05,0.0006844858809507479,0.0004878940410555132
249,0.0005155949306754337,0.0003405203077930134,0.0004346495064711171,0.000723916903933609,4.737480495462649e-05,0.0006621857751269999,0.0005100527593736173
250,0.0005467935895921983,0.00033870194570697314,0.0004551724256262311,0.0006260345729639415,4.87419911339031e-05,0.0006776704173122338,0.0004731870255682225
251,0.0005481762825519055,0.00035559066716438074,0.0004302301727399199,0.000639383410025614,4.85519971472773e-05,0.0006355797493317648,0.000443333925482471
252,0.0005205177210427792,0.0003838714685649581,0.00044284418843496746,0.0006427789913787921,8.65368916168206e-05,0.0006840256058206216,0.000426398883134355
253,0.0005202424085382518,0.00034638989142155783,0.00043933677674927327,0.0006534073934448696,3.667187867790744e-05,0.0006058147615409258,0.0004127538694008667
254,0.0005261101136351794,0.00031728586471782083,0.00043830121921928367,0.0006486536887411891,7.186802158766373e-05,0.0006851178841316141,0.00042841388226911984
255,0.0005083899894711258,0.00031553822366825853,0.00046142446548359193,0.0007208005855708117,0.00037849177330307224,0.0006458221807686362,0.0004323634091537985
256,0.0004786037695969124,0.0003541732502808686,0.0004417222720493134,0.0006569820066773858,9.867196877661152e-05,0.0007141776644251271,0.0004267261894366694
257,0.0004865452291141992,0.00032306914223728856,0.0004465437658447107,0.0006788796036892373,0.0001283888632784787,0.0007015844400181473,0.0004313601675676182
258,0.000487005309318752,0.00035727864798314776,0.0004469128746278307,0.0005958663278718069,0.00010560950932238164,0.0006575838106746906,0.0004003954292640724
259,0.0005254190960281099,0.0003760688536882083,0.0004435308173304458,0.0006191970999018602,4.296285902014193e-05,0.0006891186894790735,0.0004351501271996408
260,0.0005333094969728336,0.0003289558555973029,0.0004254355417504571,0.0006578702009185442,4.5510465164677925e-05,0.0006694672717784206,0.0004040078352116123
261,0.0005282896092467127,0.00034243232671465424,0.0004329539337959432,0.000605791922949224,5.889097100938064e-05,0.0007627046150581144,0.00041428445181097503
262,0.0005003236225466259,0.00033283947136770884,0.0004181298632871869,0.0005683346636363818,0.00013043296426401086,0.0006378820166901278,0.0004000955058664227
263,0.000472919481364356,0.0002886903400394658,0.00043324638320319496,0.0006315507876438046,3.277672525103169e-05,0.0007167104221547628,0.0004072420698093992
264,0.00048012346117047854,0.000338661024928418,0.00044425242941902385,0.0006221044519324179,8.861349761320815e-05,0.0007163065426350342,0.000446876603279797
265,0.000561510085071859,0.00033939779859792907,0.00043007067370126606,0.0005741085498205696,6.771234469492876e-05,0.0006293977409128544,0.00041947118394378586
266,0.0005023610172429471,0.0003914997392829748,0.0004253724400355581,0.0006313902287814038,0.00019535573512793495,0.0006308783507984975,0.000421730677867584
267,0.0005153189220156771,0.00036289850594073414,0.0004278121431785361,0.0006612832315692107,6.779025966027672e-05,0.0005914819872023323,0.0004388710492364496
268,0.0004770505498478038,0.0004234565585790051,0.00043690550842256926,0.0006328445455606967,5.3905304375640685e-05,0.0006084273536722393,0.0004367605694773778
269,0.0005035244974734317,0.000412009449326323,0.0004239244659142319,0.0006437921976653756,7.092672986459547e-05,0.0005766460805699473,0.0004167516007500298
270,0.0005164769084401017,0.00041494822971799294,0.0004229164852577447,0.0006376413216871283,4.635362287542323e-05,0.0005952905365339339,0.00042019547369196326
271,0.0004889496548457828,0.0005089191034210886,0.0004506956264239389,0.0006931080291827169,0.00016212952416562337,0.0006711485064746133,0.00042964073581012937
272,0.0004719780817606256,0.0005330632125490533,0.00041848098267523295,0.000609272997422118,4.002670760071071e-05,0.0006354920440674694,0.00041651923392668034
273,0.0004975608691240315,0.0005193513663795914,0.00043567894687969656,0.0006260319680057529,5.348967265084476e-05,0.0006055480679842057,0.0004278289239712314
274,0.0005246978254991774,0.0004227113118109368,0.0004527919245014172,0.0007322316539810143,7.993961935106097e-05,0.000643574156735364,0.0004344037724398445
275,0.0005241303257016147,0.0003763754750512557,0.0004382607258732952,0.0007090246648948033,4.5968900871327736e-05,0.0005808743358270645,0.00042688509411409787
276,0.000525297118441047,0.0005804386159058127,0.0004239667965044819,0.0007041122524040273,5.9008754675460295e-05,0.0006230932809827478,0.0004116069207950018
277,0.000492949022236644,0.0008717991714375612,0.0004322630680193966,0.0006259440819652203,0.0002372819911434882,0.0007063663139184806,0.00044055551566438784
278,0.0004874078909097079,0.0005313451244755679,0.00042853344360949895,0.0006520445385022969,5.3118876546217766e-05,0.0007091653205861803,0.0004273952308482732
279,0.000498664595761511,0.00033729466573842383,0.00042694081620149,0.0006438636765696257,0.00015750872270114152,0.000748097931731396,0.00041363623926085174
280,0.0005339432274695354,0.0005179835072733506,0.000441221980260955,0.0006301122309022058,8.366504917155319e-05,0.0007084573653628468,0.0004622976429058518
281,0.0005551014059619775,0.0005306562586734013,0.0004482347131648212,0.0006345018069584919,7.247657364063264e-05,0.0007213251897241516,0.00043729492282205355
282,0.0005299695593920833,0.0004099679973765696,0.0004274242988108975,0.0006154179331422876,5.2328094484112494e-05,0.0006698514605209222,0.0004377777066414031
283,0.0005133715141623508,0.00035119863894363476,0.00043486966867269734,0.0006278534966099869,3.607472818966277e-05,0.0007223810248770287,0.00041353985974031576
284,0.0004985479811849229,0.00044837759512455176,0.0004148480022758165,0.0006262328764853959,0.0001342361539002468,0.0006167463739699337,0.000426201226568642
285,0.0004888310468231793,0.0003734708227990555,0.0004264958667135943,0.0006586471760618389,0.00010058738957923196,0.0006242674807799631,0.00041324103716867873
286,0.0004960172300343402,0.0003770518452005203,0.0004217627019071105,0.0006808050836480106,0.000134948037026561,0.0006353839504848814,0.0004175515753104264
287,0.0004962638907575941,0.0004108712100129483,0.0004180846823348677,0.0006622115725668722,7.57395253109345e-05,0.0006318604524984459,0.00043577691215035977
288,0.0005236490724200848,0.0003747967845488108,0.00044040389112914066,0.0006841738129182016,0.00014687133239509162,0.0006747124607500155,0.0004139832865348581
289,0.0004703998296818321,0.00041285001104465904,0.0004131328104738879,0.0007609393255734176,0.0001444092930756012,0.000686713332161505,0.00041600089730309264
290,0.0004974156053322076,0.0004196943814349652,0.0004239731479617881,0.000675775110342632,6.004061443393636e-05,0.0006348434121118428,0.0004223920820645856
291,0.0004967131177636474,0.0004241221606545691,0.0004151132773889306,0.0005994828505511881,0.0002491953582550975,0.0005923152713404744,0.0004341279380864044
292,0.0005346291132378898,0.00037466151889020693,0.00042436034636055063,0.0006469779577956716,0.00037460577110144704,0.0006391234043786546,0.0004530468033025452
293,0.000508915786963371,0.0005233078268905669,0.00043933164756819633,0.0006527837451560319,6.396230023954428e-05,0.0006715046739711897,0.00046097404516036184
294,0.0005171228452582,0.0003251131285029068,0.00042206308859766233,0.0006315527589902829,0.00026021698507422896,0.0006362478335983535,0.00044879186763960446
295,0.0005617364024348919,0.00034741709851005,0.0004184705364933485,0.0006696431710422431,9.679324178689188e-05,0.0006220866047549541,0.0004609355202430035
296,0.0005001033920141309,0.0003641328998862893,0.0004332439113481779,0.0006504664819052172,7.946608597860306e-05,0.0005990715404927954,0.0004399951873749256
297,0.000523347596572421,0.0004292146340841822,0.00042329069664346107,0.0006792947413411335,2.655527752770987e-05,0.0006028274155040788,0.0004395986160932061
298,0.0005139582648553187,0.0004217334697719147,0.0004216690511471132,0.0006555734418043357,3.5500569164729055e-05,0.0005864491628566406,0.0004323118961637144
299,0.0005123811949943047,0.0002510721618665383,0.00042980027631399153,0.0006566294081646143,0.0002462920084180301,0.0006475061618402833,0.0004304723128801638
300,0.0004932741481619504,0.0002760525204825498,0.0004142628793192142,0.0006173832323383976,0.00014944305043538566,0.0006978072265324213,0.0004123000933424536
