step,deepseek1.5b_sync_8gpu_sigfrac_cfixed_lr1.25e-5_alpha_shuffled_seed1-rollout_corr/training_ppl_step,deepseek1.5b_sync_8gpu_sigfrac_cfixed_lr1.25e-5_alpha_shuffled_seed0-rollout_corr/training_ppl_step,deepseek1.5b_sync_8gpu_sigfrac_cfixed_lr1.25e-5_alpha_shuffled_seed42-rollout_corr/training_ppl_step,deepseek1.5b_sync_8gpu_matched_alpha_3.10e-6_seed1-rollout_corr/training_ppl_step,deepseek1.5b_sync_8gpu_matched_alpha_3.10e-6_seed0-rollout_corr/training_ppl_step,deepseek1.5b_sync_8gpu_matched_alpha_3.10e-6_seed42-rollout_corr/training_ppl_step
245,1.404590129852295,1.3074204921722412,2.1475045680999756,1.2799056768417358,1.6469264030456543,1.6073037385940552
246,1.4023191928863523,1.2849438190460205,2.1520485877990723,1.2820849418640137,1.657611608505249,1.6010700464248655
247,1.3977782726287842,1.283499836921692,2.112759590148926,1.288543701171875,1.7205793857574463,1.5931625366210938
248,1.4007538557052612,1.2680385112762451,2.118337392807007,1.2954933643341064,1.6636323928833008,1.5933990478515625
249,1.4090327024459839,1.2630715370178225,2.2117862701416016,1.3091650009155271,1.7028000354766846,1.6527880430221558
250,1.3770709037780762,1.2369951009750366,2.202897071838379,1.2869449853897097,1.6773715019226074,1.6559042930603027
251,1.3962173461914062,1.225158452987671,2.083576917648315,1.309820294380188,1.6792006492614746,1.6052101850509644
252,1.3840391635894775,1.211974024772644,2.191221237182617,1.3007090091705322,1.6789981126785278,1.6553642749786377
253,1.3805919885635376,1.2058699131011963,2.2196555137634277,1.3015612363815308,1.6423325538635254,1.6654071807861328
254,1.418928623199463,1.2058851718902588,2.1684882640838623,1.332759976387024,1.675062894821167,1.6601343154907229
255,1.3863979578018188,1.2059980630874634,2.212308406829834,1.3069143295288086,1.730075478553772,1.6867449283599854
256,1.3948320150375366,1.1928443908691406,2.159540891647339,1.3088196516036987,1.6972510814666748,1.663761019706726
257,1.3863803148269649,1.1915227174758911,2.1402077674865723,1.304621934890747,1.7074036598205566,1.6583404541015625
258,1.3862930536270142,1.1668328046798706,2.154425859451294,1.2894421815872192,1.6417407989501949,1.6809351444244385
259,1.3946266174316406,1.1639142036437988,2.2095787525177,1.289184331893921,1.6514825820922852,1.7226322889328003
260,1.4111438989639282,1.1648337841033936,2.2401726245880127,1.28123939037323,1.6724365949630735,1.7477658987045288
261,1.4020731449127195,1.1527618169784546,2.165557622909546,1.2835863828659058,1.6425833702087402,1.7116749286651611
262,1.401359796524048,1.1578823328018188,2.083473443984986,1.2679662704467771,1.676881194114685,1.6724648475646973
263,1.362716794013977,1.156887412071228,2.1453804969787598,1.234568476676941,1.6619936227798462,1.7285101413726809
264,1.401444673538208,1.159722089767456,2.1569557189941406,1.2579026222229004,1.6686928272247314,1.7257623672485352
265,1.3953197002410889,1.1442564725875854,2.1676082611083984,1.2468711137771606,1.6067686080932615,1.7322808504104614
266,1.38450026512146,1.1558632850646973,2.162123441696167,1.2410047054290771,1.6953195333480835,1.7368617057800293
267,1.395695686340332,1.1536052227020264,2.1239287853240967,1.2480099201202393,1.7170032262802124,1.7085331678390503
268,1.4046454429626465,1.142481803894043,2.119337797164917,1.2443463802337646,1.675490140914917,1.6985512971878052
269,1.4057998657226562,1.136051893234253,2.1775665283203125,1.2428834438323977,1.6839689016342163,1.7197160720825195
270,1.4240493774414062,1.1258631944656372,2.172665596008301,1.2532891035079956,1.6519176959991455,1.700085163116455
271,1.422433614730835,1.127869963645935,2.214672565460205,1.2546008825302124,1.679715871810913,1.7222356796264648
272,1.4675204753875732,1.1332237720489502,2.152406692504883,1.2687441110610962,1.725791096687317,1.6814281940460205
273,1.445631980895996,1.132270336151123,2.1775965690612793,1.262203574180603,1.7428767681121826,1.6904577016830444
274,1.4156218767166138,1.129296898841858,2.1962666511535645,1.243616819381714,1.722915768623352,1.7075462341308594
275,1.4418047666549685,1.126642823219299,2.083875894546509,1.256301999092102,1.7256377935409546,1.6696338653564449
276,1.4485688209533691,1.1328229904174805,2.116870880126953,1.2491605281829834,1.7452986240386963,1.711869239807129
277,1.4212292432785034,1.1426857709884644,2.0950324535369873,1.2336068153381348,1.7903143167495728,1.7069995403289795
278,1.454082727432251,1.1316180229187012,2.0719799995422363,1.2474162578582764,1.712546467781067,1.6923543214797974
279,1.4591834545135498,1.1400583982467651,2.036210060119629,1.2412383556365971,1.7437807321548462,1.6701648235321045
280,1.4360471963882446,1.146677851676941,2.1722123622894287,1.229433298110962,1.784077525138855,1.7797118425369265
281,1.46250319480896,1.144234299659729,2.1224989891052246,1.2284237146377563,1.7306841611862185,1.7732270956039429
282,1.4580813646316528,1.154486894607544,2.003610372543335,1.2212175130844116,1.76920747756958,1.7206202745437622
283,1.4289478063583374,1.157809853553772,2.028259754180908,1.2084559202194214,1.7880381345748901,1.7558964490890503
284,1.4148368835449219,1.1569461822509766,2.001227378845215,1.202460527420044,1.7724332809448242,1.7608178853988647
285,1.4367254972457886,1.1621183156967163,2.03014612197876,1.2089513540267944,1.7993006706237793,1.785520076751709
286,1.4415571689605713,1.171320915222168,2.0851285457611084,1.205951690673828,1.7957665920257568,1.8753646612167358
287,1.4077236652374268,1.1479291915893557,1.9996470212936401,1.1924059391021729,1.7077711820602417,1.837568998336792
288,1.405278205871582,1.1581275463104248,2.0268805027008057,1.1934959888458252,1.800229549407959,1.84774649143219
289,1.4203636646270752,1.153139352798462,1.9570401906967163,1.2051397562026978,1.7881101369857788,1.8060485124588013
290,1.4354122877120972,1.1530251502990725,1.977569341659546,1.204750895500183,1.8166842460632324,1.8455493450164795
291,1.3913800716400146,1.1455790996551514,1.9970217943191528,1.1853313446044922,1.768468976020813,1.8377420902252195
292,1.401962161064148,1.1478646993637085,1.9913133382797241,1.191963791847229,1.7696683406829834,1.8530117273330688
293,1.4206032752990725,1.1517384052276611,2.014265775680542,1.2030553817749023,1.7766566276550293,1.8607255220413208
294,1.3990103006362915,1.1588412523269649,1.9929866790771484,1.1952500343322754,1.788773536682129,1.8484070301055908
295,1.3948525190353394,1.1542445421218872,1.9883143901824951,1.1841421127319336,1.7578556537628174,1.8244531154632568
296,1.4045008420944214,1.1613438129425049,1.941511631011963,1.1878584623336792,1.7846955060958862,1.809442400932312
297,1.417568564414978,1.1617205142974854,1.9484068155288696,1.1862952709197998,1.7529313564300537,1.8033636808395384
298,1.3854974508285522,1.1688494682312012,1.932165265083313,1.1790080070495603,1.770896077156067,1.803470253944397
299,1.376441240310669,1.179932713508606,1.9241416454315183,1.1719279289245603,1.8079150915145872,1.788026213645935
300,1.406097412109375,1.1809484958648682,1.885315179824829,1.1872326135635376,1.784356951713562,1.762894630432129
