step,deepseek1.5b_sync_8gpu_sigfrac_cfixed_lr1.25e-5_alpha_shuffled_seed1-rollout_corr/rollout_probs_diff_p99_step,deepseek1.5b_sync_8gpu_sigfrac_cfixed_lr1.25e-5_alpha_shuffled_seed0-rollout_corr/rollout_probs_diff_p99_step,deepseek1.5b_sync_8gpu_sigfrac_cfixed_lr1.25e-5_alpha_shuffled_seed42-rollout_corr/rollout_probs_diff_p99_step,deepseek1.5b_sync_8gpu_matched_alpha_3.10e-6_seed1-rollout_corr/rollout_probs_diff_p99_step,deepseek1.5b_sync_8gpu_matched_alpha_3.10e-6_seed0-rollout_corr/rollout_probs_diff_p99_step,deepseek1.5b_sync_8gpu_matched_alpha_3.10e-6_seed42-rollout_corr/rollout_probs_diff_p99_step
237,0.03158813714981079,0.04323263466358185,0.030775047838687897,0.04080100357532501,0.031094923615455627,0.031193077564239505
238,0.03145146369934082,0.043639034032821655,0.030785366892814636,0.043267011642456055,0.031168371438980103,0.03120718151330948
239,0.03198757767677307,0.043225616216659546,0.03075686097145081,0.04327189922332764,0.031105905771255493,0.03120744228363037
240,0.032120101153850555,0.04326539859175682,0.030769065022468567,0.04329186677932739,0.031067758798599243,0.03119337558746338
241,0.03165696561336517,0.043270763009786606,0.03073202073574066,0.04118025302886963,0.030985280871391296,0.031189925968647003
242,0.03240342438220978,0.04303143918514252,0.03076206147670746,0.04099370539188385,0.030998967587947845,0.031197436153888702
243,0.03208163380622864,0.041465625166893005,0.030750364065170288,0.04027999937534332,0.030966609716415405,0.031208127737045288
244,0.032399315387010574,0.04411077499389648,0.030746102333068848,0.04027438163757324,0.030967533588409424,0.031186014413833615
245,0.03262495994567871,0.04241004586219787,0.03076735138893127,0.040271952748298645,0.030960023403167725,0.031194090843200684
246,0.032264210283756256,0.04464726150035858,0.03072860836982727,0.04027509689331055,0.030966639518737793,0.03119780123233795
247,0.032640308141708374,0.0451432392001152,0.030777446925640103,0.04014347493648529,0.030957579612731937,0.03119401633739471
248,0.032541245222091675,0.04609064757823944,0.03074324131011963,0.039276182651519775,0.030953586101531982,0.03118610382080078
249,0.03216955065727234,0.046241164207458496,0.030742675065994263,0.03796297311782837,0.030964553356170654,0.03118317574262619
250,0.03254704177379608,0.046241819858551025,0.030792973935604095,0.03823655843734741,0.03092975914478302,0.03118225932121277
251,0.03253386914730072,0.04689694941043854,0.03071773052215576,0.037307679653167725,0.030934028327465057,0.03116053342819214
252,0.03216677904129028,0.04963013529777527,0.030766844749450684,0.03727119788527489,0.03092290461063385,0.03119250386953354
253,0.03252848982810974,0.04912829399108887,0.030783116817474365,0.037297457456588745,0.03094803541898727,0.031168684363365173
254,0.03219929337501526,0.049713730812072754,0.030793435871601105,0.037301838397979736,0.03093860298395157,0.031138479709625244
255,0.03277890384197235,0.051875486969947815,0.030764713883399963,0.038081854581832886,0.03095143288373947,0.031171709299087524
256,0.033253833651542664,0.051879703998565674,0.0307614803314209,0.03912196680903435,0.030930303037166595,0.03114420175552368
257,0.03281325101852417,0.05349159240722656,0.030777543783187863,0.0375017523765564,0.030962608754634857,0.03111453354358673
258,0.03369647264480591,0.05442863702774048,0.03075481951236725,0.03906373679637909,0.030945569276809692,0.031082645058631897
259,0.03275616466999054,0.055480580776929855,0.030792616307735443,0.03961518406867981,0.030964024364948273,0.03110426664352417
260,0.032861754298210144,0.05651359260082245,0.03076457977294922,0.04020816087722778,0.03096631169319153,0.031107187271118164
261,0.03290174901485443,0.056719839572906494,0.03073859214782715,0.04027414321899414,0.030965030193328857,0.03107340633869171
262,0.03334471583366394,0.05783143639564514,0.030728548765182495,0.04027438163757324,0.031041674315929413,0.03104415535926819
263,0.03291848301887512,0.05794495344161987,0.03073008358478546,0.04027527570724487,0.03100655972957611,0.031025856733322144
264,0.033142685890197754,0.058194562792778015,0.030770890414714813,0.0402805358171463,0.030990928411483765,0.031067386269569397
265,0.034104228019714355,0.05721902847290039,0.03074467182159424,0.040915533900260925,0.030966639518737793,0.03108619898557663
266,0.03330421447753906,0.05907854437828064,0.030756250023841854,0.040541619062423706,0.03100216388702393,0.03107890486717224
267,0.03350721299648285,0.0602593719959259,0.030737660825252533,0.04063773155212402,0.03101348876953125,0.031095504760742188
268,0.032909415662288666,0.060260429978370667,0.03074103593826294,0.0405246764421463,0.03097015619277954,0.03111620992422104
269,0.03309828042984009,0.06028355658054352,0.03074672818183899,0.04092567786574364,0.030965059995651245,0.03115440160036087
270,0.03299945592880249,0.060283124446868896,0.030775010585784912,0.041869133710861206,0.03096473217010498,0.03114934265613556
271,0.03233623504638672,0.06028270721435547,0.03080209344625473,0.0407060906291008,0.03096120059490204,0.031185686588287354
272,0.03224492073059082,0.06030160188674927,0.030743710696697235,0.0407257080078125,0.030958108603954315,0.03118342906236649
273,0.031723394989967346,0.06023261696100235,0.030808478593826297,0.041023313999176025,0.030926913022994995,0.031198889017105103
274,0.03226485848426819,0.06026296317577362,0.03077983856201172,0.04112289845943451,0.03091561794281006,0.03119245171546936
275,0.03227552771568298,0.05974966287612915,0.03074537217617035,0.04135763645172119,0.030925661325454712,0.03115233033895493
276,0.03179088234901428,0.05868560075759888,0.030752092599868774,0.04135727882385254,0.030941545963287354,0.031130880117416385
277,0.03210453689098358,0.058654576539993286,0.03072516620159149,0.042153239250183105,0.03094688057899475,0.0311506986618042
278,0.03213757276535034,0.057408228516578674,0.030753135681152344,0.04319387674331665,0.030900567770004272,0.03118196129798889
279,0.03188874572515488,0.05672049522399902,0.03076493740081787,0.043019264936447144,0.03091849386692047,0.03115911036729813
280,0.03174535185098648,0.05671954154968262,0.03079962730407715,0.041948623955249786,0.03094054758548737,0.03113308548927307
281,0.03206720948219299,0.05645222216844559,0.03076222538948059,0.043748438358306885,0.03094141185283661,0.0311533585190773
282,0.03190150856971741,0.055087149143218994,0.030751988291740417,0.043741971254348755,0.030907124280929565,0.031142689287662503
283,0.03204536437988281,0.054381370544433594,0.030763879418373108,0.04439222812652588,0.03095260262489319,0.03112359344959259
284,0.032310955226421356,0.05303072929382324,0.030768632888793945,0.04607409238815307,0.03091299533843994,0.031082987785339355
285,0.03235577046871185,0.0530867800116539,0.030758924782276154,0.04561033099889755,0.03092022240161896,0.031048327684402462
286,0.03220496326684952,0.05287361145019531,0.03075289726257324,0.04621994495391846,0.03092389553785324,0.031033955514431
287,0.03274332731962204,0.05187860131263733,0.030758708715438843,0.0457114577293396,0.03088456392288208,0.031001560389995575
288,0.032601453363895416,0.053751736879348755,0.0307607501745224,0.04513998329639435,0.030918031930923465,0.03100404143333435
289,0.032723501324653625,0.05369053781032562,0.030747264623641968,0.045700885355472565,0.030910350382328033,0.031003594398498535
290,0.032426297664642334,0.05512206256389618,0.03075675666332245,0.046161651611328125,0.030923008918762207,0.03102503716945648
291,0.03214801847934723,0.054111286997795105,0.030758149921894073,0.045378364622592926,0.03090672940015793,0.031002402305603027
292,0.03280937671661377,0.0538814440369606,0.030824266374111176,0.0459902286529541,0.03088308870792389,0.03103875368833542
293,0.03301048278808594,0.053072720766067505,0.0307924747467041,0.04603931307792664,0.030912235379219055,0.031046271324157715
294,0.0328252911567688,0.05363728106021881,0.030763953924179077,0.045899152755737305,0.0309431254863739,0.031028032302856445
295,0.03284049779176712,0.053055427968502045,0.030808746814727783,0.04557705670595169,0.030932247638702393,0.031091734766960144
296,0.032970577478408813,0.05279532074928284,0.030774086713790897,0.04624044895172119,0.03094027191400528,0.031018733978271484
297,0.03239317238330841,0.051880061626434326,0.03080650418996811,0.046240150928497314,0.03091254830360413,0.03105159103870392
298,0.03301037847995758,0.05188077688217163,0.03080187737941742,0.04624223709106445,0.03095129132270813,0.031031429767608643
299,0.03287189453840256,0.051878929138183594,0.03083460032939911,0.04624205827713013,0.030955448746681213,0.03106319904327393
300,0.032686278223991394,0.05043543875217438,0.030802100896835327,0.047214049845933914,0.03094393014907837,0.03105175495147705
