step,deepseek1.5b_sync_8gpu_sigfrac_cfixed_lr1.25e-5-actor/g_norm_A1_sq_step,deepseek1.5b_sync_8gpu_sigfrac_cfixed_lr1e-5-actor/g_norm_A1_sq_step,deepseek1.5b_sync_8gpu_sigfrac_cfixed_lr7.5e-6-actor/g_norm_A1_sq_step
59,0.00297727619774812,0.0036655097305445376,0.003560712016009233
60,0.002704669263679256,0.0032552725344547288,0.002845965714807131
61,0.002913616806304795,0.00358763944966743,0.0029026290581859637
62,0.0036275218190656546,0.003758109901534495,0.003833694367121976
63,0.0033850391816033004,0.0034853686694060588,0.00349000734830501
64,0.002210430913474191,0.002762316707140074,0.0034766738259220625
65,0.0032870504644144875,0.0032883160187988708,0.003826138181301935
66,0.0025894894763200393,0.0029355624746319,0.003011624281400239
67,0.0037994297164233464,0.0034527287512438297,0.0042700326134689015
68,0.0032164593688617663,0.003498988966362279,0.0035572381249821647
69,0.003086056863782656,0.00243157870139116,0.0035284331313328457
70,0.003060553461626012,0.0028827194047371845,0.0029943638006344054
71,0.00328387523156894,0.0031920910736843505,0.0033787883515005654
72,0.0031572834341273633,0.0034624476600724494,0.003308620652466984
73,0.003564097884145164,0.0035966617045221096,0.003516189909169062
74,0.0031767876930242868,0.002923918118550858,0.003223374707771394
75,0.0033565407381148347,0.003160148998508175,0.002779838879504287
76,0.0037957491417705503,0.00375865338020642,0.0035504727715242185
77,0.0033085030002036734,0.0035765084981910647,0.0031950194205475862
78,0.003465934616607068,0.003018596128050273,0.0032073238235698982
79,0.0036725987827804017,0.0034140682641859554,0.0040176435392329565
80,0.004067446712386492,0.00426348169538186,0.003558698415549651
81,0.0031942307482801403,0.004220949664008303,0.0030271783644907524
82,0.003690945421958056,0.0027511715568668497,0.0031978861395067235
83,0.003351942530889791,0.0036352716425412665,0.0034371758381324157
84,0.002825557112455793,0.004248759266932114,0.003836424122165303
85,0.0029133001076244052,0.0033376384584633055,0.002925695682807788
86,0.0029807904510553433,0.0031014013321708847,0.003261357364078225
87,0.0027661471659698065,0.003391796084115795,0.0032389180042911784
88,0.003142960414596833,0.003113395059570587,0.0031735938065653472
89,0.0032367122917601222,0.0029464076645968314,0.003152348869299124
90,0.0029331511427685497,0.003347837435410842,0.0032665403707357924
91,0.0027719121006733447,0.0035668389228385783,0.0035989962400160445
92,0.0023180483611038973,0.0032687876220094197,0.003147541599269034
93,0.002715767243902418,0.0037333817350193744,0.0029000165713823044
94,0.003527773965377197,0.0029324614331245973,0.0029583398503623534
95,0.0037560979804792303,0.0038593177256193616,0.00431588484343585
96,0.002806680242202337,0.0034943143680064067,0.0029821353975342177
97,0.0033471390245519332,0.003400328214362789,0.003149111643940476
98,0.0033559029088756063,0.002929825187660305,0.0030179477586570504
99,0.0029517581040975384,0.003258286046739045,0.002871915700288827
100,0.0026633206661179796,0.003192722844237143,0.0037226666927901823
101,0.0026689456202096647,0.003176228692928798,0.0036054726273493246
102,0.0030326659837733036,0.003607434398719532,0.003299878338803891
103,0.003186902247867348,0.0031819900271248666,0.0034398119981264683
104,0.003798301469176175,0.0028460719798697616,0.0030964583723790693
105,0.0033561287310316453,0.004138666853021949,0.003607908661324803
106,0.00264468137716349,0.0035798647527690484,0.003348881945687448
107,0.0028834507947984706,0.003175994864316187,0.0030183699998996604
108,0.002294808159799288,0.002891506288121346,0.0032256269801159924
109,0.002561946015682284,0.0031915992950876017,0.002635227788254103
110,0.002190401066337326,0.0035252438221912816,0.0028725850149385456
111,0.0029679987050758093,0.0032161520602728777,0.003205733825531054
112,0.00253845395231198,0.002967869553537144,0.0033892918252271284
113,0.002864547423277905,0.003179325134489985,0.003105213295530116
114,0.0024247795745509708,0.003227278535026835,0.003169188050063675
115,0.00221505108501522,0.0032368926728106066,0.0031205413514469424
116,0.002817450631227636,0.0030026204001308626,0.003079071775472819
117,0.002594831705496405,0.0028763442881812513,0.003105373243518698
118,0.002820174957820622,0.0034229255535214984,0.00303559501463413
119,0.002751417980921921,0.0028895503057397376,0.003609936524463016
120,0.0029817384162416924,0.00318108964239089,0.0033218062800186013
121,0.00263245104210854,0.003702938913770469,0.0031829447014783538
122,0.002443733020528289,0.0033230212921288764,0.0028009586534124623
123,0.0022511847702584853,0.0027580863231069473,0.003321241856702574
124,0.0022613951164971004,0.0031427544257308197,0.0028293529392640383
125,0.0026661295820227006,0.0034760806075548123,0.0030950258944177503
126,0.0031667731090948884,0.0031036504577576255,0.003392130235082782
127,0.002664393297183263,0.003420149679429798,0.003937911408310082
128,0.0025948441801496745,0.003721734713374455,0.003645945560745369
129,0.002652341562426076,0.003052987976217002,0.0033915207104262485
130,0.0026862565079762237,0.0027006337492002323,0.003152521931933845
131,0.0027146763211603137,0.003300087834962766,0.002947574537522173
132,0.002402740898778396,0.003214092541463864,0.00290936891189982
133,0.002690636319336306,0.0030618266906264784,0.002677647198765414
134,0.002576387429623436,0.003115966717879742,0.003572747266201426
135,0.0028801450609680667,0.0029899567976414245,0.002772092097024605
136,0.0027905167567888224,0.0029160847510059586,0.0030821668112363436
137,0.002772838074983893,0.002560685324147061,0.002914941456472036
138,0.00290043126051425,0.0031545847082655146,0.0036227449840431185
139,0.003083274595877758,0.00300083146140067,0.0031736780621957586
140,0.0027062611904302555,0.003419961045266841,0.0035804571617955787
141,0.0025540426535386315,0.003183481269923064,0.002753692589557248
142,0.002097352930667029,0.003488014234013304,0.002951053170780085
143,0.002589708146515339,0.003146060003572532,0.002895728089898717
144,0.002876320905108219,0.00428347212019047,0.0035787810036557064
145,0.0029331052421430006,0.0034753882942760743,0.0033239922673153977
146,0.0031095458137320527,0.003158662557053348,0.002768601174913254
147,0.0029773245153090697,0.0035587028572558145,0.003131033941090455
148,0.0023407236477008373,0.003634154360887123,0.0032869228743877257
149,0.0025889329707276245,0.00252719214633879,0.0031427921993219003
150,0.003253562812848059,0.0032354396517810446,0.00391309992666263
151,0.002728565891516715,0.0033648396614018644,0.002343748543729725
152,0.0027243217039049287,0.0030602770455620816,0.003210528161193982
153,0.0026874468091427567,0.0032681774375033093,0.002711992430703553
154,0.002344864534874494,0.0028790721315601177,0.002904263316877713
155,0.002943148963298348,0.0029173525093039573,0.0034268845696967427
156,0.0029536674621371767,0.002902013926204181,0.0033915837377841178
157,0.0025764963812657084,0.002885372160878281,0.003803398515020665
158,0.00275319001727776,0.0035672781651824243,0.003799829627479205
159,0.0027064418900348587,0.0029620109216320616,0.0040137720449857405
160,0.0029745540504957624,0.002775011472628362,0.0027048779233301975
161,0.003164987701467822,0.003220509028237291,0.0026869494302164806
162,0.0031740746263256227,0.0028812176225332413,0.0027703640629302847
163,0.003333253203137587,0.002597632342670834,0.003084212519475573
164,0.0031554136354917804,0.0025097657838414203,0.0029764837796428297
165,0.0028973090270484666,0.00412988873485646,0.002908398221235413
166,0.00294673268077681,0.0031052489957341285,0.0030640639217679178
167,0.0033029210567961133,0.00331897759915927,0.0032288495444638167
168,0.0031050207557768604,0.002743084219787032,0.003142763940839654
169,0.003322935009271902,0.002353065241954421,0.0026568550489087634
170,0.0032470686810252957,0.0028418103712688366,0.003596636267022804
171,0.002590984078149118,0.0030651090053650386,0.0027564042131623446
172,0.0026355957463056324,0.0027513696220942507,0.0033449063683896737
173,0.0030364701174863083,0.003681002739130751,0.0034033569618406303
174,0.002573029317658365,0.0025409441629805148,0.003452445022305799
175,0.003075460624530336,0.0030932162714889713,0.0030389529250267767
176,0.002615934283174399,0.0029258526724042252,0.0030504989911236463
177,0.002656653269511833,0.002817103548472548,0.002996623410857706
178,0.0023186528968128103,0.003268042137191371,0.0030557309131066237
179,0.0025932603854606833,0.0035654608207119983,0.002848093518567739
180,0.0033025937997630487,0.002767682688258718,0.0031730466509624455
181,0.0028367249630129013,0.0029556717925635144,0.0031290177350046687
182,0.0025364577424061533,0.0025976962349590444,0.002496068516428106
183,0.0027345130805878403,0.002735791057216288,0.0029859808272980036
184,0.00291998703036346,0.0023657326549124343,0.0027137184884626856
185,0.002891504681877934,0.00327175730782578,0.003041331289591936
186,0.003860355816236533,0.0033724747212314776,0.0025838698257149217
187,0.0022559505628202935,0.0030851653299026585,0.003184681516137286
188,0.0026945371337847635,0.0029219454354490037,0.0031809091694451445
189,0.0027112133208379713,0.0036756277035881095,0.002500272617595324
190,0.0032422434184353963,0.00295547291296845,0.002789066104398492
191,0.0029255832777602426,0.0024828259844828127,0.002584939834695344
192,0.0031506058680658053,0.0032164137874182105,0.0030218005124301012
193,0.0030628029994736123,0.003287792036848132,0.0032241864769856016
194,0.0024046408000289363,0.0026902812777332445,0.002967676990604055
195,0.0030042292304079364,0.0035531281535675857,0.0028228347786929736
196,0.003207761581148752,0.0028977241627527817,0.003100092501161231
197,0.002664974835722567,0.0024698353671650883,0.0030427792692934133
198,0.0032690863994574884,0.002425181772930338,0.0030240652046832073
199,0.0027637308764969755,0.003602440379595899,0.00341977969018529
200,0.0029257045695669274,0.0030866355501448484,0.0030470899769787616
201,0.0026884651445728516,0.003009875054653194,0.00375358901941412
202,0.0031002873333428153,0.003237558071767576,0.0031363581089266903
203,0.0021899654550502044,0.002736284335130706,0.002788572640960736
204,0.003148732629389843,0.0029642208169044686,0.00306049234722119
205,0.0031026021766998443,0.0031463872819357244,0.003033272051941728
206,0.0025062820835588077,0.0027864886733110304,0.0032256173530964866
207,0.0027531546011987955,0.003068329537606031,0.0029260024471944343
208,0.003286048287661995,0.0029686979055814256,0.003331762977394162
209,0.002829223517597934,0.0031244029225278754,0.003755547424227429
210,0.002579137606651286,0.0030117794799337117,0.0033440817734416576
211,0.0029630427230899073,0.002940362861208217,0.0029798081850595445
212,0.00347090181209211,0.003064908132930984,0.002885724366671692
213,0.0030440872494880127,0.0028925578979303135,0.0026653736465286036
214,0.0032470972218810205,0.00225734302608382,0.0026135340591713144
215,0.00293019854116309,0.0026279826632648563,0.003078244484843349
216,0.0031066011837789934,0.003645380348879989,0.002995517156705449
217,0.003214629464651551,0.003176923915647817,0.0035231465547597533
218,0.0028132301190961165,0.002821276950125964,0.0028562634348232342
219,0.003506488955523644,0.0036518853313780592,0.003218121725804014
220,0.003629871532101819,0.002423398866390236,0.0031860383566048754
221,0.0032879062613534477,0.0025478802401051803,0.0029930994326596502
222,0.003286600175308916,0.002871354115984272,0.002971445593434572
223,0.004216835258680779,0.0029011135649696764,0.0030605108230482548
224,0.005086362611799165,0.003039306819171613,0.003594520719700135
225,0.004023368567254112,0.003220625622982529,0.002913095398963092
226,0.0050663776421692305,0.00270110919882642,0.002714428433238772
227,0.005559674617510932,0.002508235230976791,0.003158832380678971
228,0.005761314724020092,0.002836193239894437,0.0027225799260683563
229,0.005702959551562839,0.0028397027507484226,0.002642774027539697
230,0.00660430319278086,0.0028800002245037647,0.002980168738004047
231,0.005665682631698617,0.0029582080022105915,0.002567829448257986
232,0.005968513896513253,0.0022497417774298774,0.002289042829505934
233,0.00599766748404759,0.003203245314615008,0.002915051921934928
234,0.005074712003525314,0.002706356963833618,0.002152359664587288
235,0.004963771841081408,0.002578408838566293,0.00329339498272304
236,0.005579473184301759,0.00257822465852276,0.0031666624178999982
237,0.004282065642710087,0.0032789272535288967,0.0030760490044604654
238,0.004711182361825301,0.0030799529610520326,0.002840445203238541
239,0.003454857698392837,0.002645946055243652,0.0024813917874881622
240,0.004762371723245893,0.00281858436881571,0.0037601425463307937
241,0.0036304926048604594,0.0031870199929267228,0.0025388260373473016
242,0.0037809289887412705,0.00296340054216435,0.0029952461197069796
243,0.004547736776388604,0.0024444260093226156,0.0028973350874811105
244,0.0036440055756360207,0.002781922268275021,0.0028559000211489044
245,0.003861798838149821,0.002608725899879039,0.003031326009241653
246,0.003665060561727342,0.0030038251088253566,0.0021757101928937704
247,0.0037769448184130344,0.002507717774014715,0.0025865851693510915
248,0.0027799485669960564,0.002936939016782613,0.0029376571451627535
249,0.003728615602575629,0.0030589961031053086,0.0022773853992822256
250,0.003583571383000197,0.0029945967482286964,0.0027309044487490433
251,0.003649781675948918,0.0027981975703974455,0.003197931164760454
252,0.0031713377995511464,0.0030229669465671773,0.003502863178474399
253,0.0036947396591080414,0.003057508373488496,0.002557046233019325
254,0.003134590145114458,0.0032882997898549373,0.0029284434317237433
255,0.003139930227452319,0.0025985047729468946,0.0027460271842423196
256,0.002521266559717631,0.002960543034520383,0.0029560254638334076
257,0.003248643160308779,0.003104868599161218,0.0026613753738484315
258,0.0030191384779327812,0.0028708141124742068,0.002943702818803666
259,0.0030298538121069493,0.00280748729058717,0.003347241771790164
260,0.003088887357147747,0.003185363826014765,0.0028174079114941693
261,0.0024879381806368448,0.0030499891246402594,0.002954045343935553
262,0.0024419452451936445,0.003075514177597763,0.0025540388138396916
263,0.003089304014937293,0.002926037141310748,0.002784500739952023
264,0.002940236114204962,0.0029349265712845145,0.0030031300908355645
265,0.0029378333425957967,0.002981441781355479,0.00263197060883392
266,0.0030010097225685955,0.002639112573575676,0.002838090511926421
267,0.0024958497209660196,0.002509544082074787,0.0022031156218014734
268,0.002321666846211959,0.0028074192475923136,0.0024779286524827197
269,0.002836654172584774,0.003156866507831664,0.0031007609937313994
270,0.003335412575443771,0.0026331289211442106,0.002697248699223694
271,0.0022490773769831855,0.002875836609681998,0.003250015148420534
272,0.0029050961450819697,0.002999640583004644,0.0031447468586370264
273,0.002968861523988883,0.003179398419789477,0.0034036033395969164
274,0.0029155044280716456,0.0028959703071838746,0.0031897701875991565
275,0.002630123713097836,0.002620246917184087,0.003590120559723814
276,0.0020979731096347595,0.0031622359823434945,0.0032189120864947766
277,0.0025587848006330357,0.0030999763033645405,0.002303980423308389
278,0.0031034450022813026,0.003245012490553857,0.002819738617306755
279,0.002523573457853966,0.0026080339243305306,0.0030085643802931577
280,0.002824081655889037,0.002834475126081628,0.00328140847038713
281,0.0029600275479875443,0.0036841180555244337,0.0027600322184319925
282,0.002789903985888937,0.0033010346359319816,0.003752490775556707
283,0.0029273562502443087,0.0034845581116539786,0.003031093259726655
284,0.0026161631547840826,0.002885996928840363,0.002570429157985463
285,0.0025060294965790933,0.0028417784867067184,0.002764973032427116
286,0.0028882191490524193,0.0029053203871085916,0.0029839389257495705
287,0.0031225612829102667,0.002951355993790179,0.0037544228464444986
288,0.003004691076412379,0.0029817524230542044,0.003087461617358436
289,0.002347891770026705,0.00229490677003855,0.0028089908781466747
290,0.0025387544820694766,0.00257900084609344,0.0031550937110939813
291,0.002786490923517768,0.0034067496031395797,0.003292221820624981
292,0.0026313752965034243,0.0029741106222577252,0.00368435100831335
293,0.0021925788401886267,0.002482476275992045,0.0022028739454080844
294,0.002754988699633098,0.0025756483938420382,0.003605627394367487
295,0.0024926188693586873,0.0030103063963999293,0.003651359936039151
296,0.003133776654349103,0.0029336261873672744,0.002926338548714114
297,0.0028725862681500576,0.0028142102166881997,0.002850172157427952
298,0.003478539754572923,0.002977300733335408,0.002673129290183553
299,0.0032041933254555537,0.002908811081896972,0.0029736755447507873
300,0.0024574189919572016,0.0028010713746825498,0.0026005758172741103
